AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
-3.8,0.0, 16.8,2019-03-05 00:00:00, 13.0,60.0,10
-3.8,0.0, 18.8,2019-03-05 00:15:00, 12.0,62.0,10
-3.7,0.0, 18.7,2019-03-05 00:30:00, 10.0,63.0,10
-3.8,0.0, 18.3,2019-03-05 00:45:00, 13.0,65.0,10
-3.7,0.0, 17.8,2019-03-05 01:00:00, 11.0,66.0,10
-3.7,0.0, 18.0,2019-03-05 01:15:00, 19.0,66.0,10
-3.6,0.0, 17.5,2019-03-05 01:30:00, 17.0,66.0,10
-3.7,0.0, 18.2,2019-03-05 01:45:00, 10.0,67.0,10
-3.8,0.0, 16.9,2019-03-05 02:00:00, 9.0,68.0,10
-3.9,0.0, 16.2,2019-03-05 02:15:00, 10.0,68.0,10
-4.2,0.0, 16.0,2019-03-05 02:30:00, 17.0,70.0,10
-4.3,0.0, 16.7,2019-03-05 02:45:00, 19.0,70.0,10
-4.1,0.0, 18.0,2019-03-05 03:00:00, 24.0,67.0,10
-4.1,0.0, 16.1,2019-03-05 03:15:00, 26.0,68.0,10
-4.0,0.0, 19.1,2019-03-05 03:30:00, 21.0,65.0,10
-3.9,0.0, 18.3,2019-03-05 03:45:00, 29.0,64.0,10
-3.9,0.0, 18.8,2019-03-05 04:00:00, 22.0,65.0,10
-4.0,0.0, 19.5,2019-03-05 04:15:00, 17.0,68.0,10
-4.1,0.0, 19.4,2019-03-05 04:30:00, 19.0,69.0,10
-3.9,0.0, 22.5,2019-03-05 04:45:00, 18.0,70.0,10
-3.8,0.0, 20.0,2019-03-05 05:00:00, 19.0,70.0,10
-3.8,0.0, 21.5,2019-03-05 05:15:00, 15.0,69.0,10
-3.9,0.0, 19.7,2019-03-05 05:30:00, 14.0,69.0,10
-4.1,0.0, 21.0,2019-03-05 05:45:00, 10.0,69.0,10
-4.4,0.0, 19.9,2019-03-05 06:00:00, 11.0,70.0,10
-4.6,0.0, 19.8,2019-03-05 06:15:00, 18.0,72.0,10
-4.5,0.0, 20.7,2019-03-05 06:30:00, 15.0,72.0,10
-4.5,0.0, 21.2,2019-03-05 06:45:00, 12.0,71.0,10
-4.6,0.0, 20.7,2019-03-05 07:00:00, 9.0,74.0,10
-4.6,0.0, 20.2,2019-03-05 07:15:00, 11.0,74.0,10
-4.5,0.0, 21.1,2019-03-05 07:30:00, 8.0,74.0,10
-4.4,0.0, 19.7,2019-03-05 07:45:00, 10.0,75.0,10
-4.1,0.0, 21.3,2019-03-05 08:00:00, 12.0,75.0,10
-3.6,0.0, 21.7,2019-03-05 08:15:00, 11.0,73.0,10
-3.2,0.0, 22.4,2019-03-05 08:30:00, 9.0,72.0,10
-2.2,0.0, 21.5,2019-03-05 08:45:00, 8.0,69.0,10
-1.8,0.0, 21.0,2019-03-05 09:00:00, 15.0,70.0,10
-1.5,0.0, 19.2,2019-03-05 09:15:00, 14.0,71.0,10
-1.2,0.0, 22.4,2019-03-05 09:30:00, 18.0,70.0,10
-0.9,0.0, 17.4,2019-03-05 09:45:00, 18.0,70.0,10
-0.7,0.0, 20.3,2019-03-05 10:00:00, 17.0,68.0,10
-0.5,0.0, 19.3,2019-03-05 10:15:00, 17.0,64.0,10
0.0,0.0, 15.6,2019-03-05 10:30:00, 13.0,66.0,10
0.7,0.0, 13.6,2019-03-05 10:45:00, 21.0,61.0,10
1.1,0.0, 16.1,2019-03-05 11:00:00, 22.0,59.0,10
1.7,0.0, 13.8,2019-03-05 11:15:00, 29.0,59.0,10
2.0,0.0, 14.1,2019-03-05 11:30:00, 33.0,55.0,10
1.9,0.0, 18.6,2019-03-05 11:45:00, 32.0,49.0,10
2.0,0.254, 18.3,2019-03-05 12:00:00, 25.0,49.0,10
2.0,0.0, 17.6,2019-03-05 12:15:00, 21.0,47.0,10
2.6,0.0, 16.9,2019-03-05 12:30:00, 46.0,47.0,10
2.5,0.0, 14.8,2019-03-05 12:45:00, 33.0,46.0,10
3.0,0.0, 11.3,2019-03-05 13:00:00, 39.0,47.0,10
2.6,0.0, 16.9,2019-03-05 13:15:00, 22.0,47.0,10
2.6,0.0, 14.7,2019-03-05 13:30:00, 30.0,46.0,10
3.0,0.254, 10.4,2019-03-05 13:45:00, 44.0,43.0,10
2.7,0.0, 13.1,2019-03-05 14:00:00, 31.0,42.0,10
3.1,0.0, 12.4,2019-03-05 14:15:00, 46.0,44.0,10
3.1,0.0, 13.0,2019-03-05 14:30:00, 54.0,42.0,10
3.3,0.0, 13.1,2019-03-05 14:45:00, 47.0,40.0,10
2.9,0.0, 13.6,2019-03-05 15:00:00, 50.0,39.0,10
2.5,0.0, 13.5,2019-03-05 15:15:00, 20.0,43.0,10
3.0,0.0, 11.0,2019-03-05 15:30:00, 45.0,39.0,10
2.5,0.0, 16.6,2019-03-05 15:45:00, 35.0,40.0,10
2.2,0.0, 17.2,2019-03-05 16:00:00, 26.0,41.0,10
2.0,0.0, 15.6,2019-03-05 16:15:00, 28.0,41.0,10
1.9,0.0, 14.4,2019-03-05 16:30:00, 13.0,44.0,10
1.6,0.0, 16.5,2019-03-05 16:45:00, 10.0,42.0,10
1.3,0.0, 13.6,2019-03-05 17:00:00, 19.0,45.0,10
0.2,0.0, 16.8,2019-03-05 17:15:00, 22.0,47.0,10
0.4,0.0, 17.3,2019-03-05 17:30:00, 21.0,45.0,10
-0.4,0.0, 15.1,2019-03-05 17:45:00, 21.0,49.0,10
-1.1,0.0, 17.2,2019-03-05 18:00:00, 20.0,51.0,10
-1.6,0.0, 19.7,2019-03-05 18:15:00, 19.0,50.0,10
-1.8,0.0, 16.9,2019-03-05 18:30:00, 14.0,52.0,10
-2.0,0.0, 17.5,2019-03-05 18:45:00, 9.0,52.0,10
-2.1,0.0, 16.1,2019-03-05 19:00:00, 10.0,51.0,10
-2.2,0.0, 17.6,2019-03-05 19:15:00, 9.0,51.0,10
-2.1,0.0, 16.5,2019-03-05 19:30:00, 5.0,51.0,10
-2.3,0.0, 15.8,2019-03-05 19:45:00, 8.0,49.0,10
-2.4,0.0, 16.9,2019-03-05 20:00:00, 9.0,49.0,10
-2.6,0.0, 14.8,2019-03-05 20:15:00, 14.0,50.0,10
-2.5,0.0, 16.5,2019-03-05 20:30:00, 13.0,50.0,10
-2.3,0.0, 16.7,2019-03-05 20:45:00, 10.0,47.0,10
-2.6,0.0, 16.4,2019-03-05 21:00:00, 11.0,49.0,10
-2.5,0.0, 17.2,2019-03-05 21:15:00, 10.0,49.0,10
-2.6,0.0, 17.6,2019-03-05 21:30:00, 10.0,49.0,10
-2.7,0.0, 17.0,2019-03-05 21:45:00, 13.0,50.0,10
-2.8,0.0, 18.5,2019-03-05 22:00:00, 13.0,50.0,10
-2.7,0.0, 18.0,2019-03-05 22:15:00, 10.0,49.0,10
-2.7,0.0, 17.8,2019-03-05 22:30:00, 9.0,48.0,10
-2.6,0.0, 18.9,2019-03-05 22:45:00, 10.0,47.0,10
-2.6,0.0, 19.6,2019-03-05 23:00:00, 9.0,46.0,10
-2.6,0.0, 17.2,2019-03-05 23:15:00, 9.0,47.0,10
-2.6,0.0, 20.5,2019-03-05 23:30:00, 8.0,46.0,10
-2.7,0.0, 21.1,2019-03-05 23:45:00, 10.0,49.0,10
-2.8,0.0, 22.3,2019-03-06 00:00:00, 14.0,49.0,10
-2.9,0.0, 22.9,2019-03-06 00:15:00, 18.0,51.0,10
-2.8,0.0, 22.7,2019-03-06 00:30:00, 14.0,49.0,10
-2.8,0.0, 23.4,2019-03-06 00:45:00, 16.0,51.0,10
-2.9,0.0, 21.2,2019-03-06 01:00:00, 15.0,51.0,10
-2.9,0.0, 20.4,2019-03-06 01:15:00, 11.0,51.0,10
-2.9,0.0, 21.7,2019-03-06 01:30:00, 7.0,50.0,10
-2.9,0.0, 20.0,2019-03-06 01:45:00, 11.0,50.0,10
-3.0,0.0, 21.5,2019-03-06 02:00:00, 9.0,50.0,10
-3.1,0.0, 22.8,2019-03-06 02:15:00, 7.0,51.0,10
-3.1,0.0, 21.8,2019-03-06 02:30:00, 7.0,52.0,10
-3.0,0.0, 22.3,2019-03-06 02:45:00, 9.0,53.0,10
-3.2,0.0, 22.2,2019-03-06 03:00:00, 14.0,56.0,10
-3.2,0.0, 21.2,2019-03-06 03:15:00, 15.0,58.0,10
-3.3,0.0, 22.2,2019-03-06 03:30:00, 21.0,61.0,10
-3.3,0.0, 21.8,2019-03-06 03:45:00, 20.0,60.0,10
-3.3,0.0, 23.2,2019-03-06 04:00:00, 18.0,59.0,10
-3.3,0.0, 22.8,2019-03-06 04:15:00, 19.0,59.0,10
-3.2,0.0, 23.8,2019-03-06 04:30:00, 21.0,58.0,10
-3.2,0.0, 23.9,2019-03-06 04:45:00, 21.0,57.0,10
-3.4,0.0, 19.9,2019-03-06 05:00:00, 18.0,59.0,10
-3.5,0.0, 19.9,2019-03-06 05:15:00, 17.0,58.0,10
-3.5,0.0, 20.4,2019-03-06 05:30:00, 18.0,58.0,10
-3.7,0.0, 19.8,2019-03-06 05:45:00, 17.0,58.0,10
-3.5,0.0, 21.5,2019-03-06 06:00:00, 16.0,59.0,10
-3.6,0.0, 21.3,2019-03-06 06:15:00, 12.0,58.0,10
-3.9,0.0, 20.7,2019-03-06 06:30:00, 14.0,57.0,10
-4.0,0.0, 20.2,2019-03-06 06:45:00, 17.0,55.0,10
-3.9,0.0, 21.8,2019-03-06 07:00:00, 16.0,56.0,10
-3.6,0.0, 22.7,2019-03-06 07:15:00, 14.0,57.0,10
-3.6,0.0, 23.1,2019-03-06 07:30:00, 13.0,59.0,10
-3.6,0.0, 23.0,2019-03-06 07:45:00, 16.0,60.0,10
-3.5,0.0, 23.7,2019-03-06 08:00:00, 15.0,56.0,10
-3.1,0.0, 22.7,2019-03-06 08:15:00, 13.0,54.0,10
-2.7,0.0, 21.7,2019-03-06 08:30:00, 12.0,53.0,10
-2.2,0.0, 22.4,2019-03-06 08:45:00, 12.0,49.0,10
