wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,relative_humidity,time,snw_dpth,week_of_year
129.0, None, None,0.0, None,0.0, None,0.0, None, None,100.0,2019-03-12 00:00:00, None,11
103.0, None, None,0.0, None,0.0, None,0.0, None, None,100.0,2019-03-12 01:00:00, None,11
151.0, None, None,0.0, None,0.0, None,0.0, None, None,100.0,2019-03-12 02:00:00, None,11
99.0, None, None,0.0, None,0.0, None,0.0, None, None,100.0,2019-03-12 03:00:00, None,11
99.0, None, None,0.0, None,0.0, None,0.0, None, None,100.0,2019-03-12 04:00:00, None,11
87.0, None, None,0.2, None,0.0, None,0.0, None, None,100.0,2019-03-12 05:00:00, None,11
141.0, None, None,0.0, None,2.8, None,0.0, None, None,100.0,2019-03-12 06:00:00, None,11
98.0, None, None,0.0, None,0.0, None,0.1, None, None,100.0,2019-03-12 07:00:00, None,11
140.0, None, None,0.0, None,0.0, None,0.4, None, None,100.0,2019-03-12 08:00:00, None,11
176.0, None, None,0.2, None,1.7, None,1.1, None, None,99.0,2019-03-12 09:00:00, None,11
101.0, None, None,1.2, None,1.8, None,1.8, None, None,97.0,2019-03-12 10:00:00, None,11
227.0, None, None,4.6, None,4.1, None,7.5, None, None,82.0,2019-03-12 11:00:00, None,11
133.0, None, None,2.0, None,3.4, None,6.8, None, None,72.0,2019-03-12 12:00:00, None,11
131.0, None, None,0.4, None,4.2, None,6.9, None, None,77.0,2019-03-12 13:00:00, None,11
283.0, None, None,0.0, None,5.1, None,7.5, None, None,73.0,2019-03-12 14:00:00, None,11
271.0, None, None,0.0, None,4.8, None,7.8, None, None,64.0,2019-03-12 15:00:00, None,11
223.0, None, None,0.0, None,4.7, None,8.3, None, None,66.0,2019-03-12 16:00:00, None,11
229.0, None, None,0.0, None,2.6, None,6.3, None, None,73.0,2019-03-12 17:00:00, None,11
100.0, None, None,0.0, None,4.7, None,1.3, None, None,95.0,2019-03-12 18:00:00, None,11
94.0, None, None,0.0, None,3.6, None,0.5, None, None,98.0,2019-03-12 19:00:00, None,11
93.0, None, None,0.0, None,2.1, None,1.0, None, None,99.0,2019-03-12 20:00:00, None,11
112.0, None, None,0.0, None,2.7, None,1.0, None, None,99.0,2019-03-12 21:00:00, None,11
105.0, None, None,0.0, None,3.3, None,0.2, None, None,99.0,2019-03-12 22:00:00, None,11
120.0, None, None,0.0, None,3.7, None,0.0, None, None,100.0,2019-03-12 23:00:00, None,11
105.0, None, None,0.0, None,1.8, None,0.4, None, None,100.0,2019-03-13 00:00:00, None,11
115.0, None, None,0.0, None,3.3, None,0.1, None, None,100.0,2019-03-13 01:00:00, None,11
106.0, None, None,0.0, None,4.6, None,8.6, None, None,80.0,2019-03-18 18:00:00, None,11
109.0, None, None,0.0, None,4.6, None,6.0, None, None,79.0,2019-03-18 19:00:00, None,11
102.0, None, None,0.0, None,4.9, None,5.2, None, None,83.0,2019-03-18 20:00:00, None,11
109.0, None, None,0.0, None,4.2, None,4.9, None, None,81.0,2019-03-18 21:00:00, None,11
118.0, None, None,0.0, None,3.8, None,5.0, None, None,77.0,2019-03-18 22:00:00, None,11
123.0, None, None,0.0, None,4.8, None,5.0, None, None,77.0,2019-03-18 23:00:00, None,11
