air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
1.6,0.3, 0.0,1.7,64.0,2021-10-22 00:00:00, -8.0,-4.0,43
1.2,0.3, 0.0,1.7,65.0,2021-10-22 01:00:00, -8.0,-4.0,43
2.1,0.3, 0.0,2.3,57.0,2021-10-22 02:00:00, -8.0,-6.0,43
2.4,0.3, 0.0,2.7,60.0,2021-10-22 03:00:00, -8.0,-5.0,43
2.7,0.3, 1.0,2.9,61.0,2021-10-22 04:00:00, -8.0,-4.0,43
2.5,0.3, 0.0,2.9,65.0,2021-10-22 05:00:00, -8.0,-3.0,43
3.1,0.3, 0.0,3.4,67.0,2021-10-22 06:00:00, -8.0,-2.0,43
3.7,2.9, 0.0,4.0,68.0,2021-10-22 07:00:00, -8.0,-2.0,43
3.7,2.9, 0.0,4.5,77.0,2021-10-22 08:00:00, -8.0,0.0,43
3.4,2.9, 1.0,4.5,90.0,2021-10-22 09:00:00, -8.0,2.0,43
3.1,2.9, 1.0,4.5,99.0,2021-10-22 10:00:00, -7.0,3.0,43
3.3,2.9, 0.0,4.5,100.0,2021-10-22 11:00:00, -7.0,3.0,43
3.9,2.9, 0.0,4.5,97.0,2021-10-22 12:00:00, -7.0,4.0,43
3.7,2.9, 0.0,4.5,94.0,2021-10-22 13:00:00, -8.0,3.0,43
3.9,2.9, 0.0,4.5,93.0,2021-10-22 14:00:00, -8.0,3.0,43
3.4,2.9, 0.0,4.5,96.0,2021-10-22 15:00:00, -8.0,3.0,43
3.2,2.9, 1.0,4.5,98.0,2021-10-22 16:00:00, -8.0,3.0,43
2.6,2.6, 0.0,4.5,100.0,2021-10-22 17:00:00, -7.0,2.0,43
2.5,2.4, 0.0,4.5,100.0,2021-10-22 18:00:00, -7.0,2.0,43
2.2,2.2, 0.0,2.5,100.0,2021-10-22 19:00:00, -7.0,2.0,43
1.8,1.8, 1.0,2.5,100.0,2021-10-22 20:00:00, -7.0,2.0,43
1.4,1.4, 0.0,2.5,100.0,2021-10-22 21:00:00, -7.0,2.0,43
0.8,0.9, 0.0,2.5,100.0,2021-10-22 22:00:00, -8.0,1.0,43
0.6,0.5, 0.0,2.5,100.0,2021-10-22 23:00:00, -8.0,1.0,43
0.3,0.2, 0.0,2.5,100.0,2021-10-23 00:00:00, -8.0,0.0,43
0.4,0.1, 0.0,2.5,100.0,2021-10-23 01:00:00, -8.0,0.0,43
-0.2,-0.2, 0.0,2.5,100.0,2021-10-23 02:00:00, -7.0,0.0,43
-0.5,-0.6, 0.0,2.5,100.0,2021-10-23 03:00:00, -7.0,0.0,43
-0.8,-0.9, 0.0,2.5,100.0,2021-10-23 04:00:00, -7.0,-1.0,43
-1.2,-1.2, 0.0,2.5,100.0,2021-10-23 05:00:00, -7.0,-1.0,43
-1.4,-1.4, 0.0,2.5,100.0,2021-10-23 06:00:00, -7.0,-1.0,43
-1.5,-1.6, 0.0,-1.4,100.0,2021-10-23 07:00:00, -7.0,-1.0,43
-1.7,-1.7, 0.0,-1.4,100.0,2021-10-23 08:00:00, -7.0,-2.0,43
-1.8,-1.8, 0.0,-1.4,100.0,2021-10-23 09:00:00, -7.0,-2.0,43
-1.9,-1.9, 0.0,-1.4,100.0,2021-10-23 10:00:00, -7.0,-2.0,43
-1.2,-1.9, 0.0,-1.3,100.0,2021-10-23 11:00:00, -7.0,-1.0,43
