pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, -21.05, None,2017-12-24 00:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.7,52
None, None, -21.16, None,2017-12-24 01:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.53,52
None, None, -21.25, None,2017-12-24 02:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.63,52
None, None, -21.42, None,2017-12-24 03:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.59,52
None, None, -21.26, None,2017-12-24 04:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.61,52
None, None, -21.45, None,2017-12-24 05:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.6,52
None, None, -21.66, None,2017-12-24 06:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.53,52
None, None, -21.56, None,2017-12-24 07:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.52,52
None, None, -21.78, None,2017-12-24 08:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.57,52
None, None, -21.69, None,2017-12-24 09:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.61,52
None, None, -21.33, None,2017-12-24 10:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.5,52
None, None, -20.33, None,2017-12-24 11:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.46,52
None, None, -19.99, None,2017-12-24 12:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.43,52
None, None, -19.5, None,2017-12-24 13:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.36,52
None, None, -19.46, None,2017-12-24 14:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.42,52
None, None, -18.82, None,2017-12-24 15:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.49,52
None, None, -18.62, None,2017-12-24 16:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.38,52
None, None, -18.82, None,2017-12-24 17:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.39,52
None, None, -19.03, None,2017-12-24 18:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.37,52
None, None, -18.68, None,2017-12-24 19:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.38,52
None, None, -18.66, None,2017-12-24 20:00:00, None, None, None, None, None, None, None, None, None, None, None, 30.36,52
