air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-2.445, None, None, None, None, 173.2,2016-01-29 00:00:00, None, None, None,5
None,-2.26, None, None, None, None, 172.8,2016-01-29 01:00:00, None, None, None,5
None,-2.401, None, None, None, None, 172.5,2016-01-29 02:00:00, None, None, None,5
None,-2.121, None, None, None, None, 172.7,2016-01-29 03:00:00, None, None, None,5
None,-2.981, None, None, None, None, 172.5,2016-01-29 04:00:00, None, None, None,5
None,-3.329, None, None, None, None, None,2016-01-29 05:00:00, None, None, None,5
None,-3.695, None, None, None, None, 170.8,2016-01-29 06:00:00, None, None, None,5
None,-3.554, None, None, None, None, 170.6,2016-01-29 07:00:00, None, None, None,5
None,-3.544, None, None, None, None, 171.2,2016-01-29 08:00:00, None, None, None,5
None,-3.329, None, None, None, None, 172.0,2016-01-29 09:00:00, None, None, None,5
None,-3.122, None, None, None, None, 171.8,2016-01-29 10:00:00, None, None, None,5
None,-2.869, None, None, None, None, 172.2,2016-01-29 11:00:00, None, None, None,5
None,-2.887, None, None, None, None, 171.5,2016-01-29 12:00:00, None, None, None,5
None,-2.587, None, None, None, None, 171.2,2016-01-29 13:00:00, None, None, None,5
None,-1.521, None, None, None, None, 170.8,2016-01-29 14:00:00, None, None, None,5
None,-2.155, None, None, None, None, 170.6,2016-01-29 15:00:00, None, None, None,5
None,-2.409, None, None, None, None, 170.5,2016-01-29 16:00:00, None, None, None,5
None,-2.026, None, None, None, None, 170.0,2016-01-29 17:00:00, None, None, None,5
None,-2.793, None, None, None, None, 169.1,2016-01-29 18:00:00, None, None, None,5
None,-3.253, None, None, None, None, 169.2,2016-01-29 19:00:00, None, None, None,5
None,-3.366, None, None, None, None, 169.0,2016-01-29 20:00:00, None, None, None,5
None,-3.244, None, None, None, None, 169.3,2016-01-29 21:00:00, None, None, None,5
None,-3.365, None, None, None, None, 169.8,2016-01-29 22:00:00, None, None, None,5
None,-3.507, None, None, None, None, 170.8,2016-01-29 23:00:00, None, None, None,5
None,-3.329, None, None, None, None, 170.9,2016-01-30 00:00:00, None, None, None,5
None,-3.498, None, None, None, None, 171.1,2016-01-30 01:00:00, None, None, None,5
None,-3.591, None, None, None, None, 171.5,2016-01-30 02:00:00, None, None, None,5
None,-3.224, None, None, None, None, 171.7,2016-01-30 03:00:00, None, None, None,5
None,-3.404, None, None, None, None, 171.6,2016-01-30 04:00:00, None, None, None,5
None,-3.779, None, None, None, None, 171.8,2016-01-30 05:00:00, None, None, None,5
None,-3.591, None, None, None, None, 171.3,2016-01-30 06:00:00, None, None, None,5
None,-3.836, None, None, None, None, 171.7,2016-01-30 07:00:00, None, None, None,5
None,-3.949, None, None, None, None, 171.8,2016-01-30 08:00:00, None, None, None,5
None,-3.845, None, None, None, None, 172.1,2016-01-30 09:00:00, None, None, None,5
None,-3.751, None, None, None, None, 172.9,2016-01-30 10:00:00, None, None, None,5
None,-3.066, None, None, None, None, 168.5,2016-01-30 11:00:00, None, None, None,5
None,-2.475, None, None, None, None, 166.5,2016-01-30 12:00:00, None, None, None,5
None,-2.306, None, None, None, None, 168.2,2016-01-30 13:00:00, None, None, None,5
None,-1.942, None, None, None, None, 167.4,2016-01-30 14:00:00, None, None, None,5
None,-1.203, None, None, None, None, 168.3,2016-01-30 15:00:00, None, None, None,5
None,-2.379, None, None, None, None, 168.4,2016-01-30 16:00:00, None, None, None,5
None,-2.95, None, None, None, None, 168.6,2016-01-30 17:00:00, None, None, None,5
None,-3.204, None, None, None, None, 168.9,2016-01-30 18:00:00, None, None, None,5
