TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-2.073,0.6,81.0,7.65,0.74,943.85,0.0,1.86,2018-04-23 00:00:00,80.0,-4.9,17
-1.299,0.6,82.5,2.35,0.93,944.15,0.0,2.41,2018-04-23 01:00:00,85.6,-3.9,17
-0.088,0.6,77.9,0.0,1.67,944.25,0.0,4.08,2018-04-23 02:00:00,80.0,-3.5,17
-0.032,0.6,74.6,0.0,2.41,944.25,0.0,5.01,2018-04-23 03:00:00,70.2,-4.0,17
-0.032,0.6,74.3,0.0,2.04,944.35,0.0,4.64,2018-04-23 04:00:00,70.2,-4.1,17
-0.535,5.6,75.3,0.0,2.23,944.45,0.0,5.01,2018-04-23 05:00:00,70.2,-4.4,17
-0.311,79.4,75.4,0.0,1.86,944.55,0.0,3.71,2018-04-23 06:00:00,82.8,-4.1,17
1.453,289.4,72.1,0.0,2.04,944.85,0.0,4.08,2018-04-23 07:00:00,103.9,-3.0,17
4.558,445.6,65.0,0.0,2.04,944.85,0.0,5.01,2018-04-23 08:00:00,103.9,-1.4,17
6.914,584.4,52.9,0.0,2.6,944.45,0.0,5.2,2018-04-23 09:00:00,77.2,-2.0,17
8.916,708.1,46.1,0.0,2.97,943.85,0.0,5.57,2018-04-23 10:00:00,77.2,-2.0,17
10.956,791.9,40.3,0.0,3.15,943.45,0.0,8.53,2018-04-23 11:00:00,99.7,-2.0,17
13.281,735.6,36.9,0.0,2.78,943.05,0.0,6.49,2018-04-23 12:00:00,115.1,-1.1,17
12.92,735.6,34.5,0.0,3.34,942.75,0.0,7.98,2018-04-23 13:00:00,137.6,-2.4,17
13.161,530.6,33.6,0.0,2.97,942.45,0.0,7.24,2018-04-23 14:00:00,134.8,-2.5,17
13.666,434.4,33.0,0.0,2.97,942.05,0.0,7.79,2018-04-23 15:00:00,133.4,-2.3,17
13.497,324.4,31.5,0.0,2.41,941.55,0.0,5.75,2018-04-23 16:00:00,155.8,-3.1,17
14.194,461.9,30.2,0.0,2.41,941.35,0.0,5.94,2018-04-23 17:00:00,150.2,-3.0,17
13.016,155.6,29.6,0.0,2.23,940.75,0.0,5.94,2018-04-23 18:00:00,146.0,-4.3,17
10.443,25.6,31.5,0.0,1.48,940.65,0.0,3.9,2018-04-23 19:00:00,146.0,-5.7,17
1.859,0.6,50.2,0.0,0.37,940.85,0.0,1.67,2018-04-23 20:00:00,140.4,-7.4,17
1.18,0.6,62.3,0.0,0.37,941.15,0.0,1.48,2018-04-23 21:00:00,140.4,-5.2,17
0.797,0.6,67.5,0.0,0.37,941.25,0.0,1.48,2018-04-23 22:00:00,140.4,-4.5,17
0.079,0.6,71.2,0.0,0.56,941.25,0.0,1.48,2018-04-23 23:00:00,140.4,-4.5,17
0.301,0.6,71.5,0.0,0.93,941.25,0.0,2.23,2018-04-24 00:00:00,96.9,-4.2,17
0.632,0.6,73.6,0.0,1.11,940.85,0.0,2.04,2018-04-24 01:00:00,87.0,-3.5,17
-0.648,0.6,76.0,0.0,0.93,940.75,0.0,2.04,2018-04-24 02:00:00,126.4,-4.4,17
-0.479,0.6,78.9,0.0,0.74,940.45,0.0,1.48,2018-04-24 03:00:00,136.2,-3.7,17
-0.648,0.6,80.7,0.0,0.74,940.65,0.0,1.86,2018-04-24 04:00:00,117.9,-3.6,17
0.439,3.1,78.7,0.0,0.74,940.75,0.0,2.78,2018-04-24 05:00:00,108.1,-2.8,17
1.18,39.4,77.1,0.0,1.11,940.75,0.0,3.71,2018-04-24 06:00:00,139.0,-2.4,17
