SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
0.0, -1.4, 0.0,0.0, 5.5, 0.008,2020-02-19 00:00:00, 22.0,85.0,8
None, -1.2, None,0.0, 7.5, None,2020-02-19 00:15:00, 18.0,84.0,8
None, -1.3, None,0.0, 7.1, None,2020-02-19 00:30:00, 14.0,85.0,8
None, -1.3, None,0.0, 7.9, None,2020-02-19 00:45:00, 354.0,86.0,8
0.0, -1.5, 0.0,0.0, 8.8, 0.012,2020-02-19 01:00:00, 9.0,90.0,8
None, -1.2, None,0.0, 8.5, None,2020-02-19 01:15:00, 15.0,88.0,8
None, -0.7, None,0.0, 7.3, None,2020-02-19 01:30:00, 1.0,86.0,8
None, -1.3, None,0.0, 8.3, None,2020-02-19 01:45:00, 357.0,92.0,8
0.0, -1.1, 0.0,0.0, 6.6, 0.009,2020-02-19 02:00:00, 331.0,91.0,8
None, -1.3, None,0.0, 6.5, None,2020-02-19 02:15:00, 340.0,92.0,8
None, -1.7, None,0.0, 8.6, None,2020-02-19 02:30:00, 354.0,96.0,8
None, -1.4, None,0.0, 7.5, None,2020-02-19 02:45:00, 1.0,93.0,8
0.0, -1.3, 0.0,0.0, 7.7, 0.013,2020-02-19 03:00:00, 351.0,93.0,8
None, -1.4, None,0.0, 6.3, None,2020-02-19 03:15:00, 354.0,94.0,8
None, -1.4, None,0.0, 7.9, None,2020-02-19 03:30:00, 13.0,94.0,8
None, -1.3, None,0.0, 6.9, None,2020-02-19 03:45:00, 0.0,92.0,8
0.0, -1.2, 1.0,0.0, 7.2, 0.01,2020-02-19 04:00:00, 21.0,93.0,8
None, -1.1, None,0.0, 7.2, None,2020-02-19 04:15:00, 20.0,93.0,8
None, -1.1, None,0.0, 7.2, None,2020-02-19 04:30:00, 3.0,93.0,8
None, -1.4, None,0.0, 8.0, None,2020-02-19 04:45:00, 7.0,94.0,8
0.0, -1.4, -1.0,0.0, 7.4, 0.012,2020-02-19 05:00:00, 8.0,95.0,8
None, -1.5, None,0.0, 7.4, None,2020-02-19 05:15:00, 356.0,95.0,8
None, -1.6, None,0.0, 8.5, None,2020-02-19 05:30:00, 11.0,96.0,8
None, -1.5, None,0.0, 8.0, None,2020-02-19 05:45:00, 19.0,96.0,8
0.0, -1.3, 1.0,0.0, 8.6, 0.011,2020-02-19 06:00:00, 26.0,93.0,8
None, -1.4, None,0.0, 7.1, None,2020-02-19 06:15:00, 13.0,92.0,8
None, -1.5, None,0.0, 8.0, None,2020-02-19 06:30:00, 15.0,93.0,8
None, -1.3, None,0.0, 7.7, None,2020-02-19 06:45:00, 17.0,91.0,8
0.0, -1.4, 0.0,0.0, 9.3, 0.01,2020-02-19 07:00:00, 26.0,91.0,8
None, -1.3, None,0.0, 6.5, None,2020-02-19 07:15:00, 20.0,91.0,8
None, -1.3, None,0.0, 8.4, None,2020-02-19 07:30:00, 35.0,92.0,8
None, -1.2, None,0.0, 7.9, None,2020-02-19 07:45:00, 32.0,92.0,8
9.0, -1.2, 0.0,0.0, 8.2, 0.011,2020-02-19 08:00:00, 17.0,92.0,8
None, -1.1, None,0.0, 7.9, None,2020-02-19 08:15:00, 17.0,93.0,8
None, -1.0, None,0.0, 9.6, None,2020-02-19 08:30:00, 13.0,94.0,8
None, -0.7, None,0.0, 8.9, None,2020-02-19 08:45:00, 17.0,92.0,8
85.0, 0.4, -1.0,0.0, 9.0, 0.009,2020-02-19 09:00:00, 16.0,85.0,8
None, 1.0, None,0.0, 8.3, None,2020-02-19 09:15:00, 3.0,84.0,8
None, 1.4, None,0.0, 8.6, None,2020-02-19 09:30:00, 1.0,82.0,8
None, 1.9, None,0.0, 9.2, None,2020-02-19 09:45:00, 12.0,78.0,8
307.0, 2.5, -1.0,0.0, 7.2, 0.002,2020-02-19 10:00:00, 6.0,75.0,8
None, 2.7, None,0.0, 8.9, None,2020-02-19 10:15:00, 7.0,74.0,8
None, 3.2, None,0.0, 6.1, None,2020-02-19 10:30:00, 11.0,69.0,8
None, 3.3, None,0.0, 9.1, None,2020-02-19 10:45:00, 3.0,67.0,8
435.0, 3.9, 1.0,0.0, 7.4, 0.0,2020-02-19 11:00:00, 8.0,66.0,8
None, 4.4, None,0.0, 6.3, None,2020-02-19 11:15:00, 9.0,62.0,8
None, 4.6, None,0.0, 7.6, None,2020-02-19 11:30:00, 35.0,59.0,8
None, 4.5, None,0.0, 7.0, None,2020-02-19 11:45:00, 44.0,56.0,8
511.0, 4.6, 1.0,0.0, 8.1, 0.0,2020-02-19 12:00:00, 29.0,59.0,8
None, 5.0, None,0.0, 6.2, None,2020-02-19 12:15:00, 51.0,57.0,8
None, 4.9, None,0.0, 9.0, None,2020-02-19 12:30:00, 49.0,58.0,8
None, 5.5, None,0.0, 5.4, None,2020-02-19 12:45:00, 46.0,54.0,8
533.0, 5.9, 1.0,0.0, 6.9, 0.0,2020-02-19 13:00:00, 94.0,45.0,8
None, 6.2, None,0.0, 6.8, None,2020-02-19 13:15:00, 62.0,45.0,8
None, 6.2, None,0.0, 6.9, None,2020-02-19 13:30:00, 47.0,50.0,8
None, 6.2, None,0.0, 8.8, None,2020-02-19 13:45:00, 67.0,49.0,8
500.0, 6.2, -2.0,0.0, 7.5, 0.0,2020-02-19 14:00:00, 89.0,45.0,8
None, 6.4, None,0.0, 7.5, None,2020-02-19 14:15:00, 38.0,50.0,8
None, 6.0, None,0.0, 5.4, None,2020-02-19 14:30:00, 26.0,52.0,8
None, 5.8, None,0.0, 8.0, None,2020-02-19 14:45:00, 19.0,49.0,8
412.0, 6.1, 2.0,0.0, 5.3, 0.0,2020-02-19 15:00:00, 20.0,49.0,8
None, 6.1, None,0.0, 7.4, None,2020-02-19 15:15:00, 14.0,48.0,8
None, 5.9, None,0.0, 5.7, None,2020-02-19 15:30:00, 49.0,49.0,8
None, 5.6, None,0.0, 6.3, None,2020-02-19 15:45:00, 46.0,45.0,8
215.0, 5.2, 0.0,0.0, 5.7, 0.0,2020-02-19 16:00:00, 358.0,49.0,8
None, 4.2, None,0.0, 5.0, None,2020-02-19 16:15:00, 20.0,51.0,8
None, 4.2, None,0.0, 6.4, None,2020-02-19 16:30:00, 22.0,51.0,8
None, 4.0, None,0.0, 4.8, None,2020-02-19 16:45:00, 8.0,52.0,8
30.0, 3.8, 0.0,0.0, 5.3, 0.0,2020-02-19 17:00:00, 12.0,53.0,8
None, 3.4, None,0.0, 5.7, None,2020-02-19 17:15:00, 35.0,53.0,8
None, 2.7, None,0.0, 5.8, None,2020-02-19 17:30:00, 35.0,55.0,8
None, 2.4, None,0.0, 6.6, None,2020-02-19 17:45:00, 37.0,59.0,8
10.0, 1.8, 0.0,0.0, 7.1, 0.0,2020-02-19 18:00:00, 41.0,66.0,8
None, 1.4, None,0.0, 7.0, None,2020-02-19 18:15:00, 45.0,61.0,8
None, 1.1, None,0.0, 5.9, None,2020-02-19 18:30:00, 42.0,60.0,8
None, 1.3, None,0.0, 7.2, None,2020-02-19 18:45:00, 51.0,60.0,8
0.0, 1.0, -2.0,0.0, 6.1, 0.0,2020-02-19 19:00:00, 52.0,71.0,8
None, 0.9, None,0.0, 5.7, None,2020-02-19 19:15:00, 54.0,74.0,8
None, 1.2, None,0.0, 6.6, None,2020-02-19 19:30:00, 58.0,65.0,8
None, 1.1, None,0.0, 6.1, None,2020-02-19 19:45:00, 49.0,70.0,8
0.0, 0.8, 0.0,0.0, 5.9, 0.002,2020-02-19 20:00:00, 61.0,75.0,8
None, 0.8, None,0.0, 5.9, None,2020-02-19 20:15:00, 67.0,75.0,8
None, 0.5, None,0.0, 5.1, None,2020-02-19 20:30:00, 44.0,81.0,8
None, -0.2, None,0.0, 7.1, None,2020-02-19 20:45:00, 30.0,84.0,8
0.0, 0.2, 0.0,0.0, 6.8, 0.003,2020-02-19 21:00:00, 35.0,82.0,8
None, 0.5, None,0.0, 6.5, None,2020-02-19 21:15:00, 39.0,80.0,8
None, 1.2, None,0.0, 7.1, None,2020-02-19 21:30:00, 41.0,74.0,8
None, 1.5, None,0.0, 6.0, None,2020-02-19 21:45:00, 54.0,73.0,8
0.0, 1.8, -1.0,0.0, 7.2, 0.001,2020-02-19 22:00:00, 67.0,69.0,8
None, 1.6, None,0.0, 6.6, None,2020-02-19 22:15:00, 69.0,70.0,8
None, 2.1, None,0.0, 7.1, None,2020-02-19 22:30:00, 69.0,70.0,8
None, 2.2, None,0.0, 7.3, None,2020-02-19 22:45:00, 65.0,68.0,8
0.0, 2.0, 1.0,0.0, 7.6, 0.001,2020-02-19 23:00:00, 46.0,69.0,8
None, 1.6, None,0.0, 7.0, None,2020-02-19 23:15:00, 36.0,71.0,8
None, 1.7, None,0.0, 6.9, None,2020-02-19 23:30:00, 33.0,69.0,8
None, 1.6, None,0.0, 7.5, None,2020-02-19 23:45:00, 39.0,68.0,8
0.0, 1.4, 0.0,0.0, 8.0, 0.003,2020-02-20 00:00:00, 18.0,70.0,8
None, 1.2, None,0.0, 9.2, None,2020-02-20 00:15:00, 31.0,71.0,8
None, 0.6, None,0.0, 6.8, None,2020-02-20 00:30:00, 25.0,76.0,8
None, 0.2, None,0.0, 8.3, None,2020-02-20 00:45:00, 17.0,79.0,8
0.0, -0.1, 0.0,0.0, 7.7, 0.002,2020-02-20 01:00:00, 16.0,79.0,8
None, -0.3, None,0.0, 8.5, None,2020-02-20 01:15:00, 9.0,82.0,8
None, -0.1, None,0.0, 8.8, None,2020-02-20 01:30:00, 23.0,79.0,8
None, 0.3, None,0.0, 8.2, None,2020-02-20 01:45:00, 21.0,79.0,8
0.0, 0.3, 0.0,0.0, 8.5, 0.004,2020-02-20 02:00:00, 15.0,74.0,8
None, 0.2, None,0.0, 6.4, None,2020-02-20 02:15:00, 14.0,76.0,8
None, -0.2, None,0.0, 6.9, None,2020-02-20 02:30:00, 3.0,81.0,8
None, -0.8, None,0.0, 7.3, None,2020-02-20 02:45:00, 9.0,82.0,8
0.0, -1.1, -1.0,0.0, 5.8, 0.003,2020-02-20 03:00:00, 22.0,84.0,8
None, -0.8, None,0.0, 5.4, None,2020-02-20 03:15:00, 48.0,83.0,8
None, -1.0, None,0.0, 5.3, None,2020-02-20 03:30:00, 32.0,88.0,8
None, -0.6, None,0.0, 6.6, None,2020-02-20 03:45:00, 95.0,84.0,8
0.0, -1.0, 1.0,0.0, 5.0, 0.002,2020-02-20 04:00:00, 23.0,87.0,8
