WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
97.4,2020-01-22 00:00:00, 6.7, 91.7,4
87.0,2020-01-22 01:00:00, 6.5, 97.1,4
101.4,2020-01-22 02:00:00, 6.3, 99.1,4
115.6,2020-01-22 03:00:00, 6.1, 100.0,4
112.6,2020-01-22 04:00:00, 6.1, 97.6,4
65.9,2020-01-22 05:00:00, 6.1, 99.7,4
119.5,2020-01-22 06:00:00, 6.0, 96.4,4
115.3,2020-01-22 07:00:00, 6.0, 96.6,4
107.1,2020-01-22 08:00:00, 6.0, 99.9,4
128.1,2020-01-22 09:00:00, 6.1, 98.6,4
146.0,2020-01-22 10:00:00, 6.6, 95.6,4
123.1,2020-01-22 11:00:00, 6.9, 90.6,4
152.8,2020-01-22 12:00:00, 7.1, 93.1,4
94.9,2020-01-22 13:00:00, 6.7, 95.5,4
320.2,2020-01-22 14:00:00, 6.5, 100.0,4
309.9,2020-01-22 15:00:00, 6.4, 99.7,4
236.2,2020-01-22 16:00:00, 6.3, 99.7,4
102.6,2020-01-22 17:00:00, 5.8, 93.9,4
98.7,2020-01-22 18:00:00, 5.5, 97.8,4
85.4,2020-01-22 19:00:00, 5.2, 99.7,4
228.3,2020-01-22 20:00:00, 5.3, 99.6,4
338.5,2020-01-22 21:00:00, 5.2, 99.7,4
294.7,2020-01-22 22:00:00, 5.4, 99.7,4
66.9,2020-01-22 23:00:00, 5.6, 99.7,4
313.8,2020-01-23 00:00:00, 5.9, 99.7,4
259.6,2020-01-23 01:00:00, 6.3, 99.6,4
148.5,2020-01-23 02:00:00, 6.4, 100.0,4
125.0,2020-01-23 03:00:00, 6.6, 99.9,4
108.9,2020-01-23 04:00:00, 6.9, 99.6,4
100.5,2020-01-23 05:00:00, 7.1, 99.7,4
128.4,2020-01-23 06:00:00, 8.2, 97.4,4
130.0,2020-01-23 07:00:00, 8.3, 100.0,4
132.4,2020-01-23 08:00:00, 8.4, 100.0,4
112.1,2020-01-23 09:00:00, 8.4, 97.1,4
109.7,2020-01-23 10:00:00, 8.4, 98.0,4
121.8,2020-01-23 11:00:00, 8.5, 99.8,4
137.2,2020-01-23 12:00:00, 8.9, 100.0,4
137.2,2020-01-23 13:00:00, 9.0, 100.0,4
35.8,2020-01-23 14:00:00, 8.8, 99.7,4
123.6,2020-01-23 15:00:00, 9.2, 100.0,4
125.1,2020-01-23 16:00:00, 9.1, 100.0,4
126.2,2020-01-23 17:00:00, 9.4, 99.9,4
129.0,2020-01-23 18:00:00, 9.4, 100.0,4
117.3,2020-01-23 19:00:00, 9.5, 100.0,4
121.6,2020-01-23 20:00:00, 9.7, 95.7,4
128.5,2020-01-23 21:00:00, 10.0, 92.2,4
127.7,2020-01-23 22:00:00, 9.7, 96.3,4
142.2,2020-01-23 23:00:00, 9.6, 96.2,4
278.1,2020-01-24 00:00:00, 9.3, 99.8,4
132.8,2020-01-24 01:00:00, 9.0, 99.7,4
134.2,2020-01-24 02:00:00, 9.0, 100.0,4
115.6,2020-01-24 03:00:00, 8.9, 100.0,4
153.0,2020-01-24 04:00:00, 9.2, 99.6,4
102.4,2020-01-24 05:00:00, 9.5, 99.8,4
95.3,2020-01-24 06:00:00, 9.3, 100.0,4
160.0,2020-01-24 07:00:00, 9.3, 95.1,4
108.2,2020-01-24 08:00:00, 8.7, 95.3,4
129.5,2020-01-24 09:00:00, 8.9, 96.3,4
98.5,2020-01-24 10:00:00, 9.3, 92.2,4
114.3,2020-01-24 11:00:00, 9.6, 85.5,4
122.6,2020-01-24 12:00:00, 6.7, 93.3,4
106.2,2020-01-24 13:00:00, 6.7, 97.7,4
113.8,2020-01-24 14:00:00, 7.6, 94.9,4
93.9,2020-01-24 15:00:00, 8.0, 97.3,4
93.7,2020-01-24 16:00:00, 8.7, 94.2,4
125.4,2020-01-24 17:00:00, 9.2, 96.5,4
270.1,2020-01-24 18:00:00, 8.3, 99.6,4
7.9,2020-01-24 19:00:00, 7.8, 99.9,4
17.7,2020-01-24 20:00:00, 7.6, 100.0,4
346.7,2020-01-24 21:00:00, 7.1, 99.9,4
307.3,2020-01-24 22:00:00, 7.0, 99.7,4
308.1,2020-01-24 23:00:00, 6.9, 100.0,4
288.9,2020-01-25 00:00:00, 6.7, 99.7,4
80.3,2020-01-25 01:00:00, 6.5, 100.0,4
200.8,2020-01-25 02:00:00, 6.3, 99.8,4
166.6,2020-01-25 03:00:00, 6.0, 99.8,4
285.1,2020-01-25 04:00:00, 5.7, 99.6,4
256.6,2020-01-25 05:00:00, 6.0, 99.6,4
193.1,2020-01-25 06:00:00, 6.0, 99.9,4
73.0,2020-01-25 07:00:00, 6.2, 99.7,4
97.9,2020-01-25 08:00:00, 6.3, 99.7,4
198.1,2020-01-25 09:00:00, 6.3, 99.8,4
282.1,2020-01-25 10:00:00, 6.8, 95.0,4
327.4,2020-01-25 11:00:00, 7.2, 94.8,4
231.6,2020-01-25 12:00:00, 7.5, 94.9,4
60.3,2020-01-25 13:00:00, 7.8, 89.0,4
307.4,2020-01-25 14:00:00, 8.2, 95.2,4
301.1,2020-01-25 15:00:00, 8.1, 93.6,4
19.9,2020-01-25 16:00:00, 8.0, 96.4,4
74.9,2020-01-25 17:00:00, 8.1, 97.4,4
105.8,2020-01-25 18:00:00, 7.7, 94.4,4
101.8,2020-01-25 19:00:00, 7.1, 95.0,4
37.6,2020-01-25 20:00:00, 6.4, 99.7,4
278.4,2020-01-25 21:00:00, 6.1, 99.8,4
313.3,2020-01-25 22:00:00, 5.9, 99.7,4
108.0,2020-01-25 23:00:00, 5.8, 99.7,4
97.9,2020-01-26 00:00:00, 5.5, 93.2,4
45.8,2020-01-26 01:00:00, 5.8, 93.2,4
93.2,2020-01-26 02:00:00, 5.7, 93.0,4
55.6,2020-01-26 03:00:00, 6.0, 92.2,4
128.3,2020-01-26 04:00:00, 6.3, 90.1,4
124.3,2020-01-26 05:00:00, 6.2, 96.1,4
144.2,2020-01-26 06:00:00, 6.8, 94.0,4
306.7,2020-01-26 07:00:00, 6.8, 94.9,4
112.9,2020-01-26 08:00:00, 7.1, 93.3,4
122.3,2020-01-26 09:00:00, 7.5, 93.9,4
131.8,2020-01-26 10:00:00, 8.1, 89.0,4
83.7,2020-01-26 11:00:00, 9.2, 85.4,4
105.6,2020-01-26 12:00:00, 9.8, 86.2,4
72.8,2020-01-26 13:00:00, 9.8, 84.0,4
118.7,2020-01-26 14:00:00, 9.9, 85.5,4
112.1,2020-01-26 15:00:00, 9.5, 86.2,4
96.1,2020-01-26 16:00:00, 9.5, 84.6,4
119.6,2020-01-26 17:00:00, 9.3, 83.3,4
144.4,2020-01-26 18:00:00, 8.9, 90.3,4
129.7,2020-01-26 19:00:00, 8.3, 89.2,4
139.9,2020-01-26 20:00:00, 8.5, 89.0,4
135.9,2020-01-26 21:00:00, 7.9, 89.8,4
132.0,2020-01-26 22:00:00, 7.8, 96.4,4
103.4,2020-01-26 23:00:00, 7.7, 90.3,4
96.2,2020-01-27 00:00:00, 7.8, 90.5,4
104.3,2020-01-27 01:00:00, 7.5, 93.8,4
101.2,2020-01-27 02:00:00, 7.4, 96.5,4
96.9,2020-01-27 03:00:00, 7.2, 95.8,4
91.5,2020-01-27 04:00:00, 7.1, 90.6,4
98.8,2020-01-27 05:00:00, 6.9, 88.5,4
50.4,2020-01-27 06:00:00, 6.9, 95.6,4
141.4,2020-01-27 07:00:00, 6.3, 100.0,4
309.4,2020-01-27 08:00:00, 5.9, 99.7,4
123.6,2020-01-27 09:00:00, 6.0, 99.6,4
81.0,2020-01-27 10:00:00, 6.6, 91.9,4
72.3,2020-01-27 11:00:00, 7.0, 87.3,4
80.7,2020-01-27 12:00:00, 7.7, 81.3,4
83.7,2020-01-27 13:00:00, 8.5, 75.1,4
96.2,2020-01-27 14:00:00, 8.9, 72.0,4
88.0,2020-01-27 15:00:00, 8.9, 69.9,4
115.4,2020-01-27 16:00:00, 8.9, 72.7,4
189.4,2020-01-27 17:00:00, 8.1, 78.7,4
125.8,2020-01-27 18:00:00, 7.3, 77.9,4
121.6,2020-01-27 19:00:00, 7.1, 86.5,4
78.9,2020-01-27 20:00:00, 6.2, 82.7,4
101.5,2020-01-27 21:00:00, 5.5, 90.7,4
86.7,2020-01-27 22:00:00, 5.3, 95.3,4
93.6,2020-01-27 23:00:00, 5.2, 91.1,4
102.3,2020-01-28 00:00:00, 5.4, 93.5,4
85.4,2020-01-28 01:00:00, 5.7, 91.4,4
348.3,2020-01-28 02:00:00, 5.9, 99.4,4
39.9,2020-01-28 03:00:00, 5.7, 99.9,4
100.4,2020-01-28 04:00:00, 5.4, 99.9,4
67.1,2020-01-28 05:00:00, 5.4, 96.8,4
114.1,2020-01-28 06:00:00, 5.4, 98.5,4
41.9,2020-01-28 07:00:00, 5.5, 99.4,4
146.4,2020-01-28 08:00:00, 5.7, 99.7,4
61.6,2020-01-28 09:00:00, 5.8, 93.6,4
76.5,2020-01-28 10:00:00, 5.6, 90.4,4
96.3,2020-01-28 11:00:00, 5.7, 93.7,4
344.6,2020-01-28 12:00:00, 6.0, 95.9,4
6.8,2020-01-28 13:00:00, 6.9, 89.2,4
358.2,2020-01-28 14:00:00, 7.6, 85.4,4
101.0,2020-01-28 15:00:00, 9.2, 75.2,4
113.7,2020-01-28 16:00:00, 9.4, 76.8,4
216.2,2020-01-28 17:00:00, 8.2, 95.0,4
201.9,2020-01-28 18:00:00, 7.1, 97.8,4
164.2,2020-01-28 19:00:00, 6.7, 99.2,4
174.7,2020-01-28 20:00:00, 6.5, 99.9,4
38.4,2020-01-28 21:00:00, 6.6, 98.8,4
