time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2018-01-08,6.5,2.0,0.9,2
2018-01-09,26.1,1.7,-5.4,2
2018-01-10,0.0,-5.4,-14.7,2
2018-01-11,0.0,-12.0,-19.9,2
2018-01-12,0.0,-6.7,-12.5,2
2018-01-13,0.0,1.0,-6.7,2
2018-01-14,6.7,0.8,-5.1,2
