pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -0.895, 94.4, 4.9, None, 45.18, 4.437, 169.7, -1.0, None, -0.9, -1.0, 1014.7, 0.5, -1.0, 913.0, None, 0.0, 94.0,2021-04-09 00:00:00, -1.0, -0.612, 913.0,15
None, -0.793, 94.5, 4.9, None, 13.91, 8.77, 139.3, -2.0, None, -0.8, -1.1, 1014.7, 0.1, -2.0, 913.0, None, 1.0, 95.0,2021-04-09 01:00:00, 0.0, 0.043, 913.0,15
None, -1.032, 91.6, 4.9, None, 12.95, 10.34, 140.3, -2.0, None, -1.0, -1.1, 1013.4, -0.1, -2.0, 912.0, None, 0.0, 92.0,2021-04-09 02:00:00, 0.0, 0.085, 912.0,15
None, -0.412, 87.2, 4.9, None, 15.47, 11.64, 145.6, -2.0, None, -0.4, -1.1, 1013.4, 0.1, -2.0, 912.0, None, 0.0, 87.0,2021-04-09 03:00:00, 0.0, -0.008, 912.0,15
None, -0.369, 85.6, 4.9, None, 19.17, 8.58, 148.0, -2.0, None, -0.4, -1.1, 1012.2, -0.2, -2.0, 911.0, None, 0.0, 86.0,2021-04-09 04:00:00, 0.0, 0.105, 911.0,15
None, -0.946, 87.9, 4.9, None, 15.69, 9.22, 137.4, -2.0, None, -0.9, -1.1, 1012.1, 0.2, -2.0, 911.0, None, 0.0, 88.0,2021-04-09 05:00:00, 0.0, -0.018, 911.0,15
None, -0.225, 82.0, 4.9, None, 18.08, 9.67, 146.2, -2.0, None, -0.2, -1.1, 1011.0, -0.2, -2.0, 910.0, None, 0.0, 82.0,2021-04-09 06:00:00, 0.0, 0.115, 910.0,15
None, -0.127, 79.42, 0.0, None, 21.91, 9.63, 154.6, -3.0, None, -0.1, -0.4, 1010.0, 0.2, -3.0, 909.0, None, 0.0, 79.0,2021-04-09 07:00:00, 0.0, 0.108, 909.0,15
None, 0.038, 74.49, 0.1, None, 22.77, 11.35, 153.0, -4.0, None, 0.0, -0.4, 1009.0, -0.2, -4.0, 908.0, None, 0.0, 74.0,2021-04-09 08:00:00, 0.0, 0.076, 908.0,15
None, 0.558, 70.69, 0.6, None, 17.94, 14.73, 146.1, -4.0, None, 0.6, -0.4, 1009.0, 0.1, -4.0, 908.0, None, 0.0, 71.0,2021-04-09 09:00:00, 0.0, 0.01, 908.0,15
