pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, -2.861, 86.3, -0.2, 86.0, -4.0, -2.9, -3.2, -4.0, 0.0, 0.0,2021-04-09 00:00:00, 130.0, 129.8,15
None, -2.941, 93.5, -0.2, 94.0, -4.0, -2.9, -3.2, -4.0, 0.5, 0.0,2021-04-09 01:00:00, 130.0, 129.9,15
None, -2.893, 92.4, -0.2, 92.0, -4.0, -2.9, -3.2, -4.0, 0.6, 3.0,2021-04-09 02:00:00, 132.0, 132.1,15
None, -2.939, 92.3, -0.2, 92.0, -4.0, -2.9, -3.2, -4.0, 0.1, -1.0,2021-04-09 03:00:00, 131.0, 130.9,15
None, -3.02, 92.6, -0.2, 93.0, -4.0, -3.0, -3.2, -4.0, 0.1, -2.0,2021-04-09 04:00:00, 129.0, 128.7,15
None, -2.893, 91.9, -0.2, 92.0, -4.0, -2.9, -3.2, -4.0, 0.0, 3.0,2021-04-09 05:00:00, 131.0, 131.0,15
None, -3.099, 92.2, -0.2, 92.0, -4.0, -3.1, -3.2, -4.0, 0.1, 0.0,2021-04-09 06:00:00, 131.0, 131.2,15
None, -3.131, 91.6, -3.0, 92.0, -4.0, -3.1, -3.3, -4.0, 0.1, -1.0,2021-04-09 07:00:00, 130.0, 130.1,15
None, -2.576, 87.7, -2.5, 88.0, -4.0, -2.6, -3.3, -4.0, 0.1, 2.0,2021-04-09 08:00:00, 131.0, 131.2,15
None, -1.483, 74.98, -1.3, 75.0, -5.0, -1.5, -3.3, -5.0, 0.4, 0.0,2021-04-09 09:00:00, 131.0, 130.7,15
None, -0.564, 69.47, -0.5, 69.0, -5.0, -0.6, -3.3, -5.0, 0.1, 0.0,2021-04-09 10:00:00, 131.0, 130.8,15
None, 0.16, 67.13, 0.1, 67.0, -5.0, 0.2, -3.3, -5.0, 0.0, 0.0,2021-04-09 11:00:00, 130.0, 130.3,15
None, 1.133, 60.63, 1.6, 61.0, -6.0, 1.1, -3.3, -6.0, 0.0, 0.0,2021-04-09 12:00:00, 130.0, 130.2,15
None, 1.9, 58.87, 2.4, 59.0, -6.0, 1.9, -3.3, -6.0, 0.0, 0.0,2021-04-09 13:00:00, 130.0, 130.1,15
None, 2.518, 53.68, 2.9, 54.0, -6.0, 2.5, -3.3, -6.0, -0.1, 0.0,2021-04-09 14:00:00, 130.0, 130.0,15
None, 0.443, 71.84, 2.9, 72.0, -4.0, 0.4, -3.3, -4.0, -0.5, -1.0,2021-04-09 15:00:00, 129.0, None,15
None, 0.36, 74.17, 2.9, 74.0, -4.0, 0.4, -3.3, -4.0, 0.1, 0.0,2021-04-09 16:00:00, 129.0, 129.4,15
None, 0.656, 70.11, 2.9, 70.0, -4.0, 0.7, -3.3, -4.0, 0.1, 1.0,2021-04-09 17:00:00, 130.0, 130.3,15
None, 1.148, 60.51, 2.9, 61.0, -6.0, 1.1, -3.3, -6.0, None, None,2021-04-09 18:00:00, None, 130.1,15
None, 0.387, 68.19, 1.5, 68.0, -5.0, 0.4, 0.5, -5.0, 0.1, 0.0,2021-04-09 19:00:00, 130.0, 130.0,15
None, -1.673, 75.05, 1.5, 75.0, -5.0, -1.7, -1.9, -5.0, -0.2, -1.0,2021-04-09 20:00:00, 129.0, 128.9,15
None, -1.625, 79.01, 1.5, 79.0, -4.0, -1.6, -1.9, -4.0, None, None,2021-04-09 21:00:00, None, 129.0,15
