pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 14.15, 13.68, 14.2, None, 21.98, 9.49, 169.3, -13.0, None, 14.2, -5.4, -13.0, 0.0, None, 0.0, 14.0,2021-04-14 14:00:00, -6999.0, -6999.0,15
None, 14.64, 13.69, 14.7, None, 28.67, 9.12, 166.8, -13.0, None, 14.6, -5.4, -13.0, 0.0, None, 0.0, 14.0,2021-04-14 15:00:00, -6999.0, -6999.0,15
None, 15.1, 16.32, 15.4, None, 60.12, 5.271, 172.2, -10.0, None, 15.1, -5.4, -10.0, 0.0, None, 0.0, 16.0,2021-04-14 16:00:00, -6999.0, -6999.0,15
None, 14.13, 21.02, 15.5, None, 29.92, 8.09, 165.8, -8.0, None, 14.1, -5.4, -8.0, 0.0, None, 0.0, 21.0,2021-04-14 17:00:00, -6999.0, -6999.0,15
None, 12.8, 26.58, 15.5, None, 19.17, 7.408, 174.8, -6.0, None, 12.8, -5.4, -6.0, 0.0, None, 0.0, 27.0,2021-04-14 18:00:00, -6999.0, -6999.0,15
None, 6.22, 49.11, 13.7, None, 36.07, 2.172, 182.5, -3.0, None, 6.2, 6.4, -3.0, 0.0, None, 0.0, 49.0,2021-04-14 19:00:00, -6999.0, -6999.0,15
None, 3.774, 57.16, 13.7, None, 29.7, 1.072, 172.8, -3.0, None, 3.8, 3.8, -3.0, 0.0, None, 0.0, 57.0,2021-04-14 20:00:00, -6999.0, -6999.0,15
None, 2.149, 69.82, 13.7, None, 33.45, 1.545, 172.1, -3.0, None, 2.1, 2.2, -3.0, 0.0, None, 0.0, 70.0,2021-04-14 21:00:00, -6999.0, -6999.0,15
None, 1.181, 71.48, 13.7, None, 61.72, 1.227, 166.8, -4.0, None, 1.2, 1.1, -4.0, 0.0, None, 0.0, 71.0,2021-04-14 22:00:00, -6999.0, -6999.0,15
None, -0.152, 76.22, 13.7, None, 19.16, 1.792, 165.2, -4.0, None, -0.2, -0.2, -4.0, 0.0, None, 0.0, 76.0,2021-04-14 23:00:00, -6999.0, -6999.0,15
None, -1.339, 78.27, 13.7, None, 11.94, 1.481, 168.1, -4.0, None, -1.3, -1.3, -4.0, 0.0, None, 0.0, 78.0,2021-04-15 00:00:00, -6999.0, -6999.0,15
None, -1.898, 79.48, 13.7, None, 48.91, 2.009, 179.1, -5.0, None, -1.9, -1.9, -5.0, 0.0, None, 0.0, 79.0,2021-04-15 01:00:00, -6999.0, -6999.0,15
None, -2.45, 82.9, 13.7, None, 52.26, 1.693, 188.6, -4.0, None, -2.5, -2.4, -4.0, 0.0, None, 0.0, 83.0,2021-04-15 02:00:00, -6999.0, -6999.0,15
None, -2.366, 84.1, 13.7, None, 14.11, 3.04, 178.4, -5.0, None, -2.4, -2.6, -5.0, 0.0, None, 0.0, 84.0,2021-04-15 03:00:00, -6999.0, -6999.0,15
None, -2.569, 84.4, 13.7, None, 17.22, 3.023, 179.6, -5.0, None, -2.6, -2.6, -5.0, 0.0, None, 0.0, 84.0,2021-04-15 04:00:00, -6999.0, -6999.0,15
None, -2.577, 84.5, 13.7, None, 10.74, 3.567, 179.0, -5.0, None, -2.6, -2.7, -5.0, 0.0, None, 0.0, 85.0,2021-04-15 05:00:00, -6999.0, -6999.0,15
