pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.3, 6.534, 39.09, None, None, None, None, None, None, None, -6.0, 6.5, 5.8, 0.0, None, 10.0, None, 39.0, None,2021-04-09 00:00:00, None,15
0.3, 5.798, 44.32, None, None, None, None, None, None, None, -5.0, 5.8, 5.8, 0.0, None, 10.0, None, 44.0, None,2021-04-09 01:00:00, None,15
0.3, 5.085, 46.27, None, None, None, None, None, None, None, -6.0, 5.1, 5.0, 0.0, None, 10.0, None, 46.0, None,2021-04-09 02:00:00, None,15
0.3, 3.695, 58.09, None, None, None, None, None, None, None, -4.0, 3.7, 3.6, 0.0, None, 10.0, None, 58.0, None,2021-04-09 03:00:00, None,15
0.3, 4.872, 48.09, None, None, None, None, None, None, None, -5.0, 4.9, 3.6, 0.0, None, 10.0, None, 48.0, None,2021-04-09 04:00:00, None,15
0.3, 5.368, 44.05, None, None, None, None, None, None, None, -6.0, 5.4, 3.6, 0.0, None, 10.0, None, 44.0, None,2021-04-09 05:00:00, None,15
0.3, 4.763, 42.24, None, None, None, None, None, None, None, -7.0, 4.8, 3.6, 0.0, None, 10.0, None, 42.0, None,2021-04-09 06:00:00, None,15
0.3, 4.302, 44.04, None, None, None, None, None, None, None, -7.0, 4.3, 4.3, 0.0, None, 4.8, None, 44.0, None,2021-04-09 07:00:00, None,15
0.0, 4.846, 43.14, None, None, None, None, None, None, None, -7.0, 4.8, 4.3, 0.0, None, 4.8, None, 43.0, None,2021-04-09 08:00:00, None,15
0.0, 6.105, 42.14, None, None, None, None, None, None, None, -6.0, 6.1, 4.3, 0.0, None, 6.3, None, 42.0, None,2021-04-09 09:00:00, None,15
0.0, 7.191, 38.56, None, None, None, None, None, None, None, -6.0, 7.2, 4.3, 0.0, None, 7.2, None, 39.0, None,2021-04-09 10:00:00, None,15
0.0, 7.92, 38.02, None, None, None, None, None, None, None, -5.0, 7.9, 4.3, 0.0, None, 7.9, None, 38.0, None,2021-04-09 11:00:00, None,15
0.0, 8.63, 36.37, None, None, None, None, None, None, None, -6.0, 8.6, 4.3, 0.0, None, 8.7, None, 36.0, None,2021-04-09 12:00:00, None,15
0.0, 8.78, 34.6, None, None, None, None, None, None, None, -6.0, 8.8, 4.3, 0.0, None, 8.7, None, 35.0, None,2021-04-09 13:00:00, None,15
0.0, 9.48, 32.79, None, None, None, None, None, None, None, -6.0, 9.5, 4.3, 0.0, None, 9.7, None, 33.0, None,2021-04-09 14:00:00, None,15
0.0, 9.68, 34.65, None, None, None, None, None, None, None, -5.0, 9.7, 4.3, 0.0, None, 9.8, None, 35.0, None,2021-04-09 15:00:00, None,15
0.0, 9.53, 32.33, None, None, None, None, None, None, None, -6.0, 9.5, 4.3, 0.0, None, 9.8, None, 32.0, None,2021-04-09 16:00:00, None,15
0.0, 8.73, 37.98, None, None, None, None, None, None, None, -5.0, 8.7, 4.3, 0.0, None, 9.8, None, 38.0, None,2021-04-09 17:00:00, None,15
0.0, 8.03, 40.76, None, None, None, None, None, None, None, -4.0, 8.0, 4.3, 0.0, None, 9.8, None, 41.0, None,2021-04-09 18:00:00, None,15
0.0, 6.673, 49.32, None, None, None, None, None, None, None, -3.0, 6.7, 6.7, 0.0, None, 8.1, None, 49.0, None,2021-04-09 19:00:00, None,15
0.0, 5.822, 53.15, None, None, None, None, None, None, None, -3.0, 5.8, 5.8, 0.0, None, 8.1, None, 53.0, None,2021-04-09 20:00:00, None,15
0.0, 5.52, 54.93, None, None, None, None, None, None, None, -3.0, 5.5, 5.5, 0.0, None, 8.1, None, 55.0, None,2021-04-09 21:00:00, None,15
0.0, 4.728, 60.49, None, None, None, None, None, None, None, -2.0, 4.7, 4.7, 0.0, None, 8.1, None, 60.0, None,2021-04-09 22:00:00, None,15
0.0, 3.938, 64.98, None, None, None, None, None, None, None, -2.0, 3.9, 4.0, 0.0, None, 8.1, None, 65.0, None,2021-04-09 23:00:00, None,15
0.0, 3.84, 69.02, None, None, None, None, None, None, None, -1.0, 3.8, 3.7, 0.0, None, 8.1, None, 69.0, None,2021-04-10 00:00:00, None,15
0.0, 2.842, 77.8, None, None, None, None, None, None, None, -1.0, 2.8, 2.9, 0.0, None, 8.1, None, 78.0, None,2021-04-10 01:00:00, None,15
0.2, 2.029, 87.8, None, None, None, None, None, None, None, 0.0, 2.0, 2.1, 0.2, None, 8.1, None, 88.0, None,2021-04-10 02:00:00, None,15
0.2, 2.114, 90.7, None, None, None, None, None, None, None, 1.0, 2.1, 1.7, 0.0, None, 8.1, None, 91.0, None,2021-04-10 03:00:00, None,15
0.2, 2.354, 73.51, None, None, None, None, None, None, None, -2.0, 2.4, 1.7, 0.0, None, 8.1, None, 74.0, None,2021-04-10 04:00:00, None,15
