snw_dpth_wtr_equiv,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
-565.0, None,2021-12-10 00:00:00,-4.2, None, None, None,50
-565.0, None,2021-12-10 01:00:00,-4.3, None, None, None,50
-565.0, None,2021-12-10 02:00:00,-4.4, None, None, None,50
-565.0, None,2021-12-10 03:00:00,-4.4, None, None, None,50
-565.0, None,2021-12-10 04:00:00,-4.2, None, None, None,50
-565.0, None,2021-12-10 05:00:00,-3.9, None, None, None,50
-565.0, None,2021-12-10 06:00:00,-4.3, None, None, None,50
-565.0, None,2021-12-10 07:00:00,-4.3, None, None, None,50
-565.0, None,2021-12-10 08:00:00,-4.6, None, None, None,50
-565.0, None,2021-12-10 09:00:00,-6.3, None, None, None,50
-565.0, None,2021-12-10 10:00:00,-6.1, None, None, None,50
-565.0, None,2021-12-10 11:00:00,-5.6, None, None, None,50
-565.0, None,2021-12-10 12:00:00,-5.4, None, None, None,50
-565.0, None,2021-12-10 13:00:00,-5.2, None, None, None,50
-565.0, None,2021-12-10 14:00:00,-3.9, None, None, None,50
-565.0, None,2021-12-10 15:00:00,-3.7, None, None, None,50
-565.0, None,2021-12-10 16:00:00,-5.1, None, None, None,50
-565.0, None,2021-12-10 17:00:00,-6.1, None, None, None,50
-565.0, None,2021-12-10 18:00:00,-6.1, None, None, None,50
-565.0, None,2021-12-10 19:00:00,-6.1, None, None, None,50
-565.0, None,2021-12-10 20:00:00,-5.8, None, None, None,50
-565.0, None,2021-12-10 21:00:00,-6.3, None, None, None,50
-565.0, None,2021-12-10 22:00:00,-6.9, None, None, None,50
-565.0, None,2021-12-10 23:00:00,-7.6, None, None, None,50
-565.0, None,2021-12-11 00:00:00,-6.7, None, None, None,50
-565.0, None,2021-12-11 01:00:00,-7.3, None, None, None,50
-565.0, None,2021-12-11 02:00:00,-6.7, None, None, None,50
-565.0, None,2021-12-11 03:00:00,-7.1, None, None, None,50
-565.0, None,2021-12-11 04:00:00,-7.8, None, None, None,50
-565.0, None,2021-12-11 05:00:00,-7.7, None, None, None,50
-565.0, None,2021-12-11 06:00:00,-7.7, None, None, None,50
-565.0, None,2021-12-11 07:00:00,-7.7, None, None, None,50
