pcpn_amt_pst24hrs,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,cum_pcpn_amt,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
1.0, None, 0.0,3.0,431.0, None, None,2023-06-18 00:00:00,5.7, None,-11.0, None,25
2.0, None, 1.0,3.0,432.0, None, None,2023-06-18 01:00:00,4.1, None,-11.0, None,25
5.0, None, 3.0,2.0,435.0, None, None,2023-06-18 02:00:00,2.1, None,-11.0, None,25
6.0, None, 1.0,1.0,436.0, None, None,2023-06-18 03:00:00,1.6, None,-10.0, None,25
5.0, None, 0.0,1.0,436.0, None, None,2023-06-18 04:00:00,1.7, None,-11.0, None,25
5.0, None, 0.0,1.0,436.0, None, None,2023-06-18 05:00:00,1.7, None,-11.0, None,25
5.0, None, 0.0,1.0,436.0, None, None,2023-06-18 06:00:00,2.2, None,-11.0, None,25
5.0, None, 0.0,1.0,436.0, None, None,2023-06-18 07:00:00,2.5, None,-11.0, None,25
5.0, None, 0.0,1.0,436.0, None, None,2023-06-18 08:00:00,2.9, None,-11.0, None,25
6.0, None, 0.0,1.0,436.0, None, None,2023-06-18 09:00:00,3.0, None,-11.0, None,25
6.0, None, 0.0,1.0,436.0, None, None,2023-06-18 10:00:00,3.0, None,-11.0, None,25
6.0, None, 0.0,1.0,436.0, None, None,2023-06-18 11:00:00,3.3, None,-11.0, None,25
7.0, None, 1.0,1.0,437.0, None, None,2023-06-18 12:00:00,3.8, None,-12.0, None,25
8.0, None, 1.0,1.0,438.0, None, None,2023-06-18 13:00:00,3.4, None,-12.0, None,25
8.0, None, 0.0,1.0,438.0, None, None,2023-06-18 14:00:00,3.3, None,-11.0, None,25
8.0, None, 0.0,1.0,438.0, None, None,2023-06-18 15:00:00,3.5, None,-12.0, None,25
9.0, None, 1.0,1.0,439.0, None, None,2023-06-18 16:00:00,4.4, None,-12.0, None,25
10.0, None, 1.0,1.0,440.0, None, None,2023-06-18 17:00:00,4.8, None,-12.0, None,25
10.0, None, 0.0,1.0,440.0, None, None,2023-06-18 18:00:00,5.1, None,-12.0, None,25
10.0, None, 0.0,1.0,440.0, None, None,2023-06-18 19:00:00,5.2, None,-12.0, None,25
9.0, None, 0.0,1.0,440.0, None, None,2023-06-18 20:00:00,4.3, None,-11.0, None,25
10.0, None, 1.0,1.0,441.0, None, None,2023-06-18 21:00:00,3.2, None,-11.0, None,25
10.0, None, 0.0,1.0,441.0, None, None,2023-06-18 22:00:00,2.8, None,-11.0, None,25
10.0, None, 0.0,1.0,441.0, None, None,2023-06-18 23:00:00,2.7, None,-11.0, None,25
10.0, None, 0.0,1.0,441.0, None, None,2023-06-19 00:00:00,2.6, None,-11.0, None,25
9.0, None, 0.0,1.0,441.0, None, None,2023-06-19 01:00:00,2.6, None,-11.0, None,25
7.0, None, 1.0,1.0,442.0, None, None,2023-06-19 02:00:00,2.6, None,-11.0, None,25
6.0, None, 0.0,1.0,442.0, None, None,2023-06-19 03:00:00,2.3, None,-11.0, None,25
7.0, None, 1.0,1.0,443.0, None, None,2023-06-19 04:00:00,2.3, None,-11.0, None,25
7.0, None, 0.0,1.0,443.0, None, None,2023-06-19 05:00:00,2.3, None,-11.0, None,25
8.0, None, 1.0,1.0,444.0, None, None,2023-06-19 06:00:00,2.4, None,-11.0, None,25
10.0, None, 2.0,1.0,446.0, None, None,2023-06-19 07:00:00,2.3, None,-11.0, None,25
12.0, None, 2.0,1.0,448.0, None, None,2023-06-19 08:00:00,2.3, None,-11.0, None,25
14.0, None, 2.0,1.0,450.0, None, None,2023-06-19 09:00:00,2.3, None,-11.0, None,25
15.0, None, 1.0,1.0,451.0, None, None,2023-06-19 10:00:00,2.3, None,-11.0, None,25
17.0, None, 2.0,1.0,453.0, None, None,2023-06-19 11:00:00,2.6, None,-12.0, None,25
17.0, None, 1.0,1.0,454.0, None, None,2023-06-19 12:00:00,3.5, None,-12.0, None,25
17.0, None, 1.0,1.0,455.0, None, None,2023-06-19 13:00:00,3.2, None,-12.0, None,25
18.0, None, 1.0,1.0,456.0, None, None,2023-06-19 14:00:00,3.2, None,-12.0, None,25
19.0, None, 1.0,1.0,457.0, None, None,2023-06-19 15:00:00,4.1, None,-11.0, None,25
19.0, None, 1.0,1.0,458.0, None, None,2023-06-19 16:00:00,3.9, None,-11.0, None,25
18.0, None, 0.0,1.0,458.0, None, None,2023-06-19 17:00:00,4.3, None,-12.0, None,25
19.0, None, 1.0,1.0,459.0, None, None,2023-06-19 18:00:00,4.2, None,-11.0, None,25
20.0, None, 1.0,1.0,460.0, None, None,2023-06-19 19:00:00,4.2, None,-12.0, None,25
21.0, None, 1.0,1.0,461.0, None, None,2023-06-19 20:00:00,3.9, None,-11.0, None,25
22.0, None, 2.0,1.0,463.0, None, None,2023-06-19 21:00:00,3.7, None,-11.0, None,25
23.0, None, 1.0,1.0,464.0, None, None,2023-06-19 22:00:00,3.5, None,-11.0, None,25
24.0, None, 1.0,1.0,465.0, None, None,2023-06-19 23:00:00,3.5, None,-11.0, None,25
25.0, None, 1.0,1.0,466.0, None, None,2023-06-20 00:00:00,3.4, None,-11.0, None,25
25.0, None, 0.0,1.0,466.0, None, None,2023-06-20 01:00:00,3.3, None,-11.0, None,25
24.0, None, 0.0,1.0,466.0, None, None,2023-06-20 02:00:00,3.3, None,-11.0, None,25
25.0, None, 1.0,1.0,467.0, None, None,2023-06-20 03:00:00,3.3, None,-11.0, None,25
24.0, None, 0.0,1.0,467.0, None, None,2023-06-20 04:00:00,3.3, None,-11.0, None,25
