air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
-5.1, None, -5.1, -3.7, None,2021-11-19 00:00:00, None,47
-5.4, None, -5.4, -3.7, None,2021-11-19 01:00:00, None,47
-5.7, None, -5.7, -3.7, None,2021-11-19 02:00:00, None,47
-5.6, None, -5.7, -3.7, None,2021-11-19 03:00:00, None,47
-5.5, None, -5.7, -3.7, None,2021-11-19 04:00:00, None,47
-5.5, None, -5.7, -3.7, None,2021-11-19 05:00:00, None,47
-5.5, None, -5.7, -3.7, None,2021-11-19 06:00:00, None,47
-5.7, None, -5.7, -5.5, None,2021-11-19 07:00:00, None,47
-5.8, None, -5.8, -5.5, None,2021-11-19 08:00:00, None,47
-5.4, None, -5.8, -5.4, None,2021-11-19 09:00:00, None,47
-5.3, None, -5.8, -5.3, None,2021-11-19 10:00:00, None,47
-4.5, None, -5.8, -4.5, None,2021-11-19 11:00:00, None,47
-4.2, None, -5.8, -4.2, None,2021-11-19 12:00:00, None,47
4.4, None, -5.8, 4.3, None,2021-11-19 13:00:00, None,47
7.4, None, -5.8, 7.3, None,2021-11-19 14:00:00, None,47
9.4, None, -5.8, 9.5, None,2021-11-19 15:00:00, None,47
5.8, None, -5.8, 9.5, None,2021-11-19 16:00:00, None,47
-1.5, None, -5.8, 9.5, None,2021-11-19 17:00:00, None,47
-5.0, None, -5.8, 9.5, None,2021-11-19 18:00:00, None,47
-6.6, None, -6.6, -5.0, None,2021-11-19 19:00:00, None,47
-7.0, None, -7.0, -5.0, None,2021-11-19 20:00:00, None,47
-7.9, None, -7.9, -5.0, None,2021-11-19 21:00:00, None,47
-6.4, None, -7.9, -5.0, None,2021-11-19 22:00:00, None,47
-6.6, None, -7.9, -5.0, None,2021-11-19 23:00:00, None,47
-7.3, None, -7.9, -5.0, None,2021-11-20 00:00:00, None,47
-7.7, None, -7.9, -5.0, None,2021-11-20 01:00:00, None,47
-8.3, None, -8.3, -5.0, None,2021-11-20 02:00:00, None,47
-8.2, None, -8.6, -5.0, None,2021-11-20 03:00:00, None,47
-6.0, None, -8.6, -5.0, None,2021-11-20 04:00:00, None,47
-5.5, None, -8.6, -5.0, None,2021-11-20 05:00:00, None,47
-4.9, None, -8.6, -4.9, None,2021-11-20 06:00:00, None,47
-4.5, None, -4.9, -4.5, None,2021-11-20 07:00:00, None,47
-3.9, None, -4.9, -3.9, None,2021-11-20 08:00:00, None,47
-2.5, None, -4.9, -2.5, None,2021-11-20 09:00:00, None,47
-0.6, None, -4.9, -0.7, None,2021-11-20 10:00:00, None,47
1.6, None, -4.9, 1.6, None,2021-11-20 11:00:00, None,47
2.1, None, -4.9, 2.1, None,2021-11-20 12:00:00, None,47
4.5, None, -4.9, 4.5, None,2021-11-20 13:00:00, None,47
5.3, None, -4.9, 5.3, None,2021-11-20 14:00:00, None,47
4.3, None, -4.9, 5.4, None,2021-11-20 15:00:00, None,47
1.4, None, -4.9, 5.4, None,2021-11-20 16:00:00, None,47
0.1, None, -4.9, 5.4, None,2021-11-20 17:00:00, None,47
-0.4, None, -4.9, 5.4, None,2021-11-20 18:00:00, None,47
-0.8, None, -0.8, -0.4, None,2021-11-20 19:00:00, None,47
-1.0, None, -1.0, -0.4, None,2021-11-20 20:00:00, None,47
-1.5, None, -1.5, -0.4, None,2021-11-20 21:00:00, None,47
-2.0, None, -2.0, -0.4, None,2021-11-20 22:00:00, None,47
-1.8, None, -2.0, -0.4, None,2021-11-20 23:00:00, None,47
-1.6, None, -2.0, -0.4, None,2021-11-21 00:00:00, None,47
-1.6, None, -2.0, -0.4, None,2021-11-21 01:00:00, None,47
-1.6, None, -2.0, -0.4, None,2021-11-21 02:00:00, None,47
-1.4, None, -2.0, -0.4, None,2021-11-21 03:00:00, None,47
-1.1, None, -2.0, -0.4, None,2021-11-21 04:00:00, None,47
-1.0, None, -2.0, -0.4, None,2021-11-21 05:00:00, None,47
-0.8, None, -2.0, -0.4, None,2021-11-21 06:00:00, None,47
-0.8, None, -0.8, -0.8, None,2021-11-21 07:00:00, None,47
-0.4, None, -0.8, -0.4, None,2021-11-21 08:00:00, None,47
0.3, None, -0.8, 0.3, None,2021-11-21 09:00:00, None,47
1.2, None, -0.8, 1.2, None,2021-11-21 10:00:00, None,47
2.5, None, -0.8, 2.4, None,2021-11-21 11:00:00, None,47
3.7, None, -0.8, 3.7, None,2021-11-21 12:00:00, None,47
3.9, None, -0.8, 4.0, None,2021-11-21 13:00:00, None,47
3.3, None, -0.8, 4.0, None,2021-11-21 14:00:00, None,47
