CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-9.94,90.0,2021-11-19 00:00:00,-11.0,47
-11.79,89.1,2021-11-19 01:00:00,-13.0,47
-11.37,90.1,2021-11-19 02:00:00,-12.0,47
-12.7,88.1,2021-11-19 03:00:00,-14.0,47
-13.66,87.7,2021-11-19 04:00:00,-15.0,47
-13.56,87.7,2021-11-19 05:00:00,-15.0,47
-13.7,87.2,2021-11-19 06:00:00,-15.0,47
-13.11,87.8,2021-11-19 07:00:00,-14.0,47
-12.34,88.6,2021-11-19 08:00:00,-14.0,47
-7.847,92.7,2021-11-19 09:00:00,-9.0,47
-6.868,92.8,2021-11-19 10:00:00,-8.0,47
-6.562,93.2,2021-11-19 11:00:00,-7.0,47
-5.818,93.7,2021-11-19 12:00:00,-7.0,47
-5.652,93.9,2021-11-19 13:00:00,-7.0,47
-5.443,94.1,2021-11-19 14:00:00,-6.0,47
-5.158,94.2,2021-11-19 15:00:00,-6.0,47
-5.255,94.3,2021-11-19 16:00:00,-6.0,47
-5.705,94.0,2021-11-19 17:00:00,-6.0,47
-5.623,94.1,2021-11-19 18:00:00,-6.0,47
-5.674,94.1,2021-11-19 19:00:00,-6.0,47
-5.655,94.1,2021-11-19 20:00:00,-7.0,47
-5.505,94.3,2021-11-19 21:00:00,-6.0,47
-5.482,94.2,2021-11-19 22:00:00,-6.0,47
-5.765,93.9,2021-11-19 23:00:00,-6.0,47
-7.181,93.1,2021-11-20 00:00:00,-8.0,47
-10.82,89.9,2021-11-20 01:00:00,-12.0,47
-6.13,93.6,2021-11-20 02:00:00,-7.0,47
-6.369,93.2,2021-11-20 03:00:00,-8.0,47
-6.344,93.6,2021-11-20 04:00:00,-7.0,47
-5.925,93.9,2021-11-20 05:00:00,-7.0,47
-5.586,94.1,2021-11-20 06:00:00,-6.0,47
-4.931,94.6,2021-11-20 07:00:00,-5.0,47
-5.22,94.4,2021-11-20 08:00:00,-6.0,47
-4.94,94.6,2021-11-20 09:00:00,-6.0,47
-3.691,95.6,2021-11-20 10:00:00,-4.0,47
-3.057,96.1,2021-11-20 11:00:00,-3.0,47
-1.51,97.2,2021-11-20 12:00:00,-2.0,47
-1.682,97.2,2021-11-20 13:00:00,-2.0,47
-1.411,97.3,2021-11-20 14:00:00,-2.0,47
-1.89,96.8,2021-11-20 15:00:00,-2.0,47
-1.763,95.9,2021-11-20 16:00:00,-2.0,47
-1.978,93.5,2021-11-20 17:00:00,-3.0,47
-2.322,94.1,2021-11-20 18:00:00,-3.0,47
-3.271,93.7,2021-11-20 19:00:00,-4.0,47
-2.812,91.9,2021-11-20 20:00:00,-4.0,47
-2.476,91.9,2021-11-20 21:00:00,-4.0,47
-2.124,91.4,2021-11-20 22:00:00,-3.0,47
-2.04,94.6,2021-11-20 23:00:00,-2.0,47
-1.865,94.7,2021-11-21 00:00:00,-3.0,47
-1.81,94.8,2021-11-21 01:00:00,-2.0,47
-1.484,91.7,2021-11-21 02:00:00,-2.0,47
-1.423,91.7,2021-11-21 03:00:00,-3.0,47
-1.915,93.7,2021-11-21 04:00:00,-3.0,47
-1.787,94.0,2021-11-21 05:00:00,-3.0,47
-1.698,95.1,2021-11-21 06:00:00,-2.0,47
-1.776,96.6,2021-11-21 07:00:00,-2.0,47
-1.518,94.9,2021-11-21 08:00:00,-2.0,47
-1.6,95.7,2021-11-21 09:00:00,-2.0,47
-1.186,94.8,2021-11-21 10:00:00,-2.0,47
-0.86,92.6,2021-11-21 11:00:00,-2.0,47
-0.715,92.0,2021-11-21 12:00:00,-2.0,47
-0.703,93.3,2021-11-21 13:00:00,-2.0,47
-0.727,92.8,2021-11-21 14:00:00,-2.0,47
-0.911,93.8,2021-11-21 15:00:00,-2.0,47
-0.648,90.9,2021-11-21 16:00:00,-2.0,47
-0.879,91.4,2021-11-21 17:00:00,-2.0,47
-1.376,91.9,2021-11-21 18:00:00,-3.0,47
-0.612,85.8,2021-11-21 19:00:00,-3.0,47
1.215,67.39,2021-11-21 20:00:00,-4.0,47
1.231,64.87,2021-11-21 21:00:00,-4.0,47
-1.324,86.7,2021-11-21 22:00:00,-3.0,47
-1.015,81.6,2021-11-21 23:00:00,-4.0,47
-2.297,95.6,2021-11-22 00:00:00,-2.0,47
-2.208,92.9,2021-11-22 01:00:00,-3.0,47
-2.066,87.0,2021-11-22 02:00:00,-3.0,47
-2.277,85.3,2021-11-22 03:00:00,-4.0,47
-3.66,90.5,2021-11-22 04:00:00,-5.0,47
-4.946,93.9,2021-11-22 05:00:00,-6.0,47
-6.266,93.4,2021-11-22 06:00:00,-7.0,47
-4.115,87.9,2021-11-22 07:00:00,-6.0,47
-4.611,90.1,2021-11-22 08:00:00,-6.0,47
-1.91,76.04,2021-11-22 09:00:00,-5.0,47
2.055,54.32,2021-11-22 10:00:00,-6.0,47
4.455,49.93,2021-11-22 11:00:00,-5.0,47
5.559,47.84,2021-11-22 12:00:00,-4.0,47
6.601,45.27,2021-11-22 13:00:00,-5.0,47
6.17,49.24,2021-11-22 14:00:00,-4.0,47
5.411,54.95,2021-11-22 15:00:00,-3.0,47
4.398,59.07,2021-11-22 16:00:00,-3.0,47
4.091,58.93,2021-11-22 17:00:00,-3.0,47
2.755,65.91,2021-11-22 18:00:00,-3.0,47
-0.022,82.7,2021-11-22 19:00:00,-2.0,47
0.114,85.0,2021-11-22 20:00:00,-2.0,47
-0.673,86.6,2021-11-22 21:00:00,-2.0,47
2.092,70.76,2021-11-22 22:00:00,-2.0,47
0.964,77.87,2021-11-22 23:00:00,-2.0,47
-0.337,85.6,2021-11-23 00:00:00,-2.0,47
-0.171,86.0,2021-11-23 01:00:00,-2.0,47
-0.765,95.4,2021-11-23 02:00:00,-2.0,47
-1.276,95.9,2021-11-23 03:00:00,-2.0,47
-1.111,94.4,2021-11-23 04:00:00,-2.0,47
-1.693,95.9,2021-11-23 05:00:00,-2.0,47
-1.987,96.0,2021-11-23 06:00:00,-2.0,47
-2.043,94.2,2021-11-23 07:00:00,-3.0,47
-1.717,88.7,2021-11-23 08:00:00,-3.0,47
-1.562,80.3,2021-11-23 09:00:00,-4.0,47
-0.883,73.6,2021-11-23 10:00:00,-4.0,47
-0.168,65.07,2021-11-23 11:00:00,-5.0,47
0.241,60.55,2021-11-23 12:00:00,-7.0,47
0.345,57.5,2021-11-23 13:00:00,-7.0,47
0.709,58.61,2021-11-23 14:00:00,-7.0,47
0.145,60.91,2021-11-23 15:00:00,-6.0,47
-2.844,75.67,2021-11-23 16:00:00,-6.0,47
-4.521,82.7,2021-11-23 17:00:00,-6.0,47
-6.201,86.6,2021-11-23 18:00:00,-8.0,47
-8.09,89.4,2021-11-23 19:00:00,-10.0,47
-9.09,90.3,2021-11-23 20:00:00,-10.0,47
-9.55,92.1,2021-11-23 21:00:00,-11.0,47
-9.72,90.4,2021-11-23 22:00:00,-11.0,47
-11.05,89.7,2021-11-23 23:00:00,-12.0,47
-11.27,89.3,2021-11-24 00:00:00,-12.0,47
-11.48,90.0,2021-11-24 01:00:00,-13.0,47
-10.49,90.1,2021-11-24 02:00:00,-12.0,47
-10.21,90.4,2021-11-24 03:00:00,-11.0,47
-8.35,92.5,2021-11-24 04:00:00,-9.0,47
-7.002,93.1,2021-11-24 05:00:00,-8.0,47
-6.65,93.1,2021-11-24 06:00:00,-7.0,47
-6.248,93.4,2021-11-24 07:00:00,-7.0,47
-5.525,94.1,2021-11-24 08:00:00,-6.0,47
-4.895,94.4,2021-11-24 09:00:00,-5.0,47
-3.999,94.8,2021-11-24 10:00:00,-4.0,47
-4.298,93.7,2021-11-24 11:00:00,-5.0,47
-3.812,91.4,2021-11-24 12:00:00,-5.0,47
-3.775,90.5,2021-11-24 13:00:00,-5.0,47
-3.943,91.2,2021-11-24 14:00:00,-5.0,47
-3.991,91.1,2021-11-24 15:00:00,-5.0,47
-3.215,89.2,2021-11-24 16:00:00,-5.0,47
-2.901,88.7,2021-11-24 17:00:00,-4.0,47
-2.304,86.7,2021-11-24 18:00:00,-4.0,47
-0.87,79.41,2021-11-24 19:00:00,-4.0,47
-0.564,77.4,2021-11-24 20:00:00,-4.0,47
0.138,72.88,2021-11-24 21:00:00,-4.0,47
0.352,70.26,2021-11-24 22:00:00,-5.0,47
0.394,71.44,2021-11-24 23:00:00,-4.0,47
0.538,68.79,2021-11-25 00:00:00,-4.0,47
0.564,69.44,2021-11-25 01:00:00,-5.0,47
0.41,72.13,2021-11-25 02:00:00,-4.0,47
-0.27,81.9,2021-11-25 03:00:00,-2.0,47
-0.28,82.2,2021-11-25 04:00:00,-3.0,47
-0.001,78.8,2021-11-25 05:00:00,-3.0,47
0.102,78.01,2021-11-25 06:00:00,-3.0,47
0.172,79.65,2021-11-25 07:00:00,-3.0,47
-0.373,83.4,2021-11-25 08:00:00,-3.0,47
0.443,82.2,2021-11-25 09:00:00,-2.0,47
2.153,75.33,2021-11-25 10:00:00,-2.0,47
2.995,72.99,2021-11-25 11:00:00,-2.0,47
4.038,70.34,2021-11-25 12:00:00,-1.0,47
3.849,73.0,2021-11-25 13:00:00,0.0,47
3.932,74.49,2021-11-25 14:00:00,0.0,47
3.91,74.26,2021-11-25 15:00:00,0.0,47
3.469,75.84,2021-11-25 16:00:00,0.0,47
3.32,74.82,2021-11-25 17:00:00,-1.0,47
3.117,75.32,2021-11-25 18:00:00,-1.0,47
2.624,78.4,2021-11-25 19:00:00,-1.0,47
