ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 93.0, 302.0, None, None,2018-03-26 00:00:00, -8.9, None, 110.0, None,13
None, 93.0, 302.0, None, None,2018-03-26 01:00:00, -8.9, None, 110.0, None,13
None, 94.0, 302.0, None, None,2018-03-26 02:00:00, -9.1, None, 110.0, None,13
None, 94.0, 302.0, None, None,2018-03-26 03:00:00, -9.4, None, 110.0, None,13
None, 94.0, 302.0, None, None,2018-03-26 04:00:00, -10.3, None, 110.0, None,13
None, 94.0, 302.0, None, None,2018-03-26 05:00:00, -11.0, None, 110.0, None,13
None, 94.0, 302.0, None, None,2018-03-26 06:00:00, -11.2, None, 110.0, None,13
None, 94.0, 302.0, None, None,2018-03-26 07:00:00, -11.0, None, 110.0, None,13
None, 95.0, 302.0, None, None,2018-03-26 08:00:00, -11.2, None, 111.0, None,13
None, 95.0, 302.0, None, None,2018-03-26 09:00:00, -11.6, None, 111.0, None,13
None, 95.0, 302.0, None, None,2018-03-26 10:00:00, -12.1, None, 111.0, None,13
None, 95.0, 302.0, None, None,2018-03-26 11:00:00, -13.1, None, 112.0, None,13
None, 95.0, 302.0, None, None,2018-03-26 12:00:00, -13.9, None, 112.0, None,13
None, 96.0, 302.0, None, None,2018-03-26 13:00:00, -14.2, None, 112.0, None,13
None, 96.0, 302.0, None, None,2018-03-26 14:00:00, -14.5, None, 112.0, None,13
None, 96.0, 303.0, None, None,2018-03-26 15:00:00, -14.7, None, 112.0, None,13
None, 96.0, 302.0, 0.0, None,2018-03-26 16:00:00, -14.2, None, 113.0, None,13
None, 96.0, 302.0, None, None,2018-03-26 17:00:00, -13.4, None, 113.0, None,13
None, 96.0, 303.0, None, None,2018-03-26 18:00:00, -13.1, None, 113.0, None,13
None, 96.0, 303.0, None, None,2018-03-26 19:00:00, -9.3, None, 113.0, None,13
None, 96.0, 303.0, None, None,2018-03-26 20:00:00, -8.5, None, 114.0, None,13
None, 96.0, 303.0, None, None,2018-03-26 21:00:00, -8.2, None, 114.0, None,13
None, 95.0, 303.0, None, None,2018-03-26 22:00:00, -8.3, None, 114.0, None,13
None, 96.0, 303.0, None, None,2018-03-26 23:00:00, -8.4, None, 114.0, None,13
None, 96.0, 303.0, None, None,2018-03-27 00:00:00, -8.5, None, 114.0, None,13
None, 96.0, 303.0, None, None,2018-03-27 01:00:00, -9.0, None, 114.0, None,13
None, 97.0, 303.0, None, None,2018-03-27 02:00:00, -9.2, None, 114.0, None,13
None, 98.0, 304.0, None, None,2018-03-27 03:00:00, -9.3, None, 114.0, None,13
None, 99.0, 305.0, None, None,2018-03-27 04:00:00, -9.4, None, 115.0, None,13
None, 100.0, 305.0, None, None,2018-03-27 05:00:00, -9.5, None, 115.0, None,13
None, 100.0, 306.0, None, None,2018-03-27 06:00:00, -9.5, None, 116.0, None,13
None, 100.0, 306.0, None, None,2018-03-27 07:00:00, -9.4, None, 116.0, None,13
None, 100.0, 307.0, None, None,2018-03-27 08:00:00, -9.4, None, 117.0, None,13
None, 100.0, 311.0, None, None,2018-03-27 09:00:00, -9.3, None, 117.0, None,13
None, 101.0, 311.0, None, None,2018-03-27 10:00:00, -9.2, None, 118.0, None,13
None, 101.0, 311.0, None, None,2018-03-27 11:00:00, -9.1, None, 118.0, None,13
None, 101.0, 311.0, None, None,2018-03-27 12:00:00, -8.9, None, 119.0, None,13
None, 101.0, 311.0, None, None,2018-03-27 13:00:00, -9.1, None, 119.0, None,13
None, 102.0, 311.0, None, None,2018-03-27 14:00:00, -9.2, None, 120.0, None,13
None, 102.0, 311.0, None, None,2018-03-27 15:00:00, -9.0, None, 120.0, None,13
None, 102.0, 311.0, 0.0, None,2018-03-27 16:00:00, -7.9, None, 121.0, None,13
None, 102.0, 311.0, None, None,2018-03-27 17:00:00, -6.7, None, 122.0, None,13
None, 102.0, 311.0, None, None,2018-03-27 18:00:00, -6.1, None, 122.0, None,13
None, 104.0, 311.0, None, None,2018-03-27 19:00:00, -4.4, None, 123.0, None,13
None, 104.0, 311.0, None, None,2018-03-27 20:00:00, -4.1, None, 124.0, None,13
None, 104.0, 311.0, None, None,2018-03-27 21:00:00, -3.1, None, 125.0, None,13
None, 104.0, 311.0, None, None,2018-03-27 22:00:00, -1.5, None, 125.0, None,13
None, 104.0, 311.0, None, None,2018-03-27 23:00:00, -1.9, None, 126.0, None,13
None, 104.0, 311.0, None, None,2018-03-28 00:00:00, -2.9, None, 126.0, None,13
None, 104.0, 311.0, None, None,2018-03-28 01:00:00, -3.0, None, 126.0, None,13
None, 104.0, 311.0, None, None,2018-03-28 02:00:00, -3.3, None, 127.0, None,13
None, 104.0, 311.0, None, None,2018-03-28 03:00:00, -3.3, None, 126.0, None,13
None, 104.0, 312.0, None, None,2018-03-28 04:00:00, -2.6, None, 127.0, None,13
None, 104.0, 312.0, None, None,2018-03-28 05:00:00, -2.9, None, 127.0, None,13
None, 104.0, 312.0, None, None,2018-03-28 06:00:00, -3.3, None, 127.0, None,13
None, 104.0, 312.0, None, None,2018-03-28 07:00:00, -3.0, None, 128.0, None,13
None, 104.0, 312.0, None, None,2018-03-28 08:00:00, -3.3, None, 128.0, None,13
None, 104.0, 312.0, None, None,2018-03-28 09:00:00, -3.8, None, 128.0, None,13
None, 105.0, 312.0, None, None,2018-03-28 10:00:00, -4.1, None, 128.0, None,13
None, 104.0, 313.0, None, None,2018-03-28 11:00:00, -4.2, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 12:00:00, -4.9, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 13:00:00, -5.2, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 14:00:00, -4.9, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 15:00:00, -4.3, None, 128.0, None,13
None, 105.0, 313.0, 0.0, None,2018-03-28 16:00:00, -3.6, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 17:00:00, -2.9, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 18:00:00, -2.7, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 19:00:00, -2.3, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 20:00:00, -1.6, None, 128.0, None,13
None, 105.0, 313.0, None, None,2018-03-28 21:00:00, -1.8, None, 127.0, None,13
