BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,93.4, None,2022-02-19 00:00:00, None,8
None, None, None,97.2, None,2022-02-19 01:00:00, None,8
None, None, None,96.3, None,2022-02-19 02:00:00, None,8
None, None, None,96.4, None,2022-02-19 03:00:00, None,8
None, None, None,93.9, None,2022-02-19 04:00:00, None,8
None, None, None,78.2, None,2022-02-19 05:00:00, None,8
None, None, None,76.9, None,2022-02-19 06:00:00, None,8
None, None, None,77.3, None,2022-02-19 07:00:00, None,8
None, None, None,73.1, None,2022-02-19 08:00:00, None,8
None, None, None,68.4, None,2022-02-19 09:00:00, None,8
None, None, None,64.9, None,2022-02-19 10:00:00, None,8
None, None, None,62.6, None,2022-02-19 11:00:00, None,8
None, None, None,61.8, None,2022-02-19 12:00:00, None,8
None, None, None,58.4, None,2022-02-19 13:00:00, None,8
None, None, None,66.7, None,2022-02-19 14:00:00, None,8
None, None, None,77.5, None,2022-02-19 15:00:00, None,8
None, None, None,82.5, None,2022-02-19 16:00:00, None,8
None, None, None,81.2, None,2022-02-19 17:00:00, None,8
None, None, None,80.6, None,2022-02-19 18:00:00, None,8
None, None, None,82.6, None,2022-02-19 19:00:00, None,8
None, None, None,84.5, None,2022-02-19 20:00:00, None,8
None, None, None,76.7, None,2022-02-19 21:00:00, None,8
None, None, None,73.1, None,2022-02-19 22:00:00, None,8
None, None, None,66.6, None,2022-02-19 23:00:00, None,8
None, None, None,68.1, None,2022-02-20 00:00:00, None,8
None, None, None,65.8, None,2022-02-20 01:00:00, None,8
None, None, None,69.1, None,2022-02-20 02:00:00, None,8
None, None, None,73.6, None,2022-02-20 03:00:00, None,8
None, None, None,73.8, None,2022-02-20 04:00:00, None,8
None, None, None,73.6, None,2022-02-20 05:00:00, None,8
None, None, None,70.1, None,2022-02-20 06:00:00, None,8
None, None, None,66.8, None,2022-02-20 07:00:00, None,8
None, None, None,69.0, None,2022-02-20 08:00:00, None,8
None, None, None,72.5, None,2022-02-20 09:00:00, None,8
None, None, None,67.9, None,2022-02-20 10:00:00, None,8
None, None, None,57.4, None,2022-02-20 11:00:00, None,8
None, None, None,55.2, None,2022-02-20 12:00:00, None,8
None, None, None,54.8, None,2022-02-20 13:00:00, None,8
None, None, None,56.7, None,2022-02-20 14:00:00, None,8
None, None, None,53.0, None,2022-02-20 15:00:00, None,8
None, None, None,54.5, None,2022-02-20 16:00:00, None,8
None, None, None,56.9, None,2022-02-20 17:00:00, None,8
None, None, None,66.8, None,2022-02-20 18:00:00, None,8
None, None, None,73.7, None,2022-02-20 19:00:00, None,8
None, None, None,73.5, None,2022-02-20 20:00:00, None,8
None, None, None,77.2, None,2022-02-20 21:00:00, None,8
None, None, None,77.3, None,2022-02-20 22:00:00, None,8
None, None, None,79.8, None,2022-02-20 23:00:00, None,8
None, None, None,79.1, None,2022-02-21 00:00:00, None,8
None, None, None,77.4, None,2022-02-21 01:00:00, None,8
None, None, None,75.4, None,2022-02-21 02:00:00, None,8
None, None, None,72.9, None,2022-02-21 03:00:00, None,8
None, None, None,71.2, None,2022-02-21 04:00:00, None,8
None, None, None,70.9, None,2022-02-21 05:00:00, None,8
None, None, None,70.7, None,2022-02-21 06:00:00, None,8
None, None, None,69.5, None,2022-02-21 07:00:00, None,8
None, None, None,69.7, None,2022-02-21 08:00:00, None,8
None, None, None,67.7, None,2022-02-21 09:00:00, None,8
None, None, None,70.7, None,2022-02-21 10:00:00, None,8
None, None, None,69.7, None,2022-02-21 11:00:00, None,8
None, None, None,68.5, None,2022-02-21 12:00:00, None,8
None, None, None,65.9, None,2022-02-21 13:00:00, None,8
None, None, None,61.5, None,2022-02-21 14:00:00, None,8
None, None, None,56.4, None,2022-02-21 15:00:00, None,8
None, None, None,53.6, None,2022-02-21 16:00:00, None,8
None, None, None,55.0, None,2022-02-21 17:00:00, None,8
None, None, None,63.5, None,2022-02-21 18:00:00, None,8
None, None, None,76.3, None,2022-02-21 19:00:00, None,8
None, None, None,84.3, None,2022-02-21 20:00:00, None,8
None, None, None,85.7, None,2022-02-21 21:00:00, None,8
None, None, None,82.1, None,2022-02-21 22:00:00, None,8
None, None, None,87.3, None,2022-02-21 23:00:00, None,8
None, None, None,87.7, None,2022-02-22 00:00:00, None,8
None, None, None,86.2, None,2022-02-22 01:00:00, None,8
None, None, None,86.2, None,2022-02-22 02:00:00, None,8
None, None, None,79.9, None,2022-02-22 03:00:00, None,8
None, None, None,78.6, None,2022-02-22 04:00:00, None,8
None, None, None,81.0, None,2022-02-22 05:00:00, None,8
None, None, None,87.9, None,2022-02-22 06:00:00, None,8
None, None, None,83.9, None,2022-02-22 07:00:00, None,8
None, None, None,81.9, None,2022-02-22 08:00:00, None,8
None, None, None,83.3, None,2022-02-22 09:00:00, None,8
None, None, None,85.5, None,2022-02-22 10:00:00, None,8
None, None, None,88.4, None,2022-02-22 11:00:00, None,8
None, None, None,91.7, None,2022-02-22 12:00:00, None,8
None, None, None,92.0, None,2022-02-22 13:00:00, None,8
