TempC,time,RH,week_of_year
-6.674,2020-02-19 00:00:00,93.7,8
-7.026,2020-02-19 01:00:00,93.7,8
-7.935,2020-02-19 02:00:00,94.1,8
-7.804,2020-02-19 03:00:00,94.5,8
-8.0,2020-02-19 04:00:00,94.4,8
-6.962,2020-02-19 05:00:00,93.9,8
-8.198,2020-02-19 06:00:00,93.2,8
-8.563,2020-02-19 07:00:00,93.4,8
-7.869,2020-02-19 08:00:00,93.4,8
-6.168,2020-02-19 09:00:00,90.5,8
-4.469,2020-02-19 10:00:00,87.2,8
-1.157,2020-02-19 11:00:00,82.2,8
-0.339,2020-02-19 12:00:00,76.3,8
0.439,2020-02-19 13:00:00,74.9,8
1.643,2020-02-19 14:00:00,75.5,8
0.55,2020-02-19 15:00:00,77.0,8
0.356,2020-02-19 16:00:00,81.0,8
-1.27,2020-02-19 17:00:00,85.6,8
-3.183,2020-02-19 18:00:00,91.7,8
-3.866,2020-02-19 19:00:00,93.8,8
-4.348,2020-02-19 20:00:00,94.8,8
-4.046,2020-02-19 21:00:00,93.8,8
-2.45,2020-02-19 22:00:00,90.5,8
-3.183,2020-02-19 23:00:00,87.4,8
-3.568,2020-02-20 00:00:00,88.8,8
-3.926,2020-02-20 01:00:00,88.8,8
-4.53,2020-02-20 02:00:00,88.7,8
-3.39,2020-02-20 03:00:00,84.9,8
-3.777,2020-02-20 04:00:00,83.8,8
-3.568,2020-02-20 05:00:00,83.1,8
-4.804,2020-02-20 06:00:00,86.9,8
-4.773,2020-02-20 07:00:00,90.1,8
-3.568,2020-02-20 08:00:00,88.2,8
-2.888,2020-02-20 09:00:00,84.2,8
-1.356,2020-02-20 10:00:00,82.1,8
1.126,2020-02-20 11:00:00,74.4,8
1.832,2020-02-20 12:00:00,73.0,8
3.38,2020-02-20 13:00:00,59.6,8
3.354,2020-02-20 14:00:00,58.8,8
2.77,2020-02-20 15:00:00,59.1,8
1.967,2020-02-20 16:00:00,63.9,8
-1.213,2020-02-20 17:00:00,75.2,8
-2.83,2020-02-20 18:00:00,84.0,8
-2.683,2020-02-20 19:00:00,89.1,8
-0.143,2020-02-20 20:00:00,81.2,8
0.163,2020-02-20 21:00:00,73.8,8
0.107,2020-02-20 22:00:00,71.7,8
-0.255,2020-02-20 23:00:00,72.1,8
-0.116,2020-02-21 00:00:00,71.7,8
0.329,2020-02-21 01:00:00,70.3,8
0.079,2020-02-21 02:00:00,69.5,8
