air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
19.4, 19.37, 54.78, 33.2, 55.0, 19.2,2022-07-30 00:00:00, 11.0,31
18.5, 18.53, 55.85, 33.2, 56.0, 18.5,2022-07-30 01:00:00, 10.0,31
18.0, 18.04, 55.56, 33.2, 56.0, 17.7,2022-07-30 02:00:00, 10.0,31
17.3, 17.29, 61.13, 33.2, 61.0, 16.6,2022-07-30 03:00:00, 10.0,31
16.1, 16.12, 62.87, 33.2, 63.0, 16.1,2022-07-30 04:00:00, 9.0,31
15.5, 15.48, 66.6, 33.2, 67.0, 15.2,2022-07-30 05:00:00, 9.0,31
14.9, 14.89, 68.14, 33.2, 68.0, 14.7,2022-07-30 06:00:00, 9.0,31
15.4, 15.43, 70.86, 15.6, 71.0, 14.3,2022-07-30 07:00:00, 10.0,31
18.7, 18.69, 62.4, 18.8, 62.0, 14.3,2022-07-30 08:00:00, 11.0,31
22.4, 22.38, 43.84, 22.3, 44.0, 14.3,2022-07-30 09:00:00, 9.0,31
25.4, 25.35, 35.13, 25.3, 35.0, 14.3,2022-07-30 10:00:00, 9.0,31
28.4, 28.37, 28.84, 28.5, 29.0, 14.3,2022-07-30 11:00:00, 9.0,31
30.9, 30.87, 22.78, 30.9, 23.0, 14.3,2022-07-30 12:00:00, 7.0,31
31.3, 31.32, 21.08, 31.9, 21.0, 14.3,2022-07-30 13:00:00, 7.0,31
33.2, 33.15, 17.73, 33.2, 18.0, 14.3,2022-07-30 14:00:00, 5.0,31
33.5, 33.52, 18.38, 33.7, 18.0, 14.3,2022-07-30 15:00:00, 6.0,31
33.5, 33.48, 14.98, 34.1, 15.0, 14.3,2022-07-30 16:00:00, 3.0,31
33.5, 33.48, 12.01, 34.2, 12.0, 14.3,2022-07-30 17:00:00, 0.0,31
32.8, 32.76, 12.93, 34.2, 13.0, 14.3,2022-07-30 18:00:00, 1.0,31
31.3, 31.3, 15.31, 32.8, 15.0, 31.3,2022-07-30 19:00:00, 2.0,31
25.0, 24.98, 31.46, 32.8, 31.0, 25.2,2022-07-30 20:00:00, 7.0,31
20.8, 20.83, 33.8, 32.8, 34.0, 20.9,2022-07-30 21:00:00, 4.0,31
18.8, 18.83, 42.57, 32.8, 43.0, 18.9,2022-07-30 22:00:00, 6.0,31
17.9, 17.89, 46.7, 32.8, 47.0, 17.9,2022-07-30 23:00:00, 6.0,31
17.6, 17.55, 47.58, 32.8, 48.0, 16.9,2022-07-31 00:00:00, 6.0,31
16.5, 16.53, 54.34, 32.8, 54.0, 16.5,2022-07-31 01:00:00, 7.0,31
16.3, 16.3, 53.71, 32.8, 54.0, 16.2,2022-07-31 02:00:00, 7.0,31
16.6, 16.58, 50.88, 32.8, 51.0, 15.7,2022-07-31 03:00:00, 6.0,31
15.8, 15.79, 55.21, 32.8, 55.0, 15.1,2022-07-31 04:00:00, 7.0,31
15.3, 15.3, 55.52, 32.8, 56.0, 15.0,2022-07-31 05:00:00, 6.0,31
14.5, 14.54, 62.53, 32.8, 63.0, 14.3,2022-07-31 06:00:00, 7.0,31
15.7, 15.68, 64.96, 15.6, 65.0, 14.4,2022-07-31 07:00:00, 9.0,31
18.1, 18.07, 61.77, 17.9, 62.0, 14.4,2022-07-31 08:00:00, 11.0,31
22.4, 22.38, 44.03, 22.3, 44.0, 14.4,2022-07-31 09:00:00, 9.0,31
25.7, 25.73, 31.55, 25.7, 32.0, 14.4,2022-07-31 10:00:00, 8.0,31
28.3, 28.26, 27.66, 28.5, 28.0, 14.4,2022-07-31 11:00:00, 8.0,31
29.8, 29.81, 23.56, 29.8, 24.0, 14.4,2022-07-31 12:00:00, 7.0,31
31.0, 31.01, 19.67, 31.6, 20.0, 14.4,2022-07-31 13:00:00, 5.0,31
