CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
14.45, 60.7, None, None, None, 1.282, 8.11, 11.7, 7.0, None, 14.5, 14.5, 0.0, 7.0, None, 17.1, None, None, 61.0, None,2022-07-30 00:00:00, None, None, None, None,31
13.97, 52.62, None, None, None, 0.784, 10.1, 14.45, 4.0, None, 14.0, 13.6, 0.0, 4.0, None, 17.1, None, None, 53.0, None,2022-07-30 01:00:00, None, None, None, None,31
13.54, 52.5, None, None, None, 0.278, 6.155, 15.09, 4.0, None, 13.5, 13.5, 0.0, 4.0, None, 17.1, None, None, 53.0, None,2022-07-30 02:00:00, None, None, None, None,31
13.93, 43.46, None, None, None, 25.29, 11.26, 32.36, 2.0, None, 13.9, 13.1, 0.0, 2.0, None, 17.1, None, None, 43.0, None,2022-07-30 03:00:00, None, None, None, None,31
13.79, 43.94, None, None, None, 8.05, 9.68, 34.38, 2.0, None, 13.8, 13.1, 0.0, 2.0, None, 17.1, None, None, 44.0, None,2022-07-30 04:00:00, None, None, None, None,31
14.22, 44.55, None, None, None, 0.0, 9.27, 37.93, 2.0, None, 14.2, 13.1, 0.0, 2.0, None, 17.1, None, None, 45.0, None,2022-07-30 05:00:00, None, None, None, None,31
14.52, 44.75, None, None, None, 37.43, 7.11, 41.93, 3.0, None, 14.5, 13.1, 0.0, 3.0, None, 17.1, None, None, 45.0, None,2022-07-30 06:00:00, None, None, None, None,31
15.28, 41.9, None, None, None, 10.19, 5.23, 281.1, 2.0, None, 15.3, 14.5, 0.0, 2.0, None, 15.7, None, None, 42.0, None,2022-07-30 07:00:00, None, None, None, None,31
17.05, 41.0, None, None, None, 0.299, 1.006, 291.6, 4.0, None, 17.1, 14.5, 0.0, 4.0, None, 18.0, None, None, 41.0, None,2022-07-30 08:00:00, None, None, None, None,31
16.79, 40.72, None, None, None, 1.074, 2.119, 292.1, 3.0, None, 16.8, 14.5, 0.0, 3.0, None, 18.0, None, None, 41.0, None,2022-07-30 09:00:00, None, None, None, None,31
17.02, 44.18, None, None, None, 0.503, 2.274, 292.7, 5.0, None, 17.0, 14.5, 0.0, 5.0, None, 18.0, None, None, 44.0, None,2022-07-30 10:00:00, None, None, None, None,31
16.14, 45.26, None, None, None, 3.076, 3.104, 289.4, 4.0, None, 16.1, 14.5, 0.0, 4.0, None, 18.0, None, None, 45.0, None,2022-07-30 11:00:00, None, None, None, None,31
16.83, 47.23, None, None, None, 2.092, 3.073, 282.8, 6.0, None, 16.8, 14.5, 0.0, 6.0, None, 18.0, None, None, 47.0, None,2022-07-30 12:00:00, None, None, None, None,31
17.46, 43.56, None, None, None, 5.908, 4.193, 270.5, 5.0, None, 17.5, 14.5, 0.0, 5.0, None, 18.0, None, None, 44.0, None,2022-07-30 13:00:00, None, None, None, None,31
17.99, 37.59, None, None, None, 59.73, 3.021, 246.8, 3.0, None, 18.0, 14.5, 0.0, 3.0, None, 18.5, None, None, 38.0, None,2022-07-30 14:00:00, None, None, None, None,31
19.01, 29.79, None, None, None, 0.0, 8.57, 48.16, 1.0, None, 19.0, 14.5, 0.0, 1.0, None, 19.1, None, None, 30.0, None,2022-07-30 15:00:00, None, None, None, None,31
19.73, 30.94, None, None, None, 1.692, 8.24, 48.55, 2.0, None, 19.7, 14.5, 0.0, 2.0, None, 20.1, None, None, 31.0, None,2022-07-30 16:00:00, None, None, None, None,31
20.46, 27.55, None, None, None, 15.36, 10.55, 57.54, 1.0, None, 20.5, 14.5, 0.0, 1.0, None, 20.5, None, None, 28.0, None,2022-07-30 17:00:00, None, None, None, None,31
20.41, 30.87, None, None, None, 39.47, 8.35, 316.1, 3.0, None, 20.4, 14.5, 0.0, 3.0, None, 20.6, None, None, 31.0, None,2022-07-30 18:00:00, None, None, None, None,31
19.74, 28.3, None, None, None, 28.75, 8.18, 43.23, 1.0, None, 19.7, 19.7, 0.0, 1.0, None, 20.7, None, None, 28.0, None,2022-07-30 19:00:00, None, None, None, None,31
18.86, 31.15, None, None, None, 29.88, 7.45, 40.63, 1.0, None, 18.9, 18.9, 0.0, 1.0, None, 20.7, None, None, 31.0, None,2022-07-30 20:00:00, None, None, None, None,31
17.95, 34.07, None, None, None, 51.07, 3.177, 281.8, 2.0, None, 18.0, 17.9, 0.0, 2.0, None, 20.7, None, None, 34.0, None,2022-07-30 21:00:00, None, None, None, None,31
17.48, 36.92, None, None, None, 11.78, 4.627, 324.1, 3.0, None, 17.5, 17.4, 0.0, 3.0, None, 20.7, None, None, 37.0, None,2022-07-30 22:00:00, None, None, None, None,31
17.2, 37.81, None, None, None, 0.256, 3.907, 328.7, 3.0, None, 17.2, 17.2, 0.0, 3.0, None, 20.7, None, None, 38.0, None,2022-07-30 23:00:00, None, None, None, None,31
16.96, 37.07, None, None, None, 0.459, 3.64, 328.9, 2.0, None, 17.0, 16.9, 0.0, 2.0, None, 20.7, None, None, 37.0, None,2022-07-31 00:00:00, None, None, None, None,31
16.92, 37.34, None, None, None, 0.358, 4.309, 329.0, 2.0, None, 16.9, 16.9, 0.0, 2.0, None, 20.7, None, None, 37.0, None,2022-07-31 01:00:00, None, None, None, None,31
17.11, 33.06, None, None, None, 0.366, 4.972, 329.9, 1.0, None, 17.1, 16.8, 0.0, 1.0, None, 20.7, None, None, 33.0, None,2022-07-31 02:00:00, None, None, None, None,31
