pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None, 16.43, 59.46, None, None, None, 3.902, None, 3.278, 71.65, 9.0, 16.4, 15.9, -0.1, 9.0, 27.3, 59.0, None,2022-07-30 00:00:00, None, None,31
None, None, 15.25, 60.62, None, None, None, 3.986, None, 6.955, 85.4, 8.0, 15.3, 15.0, 0.0, 8.0, 27.3, 61.0, None,2022-07-30 01:00:00, None, None,31
None, None, 14.67, 60.06, None, None, None, 2.35, None, 3.535, 96.5, 7.0, 14.7, 14.2, 0.0, 7.0, 27.3, 60.0, None,2022-07-30 02:00:00, None, None,31
None, None, 14.09, 60.29, None, None, None, 1.93, None, 4.684, 103.6, 7.0, 14.1, 13.9, -0.1, 7.0, 27.3, 60.0, None,2022-07-30 03:00:00, None, None,31
None, None, 13.66, 58.82, None, None, None, 2.605, None, 4.853, 111.5, 6.0, 13.7, 13.3, 0.0, 6.0, 27.3, 59.0, None,2022-07-30 04:00:00, None, None,31
None, None, 13.51, 60.27, None, None, None, 1.121, None, 3.839, 117.7, 6.0, 13.5, 13.1, 0.0, 6.0, 27.3, 60.0, None,2022-07-30 05:00:00, None, None,31
None, None, 12.94, 64.2, None, None, None, 1.458, None, 5.038, 122.4, 6.0, 12.9, 12.6, 0.0, 6.0, 27.3, 64.0, None,2022-07-30 06:00:00, None, None,31
None, None, 13.16, 67.1, None, None, None, 0.305, None, 5.365, 125.6, 7.0, 13.2, 12.7, 0.0, 7.0, 13.2, 67.0, None,2022-07-30 07:00:00, None, None,31
None, None, 16.79, 58.17, None, None, None, 18.38, None, 3.928, 105.7, 9.0, 16.8, 12.7, -0.1, 9.0, 16.7, 58.0, None,2022-07-30 08:00:00, None, None,31
None, None, 19.32, 53.43, None, None, None, 13.02, None, 3.541, 40.39, 10.0, 19.3, 12.7, 0.1, 10.0, 19.3, 53.0, None,2022-07-30 09:00:00, None, None,31
None, None, 22.82, 46.63, None, None, None, 4.778, None, 9.08, 12.8, 11.0, 22.8, 12.7, -0.1, 11.0, 23.2, 47.0, None,2022-07-30 10:00:00, None, None,31
None, None, 26.73, 28.33, None, None, None, 2.305, None, 11.57, 1.986, 6.0, 26.7, 12.7, -0.2, 6.0, 26.7, 28.0, None,2022-07-30 11:00:00, None, None,31
None, None, 27.37, 24.74, None, None, None, 1.895, None, 11.34, 354.6, 6.0, 27.4, 12.7, -0.3, 6.0, 27.9, 25.0, None,2022-07-30 12:00:00, None, None,31
None, None, 28.25, 22.69, None, None, None, 0.789, None, 12.42, 348.7, 6.0, 28.3, 12.7, -0.3, 6.0, 28.8, 23.0, None,2022-07-30 13:00:00, None, None,31
None, None, 29.2, 18.36, None, None, None, 0.471, None, 11.27, 347.2, 3.0, 29.2, 12.7, -0.4, 3.0, 29.3, 18.0, None,2022-07-30 14:00:00, None, None,31
None, None, 29.07, 13.67, None, None, None, 0.259, None, 8.15, 345.9, 0.0, 29.1, 12.7, -0.5, 0.0, 29.9, 14.0, None,2022-07-30 15:00:00, None, None,31
None, None, 29.35, 18.45, None, None, None, 0.396, None, 7.71, 346.8, 1.0, 29.4, 12.7, -0.4, 1.0, 29.9, 18.0, None,2022-07-30 16:00:00, None, None,31
None, None, 28.74, 18.44, None, None, None, 0.673, None, 8.49, 348.4, 3.0, 28.7, 12.7, -0.4, 3.0, 29.9, 18.0, None,2022-07-30 17:00:00, None, None,31
None, None, 27.14, 24.03, None, None, None, 0.674, None, 9.38, 349.1, 4.0, 27.1, 12.7, -0.2, 4.0, 29.9, 24.0, None,2022-07-30 18:00:00, None, None,31
None, None, 25.02, 28.09, None, None, None, 2.669, None, 13.94, 354.3, 5.0, 25.0, 24.8, -0.2, 5.0, 27.2, 28.0, None,2022-07-30 19:00:00, None, None,31
None, None, 22.03, 40.37, None, None, None, 2.873, None, 6.788, 1.735, 8.0, 22.0, 22.1, -0.1, 8.0, 27.2, 40.0, None,2022-07-30 20:00:00, None, None,31
None, None, 18.47, 48.65, None, None, None, 8.01, None, 2.445, 20.36, 7.0, 18.5, 18.5, 0.0, 7.0, 27.2, 49.0, None,2022-07-30 21:00:00, None, None,31
None, None, 16.24, 50.0, None, None, None, 9.43, None, 6.516, 52.44, 6.0, 16.2, 16.0, 0.0, 6.0, 27.2, 50.0, None,2022-07-30 22:00:00, None, None,31
None, None, 14.91, 47.82, None, None, None, 6.461, None, 7.308, 80.3, 4.0, 14.9, 14.7, -0.1, 4.0, 27.2, 48.0, None,2022-07-30 23:00:00, None, None,31
None, None, 14.26, 46.76, None, None, None, 4.3, None, 7.382, 98.5, 3.0, 14.3, 14.0, 0.0, 3.0, 27.2, 47.0, None,2022-07-31 00:00:00, None, None,31
None, None, 12.9, 56.43, None, None, None, 2.948, None, 8.06, 111.1, 5.0, 12.9, 12.8, 0.0, 5.0, 27.2, 56.0, None,2022-07-31 01:00:00, None, None,31
None, None, 12.93, 48.49, None, None, None, 2.737, None, 7.204, 120.5, 2.0, 12.9, 12.5, -0.1, 2.0, 27.2, 48.0, None,2022-07-31 02:00:00, None, None,31
None, None, 12.32, 45.91, None, None, None, 2.292, None, 7.247, 129.3, 1.0, 12.3, 12.4, -0.1, 1.0, 27.2, 46.0, None,2022-07-31 03:00:00, None, None,31
None, None, 11.04, 57.35, None, None, None, 2.042, None, 6.862, 137.0, 2.0, 11.0, 10.7, 0.0, 2.0, 27.2, 57.0, None,2022-07-31 04:00:00, None, None,31
None, None, 11.88, 54.51, None, None, None, 1.144, None, 5.717, 142.2, 3.0, 11.9, 10.7, -0.1, 3.0, 27.2, 55.0, None,2022-07-31 05:00:00, None, None,31
None, None, 11.27, 61.25, None, None, None, 0.599, None, 6.006, 145.6, 4.0, 11.3, 10.7, 0.0, 4.0, 27.2, 61.0, None,2022-07-31 06:00:00, None, None,31
None, None, 11.66, 66.37, None, None, None, 0.976, None, 5.603, 145.1, 5.0, 11.7, 11.1, 0.0, 5.0, 11.9, 66.0, None,2022-07-31 07:00:00, None, None,31
None, None, 16.04, 57.27, None, None, None, 20.83, None, 5.245, 121.3, 8.0, 16.0, 11.1, 0.0, 8.0, 15.9, 57.0, None,2022-07-31 08:00:00, None, None,31
None, None, 18.83, 50.09, None, None, None, 15.91, None, 5.693, 47.61, 8.0, 18.8, 11.1, 0.1, 8.0, 18.8, 50.0, None,2022-07-31 09:00:00, None, None,31
None, None, 23.58, 35.0, None, None, None, 4.668, None, 8.56, 14.65, 7.0, 23.6, 11.1, -0.2, 7.0, 23.6, 35.0, None,2022-07-31 10:00:00, None, None,31
None, None, 24.4, 32.73, None, None, None, 1.747, None, 9.0, 4.289, 7.0, 24.4, 11.1, -0.2, 7.0, 24.4, 33.0, None,2022-07-31 11:00:00, None, None,31
None, None, 25.69, 28.64, None, None, None, 1.612, None, 9.72, 358.3, 7.0, 25.7, 11.1, -0.3, 7.0, 26.0, 29.0, None,2022-07-31 12:00:00, None, None,31
None, None, 26.56, 23.74, None, None, None, 1.301, None, 9.4, 353.5, 4.0, 26.6, 11.1, -0.3, 4.0, 26.9, 24.0, None,2022-07-31 13:00:00, None, None,31
None, None, 27.71, 19.75, None, None, None, 0.352, None, 9.75, 350.6, 2.0, 27.7, 11.1, -0.4, 2.0, 27.5, 20.0, None,2022-07-31 14:00:00, None, None,31
None, None, 27.78, 16.89, None, None, None, 0.605, None, 10.31, 351.9, 0.0, 27.8, 11.1, -0.4, 0.0, 28.2, 17.0, None,2022-07-31 15:00:00, None, None,31
None, None, 27.04, 16.46, None, None, None, 0.399, None, 7.783, 352.3, -1.0, 27.0, 11.1, -0.5, -1.0, 28.2, 16.0, None,2022-07-31 16:00:00, None, None,31
None, None, 27.12, 16.69, None, None, None, 0.411, None, 7.116, 354.3, 0.0, 27.1, 11.1, -0.3, 0.0, 28.2, 17.0, None,2022-07-31 17:00:00, None, None,31
None, None, 26.17, 21.3, None, None, None, 0.384, None, 8.31, 354.4, 2.0, 26.2, 11.1, -0.3, 2.0, 28.2, 21.0, None,2022-07-31 18:00:00, None, None,31
None, None, 24.44, 20.41, None, None, None, 1.912, None, 8.09, 358.2, 0.0, 24.4, 24.5, -0.2, 0.0, 26.3, 20.0, None,2022-07-31 19:00:00, None, None,31
None, None, 20.87, 29.95, None, None, None, 2.816, None, 4.673, 5.807, 3.0, 20.9, 20.8, -0.1, 3.0, 26.3, 30.0, None,2022-07-31 20:00:00, None, None,31
None, None, 18.14, 38.3, None, None, None, 9.09, None, 2.352, 24.65, 3.0, 18.1, 18.1, -0.1, 3.0, 26.3, 38.0, None,2022-07-31 21:00:00, None, None,31
None, None, 16.41, 46.74, None, None, None, 8.31, None, 6.824, 57.48, 5.0, 16.4, 16.1, 0.0, 5.0, 26.3, 47.0, None,2022-07-31 22:00:00, None, None,31
None, None, 15.25, 49.47, None, None, None, 5.142, None, 6.308, 80.3, 5.0, 15.3, 14.8, 0.1, 5.0, 26.3, 49.0, None,2022-07-31 23:00:00, None, None,31
None, None, 14.63, 54.2, None, None, None, 3.775, None, 5.804, 94.7, 5.0, 14.6, 14.4, -0.1, 5.0, 26.3, 54.0, None,2022-08-01 00:00:00, None, None,31
None, None, 13.5, 62.09, None, None, None, 2.548, None, 5.997, 105.7, 6.0, 13.5, 13.2, 0.0, 6.0, 26.3, 62.0, None,2022-08-01 01:00:00, None, None,31
None, None, 13.13, 63.54, None, None, None, 2.077, None, 6.802, 113.8, 7.0, 13.1, 12.9, 0.0, 7.0, 26.3, 64.0, None,2022-08-01 02:00:00, None, None,31
None, None, 13.05, 63.41, None, None, None, 2.183, None, 8.14, 121.2, 7.0, 13.1, 12.3, 0.0, 7.0, 26.3, 63.0, None,2022-08-01 03:00:00, None, None,31
None, None, 13.15, 53.8, None, None, None, 1.397, None, 7.224, 127.2, 4.0, 13.2, 11.9, 0.0, 4.0, 26.3, 54.0, None,2022-08-01 04:00:00, None, None,31
None, None, 12.56, 58.8, None, None, None, 1.166, None, 6.258, 131.7, 5.0, 12.6, 11.9, 0.0, 5.0, 26.3, 59.0, None,2022-08-01 05:00:00, None, None,31
None, None, 12.88, 59.39, None, None, None, 0.849, None, 5.532, 135.0, 5.0, 12.9, 11.9, -0.1, 5.0, 26.3, 59.0, None,2022-08-01 06:00:00, None, None,31
None, None, 13.9, 57.33, None, None, None, 0.746, None, 5.912, 135.6, 6.0, 13.9, 12.5, 0.0, 6.0, 14.0, 57.0, None,2022-08-01 07:00:00, None, None,31
None, None, 17.06, 45.82, None, None, None, 20.39, None, 6.534, 112.0, 5.0, 17.1, 12.5, 0.0, 5.0, 17.2, 46.0, None,2022-08-01 08:00:00, None, None,31
None, None, 19.96, 42.25, None, None, None, 10.84, None, 10.78, 45.65, 6.0, 20.0, 12.5, -0.1, 6.0, 19.8, 42.0, None,2022-08-01 09:00:00, None, None,31
None, None, 21.72, 40.08, None, None, None, 2.277, None, 14.51, 28.42, 8.0, 21.7, 12.5, -0.2, 8.0, 21.9, 40.0, None,2022-08-01 10:00:00, None, None,31
None, None, 23.26, 37.11, None, None, None, 2.096, None, 13.97, 21.55, 7.0, 23.3, 12.5, -0.2, 7.0, 23.4, 37.0, None,2022-08-01 11:00:00, None, None,31
None, None, 23.0, 39.66, None, None, None, 2.45, None, 13.55, 11.9, 8.0, 23.0, 12.5, -0.2, 8.0, 24.2, 40.0, None,2022-08-01 12:00:00, None, None,31
None, None, 23.24, 37.7, None, None, None, 1.443, None, 13.35, 6.939, 9.0, 23.2, 12.5, -0.4, 9.0, 24.8, 38.0, None,2022-08-01 13:00:00, None, None,31
None, None, 23.01, 40.33, None, None, None, 1.264, None, 12.34, 5.771, 9.0, 23.0, 12.5, -0.3, 9.0, 24.8, 40.0, None,2022-08-01 14:00:00, None, None,31
None, None, 23.07, 37.6, None, None, None, 1.563, None, 14.37, 11.16, 8.0, 23.1, 12.5, -0.3, 8.0, 24.8, 38.0, None,2022-08-01 15:00:00, None, None,31
None, None, 22.35, 39.23, None, None, None, 2.167, None, 13.87, 16.42, 8.0, 22.4, 12.5, -0.4, 8.0, 24.8, 39.0, None,2022-08-01 16:00:00, None, None,31
None, None, 21.67, 39.12, None, None, None, 2.091, None, 17.82, 23.27, 7.0, 21.7, 12.5, -0.1, 7.0, 24.8, 39.0, None,2022-08-01 17:00:00, None, None,31
None, None, 20.34, 40.78, None, None, None, 1.237, None, 17.16, 29.65, 7.0, 20.3, 12.5, -0.3, 7.0, 24.8, 41.0, None,2022-08-01 18:00:00, None, None,31
None, None, 19.51, 42.55, None, None, None, 1.778, None, 15.08, 34.09, 7.0, 19.5, 19.4, -0.1, 7.0, 20.4, 43.0, None,2022-08-01 19:00:00, None, None,31
None, None, 18.1, 48.27, None, None, None, 3.503, None, 13.34, 42.73, 8.0, 18.1, 18.0, -0.2, 8.0, 20.4, 48.0, None,2022-08-01 20:00:00, None, None,31
None, None, 16.59, 58.32, None, None, None, 5.579, None, 9.72, 57.41, 9.0, 16.6, 16.7, 0.0, 9.0, 20.4, 58.0, None,2022-08-01 21:00:00, None, None,31
None, None, 16.41, 65.0, None, None, None, 3.879, None, 10.54, 75.31, 10.0, 16.4, 16.2, 0.0, 10.0, 20.4, 65.0, None,2022-08-01 22:00:00, None, None,31
None, None, 15.57, 69.74, None, None, None, 1.539, None, 9.07, 83.4, 10.0, 15.6, 15.4, 0.0, 10.0, 20.4, 70.0, None,2022-08-01 23:00:00, None, None,31
None, None, 14.29, 74.75, None, None, None, 1.719, None, 7.445, 89.1, 10.0, 14.3, 14.2, 0.1, 10.0, 20.4, 75.0, None,2022-08-02 00:00:00, None, None,31
None, None, 14.13, 72.79, None, None, None, 2.529, None, 6.676, 96.9, 9.0, 14.1, 13.8, 0.0, 9.0, 20.4, 73.0, None,2022-08-02 01:00:00, None, None,31
None, None, 14.12, 72.6, None, None, None, 0.385, None, 6.091, 101.7, 9.0, 14.1, 13.8, 0.0, 9.0, 20.4, 73.0, None,2022-08-02 02:00:00, None, None,31
None, None, 14.12, 74.56, None, None, None, 0.339, None, 8.03, 103.1, 10.0, 14.1, 13.8, 0.0, 10.0, 20.4, 75.0, None,2022-08-02 03:00:00, None, None,31
None, None, 13.94, 74.33, None, None, None, 0.821, None, 10.9, 105.1, 10.0, 13.9, 13.8, 0.0, 10.0, 20.4, 74.0, None,2022-08-02 04:00:00, None, None,31
None, None, 13.68, 71.07, None, None, None, 0.709, None, 9.48, 108.2, 8.0, 13.7, 13.7, 0.0, 8.0, 20.4, 71.0, None,2022-08-02 05:00:00, None, None,31
None, None, 12.8, 74.53, None, None, None, 1.237, None, 9.45, 110.9, 8.0, 12.8, 12.8, 0.0, 8.0, 20.4, 75.0, None,2022-08-02 06:00:00, None, None,31
None, None, 13.22, 74.54, None, None, None, 0.558, None, 9.81, 114.0, 9.0, 13.2, 12.8, 0.0, 9.0, 13.3, 75.0, None,2022-08-02 07:00:00, None, None,31
None, None, 13.13, 79.26, None, None, None, 0.936, None, 8.04, 111.1, 9.0, 13.1, 12.8, 0.0, 9.0, 13.3, 79.0, None,2022-08-02 08:00:00, None, None,31
