pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,15.7,15.7, 0.0, None,33.6,49.0,2022-07-30 00:00:00,5.0,31
None,14.1,14.0, 0.0, None,33.6,56.0,2022-07-30 01:00:00,5.0,31
None,12.8,12.9, 0.0, None,33.6,59.0,2022-07-30 02:00:00,5.0,31
None,12.3,12.1, 0.0, None,33.6,62.0,2022-07-30 03:00:00,5.0,31
None,11.1,11.1, 0.0, None,33.6,65.0,2022-07-30 04:00:00,5.0,31
None,10.9,10.7, 0.0, None,33.6,66.0,2022-07-30 05:00:00,5.0,31
None,10.3,9.9, 0.0, None,33.6,67.0,2022-07-30 06:00:00,5.0,31
None,10.3,9.8, 0.0, None,10.4,69.0,2022-07-30 07:00:00,5.0,31
None,13.6,9.8, 0.0, None,13.6,55.0,2022-07-30 08:00:00,5.0,31
None,17.9,9.8, 0.0, None,17.8,45.0,2022-07-30 09:00:00,6.0,31
None,23.2,9.8, 0.0, None,23.1,36.0,2022-07-30 10:00:00,7.0,31
None,26.9,9.8, 0.0, None,26.8,27.0,2022-07-30 11:00:00,8.0,31
None,33.3,9.8, 0.0, None,33.5,11.0,2022-07-30 14:00:00,-1.0,31
None,34.0,9.8, 0.0, None,34.8,9.0,2022-07-30 15:00:00,-2.0,31
None,32.2,32.4, 0.0, None,34.2,15.0,2022-07-30 19:00:00,2.0,31
None,26.3,26.1, 0.0, None,34.2,29.0,2022-07-30 20:00:00,7.0,31
None,22.8,22.8, 0.0, None,34.2,39.0,2022-07-30 21:00:00,8.0,31
None,20.2,20.0, 0.0, None,34.2,49.0,2022-07-30 22:00:00,9.0,31
None,17.8,17.8, 0.0, None,34.2,55.0,2022-07-30 23:00:00,9.0,31
None,16.4,16.4, 0.0, None,34.2,59.0,2022-07-31 00:00:00,8.0,31
None,15.4,15.3, 0.0, None,34.2,60.0,2022-07-31 01:00:00,7.0,31
None,13.8,13.8, 0.0, None,34.2,65.0,2022-07-31 02:00:00,7.0,31
None,13.0,13.0, 0.0, None,34.2,67.0,2022-07-31 03:00:00,7.0,31
None,11.3,11.3, 0.0, None,34.2,71.0,2022-07-31 04:00:00,6.0,31
None,10.5,10.5, 0.0, None,34.2,74.0,2022-07-31 05:00:00,6.0,31
None,9.3,9.3, 0.0, None,34.2,77.0,2022-07-31 06:00:00,6.0,31
None,9.3,9.0, 0.0, None,9.4,73.0,2022-07-31 07:00:00,5.0,31
None,12.4,9.0, 0.0, None,12.4,56.0,2022-07-31 08:00:00,4.0,31
None,16.7,9.0, 0.0, None,16.7,38.0,2022-07-31 09:00:00,3.0,31
None,21.6,9.0, 0.0, None,21.7,32.0,2022-07-31 10:00:00,4.0,31
None,32.6,9.0, 0.0, None,32.8,8.0,2022-07-31 14:00:00,-6.0,31
None,33.2,9.0, 0.0, None,33.2,9.0,2022-07-31 15:00:00,-4.0,31
None,30.7,30.8, 0.0, None,32.7,13.0,2022-07-31 19:00:00,-1.0,31
None,25.6,25.8, 0.0, None,32.7,25.0,2022-07-31 20:00:00,4.0,31
None,22.3,22.3, 0.0, None,32.7,33.0,2022-07-31 21:00:00,5.0,31
None,19.6,19.6, 0.0, None,32.7,42.0,2022-07-31 22:00:00,6.0,31
None,17.2,17.2, 0.0, None,32.7,49.0,2022-07-31 23:00:00,6.0,31
None,15.4,15.5, 0.0, None,32.7,57.0,2022-08-01 00:00:00,7.0,31
None,14.6,14.5, 0.0, None,32.7,60.0,2022-08-01 01:00:00,7.0,31
None,13.4,13.3, 0.0, None,32.7,64.0,2022-08-01 02:00:00,7.0,31
None,12.5,12.5, 0.0, None,32.7,68.0,2022-08-01 03:00:00,7.0,31
None,11.8,11.7, 0.0, None,32.7,69.0,2022-08-01 04:00:00,6.0,31
None,10.8,10.7, 0.0, None,32.7,70.0,2022-08-01 05:00:00,6.0,31
None,10.0,10.0, 0.0, None,32.7,69.0,2022-08-01 06:00:00,5.0,31
None,10.5,9.8, 0.0, None,10.5,68.0,2022-08-01 07:00:00,5.0,31
None,13.2,9.8, 0.0, None,13.0,54.0,2022-08-01 08:00:00,5.0,31
None,17.4,9.8, 0.0, None,17.4,41.0,2022-08-01 09:00:00,4.0,31
None,22.4,9.8, 0.0, None,22.1,35.0,2022-08-01 10:00:00,7.0,31
None,29.2,9.8, 0.0, None,29.5,24.0,2022-08-01 12:00:00,6.0,31
None,30.4,9.8, 0.0, None,30.7,23.0,2022-08-01 15:00:00,6.0,31
None,29.5,9.8, 0.0, None,30.7,24.0,2022-08-01 16:00:00,7.0,31
None,28.8,9.8, 0.0, None,30.7,25.0,2022-08-01 17:00:00,7.0,31
None,28.7,9.8, 0.0, None,30.7,24.0,2022-08-01 18:00:00,6.0,31
None,27.1,26.9, 0.0, None,28.7,26.0,2022-08-01 19:00:00,5.0,31
None,24.7,24.8, 0.0, None,28.7,27.0,2022-08-01 20:00:00,5.0,31
None,22.7,22.8, 0.0, None,28.7,32.0,2022-08-01 21:00:00,5.0,31
None,21.5,21.6, 0.0, None,28.7,32.0,2022-08-01 22:00:00,4.0,31
None,18.7,18.8, 0.0, None,28.7,43.0,2022-08-01 23:00:00,6.0,31
None,16.1,16.2, 0.0, None,28.7,52.0,2022-08-02 00:00:00,7.0,31
None,14.7,14.6, 0.0, None,28.7,57.0,2022-08-02 01:00:00,6.0,31
None,13.1,13.1, 0.0, None,28.7,63.0,2022-08-02 02:00:00,6.0,31
None,11.7,11.7, 0.0, None,28.7,69.0,2022-08-02 03:00:00,6.0,31
None,11.3,10.7, 0.0, None,28.7,68.0,2022-08-02 04:00:00,6.0,31
None,10.3,10.2, 0.0, None,28.7,72.0,2022-08-02 05:00:00,5.0,31
None,9.6,9.5, 0.0, None,28.7,73.0,2022-08-02 06:00:00,5.0,31
None,9.6,9.3, 0.0, None,9.9,71.0,2022-08-02 07:00:00,5.0,31
None,11.5,9.3, 0.0, None,11.5,62.0,2022-08-02 08:00:00,4.0,31
None,15.5,9.3, 0.0, None,15.5,51.0,2022-08-02 09:00:00,6.0,31
None,20.0,9.3, 0.0, None,20.1,43.0,2022-08-02 10:00:00,7.0,31
None,24.6,9.3, 0.0, None,24.5,21.0,2022-08-02 12:00:00,1.0,31
None,25.4,9.3, 0.0, None,25.6,21.0,2022-08-02 13:00:00,1.0,31
None,26.4,9.3, 0.0, None,26.5,20.0,2022-08-02 14:00:00,2.0,31
None,26.9,9.3, 0.0, None,27.2,19.0,2022-08-02 15:00:00,1.0,31
None,27.2,9.3, 0.0, None,27.3,20.0,2022-08-02 16:00:00,1.0,31
None,26.6,9.3, 0.0, None,27.3,22.0,2022-08-02 18:00:00,3.0,31
None,24.7,24.8, 0.0, None,26.6,27.0,2022-08-02 19:00:00,4.0,31
None,22.7,22.6, 0.0, None,26.6,34.0,2022-08-02 20:00:00,6.0,31
None,19.8,19.8, 0.0, None,26.6,43.0,2022-08-02 21:00:00,7.0,31
None,17.5,17.4, 0.0, None,26.6,50.0,2022-08-02 22:00:00,7.0,31
None,16.2,16.1, 0.0, None,26.6,55.0,2022-08-02 23:00:00,7.0,31
None,14.4,14.3, 0.0, None,26.6,60.0,2022-08-03 00:00:00,7.0,31
None,13.6,13.6, 0.0, None,26.6,60.0,2022-08-03 01:00:00,6.0,31
None,13.4,13.0, 0.0, None,26.6,59.0,2022-08-03 02:00:00,5.0,31
None,12.5,12.4, 0.0, None,26.6,62.0,2022-08-03 03:00:00,5.0,31
None,11.7,11.7, 0.0, None,26.6,62.0,2022-08-03 04:00:00,5.0,31
None,11.1,11.0, 0.0, None,26.6,61.0,2022-08-03 05:00:00,4.0,31
None,10.5,10.5, 0.0, None,26.6,61.0,2022-08-03 06:00:00,3.0,31
None,10.8,10.3, 0.0, None,10.9,53.0,2022-08-03 07:00:00,1.0,31
None,12.3,10.3, 0.0, None,12.6,51.0,2022-08-03 08:00:00,3.0,31
None,15.9,10.3, 0.0, None,16.0,43.0,2022-08-03 09:00:00,3.0,31
