air_temp,min_air_temp_snc_last_reset,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
24.9,24.4, None,30.7,62.0,2022-07-30 00:00:00,17.0,31
24.1,24.1, None,30.7,61.0,2022-07-30 01:00:00,16.0,31
23.3,23.3, None,30.7,68.0,2022-07-30 02:00:00,17.0,31
22.6,22.5, None,30.7,69.0,2022-07-30 03:00:00,16.0,31
22.6,22.4, None,30.7,72.0,2022-07-30 04:00:00,17.0,31
22.5,22.1, None,30.7,74.0,2022-07-30 05:00:00,18.0,31
21.2,21.1, None,30.7,100.0,2022-07-30 06:00:00,21.0,31
21.6,-4659.0, None,21.9,100.0,2022-07-30 07:00:00,22.0,31
23.9,-4659.0, None,24.0,72.0,2022-07-30 08:00:00,19.0,31
24.4,-4659.0, None,25.3,65.0,2022-07-30 09:00:00,18.0,31
26.2,-4659.0, None,26.0,56.0,2022-07-30 10:00:00,17.0,31
25.8,-4659.0, None,27.1,59.0,2022-07-30 11:00:00,17.0,31
26.5,-4659.0, None,27.1,58.0,2022-07-30 12:00:00,17.0,31
27.7,-4659.0, None,27.7,52.0,2022-07-30 13:00:00,17.0,31
27.7,-4659.0, None,28.1,55.0,2022-07-30 14:00:00,18.0,31
28.8,-4659.0, None,29.0,46.0,2022-07-30 16:00:00,16.0,31
29.2,-4659.0, None,29.7,42.0,2022-07-30 17:00:00,15.0,31
28.7,-4659.0, None,29.7,52.0,2022-07-30 18:00:00,18.0,31
28.0,27.9, None,28.8,51.0,2022-07-30 19:00:00,17.0,31
28.2,27.7, None,28.8,40.0,2022-07-30 20:00:00,14.0,31
27.4,27.5, None,28.8,44.0,2022-07-30 21:00:00,14.0,31
25.5,25.4, None,28.8,53.0,2022-07-30 22:00:00,15.0,31
25.1,24.8, None,28.8,57.0,2022-07-30 23:00:00,16.0,31
24.9,24.8, None,28.8,60.0,2022-07-31 00:00:00,16.0,31
23.4,23.4, None,28.8,74.0,2022-07-31 01:00:00,19.0,31
-5829.0,-4660.0, None,28.8,17.0,2022-07-31 02:00:00,17.0,31
22.2,-4074.0, None,28.8,100.0,2022-07-31 03:00:00,22.0,31
21.9,-5829.0, None,28.8,100.0,2022-07-31 04:00:00,22.0,31
21.1,-4074.0, None,28.8,100.0,2022-07-31 05:00:00,21.0,31
21.4,-4074.0, None,28.8,100.0,2022-07-31 06:00:00,22.0,31
21.7,21.1, None,22.2,82.0,2022-07-31 07:00:00,18.0,31
22.9,21.1, None,23.8,72.0,2022-07-31 08:00:00,17.0,31
24.2,21.1, None,24.2,60.0,2022-07-31 09:00:00,16.0,31
24.7,21.1, None,24.7,57.0,2022-07-31 10:00:00,16.0,31
25.0,21.1, None,26.0,57.0,2022-07-31 11:00:00,16.0,31
25.7,21.1, None,26.0,54.0,2022-07-31 12:00:00,15.0,31
26.6,21.1, None,26.6,53.0,2022-07-31 13:00:00,17.0,31
27.6,21.1, None,27.8,56.0,2022-07-31 14:00:00,18.0,31
29.7,21.1, None,30.0,39.0,2022-07-31 16:00:00,14.0,31
