X,Y,Name,CAUSE GENERAL,CURRENTSIZE,FIRENUMBER,FIRETYPE,FIREYEAR,Field_1,LATITUDE,LONGITUDE
-127.363900512665,51.1033223640002,V90046,Person,0.009,V90046,Fire,2016,2016,51.103317,-127.363884
-125.715967377388,54.0045868446151,R10001,Person,26,R10001,Fire,2016,2016,54.004581,-125.71595
-126.518183185083,54.465520442848,R20030,Person,0.009,R20030,Fire,2016,2016,54.465515,-126.518165
-126.542017944119,55.572972854952,R30058,Lightning,0.009,R30058,Fire,2016,2016,55.572967,-126.542
-127.540400470273,55.2716879127824,R40097,Person,0.16,R40097,Fire,2016,2016,55.271683,-127.540382
-122.699731313332,53.5435543244074,G10126,Person,0.03,G10126,Fire,2016,2016,53.543549,-122.699715
-122.711366519106,54.5921231593031,G10222,Lightning,0.001,G10222,Fire,2016,2016,54.592117,-122.711349
-122.05118358913,54.3025559380513,G10315,Lightning,0.009,G10315,Fire,2016,2016,54.30255,-122.051167
-123.403000226304,53.7961557408026,G10395,Person,7,G10395,Fire,2016,2016,53.79615,-123.402983
-119.11648249631,52.7582562429451,G30148,Person,0.009,G30148,Fire,2016,2016,52.75825,-119.116467
-119.351914003269,52.9347710263257,G30382,Lightning,0.009,G30382,Fire,2016,2016,52.934765,-119.351898
-120.100200534866,56.0675562456579,G70390,Person,0.7,G70390,Fire,2016,2016,56.06755,-120.100183
-121.588350674717,55.7265060340703,G70400,Person,0.02,G70400,Fire,2016,2016,55.7265,-121.588333
-120.638850707333,56.1999061833864,G80040,Person,420,G80040,Fire,2016,2016,56.1999,-120.638833
-128.173558554519,59.478173545596,G90292,Lightning,98.1,G90292,Fire,2016,2016,59.478168,-128.173538
-121.91990320078,59.8938391845159,G90369,Lightning,392.6,G90369,Fire,2016,2016,59.893833,-121.919884
-119.497512967913,51.5149558452874,K10067,Person,0.009,K10067,Fire,2016,2016,51.51495,-119.497497
-120.023346377986,52.2012733126861,K10245,Lightning,0.009,K10245,Fire,2016,2016,52.201267,-120.023331
-119.857528856036,51.2549879876673,K20049,Person,0.1,K20049,Fire,2016,2016,51.254982,-119.857513
-118.998931758262,50.7597717665445,K30312,Lightning,0.009,K30312,Fire,2016,2016,50.759766,-118.998917
-118.93668334465,50.4112380461756,K40110,Lightning,0.009,K40110,Fire,2016,2016,50.411232,-118.936668
-122.8762668528,50.1850069774944,V30317,Person,0.009,V30317,Fire,2016,2016,50.185001,-122.876251
-123.166015915499,49.8517893285752,V30405,Person,0.009,V30405,Fire,2016,2016,49.851784,-123.166
-123.7090149809,48.7031228187009,V60174,Person,0.009,V60174,Fire,2016,2016,48.703117,-123.709
-126.140099514349,50.360806894756,V80050,Person,0.009,V80050,Fire,2016,2016,50.360802,-126.140083
-126.905282123997,50.3676389995957,V90293,Lightning,0.2,V90293,Fire,2016,2016,50.367634,-126.905266
-126.277452199465,52.4431052301488,VA0095,Person,0.1,VA0095,Fire,2016,2016,52.4431,-126.277435
-125.685587054032,53.9607712430962,R10098,Person,0.1,R10098,Fire,2016,2016,53.960766,-125.68557
-121.318416544792,53.7148393101322,G10286,Lightning,0.009,G10286,Fire,2016,2016,53.714833,-121.3184
-123.419883458292,53.3097057209255,G10339,Person,3.6,G10339,Fire,2016,2016,53.3097,-123.419867
-122.911316961688,54.0871558155054,G10376,Lightning,0.009,G10376,Fire,2016,2016,54.08715,-122.9113
-124.282266696775,54.3636225396209,G50159,Person,0.009,G50159,Fire,2016,2016,54.363617,-124.282249
-121.217634010747,55.7263727872708,G70043,Person,641,G70043,Fire,2016,2016,55.726367,-121.217617
-121.63748431985,56.256422743819,G80074,Person,5636,G80074,Fire,2016,2016,56.256417,-121.637467
-120.971170889455,56.6913246520185,G80093,Person,0.009,G80093,Fire,2016,2016,56.691319,-120.971153
-121.426684292733,56.286722778014,G80108,Person,236,G80108,Fire,2016,2016,56.286717,-121.426667
-120.054567483138,56.4194741666932,G80132,Person,0.2,G80132,Fire,2016,2016,56.419468,-120.05455
-121.918185318299,57.4501555339692,G80338,Lightning,0.009,G80338,Fire,2016,2016,57.45015,-121.918167
-121.72813739077,58.2849219807731,G90095,Person,6,G90095,Fire,2016,2016,58.284916,-121.728119
-123.924335270488,58.0250072660996,G90175,Lightning,0.9,G90175,Fire,2016,2016,58.025002,-123.924316
-122.494853752183,58.7048398749507,G90270,Lightning,0.1,G90270,Fire,2016,2016,58.704834,-122.494835
-121.24065003772,59.1351875686427,G90311,Lightning,1.6,G90311,Fire,2016,2016,59.135181,-121.240631
-122.147853869886,59.20958923781,G90318,Lightning,3.2,G90318,Fire,2016,2016,59.209583,-122.147835
-120.139984439624,51.6663725673652,K10347,Lightning,0.009,K10347,Fire,2016,2016,51.666367,-120.139969
-119.978683626172,51.0937903669013,K20050,Person,0.009,K20050,Fire,2016,2016,51.093784,-119.978668
-120.73456586527,50.7610570587377,K20293,Lightning,0.36,K20293,Fire,2016,2016,50.761051,-120.73455
-120.811966096407,50.8047544484983,K20323,Lightning,0.009,K20323,Fire,2016,2016,50.804749,-120.811951
-118.842132593689,51.3124413099818,K30380,Lightning,0.009,K30380,Fire,2016,2016,51.312435,-118.842117
-121.762733477304,49.4742221716361,V10203,Person,0.12,V10203,Fire,2016,2016,49.474216,-121.762718
-125.186584961513,49.2871375648421,V70037,Person,0.01,V70037,Fire,2016,2016,49.287132,-125.186569
-124.812797992541,49.5834900237544,V70307,Lightning,0.009,V70307,Fire,2016,2016,49.583485,-124.812782
-126.183518327173,50.3891729889852,V80294,Lightning,0.009,V80294,Fire,2016,2016,50.389168,-126.183502
-127.495515024518,50.4510053302206,V90128,Person,0.3,V90128,Fire,2016,2016,50.451,-127.495499
-128.827196885273,54.4093563253102,R50028,Person,8,R50028,Fire,2016,2016,54.409351,-128.827179
-128.614977666013,54.4197552563878,R50100,Person,0.009,R50100,Fire,2016,2016,54.41975,-128.61496
-122.954232905831,53.9324055083231,G10118,Person,0.009,G10118,Fire,2016,2016,53.9324,-122.954216
-122.90781687114,53.8511391048696,G10356,Person,0.009,G10356,Fire,2016,2016,53.851133,-122.9078
-122.49176677801,53.8093891565226,G10379,Person,0.009,G10379,Fire,2016,2016,53.809383,-122.49175
-118.372131511172,52.3250909124118,G30394,Lightning,16.8,G30394,Fire,2016,2016,52.325085,-118.372116
-123.594018625863,53.6964740116429,G40188,Person,0.009,G40188,Fire,2016,2016,53.696468,-123.594002
-124.864137763813,54.3038385627854,G40337,Lightning,3,G40337,Fire,2016,2016,54.303833,-124.86412
-120.018483586784,55.2500229361065,G70034,Person,18,G70034,Fire,2016,2016,55.250017,-120.018467
-120.490683931989,55.8531728922003,G70070,Person,16.4,G70070,Fire,2016,2016,55.853167,-120.490667
-121.003198684363,55.7775558219299,G70091,Person,0.6,G70091,Fire,2016,2016,55.77755,-121.003181
-120.373300503212,55.8401062080584,G70128,Person,0.15,G70128,Fire,2016,2016,55.8401,-120.373283
-121.822617867297,56.728106037756,G80038,Person,0.9,G80038,Fire,2016,2016,56.7281,-121.8226
-122.155467291859,57.706323911784,G80178,Lightning,0.25,G80178,Fire,2016,2016,57.706318,-122.155449
-120.282702302052,57.6545739688584,G80268,Lightning,0.1,G80268,Fire,2016,2016,57.654568,-120.282684
-127.603817974662,59.1474890377026,G90236,Lightning,101.3,G90236,Fire,2016,2016,59.147484,-127.603798
-120.184252066116,59.1912730205576,G90324,Lightning,2.3,G90324,Fire,2016,2016,59.191267,-120.184233
-121.305801610363,50.572088379132,K20043,Person,5.47,K20043,Fire,2016,2016,50.572083,-121.305786
-120.901367325977,50.54722422761,K20225,Lightning,0.009,K20225,Fire,2016,2016,50.547218,-120.901352
-119.858215247492,50.5649397498002,K20322,Lightning,0.05,K20322,Fire,2016,2016,50.564934,-119.8582
-120.67641465259,50.7590391602717,K20352,Person,0.009,K20352,Fire,2016,2016,50.759033,-120.676399
-119.810615408321,50.4343893508032,K40136,Lightning,0.1,K40136,Fire,2016,2016,50.434383,-119.8106
-118.93405126612,50.4993232517315,K40296,Lightning,0.009,K40296,Fire,2016,2016,50.499317,-118.934036
-132.384798912478,53.6066214386983,V10498,Person,4.5,V10498,Fire,2016,2016,53.606617,-132.384781
-122.462516841866,49.2976893837261,V10503,Person,0.009,V10503,Fire,2016,2016,49.297684,-122.462502
-123.111351293064,49.80034053171,V30413,Person,0.009,V30413,Fire,2016,2016,49.800335,-123.111336
-122.86246520785,49.9885386738934,V30435,Lightning,0.009,V30435,Fire,2016,2016,49.988533,-122.86245
-123.740448326236,49.5810716495723,V50310,Lightning,0.009,V50310,Fire,2016,2016,49.581066,-123.740433
-123.599685964529,49.4466073643607,V50444,Person,0.009,V50444,Fire,2016,2016,49.446602,-123.59967
-123.735466071606,48.6436708082514,V60009,Person,0.009,V60009,Fire,2016,2016,48.643665,-123.735451
-123.516181974587,48.7660386423642,V60211,Person,0.009,V60211,Fire,2016,2016,48.766033,-123.516167
-124.162765782758,49.2050224818824,V70302,Lightning,0.009,V70302,Fire,2016,2016,49.205017,-124.16275
-125.028664040396,49.2970061851433,V70427,Lightning,0.17,V70427,Fire,2016,2016,49.297001,-125.028648
-125.132599462764,49.6838393906542,V80010,Person,0.009,V80010,Fire,2016,2016,49.683834,-125.132584
-125.326012388125,50.3549209931863,V80291,Person,0.009,V80291,Fire,2016,2016,50.354916,-125.325996
-125.493218173103,49.8954711570077,V80305,Person,0.009,V80305,Fire,2016,2016,49.895466,-125.493202
-126.047814134706,49.7825064856965,V80446,Person,0.05,V80446,Fire,2016,2016,49.782501,-126.047798
-128.036088740397,52.158303500527,VA0522,Person,150,VA0522,Fire,2016,2016,52.158298,-128.036072
-128.737871822856,54.0226375318894,R50072,Lightning,0.009,R50072,Fire,2016,2016,54.022633,-128.737854
-123.719400199101,53.8390407028319,G40185,Person,0.4,G40185,Fire,2016,2016,53.839035,-123.719383
-123.028550675059,55.0853058313994,G60240,Lightning,0.009,G60240,Fire,2016,2016,55.0853,-123.028533
-120.583566554721,55.627054571842,G70080,Person,14,G70080,Fire,2016,2016,55.627048,-120.583549
-121.545617366583,55.7066560437696,G70328,Person,0.15,G70328,Fire,2016,2016,55.70665,-121.5456
-120.740518956317,56.517507971976,G80042,Person,100,G80042,Fire,2016,2016,56.517502,-120.740501
-120.29338277345,56.3016572327299,G80114,Person,31,G80114,Fire,2016,2016,56.301651,-120.293365
-121.620418253174,58.8359893056577,G90244,Lightning,22.4,G90244,Fire,2016,2016,58.835983,-121.620399
-120.686702673987,59.5860733582222,G90296,Lightning,1.7,G90296,Fire,2016,2016,59.586067,-120.686684
-120.820732250956,50.6503393450903,K20139,Lightning,17,K20139,Fire,2016,2016,50.650333,-120.820717
-119.612335209377,50.9217398936485,K30034,Person,0.1,K30034,Fire,2016,2016,50.921734,-119.61232
-119.166381728242,50.923941046983,K30114,Person,0.009,K30114,Fire,2016,2016,50.923935,-119.166367
-123.127197577625,49.7544726332924,V30023,Person,0.35,V30023,Fire,2016,2016,49.754467,-123.127182
-122.949913438203,50.4239405825386,V30152,Lightning,0.009,V30152,Fire,2016,2016,50.423935,-122.949898
-123.394218850122,50.2172220175064,V30155,Lightning,0.009,V30155,Fire,2016,2016,50.217216,-123.394203
-123.166183805121,49.8517054290426,V30324,Person,0.009,V30324,Fire,2016,2016,49.8517,-123.166168
-123.121780698356,49.8237551354835,V30442,Person,0.009,V30442,Fire,2016,2016,49.823749,-123.121765
-123.416069307587,49.7169740939884,V50118,Person,0.009,V50118,Fire,2016,2016,49.716969,-123.416054
-124.469215916985,49.8770729715065,V50489,Person,0.009,V50489,Fire,2016,2016,49.877068,-124.4692
-123.811981375963,49.0121553186144,V70299,Lightning,0.009,V70299,Fire,2016,2016,49.01215,-123.811966
-125.064049252578,49.3046393856161,V70329,Person,0.009,V70329,Fire,2016,2016,49.304634,-125.064033
-123.945633122759,49.1047876091752,V70476,Person,0.009,V70476,Fire,2016,2016,49.104782,-123.945618
-125.32976599306,50.0416884788605,V80084,Person,0.009,V80084,Fire,2016,2016,50.041683,-125.32975
-125.142297878815,54.2307374210837,R10104,Lightning,0.009,R10104,Fire,2016,2016,54.230732,-125.142281
-126.131983384132,54.8598724056586,R20036,Person,0.1,R20036,Fire,2016,2016,54.859867,-126.131966
-127.849718774128,54.4646199608566,R50076,Lightning,0.009,R50076,Fire,2016,2016,54.464615,-127.849701
-128.363375587604,54.8167202944986,R50079,Lightning,0.01,R50079,Fire,2016,2016,54.816715,-128.363358
-120.527382890402,53.4385397998911,G30209,Lightning,0.009,G30209,Fire,2016,2016,53.438534,-120.527367
-121.582864844736,55.6330244334645,G70022,Person,0.9,G70022,Fire,2016,2016,55.633018,-121.582848
-120.532150487164,55.7519728841375,G70121,Person,0.009,G70121,Fire,2016,2016,55.751967,-120.532133
-121.480917928122,57.0009560911386,G80078,Person,237,G80078,Fire,2016,2016,57.00095,-121.4809
-121.172183929626,59.3263572793234,G90300,Lightning,0.009,G90300,Fire,2016,2016,59.326351,-121.172165
-119.467766016317,51.6580223494969,K10222,Lightning,0.2,K10222,Fire,2016,2016,51.658016,-119.46775
-120.325165169094,51.6597235494867,K10308,Lightning,1,K10308,Fire,2016,2016,51.659717,-120.325149
-121.424583712916,50.8418064751391,K20405,Lightning,0.009,K20405,Fire,2016,2016,50.841801,-121.424568
-118.788467147404,50.5312217735754,K40361,Lightning,0.2,K40361,Fire,2016,2016,50.531216,-118.788452
-119.371497654618,49.4696410501667,K50202,Person,0.009,K50202,Fire,2016,2016,49.469635,-119.371483
-119.498649146898,49.324205621882,K50476,Person,0.1,K50476,Fire,2016,2016,49.3242,-119.498634
-121.292381480047,50.4918728799722,K60193,Person,0.9,K60193,Fire,2016,2016,50.491867,-121.292366
-120.180183138738,49.6052877667451,K60310,Lightning,11.7,K60310,Fire,2016,2016,49.605282,-120.180168
-121.815116842876,49.3017406618903,V10129,Person,0.009,V10129,Fire,2016,2016,49.301735,-121.815102
-123.120216759865,50.0357874394213,V30369,Person,0.009,V30369,Fire,2016,2016,50.035782,-123.120201
-123.214096321669,49.5153712081371,V30432,Person,0.009,V30432,Fire,2016,2016,49.515366,-123.214081
-123.86436510504,50.1650560618557,V50047,Person,0.5,V50047,Fire,2016,2016,50.165051,-123.864349
-123.872848590159,48.6219383947205,V60348,Person,0.009,V60348,Fire,2016,2016,48.621933,-123.872833
-124.922852010361,49.2461716004639,V70315,Person,0.009,V70315,Fire,2016,2016,49.246166,-124.922836
-125.678818651444,50.7208228564115,V90216,Person,0.009,V90216,Fire,2016,2016,50.720818,-125.678802
-126.963997919419,50.3555386895859,V90306,Lightning,0.009,V90306,Fire,2016,2016,50.355534,-126.963982
-125.358781969968,54.1080719928983,R10013,Person,0.009,R10013,Fire,2016,2016,54.108067,-125.358765
-128.59947448493,53.9698383556887,R50071,Lightning,0.009,R50071,Fire,2016,2016,53.969833,-128.599457
-132.004460876597,58.93855356929,R90065,Lightning,439,R90065,Fire,2016,2016,58.938549,-132.00444
-120.057899457677,53.2696894522133,G30039,Person,0.009,G30039,Fire,2016,2016,53.269683,-120.057883
-120.692017638225,53.4767210803919,G30260,Lightning,0.009,G30260,Fire,2016,2016,53.476715,-120.692001
-123.574518018302,53.9429721268325,G40028,Person,0.3,G40028,Fire,2016,2016,53.942966,-123.574501
-123.725351128687,53.9270038030881,G40215,Person,0.009,G40215,Fire,2016,2016,53.926998,-123.725334
-124.30652055596,54.5003222449145,G50392,Lightning,0.3,G50392,Fire,2016,2016,54.500317,-124.306503
-121.17116781523,56.4492896157937,G80060,Person,52,G80060,Fire,2016,2016,56.449284,-121.17115
-120.432817513119,56.5229062159423,G80068,Person,62700,G80068,Fire,2016,2016,56.5229,-120.4328
-122.556584701206,56.7377059333215,G80145,Person,1.5,G80145,Fire,2016,2016,56.7377,-122.556567
-122.321235142619,57.7625559851936,G80177,Lightning,13,G80177,Fire,2016,2016,57.76255,-122.321217
-120.698351975947,58.0578408220963,G80301,Lightning,16.6,G80301,Fire,2016,2016,58.057835,-120.698334
-120.779521812519,59.4247231344212,G90299,Lightning,0.009,G90299,Fire,2016,2016,59.424717,-120.779503
-121.508334951691,59.0388244230675,G90367,Lightning,13.8,G90367,Fire,2016,2016,59.038818,-121.508316
-121.921222258587,58.346922155475,G90399,Person,0.009,G90399,Fire,2016,2016,58.346916,-121.921204
-119.07374613905,52.592638448407,K10232,Lightning,0.009,K10232,Fire,2016,2016,52.592632,-119.07373
-120.320350574162,50.3393384885182,K20035,Lightning,0.009,K20035,Fire,2016,2016,50.339332,-120.320335
-120.203430348722,51.0054572295803,K20370,Lightning,0.17,K20370,Fire,2016,2016,51.005451,-120.203415
-121.976181158782,49.9755038773846,V10244,Lightning,0.009,V10244,Fire,2016,2016,49.975498,-121.976166
-121.797698878603,49.0924548566949,V10407,Person,17.2,V10407,Fire,2016,2016,49.092449,-121.797684
-122.905685788672,50.2898043778988,V30239,Lightning,2.8,V30239,Fire,2016,2016,50.289799,-122.90567
-122.900986128646,50.396757086752,V30337,Lightning,0.009,V30337,Fire,2016,2016,50.396751,-122.90097
-123.735099875843,48.6436898109625,V60122,Person,0.009,V60122,Fire,2016,2016,48.643684,-123.735085
-124.030334739798,49.1032387949165,V70003,Person,0.009,V70003,Fire,2016,2016,49.103233,-124.030319
-124.349731730037,49.2448555626397,V70031,Person,0.009,V70031,Fire,2016,2016,49.24485,-124.349716
-125.029800770748,49.0174041729865,V70135,Person,0.009,V70135,Fire,2016,2016,49.017399,-125.029785
-124.262985501845,49.1838394752704,V70298,Lightning,0.009,V70298,Fire,2016,2016,49.183834,-124.26297
-124.491768274178,49.3496071525515,V70368,Person,0.009,V70368,Fire,2016,2016,49.349602,-124.491753
-125.793701914134,49.8586211150399,V80043,Lightning,0.02,V80043,Fire,2016,2016,49.858616,-125.793686
-127.32129783461,50.5495885497286,V90033,Person,0.009,V90033,Fire,2016,2016,50.549583,-127.321281
-125.732584177855,53.9754387381596,R10006,Person,11.9,R10006,Fire,2016,2016,53.975433,-125.732567
-125.848970599078,53.9896370224831,R10024,Person,0.009,R10024,Fire,2016,2016,53.989632,-125.848953
-128.072894149971,55.2803395421972,R40021,Person,0.009,R40021,Fire,2016,2016,55.280334,-128.072876
-128.439669382855,54.530003780014,R50096,Person,0.009,R50096,Fire,2016,2016,54.529999,-128.439651
-119.23496299453,52.6727738282443,G30342,Lightning,0.009,G30342,Fire,2016,2016,52.672768,-119.234947
-124.381616558849,53.9770716220898,G40194,Person,1.5,G40194,Fire,2016,2016,53.977066,-124.381599
-121.800020857103,56.7333395345075,G80008,Person,0.5,G80008,Fire,2016,2016,56.733334,-121.800003
-120.838801821822,58.6789727128832,G90302,Lightning,3.5,G90302,Fire,2016,2016,58.678967,-120.838783
-121.159897034396,50.7361051051933,K20081,Lightning,0.009,K20081,Fire,2016,2016,50.736099,-121.159882
-120.143348878854,51.1525061438701,K20116,Lightning,0.009,K20116,Fire,2016,2016,51.1525,-120.143333
-120.139915673094,51.1383231488912,K20117,Lightning,0.1,K20117,Fire,2016,2016,51.138317,-120.1399
-119.816879305118,50.7500708690793,K20195,Lightning,0.009,K20195,Fire,2016,2016,50.750065,-119.816864
-120.002899365907,51.2090552657171,K20238,Lightning,0.1,K20238,Fire,2016,2016,51.209049,-120.002884
-120.588630792386,50.5969907682104,K20250,Lightning,0.009,K20250,Fire,2016,2016,50.596985,-120.588615
-121.28544638942,50.5288220845343,K20447,Person,0.009,K20447,Fire,2016,2016,50.528816,-121.285431
-121.953651300382,49.0936221379901,V10121,Person,0.009,V10121,Fire,2016,2016,49.093616,-121.953636
-121.434631209117,49.4370899078814,V10409,Person,0.009,V10409,Fire,2016,2016,49.437084,-121.434616
-121.533996503045,49.3377742903808,V10513,Person,1.5,V10513,Fire,2016,2016,49.337769,-121.533981
-122.719849026576,50.5188388123747,V30339,Lightning,0.009,V30339,Fire,2016,2016,50.518833,-122.719833
-123.940636107489,49.7753884339905,V50338,Lightning,0.1,V50338,Fire,2016,2016,49.775383,-123.94062
-123.435600555909,49.4793374784699,V50463,Person,0.009,V50463,Fire,2016,2016,49.479332,-123.435585
-123.965431597059,49.7306573271228,V50500,Person,0.009,V50500,Fire,2016,2016,49.730652,-123.965416
-123.946884238778,48.7791725914405,V60007,Person,0.009,V60007,Fire,2016,2016,48.779167,-123.946869
-123.735733073973,48.6438234077337,V60308,Person,0.009,V60308,Fire,2016,2016,48.643818,-123.735718
-124.974312224016,49.2488380910914,V70018,Person,0.009,V70018,Fire,2016,2016,49.248833,-124.974296
-125.247369937115,54.0974900063465,R10025,Person,0.009,R10025,Fire,2016,2016,54.097485,-125.247353
-126.019350378227,54.3964211098564,R10052,Lightning,0.009,R10052,Fire,2016,2016,54.396416,-126.019333
-127.236269249282,53.5993895358932,R20092,Lightning,9.8,R20092,Fire,2016,2016,53.599384,-127.236252
-128.048022316081,55.2379048434287,R40018,Person,0.6,R40018,Fire,2016,2016,55.2379,-128.048004
-129.027791472251,59.619988617713,R90066,Lightning,57,R90066,Fire,2016,2016,59.619984,-129.027771
-121.943416794373,54.1172892415394,G10077,Person,14,G10077,Fire,2016,2016,54.117283,-121.9434
-122.598031755764,54.2205563573066,G10245,Person,0.009,G10245,Fire,2016,2016,54.220551,-122.598015
-126.186167494552,55.3511559049389,G50364,Lightning,0.009,G50364,Fire,2016,2016,55.351151,-126.18615
-121.023283998289,55.7843728137049,G70102,Person,0.009,G70102,Fire,2016,2016,55.784367,-121.023267
-122.308050979335,56.1140392517028,G70149,Person,0.05,G70149,Fire,2016,2016,56.114033,-122.308033
-125.027988761698,58.7986887090354,G90006,Person,29.7,G90006,Fire,2016,2016,58.798683,-125.027969
-120.073970613946,59.5203882436469,G90307,Lightning,60,G90307,Fire,2016,2016,59.520382,-120.073952
-121.015068205141,50.7349225270439,K20009,Person,0.1,K20009,Fire,2016,2016,50.734917,-121.015053
-120.05629730695,50.6393874333539,K20198,Person,0.009,K20198,Fire,2016,2016,50.639381,-120.056282
-118.798316753477,50.9018730883875,K30024,Person,1.5,K30024,Fire,2016,2016,50.901867,-118.798302
-119.79048133845,49.8319228173368,K50096,Person,0.5,K50096,Fire,2016,2016,49.831917,-119.790466
-119.613128292437,49.428240118829,K50127,Lightning,0.009,K50127,Fire,2016,2016,49.428234,-119.613113
-119.504447653492,50.1083052668532,K50297,Lightning,0.009,K50297,Fire,2016,2016,50.108299,-119.504433
-122.014015276672,49.6693553535671,V10119,Person,0.1,V10119,Fire,2016,2016,49.66935,-122.014
-123.169250806031,49.813554624446,V30511,Person,0.009,V30511,Fire,2016,2016,49.813549,-123.169235
-124.143768718436,49.6689050079169,V50250,Person,0.3,V50250,Fire,2016,2016,49.6689,-124.143753
-123.610351761315,49.0459726387837,V70014,Person,0.03,V70014,Fire,2016,2016,49.045967,-123.610336
-126.243669945405,54.487672384751,R10023,Person,1.8,R10023,Fire,2016,2016,54.487667,-126.243652
-128.614977666013,54.4197552563878,R50109,Person,0.009,R50109,Fire,2016,2016,54.41975,-128.61496
-122.75853359809,53.9924558279232,G10044,Person,4.1,G10044,Fire,2016,2016,53.99245,-122.758517
-119.281479512689,53.0135216395745,G30200,Person,0.009,G30200,Fire,2016,2016,53.013515,-119.281464
-123.73981641594,53.8904895042453,G40047,Person,1.1,G40047,Fire,2016,2016,53.890484,-123.739799
-124.687402748219,54.0754220834563,G40375,Lightning,0.009,G40375,Fire,2016,2016,54.075417,-124.687386
-121.855417473475,55.8331396016794,G70003,Person,59.1,G70003,Fire,2016,2016,55.833134,-121.8554
-121.404604092477,55.6131385549928,G70057,Person,539,G70057,Fire,2016,2016,55.613132,-121.404587
-121.170633689293,56.4101890105159,G80089,Person,0.5,G80089,Fire,2016,2016,56.410183,-121.170616
-120.73681854963,56.2819045727385,G80331,Person,0.009,G80331,Fire,2016,2016,56.281898,-120.736801
-121.959285556665,58.8871558567209,G90294,Lightning,0.04,G90294,Fire,2016,2016,58.88715,-121.959267
-127.405903969976,59.5333723605773,G90386,Lightning,0.97,G90386,Fire,2016,2016,59.533367,-127.405884
-120.42810074817,50.881990695238,K20061,Person,2.8,K20061,Fire,2016,2016,50.881985,-120.428085
