X,Y,Name,CAUSE GENERAL,CURRENTSIZE,FIRENUMBER,FIRETYPE,FIREYEAR,Field_1,LATITUDE,LONGITUDE
-123.308267008516,54.0389224587498,G11510,Person,0.1,G11510,Fire,2017,2017,54.038917,-123.30825
-122.937483608405,53.9307058098687,G11523,Person,0.009,G11523,Fire,2017,2017,53.9307,-122.937467
-122.804567052118,54.0999737256171,G11755,Lightning,0.1,G11755,Fire,2017,2017,54.099968,-122.80455
-119.813767239844,53.0966400774453,G30401,Lightning,0.2,G30401,Fire,2017,2017,53.096634,-119.813751
-120.611115535149,53.5018561939291,G30646,Lightning,0.009,G30646,Fire,2017,2017,53.50185,-120.611099
-123.366301111132,55.9915225030314,G61997,Lightning,58,G61997,Fire,2017,2017,55.991517,-123.366283
-121.226284010139,55.7214560886138,G72106,Person,0.009,G72106,Fire,2017,2017,55.72145,-121.226267
-122.527569231794,59.1964392787456,G90212,Lightning,0.009,G90212,Fire,2017,2017,59.196433,-122.52755
-122.8438190378,58.7287059256663,G90268,Lightning,1.6,G90268,Fire,2017,2017,58.7287,-122.8438
-120.865635893217,59.7200562352969,G91534,Lightning,4655.1,G91534,Fire,2017,2017,59.72005,-120.865617
-120.855602408868,59.5689062327303,G91544,Lightning,0.6,G91544,Fire,2017,2017,59.5689,-120.855583
-119.519218538633,51.4155410298106,K10656,Lightning,0.3,K10656,Fire,2017,2017,51.415535,-119.519203
-120.237251616944,51.5363066523461,K20532,Person,0.1,K20532,Fire,2017,2017,51.536301,-120.237236
-120.756265378346,50.4593892372086,K20591,Person,0,K20591,Fire,2017,2017,50.459383,-120.75625
-121.149681369602,50.8552228083647,K21214,Lightning,0.1,K21214,Fire,2017,2017,50.855217,-121.149666
-118.839782491529,50.6711563769398,K31868,Lightning,0.45,K31868,Fire,2017,2017,50.67115,-118.839767
-118.773815009411,50.3882061685057,K41309,Person,0.009,K41309,Fire,2017,2017,50.3882,-118.7738
-115.798033546827,49.3239581336126,N11603,Lightning,0.025,N11603,Fire,2017,2017,49.323952,-115.798019
-116.062094492898,49.3011576051061,N11752,Lightning,0.2,N11752,Fire,2017,2017,49.301151,-116.06208
-121.270797551109,49.3180561244998,V12228,Person,2.14,V12228,Fire,2017,2017,49.31805,-121.270782
-122.937347776589,50.2229708699061,V32017,Person,0.009,V32017,Fire,2017,2017,50.222965,-122.937332
-124.708832384857,49.9806381463689,V50174,Person,0.6,V50174,Fire,2017,2017,49.980633,-124.708817
-123.882797242772,48.4405380802387,V62291,Person,55.1,V62291,Fire,2017,2017,48.440533,-123.882782
-124.79058109485,49.2577721167619,V71537,Person,0.1,V71537,Fire,2017,2017,49.257767,-124.790565
-126.723352548255,54.0341886072785,R20356,Person,58,R20356,Fire,2017,2017,54.034183,-126.723335
-127.678384939393,55.387455196613,R40027,Person,21,R40027,Fire,2017,2017,55.38745,-127.678367
-121.143349811875,53.7123393282896,G11294,Lightning,0.009,G11294,Fire,2017,2017,53.712333,-121.143333
-121.604566817921,54.3165392945938,G11636,Lightning,43.1,G11636,Fire,2017,2017,54.316533,-121.60455
-124.994699597794,54.0782563378113,G40444,Person,0.009,G40444,Fire,2017,2017,54.078251,-124.994682
-125.112336997806,53.5001390112794,G40709,Lightning,8382,G40709,Fire,2017,2017,53.500133,-125.11232
-123.668200204239,53.6092057025214,G40801,Lightning,180,G40801,Fire,2017,2017,53.6092,-123.668183
-124.511384791803,53.4902055893629,G40837,Lightning,6670,G40837,Fire,2017,2017,53.4902,-124.511368
-123.858667055174,53.936872383279,G42112,Person,0.009,G42112,Fire,2017,2017,53.936867,-123.85865
-123.774850871727,54.5389232095563,G52135,Lightning,0.05,G52135,Fire,2017,2017,54.538917,-123.774834
-124.650568472507,56.9781556433349,G61746,Lightning,15,G61746,Fire,2017,2017,56.97815,-124.65055
-121.604850675901,55.6980060314443,G70376,Lightning,0.009,G70376,Fire,2017,2017,55.698,-121.604833
-120.353085178299,58.591489577738,G90112,Lightning,2.8,G90112,Fire,2017,2017,58.591483,-120.353067
-122.674968554377,57.8460892376296,G90197,Lightning,0.1,G90197,Fire,2017,2017,57.846083,-122.67495
-120.197635347944,58.9773896161125,G91744,Lightning,0.4,G91744,Fire,2017,2017,58.977383,-120.197617
-123.689385379945,57.7405724888036,G92068,Person,173.5,G92068,Fire,2017,2017,57.740567,-123.689367
-120.818061904076,50.4815542340631,K20353,Person,0.5,K20353,Fire,2017,2017,50.481548,-120.818046
-121.332596000693,50.5406208723871,K21796,Person,0.009,K21796,Fire,2017,2017,50.540615,-121.332581
-121.122329923794,50.727571610113,K22282,Person,0.009,K22282,Fire,2017,2017,50.727566,-121.122314
-118.911735593201,51.5985245185102,K30959,Lightning,0.8,K30959,Fire,2017,2017,51.598518,-118.91172
-118.935501060354,51.1793388868028,K31421,Lightning,0.1,K31421,Fire,2017,2017,51.179333,-118.935486
-119.443466275746,51.2165397331785,K31504,Lightning,0.009,K31504,Fire,2017,2017,51.216534,-119.443451
-122.704079071996,50.3172893072327,V30710,Person,0.009,V30710,Fire,2017,2017,50.317284,-122.704063
-122.509750735668,50.288171724607,V31724,Lightning,0.009,V31724,Fire,2017,2017,50.288166,-122.509735
-123.125648903973,50.1833399468859,V32143,Person,0.009,V32143,Fire,2017,2017,50.183334,-123.125633
-124.041565022346,48.6374718730089,V62284,Person,39,V62284,Fire,2017,2017,48.637466,-124.04155
-123.959800935573,49.1369226022656,V71164,Person,0.2,V71164,Fire,2017,2017,49.136917,-123.959785
-125.83335188917,50.1248374192817,V82187,Person,0.009,V82187,Fire,2017,2017,50.124832,-125.833336
-125.781785501415,52.3679557907693,VA0778,Lightning,7367,VA0778,Fire,2017,2017,52.36795,-125.781769
-125.718184103549,54.0518554439858,R10292,Person,0.1,R10292,Fire,2017,2017,54.05185,-125.718167
-124.802019545772,55.0483224896116,G51992,Lightning,0.06,G51992,Fire,2017,2017,55.048317,-124.802002
-123.543802718262,55.6981067774026,G60759,Lightning,0.2,G60759,Fire,2017,2017,55.698101,-123.543785
-121.225550604342,55.7220060885577,G70097,Person,0.2,G70097,Fire,2017,2017,55.722,-121.225533
-121.189203692592,56.6176895133004,G81990,Lightning,0.02,G81990,Fire,2017,2017,56.617683,-121.189186
-122.529702532795,59.204805978131,G90208,Lightning,13.6,G90208,Fire,2017,2017,59.2048,-122.529683
-121.303552600631,59.742306169695,G92012,Lightning,135,G92012,Fire,2017,2017,59.7423,-121.303533
-118.999694850748,51.4363578954982,K10825,Lightning,4.7,K10825,Fire,2017,2017,51.436352,-118.99968
-118.967430152303,51.4508080000443,K10835,Lightning,0.009,K10835,Fire,2017,2017,51.450802,-118.967415
-121.297615552359,50.6997891834798,K20637,Person,191865,K20637,Fire,2017,2017,50.699783,-121.2976
-120.14078536473,51.1158240472009,K21134,Lightning,0.009,K21134,Fire,2017,2017,51.115818,-120.14077
-119.059234442198,50.6628059516741,K30270,Person,0.009,K30270,Fire,2017,2017,50.6628,-119.059219
-118.843383753633,51.186540999907,K31272,Lightning,0.009,K31272,Fire,2017,2017,51.186535,-118.843369
-118.686065637927,51.2366242218489,K31280,Lightning,0.009,K31280,Fire,2017,2017,51.236618,-118.68605
-119.320068348542,50.8893569284065,K32186,Person,0.009,K32186,Fire,2017,2017,50.889351,-119.320053
-119.832248530298,50.488622748736,K41472,Person,0.009,K41472,Fire,2017,2017,50.488617,-119.832233
-119.818030859803,49.1732732789821,K52075,Person,6.9,K52075,Fire,2017,2017,49.173267,-119.818016
-120.406166084741,50.3277570778346,K62129,Person,0.6,K62129,Fire,2017,2017,50.327751,-120.406151
-121.644462792341,50.2924710292816,K70001,Person,8.7,K70001,Fire,2017,2017,50.292465,-121.644447
-116.067534296379,49.3230235043452,N11057,Person,0.8,N11057,Fire,2017,2017,49.323017,-116.06752
-118.612930165793,51.0443902257455,K31902,Lightning,0.009,K31902,Fire,2017,2017,51.044384,-118.612915
-118.494682115572,50.9395890323102,K32094,Lightning,0.1,K32094,Fire,2017,2017,50.939583,-118.494667
-119.708434910458,50.5106909698638,K41296,Lightning,0.01,K41296,Fire,2017,2017,50.510685,-119.70842
-119.190581752036,50.3049394116414,K41950,Person,0.2,K41950,Fire,2017,2017,50.304933,-119.190567
-121.597747965961,50.2691059345183,K70021,Person,0.3,K70021,Fire,2017,2017,50.2691,-121.597733
-115.955832342134,49.5546061359224,N10446,Lightning,0.25,N10446,Fire,2017,2017,49.5546,-115.955818
-114.968550445491,49.9897564728445,N10485,Lightning,0.01,N10485,Fire,2017,2017,49.98975,-114.968536
-115.749297012896,49.6011569614024,N10508,Lightning,4.1,N10508,Fire,2017,2017,49.601151,-115.749283
-114.93102912657,49.9393566773784,N11669,Lightning,0.18,N11669,Fire,2017,2017,49.93935,-114.931015
-115.023031740221,49.1206386037176,N11974,Lightning,0.05,N11974,Fire,2017,2017,49.120632,-115.023018
-115.942694634656,49.9560229603413,N20982,Lightning,0.009,N20982,Fire,2017,2017,49.956016,-115.94268
-115.334847624959,50.3418398533917,N21781,Lightning,0.009,N21781,Fire,2017,2017,50.341833,-115.334833
-117.829330346866,51.8334070557014,N41114,Person,0.009,N41114,Fire,2017,2017,51.833401,-117.829315
-118.644531299995,51.8061394601857,N41141,Lightning,0.1,N41141,Fire,2017,2017,51.806133,-118.644516
-118.078330823525,51.2542405959757,N41907,Lightning,0.009,N41907,Fire,2017,2017,51.254234,-118.078316
-117.703284362717,49.1094231159153,N50497,Person,0.076,N50497,Fire,2017,2017,49.109417,-117.70327
-117.828414408901,50.3400063746225,N50981,Lightning,0.25,N50981,Fire,2017,2017,50.34,-117.8284
-117.560431942639,50.61873872181,N50995,Lightning,0.02,N50995,Fire,2017,2017,50.618732,-117.560417
-117.778998551984,49.4293885223619,N51610,Lightning,0.009,N51610,Fire,2017,2017,49.429382,-117.778984
-118.48731165,49.2861389393386,N61650,Lightning,0.1,N61650,Fire,2017,2017,49.286133,-118.487297
-116.781394011699,49.5875230469358,N71478,Person,0.001,N71478,Fire,2017,2017,49.587517,-116.78138
-116.186964783839,49.1502061798114,N71627,Lightning,0.2,N71627,Fire,2017,2017,49.1502,-116.186951
-117.282813174787,49.4701066835656,N72257,Person,0.001,N72257,Fire,2017,2017,49.4701,-117.282799
-124.017816163629,53.322107149329,C10306,Lightning,0.45,C10306,Fire,2017,2017,53.322102,-124.017799
-122.356865979841,52.7288380451365,C10705,Lightning,0.06,C10705,Fire,2017,2017,52.728832,-122.35685
-124.149049994214,52.7820723138402,C11361,Lightning,0,C11361,Fire,2017,2017,52.782067,-124.149033
-122.084099660557,52.2421398540828,C20725,Lightning,0,C20725,Fire,2017,2017,52.242134,-122.084084
-114.920813423611,50.2762249975343,N12272,Person,0.3,N12272,Fire,2017,2017,50.276218,-114.920799
-115.590598181626,50.3509891322516,N20437,Lightning,0.009,N20437,Fire,2017,2017,50.350983,-115.590584
-115.720496166879,50.2028568008545,N20576,Person,0.009,N20576,Fire,2017,2017,50.20285,-115.720482
-115.663664835036,50.1529567101947,N20587,Lightning,4.4,N20587,Fire,2017,2017,50.15295,-115.663651
-115.23069759074,50.319556562544,N21420,Lightning,0.009,N21420,Fire,2017,2017,50.31955,-115.230683
-116.062148223209,50.527174685509,N21956,Person,1,N21956,Fire,2017,2017,50.527168,-116.062134
-117.892234476117,50.87030650059,N41866,Lightning,0.04,N41866,Fire,2017,2017,50.8703,-117.89222
-118.228912227724,51.4819054949635,N41871,Lightning,151,N41871,Fire,2017,2017,51.481899,-118.228897
-118.426864551907,51.4395546650327,N42099,Lightning,0.01,N42099,Fire,2017,2017,51.439548,-118.426849
-117.732947731567,50.1224732718356,N50426,Lightning,0.004,N50426,Fire,2017,2017,50.122467,-117.732933
-117.831313613158,50.313021171555,N50979,Lightning,0.2,N50979,Fire,2017,2017,50.313015,-117.831299
-117.307997697389,49.1370224635193,N51819,Person,0.1,N51819,Fire,2017,2017,49.137016,-117.307983
-119.100997352379,49.2345717648518,N60573,Person,0.4,N60573,Fire,2017,2017,49.234566,-119.100983
-116.535567143483,49.1389223454274,N70607,Person,0.6,N70607,Fire,2017,2017,49.138916,-116.535553
-117.150511893524,49.6329561124387,N71051,Lightning,0.1,N71051,Fire,2017,2017,49.63295,-117.150497
-116.789160852958,49.732355657075,N72149,Person,1.6,N72149,Fire,2017,2017,49.732349,-116.789146
-117.309714483926,49.5088562811953,N72237,Person,0.1,N72237,Fire,2017,2017,49.50885,-117.3097
-123.511483632508,53.2182216127569,C10424,Person,0.009,C10424,Fire,2017,2017,53.218216,-123.511467
-122.487664384451,52.6801740195242,C10696,Lightning,0,C10696,Fire,2017,2017,52.680168,-122.487648
-122.331467382656,51.5613728011389,C20226,Person,3.4,C20226,Fire,2017,2017,51.561367,-122.331451
-122.225416201679,52.3013391393249,C20738,Lightning,278,C20738,Fire,2017,2017,52.301333,-122.2254
-122.115502384946,52.5887394679008,C20761,Lightning,0.1,C20761,Fire,2017,2017,52.588734,-122.115486
-121.771866678265,52.445589204236,C30885,Lightning,0,C30885,Fire,2017,2017,52.445583,-121.771851
-121.189782030792,52.6106244838797,C31168,Lightning,0,C31168,Fire,2017,2017,52.610619,-121.189766
-121.17248585186,51.7844220470802,C41728,Lightning,0.314,C41728,Fire,2017,2017,51.784416,-121.17247
-123.095932936263,51.9401225153775,C50034,Person,0.009,C50034,Fire,2017,2017,51.940117,-123.095917
-123.134232543409,51.9487552122176,C50060,Person,0.4,C50060,Fire,2017,2017,51.948749,-123.134216
-122.935798945204,50.1165223679256,V30527,Person,0.35,V30527,Fire,2017,2017,50.116517,-122.935783
-123.084816330855,49.9474390419066,V31499,Person,0.009,V31499,Fire,2017,2017,49.947433,-123.084801
-124.363617377611,49.7891899874368,V52124,Person,0.1,V52124,Fire,2017,2017,49.789184,-124.363602
-124.070762834914,49.0825058933986,V61845,Person,0.2,V61845,Fire,2017,2017,49.0825,-124.070747
-125.065865155868,49.6754050929658,V80136,Person,0.009,V80136,Fire,2017,2017,49.6754,-125.065849
-125.162979662576,49.651723480339,V81150,Person,0.009,V81150,Fire,2017,2017,49.651718,-125.162964
-125.745850400629,50.1958404331819,V81255,Lightning,0.009,V81255,Fire,2017,2017,50.195835,-125.745834
-127.491067159407,50.5420545325589,V91187,Person,0.26,V91187,Fire,2017,2017,50.542049,-127.491051
-126.323815283184,50.1775717657302,V92055,Lightning,0.3,V92055,Fire,2017,2017,50.177566,-126.323799
-126.192367462041,54.0177720764506,R10058,Person,1.6,R10058,Fire,2017,2017,54.017767,-126.19235
-127.86043502242,55.5366384756313,R40030,Person,2.2,R40030,Fire,2017,2017,55.536633,-127.860417
-123.206033687085,54.0378557729632,G10156,Person,0.009,G10156,Fire,2017,2017,54.03785,-123.206017
-121.85315016504,54.3303892579491,G11065,Lightning,0.09,G11065,Fire,2017,2017,54.330383,-121.853133
-122.344100255408,54.3565391947118,G11378,Lightning,0.009,G11378,Fire,2017,2017,54.356533,-122.344083
-119.381515900544,52.922572922046,G30260,Person,0.009,G30260,Fire,2017,2017,52.922567,-119.3815
-119.342300699472,52.03508988343,G30890,Lightning,0.67,G30890,Fire,2017,2017,52.035084,-119.342285
-124.708816946105,53.2634222563398,G40664,Lightning,1273,G40664,Fire,2017,2017,53.263417,-124.7088
-124.624620428988,54.0428903850885,G40768,Lightning,0.002,G40768,Fire,2017,2017,54.042885,-124.624603
-123.774232515756,53.5747050829731,G40960,Lightning,2.5,G40960,Fire,2017,2017,53.574699,-123.774216
-124.453133904805,54.0836889147859,G41487,Person,0.5,G41487,Fire,2017,2017,54.083683,-124.453117
-123.27018188457,55.250337599439,G60858,Lightning,0.009,G60858,Fire,2017,2017,55.250332,-123.270164
-122.629686412015,55.1165066804254,G61583,Lightning,0.009,G61583,Fire,2017,2017,55.116501,-122.629669
-121.590800665284,55.7045393356215,G71754,Person,0.4,G71754,Fire,2017,2017,55.704533,-121.590783
-120.866534311744,56.5658228574006,G80239,Person,0.009,G80239,Fire,2017,2017,56.565817,-120.866517
-122.901485643029,58.5253892170676,G90192,Lightning,0.009,G90192,Fire,2017,2017,58.525383,-122.901467
-120.947068832093,59.0246895105617,G92057,Lightning,173.2,G92057,Fire,2017,2017,59.024683,-120.94705
-119.986663928394,51.0926230624429,K20409,Person,0.009,K20409,Fire,2017,2017,51.092617,-119.986649
-119.773482962169,49.5817053077253,K51316,Person,0.3,K51316,Fire,2017,2017,49.581699,-119.773468
-119.621413806149,49.4897902241971,K51521,Person,0.26,K51521,Fire,2017,2017,49.489784,-119.621399
-119.415030854973,49.0185568163685,K51614,Person,10,K51614,Fire,2017,2017,49.018551,-119.415016
-115.742514512823,49.6284396683837,N10304,Lightning,0.95,N10304,Fire,2017,2017,49.628433,-115.7425
-114.932097244329,49.9863880739666,N10505,Lightning,0.009,N10505,Fire,2017,2017,49.986382,-114.932083
-115.387960993457,49.0310046665213,N11663,Lightning,0.3,N11663,Fire,2017,2017,49.030998,-115.387947
-116.032698865401,50.7117907999772,N20972,Lightning,0.009,N20972,Fire,2017,2017,50.711784,-116.032684
-115.332495674745,50.5552051726297,N21945,Lightning,203,N21945,Fire,2017,2017,50.555199,-115.332481
-116.822349086848,51.2890727456404,N41720,Person,0.009,N41720,Fire,2017,2017,51.289066,-116.822334
-118.358482244714,51.1304078591702,N42100,Lightning,0.009,N42100,Fire,2017,2017,51.130402,-118.358467
-118.173515172092,51.3391747910767,N42104,Lightning,0.009,N42104,Fire,2017,2017,51.339169,-118.1735
-117.701079611942,49.6786561536926,N51071,Lightning,0.01,N51071,Fire,2017,2017,49.67865,-117.701065
-117.692428026576,50.1154580800721,N51240,Lightning,0.27,N51240,Fire,2017,2017,50.115452,-117.692413
-117.349814467501,49.0267395482893,N51634,Person,410,N51634,Fire,2017,2017,49.026733,-117.3498
-118.15022984144,49.8675408130612,N51833,Person,0.02,N51833,Fire,2017,2017,49.867535,-118.150215
-119.043761609641,49.1226408658542,N61904,Person,0.03,N61904,Fire,2017,2017,49.122635,-119.043747
-124.037916703421,52.8917556308558,C11010,Lightning,0,C11010,Fire,2017,2017,52.89175,-124.0379
-123.357516510427,52.6473557104939,C11054,Lightning,0,C11054,Fire,2017,2017,52.64735,-123.3575
-122.575463356993,52.5701733110292,C11138,Lightning,0.05,C11138,Fire,2017,2017,52.570167,-122.575447
-124.186116807979,53.0866723172937,C11159,Lightning,1.7,C11159,Fire,2017,2017,53.086667,-124.1861
-122.36698270174,53.0964222563124,C11560,Person,0.009,C11560,Fire,2017,2017,53.096416,-122.366966
-122.36499890846,52.5391560371984,C11809,Lightning,0.09,C11809,Fire,2017,2017,52.53915,-122.364983
-122.011666145967,52.2329388698164,C20734,Lightning,0,C20734,Fire,2017,2017,52.232933,-122.01165
-121.837517685195,52.4333554938803,C20902,Lightning,0,C20902,Fire,2017,2017,52.43335,-121.837502
-122.535698624816,51.5981540799132,C21780,Lightning,0.009,C21780,Fire,2017,2017,51.598148,-122.535683
-121.552566274749,52.8295892446955,C31072,Lightning,1712,C31072,Fire,2017,2017,52.829583,-121.55255
-121.172216134077,52.6116892887753,C31169,Lightning,4831,C31169,Fire,2017,2017,52.611683,-121.1722
-121.481567226017,49.092306188258,V12072,Person,0.009,V12072,Fire,2017,2017,49.0923,-121.481552
-123.167801282145,50.076921341384,V32178,Person,0.009,V32178,Fire,2017,2017,50.076916,-123.167786
-122.538650845854,50.3489551258623,V32222,Person,1.87,V32222,Fire,2017,2017,50.348949,-122.538635
-124.445900355196,49.3057724568859,V71551,Person,0.009,V71551,Fire,2017,2017,49.305767,-124.445885
-124.915413335573,49.3319718031374,V72176,Person,0.009,V72176,Fire,2017,2017,49.331966,-124.915398
-125.351234937081,49.4505401550671,V72303,Person,5,V72303,Fire,2017,2017,49.450535,-125.351219
-125.084663823876,49.2059226791187,V72321,Person,0.02,V72321,Fire,2017,2017,49.205917,-125.084648
-125.960015111181,50.1119399055337,V81742,Person,0.009,V81742,Fire,2017,2017,50.111935,-125.959999
-122.620286332232,53.3511067305744,G10094,Person,23.3,G10094,Fire,2017,2017,53.351101,-122.62027
-121.358566581798,53.8187393077657,G10393,Lightning,0.4,G10393,Fire,2017,2017,53.818733,-121.35855
-123.061300129809,53.6898390791753,G10758,Lightning,0.009,G10758,Fire,2017,2017,53.689833,-123.061283
-123.090000534667,54.7071725076679,G10878,Lightning,0.2,G10878,Fire,2017,2017,54.707167,-123.089983
-122.350416949669,54.3364891980643,G11379,Lightning,0.009,G11379,Fire,2017,2017,54.336483,-122.3504
-119.340599711698,52.9762215291896,G30140,Person,574,G30140,Fire,2017,2017,52.976215,-119.340584
-120.370016309001,53.5408728196799,G30859,Lightning,0.009,G30859,Fire,2017,2017,53.540867,-120.37
-118.370498804365,52.3136735175749,G31097,Lightning,2100,G31097,Fire,2017,2017,52.313667,-118.370483
-124.370134157265,53.7067049087322,G40939,Lightning,0.4,G40939,Fire,2017,2017,53.706699,-124.370117
-124.553200257957,53.3605388830975,G41595,Lightning,112,G41595,Fire,2017,2017,53.360533,-124.553183
-126.020617375727,55.5942551334637,G50839,Lightning,40,G50839,Fire,2017,2017,55.59425,-126.020599
-124.843149719717,55.1987397835346,G51587,Lightning,0.12,G51587,Fire,2017,2017,55.198734,-124.843132
-125.86135379343,55.6818405549618,G51625,Lightning,0.2,G51625,Fire,2017,2017,55.681835,-125.861336
-122.678499345801,55.1581555725903,G61582,Lightning,0.009,G61582,Fire,2017,2017,55.15815,-122.678482
-124.171518998831,55.8868387893542,G61988,Lightning,37.2,G61988,Fire,2017,2017,55.886833,-124.171501
-121.598567375779,55.699539333942,G70250,Person,0.009,G70250,Fire,2017,2017,55.699533,-121.59855
-121.427500151461,56.2144911764961,G80064,Person,3.2,G80064,Fire,2017,2017,56.214485,-121.427483
-121.220934442989,56.7090728165973,G82076,Lightning,0.03,G82076,Fire,2017,2017,56.709067,-121.220917
-122.600832699781,56.5156728214719,G82260,Person,0.009,G82260,Fire,2017,2017,56.515667,-122.600815
-121.60178359209,49.2500057852984,V11364,Person,0.009,V11364,Fire,2017,2017,49.25,-121.601768
-121.504348775492,49.9712391253446,V11930,Person,0.27,V11930,Fire,2017,2017,49.971233,-121.504333
-122.968231446722,49.7196558467996,V30454,Person,0.009,V30454,Fire,2017,2017,49.71965,-122.968216
-124.048568840345,48.6904236766626,V60406,Person,1.7,V60406,Fire,2017,2017,48.690418,-124.048553
-124.618866379744,49.2898537345118,V70455,Person,0.009,V70455,Fire,2017,2017,49.289848,-124.618851
-125.867233719265,52.9583053940997,VA0872,Lightning,4,VA0872,Fire,2017,2017,52.9583,-125.867217
-125.426917311901,53.9520387776173,R10615,Lightning,2.3,R10615,Fire,2017,2017,53.952033,-125.4269
-121.78469976717,53.2873059337536,G10776,Lightning,0.5,G10776,Fire,2017,2017,53.2873,-121.784683
-123.230650618076,54.8577224959594,G10864,Lightning,60.2,G10864,Fire,2017,2017,54.857717,-123.230633
-123.092617120021,54.4161890973391,G10874,Lightning,0.99,G10874,Fire,2017,2017,54.416183,-123.0926
-123.120133753833,54.2490557930492,G11556,Lightning,0.12,G11556,Fire,2017,2017,54.24905,-123.120117
-124.529115733435,54.0888230983757,G41452,Lightning,0.1,G41452,Fire,2017,2017,54.088817,-124.529099
-120.237945619122,50.9141066265322,K20333,Person,0.8,K20333,Fire,2017,2017,50.914101,-120.23793
-119.532898033063,51.387007134524,K20798,Lightning,0.009,K20798,Fire,2017,2017,51.387001,-119.532883
-121.30404678006,50.4827061735899,K21438,Person,0.009,K21438,Fire,2017,2017,50.4827,-121.304031
-120.323280605338,51.4794218357549,K22034,Lightning,0.1,K22034,Fire,2017,2017,51.479416,-120.323265
-120.410850541618,50.5403577853337,K22192,Person,2.2,K22192,Fire,2017,2017,50.540352,-120.410835
-119.021262922185,50.6165718497892,K31865,Lightning,0.1,K31865,Fire,2017,2017,50.616566,-119.021248
-119.736266757867,49.598539616959,K52004,Person,0.2,K52004,Fire,2017,2017,49.598534,-119.736252
-120.876983617116,50.1487905106672,K60045,Person,0.6,K60045,Fire,2017,2017,50.148785,-120.876968
-120.722198423208,49.9379064154698,K60227,Lightning,0.009,K60227,Fire,2017,2017,49.9379,-120.722183
-120.493484236371,49.3930570186719,K60599,Person,0.009,K60599,Fire,2017,2017,49.393051,-120.493469
-121.588565466011,50.2505058309022,K72336,,0.009,K72336,Fire,2017,2017,50.2505,-121.58855
-115.154364255893,49.4808071147882,N11665,Lightning,0.009,N11665,Fire,2017,2017,49.480801,-115.15435
-116.101798229934,50.5350901799505,N20118,Person,0.3,N20118,Fire,2017,2017,50.535084,-116.101784
-115.814963362271,50.1260401898618,N20162,Person,0.02,N20162,Fire,2017,2017,50.126034,-115.814949
-115.745367899404,49.9721896891028,N21029,Lightning,1,N21029,Fire,2017,2017,49.972183,-115.745354
-119.68926229785,50.4997237648875,K41295,Lightning,0.1,K41295,Fire,2017,2017,50.499718,-119.689247
-119.316917210786,50.3905052012501,K41903,Person,0.009,K41903,Fire,2017,2017,50.390499,-119.316902
-119.969482151486,49.7702237940934,K51123,Person,0.009,K51123,Fire,2017,2017,49.770218,-119.969467
-119.829048314908,49.7297727113218,K52024,Person,2224,K52024,Fire,2017,2017,49.729767,-119.829033
-119.695800436679,49.5125220168642,K52091,Lightning,0.009,K52091,Fire,2017,2017,49.512516,-119.695786
-121.554115413597,50.1064892289306,K70149,Person,0.009,K70149,Fire,2017,2017,50.106483,-121.5541
-115.461416869525,49.3124911738248,N11972,Lightning,0.025,N11972,Fire,2017,2017,49.312485,-115.461403
-115.311278161066,49.7475879182289,N12175,Lightning,0.009,N12175,Fire,2017,2017,49.747581,-115.311264
-115.887564678465,50.1283900843755,N20297,Lightning,0.009,N20297,Fire,2017,2017,50.128384,-115.88755
-115.906615310399,50.2341067900625,N21013,Lightning,0.009,N21013,Fire,2017,2017,50.2341,-115.906601
-115.829764601123,50.9892910381357,N21173,Lightning,4833,N21173,Fire,2017,2017,50.989284,-115.82975
-116.792380853754,51.1618067404615,N40440,Person,0.045,N40440,Fire,2017,2017,51.1618,-116.792366
-118.164550756055,51.6461244111525,N41547,Lightning,0.18,N41547,Fire,2017,2017,51.646118,-118.164536
-117.588431857099,50.6580568167826,N51117,Lightning,0.01,N51117,Fire,2017,2017,50.658051,-117.588417
-117.415664055103,50.0489069054924,N51697,Lightning,3.1,N51697,Fire,2017,2017,50.048901,-117.415649
-119.171615015301,49.0300734446758,N61394,Person,0.1,N61394,Fire,2017,2017,49.030067,-119.1716
-117.150412910218,50.4621225585324,N71354,Lightning,0.15,N71354,Fire,2017,2017,50.462116,-117.150398
-117.227416478345,50.6048723609052,N71392,Lightning,1070,N71392,Fire,2017,2017,50.604866,-117.227402
-122.457383259618,52.6167240226902,C10050,Person,0.009,C10050,Fire,2017,2017,52.616718,-122.457367
-121.874433070917,52.9433226067585,C10765,Lightning,0,C10765,Fire,2017,2017,52.943317,-121.874417
-122.066429977203,52.2827397639816,C20732,Lightning,0,C20732,Fire,2017,2017,52.282734,-122.066414
-122.311982033247,52.0209408218828,C21729,Lightning,0.009,C21729,Fire,2017,2017,52.020935,-122.311966
-121.758301693095,52.480074104813,C30887,Lightning,1.4,C30887,Fire,2017,2017,52.480068,-121.758286
-121.758584003632,52.5242902046665,C30892,Lightning,0,C30892,Fire,2017,2017,52.524284,-121.758568
-120.719066065479,52.6611060467567,C31823,Lightning,561,C31823,Fire,2017,2017,52.6611,-120.71905
-120.919632423018,51.8241063831918,C41707,Lightning,29.7,C41707,Fire,2017,2017,51.8241,-120.919617
-121.034767578033,51.6292058620881,C41723,Lightning,0.009,C41723,Fire,2017,2017,51.6292,-121.034752
-119.780914033692,49.8266890175118,K51790,Person,0.21,K51790,Fire,2017,2017,49.826683,-119.780899
