pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 5.52, 80.9, None, None, None, None, 2.0, 5.5, 5.5, 1015.2, 0.0, 2.0, 881.0, 15.3, 81.0, None,2020-09-23 00:00:00, None, None, 881.0,39
None, 4.495, 84.2, None, None, None, None, 2.0, 4.5, 4.4, 1015.4, 0.0, 2.0, 881.0, 15.3, 84.0, None,2020-09-23 01:00:00, None, None, 881.0,39
None, 3.516, 87.5, None, None, None, None, 2.0, 3.5, 3.5, 1015.1, 0.3, 2.0, 881.0, 15.3, 88.0, None,2020-09-23 02:00:00, None, None, 881.0,39
None, 3.256, 88.9, None, None, None, None, 2.0, 3.3, 3.1, 1015.2, 0.2, 2.0, 881.0, 15.3, 89.0, None,2020-09-23 03:00:00, None, None, 881.0,39
None, 4.046, 87.9, None, None, None, None, 2.0, 4.0, 3.1, 1015.3, 0.5, 2.0, 881.0, 15.3, 88.0, None,2020-09-23 04:00:00, None, None, 881.0,39
None, 4.294, 86.4, None, None, None, None, 2.0, 4.3, 3.1, 1014.2, 0.0, 2.0, 880.0, 15.3, 86.0, None,2020-09-23 05:00:00, None, None, 880.0,39
None, 4.321, 86.0, None, None, None, None, 2.0, 4.3, 3.1, 1014.5, 0.0, 2.0, 880.0, 15.3, 86.0, None,2020-09-23 06:00:00, None, None, 880.0,39
None, None, None, None, None, None, None, 2.0, 4.1, 3.9, 1014.7, 0.0, None, None, 4.4, 88.0, None,2020-09-23 07:00:00, None, None, 880.0,39
None, 5.223, 85.6, None, None, None, None, 3.0, 5.2, 3.9, 1014.9, 0.0, 3.0, 880.0, 5.2, 86.0, None,2020-09-23 08:00:00, None, None, 880.0,39
None, 7.233, 78.41, None, None, None, None, 4.0, 7.2, 3.9, 1013.8, 0.0, 4.0, 879.0, 7.2, 78.0, None,2020-09-23 09:00:00, None, None, 879.0,39
None, 11.6, 61.4, None, None, None, None, 4.0, 11.6, 3.9, 1013.5, 0.0, 4.0, 879.0, 11.6, 61.0, None,2020-09-23 10:00:00, None, None, 879.0,39
None, 14.83, 51.44, None, None, None, None, 5.0, 14.8, 3.9, 1011.9, 0.0, 5.0, 878.0, 14.7, 51.0, None,2020-09-23 11:00:00, None, None, 878.0,39
None, 16.48, 42.9, None, None, None, None, 4.0, 16.5, 3.9, 1011.8, 0.0, 4.0, 878.0, 17.1, 43.0, None,2020-09-23 12:00:00, None, None, 878.0,39
None, 16.56, 41.34, None, None, None, None, 4.0, 16.6, 3.9, 1011.9, 0.0, 4.0, 878.0, 17.1, 41.0, None,2020-09-23 13:00:00, None, None, 878.0,39
None, 17.07, 36.56, None, None, None, None, 2.0, 17.1, 3.9, 1010.9, 0.0, 2.0, 877.0, 17.1, 37.0, None,2020-09-23 14:00:00, None, None, 877.0,39
