WSPD_SCLR,time,week_of_year
0.765053,2018-10-01 00:00:00,40
0.600087,2018-10-01 01:00:00,40
0.886301,2018-10-01 02:00:00,40
1.05219,2018-10-01 03:00:00,40
2.09875,2018-10-01 04:00:00,40
2.1875,2018-10-01 05:00:00,40
2.115,2018-10-01 06:00:00,40
2.45199,2018-10-01 07:00:00,40
1.73084,2018-10-01 08:00:00,40
0.733611,2018-10-01 09:00:00,40
2.21714,2018-10-01 10:00:00,40
3.82793,2018-10-01 11:00:00,40
5.73167,2018-10-01 12:00:00,40
6.29168,2018-10-01 13:00:00,40
6.50671,2018-10-01 14:00:00,40
6.80283,2018-10-01 15:00:00,40
6.1844,2018-10-01 16:00:00,40
6.23157,2018-10-01 17:00:00,40
6.69297,2018-10-01 18:00:00,40
5.71228,2018-10-01 19:00:00,40
6.34915,2018-10-01 20:00:00,40
5.14533,2018-10-01 21:00:00,40
3.70296,2018-10-01 22:00:00,40
3.48796,2018-10-01 23:00:00,40
3.37719,2018-10-02 00:00:00,40
2.3003,2018-10-02 01:00:00,40
1.57557,2018-10-02 02:00:00,40
2.04667,2018-10-02 03:00:00,40
2.26255,2018-10-02 04:00:00,40
2.30439,2018-10-02 05:00:00,40
1.38809,2018-10-02 06:00:00,40
1.87439,2018-10-02 07:00:00,40
2.23587,2018-10-02 08:00:00,40
2.31141,2018-10-02 09:00:00,40
1.88146,2018-10-02 10:00:00,40
2.66002,2018-10-02 11:00:00,40
2.84644,2018-10-02 12:00:00,40
2.92149,2018-10-02 13:00:00,40
3.28213,2018-10-02 14:00:00,40
3.50609,2018-10-02 15:00:00,40
3.62012,2018-10-02 16:00:00,40
2.99395,2018-10-02 17:00:00,40
2.42133,2018-10-02 18:00:00,40
2.70115,2018-10-02 19:00:00,40
3.57267,2018-10-02 20:00:00,40
2.94218,2018-10-02 21:00:00,40
3.11564,2018-10-02 22:00:00,40
2.5991,2018-10-02 23:00:00,40
1.85952,2018-10-03 00:00:00,40
2.02599,2018-10-03 01:00:00,40
3.1191,2018-10-03 02:00:00,40
3.3847,2018-10-03 03:00:00,40
2.11909,2018-10-03 04:00:00,40
2.3894,2018-10-03 05:00:00,40
1.5839,2018-10-03 06:00:00,40
2.13716,2018-10-03 07:00:00,40
1.27199,2018-10-03 08:00:00,40
0.581058,2018-10-03 09:00:00,40
1.72755,2018-10-03 10:00:00,40
1.69088,2018-10-03 11:00:00,40
2.42958,2018-10-03 12:00:00,40
2.80443,2018-10-03 13:00:00,40
2.08898,2018-10-03 14:00:00,40
2.18102,2018-10-03 15:00:00,40
1.003,2018-10-03 16:00:00,40
1.21866,2018-10-03 17:00:00,40
1.74644,2018-10-03 18:00:00,40
2.21632,2018-10-03 19:00:00,40
2.16822,2018-10-03 20:00:00,40
2.1407,2018-10-03 21:00:00,40
2.19109,2018-10-03 22:00:00,40
1.15183,2018-10-03 23:00:00,40
1.02611,2018-10-04 00:00:00,40
1.38134,2018-10-04 01:00:00,40
2.02245,2018-10-04 02:00:00,40
1.40891,2018-10-04 03:00:00,40
1.19062,2018-10-04 04:00:00,40
0.291523,2018-10-04 05:00:00,40
0.904077,2018-10-04 06:00:00,40
1.72039,2018-10-04 07:00:00,40
2.07907,2018-10-04 08:00:00,40
2.50472,2018-10-04 09:00:00,40
3.702,2018-10-04 10:00:00,40
2.71904,2018-10-04 11:00:00,40
3.29228,2018-10-04 12:00:00,40
3.38005,2018-10-04 13:00:00,40
4.14731,2018-10-04 14:00:00,40
4.66861,2018-10-04 15:00:00,40
5.08424,2018-10-04 16:00:00,40
4.8902,2018-10-04 17:00:00,40
4.2327,2018-10-04 18:00:00,40
3.92468,2018-10-04 19:00:00,40
4.05426,2018-10-04 20:00:00,40
4.0548,2018-10-04 21:00:00,40
3.55892,2018-10-04 22:00:00,40
3.40234,2018-10-04 23:00:00,40
3.10799,2018-10-05 00:00:00,40
2.80517,2018-10-05 01:00:00,40
2.42022,2018-10-05 02:00:00,40
2.32083,2018-10-05 03:00:00,40
2.54109,2018-10-05 04:00:00,40
2.38668,2018-10-05 05:00:00,40
2.44752,2018-10-05 06:00:00,40
2.05732,2018-10-05 07:00:00,40
2.50932,2018-10-05 08:00:00,40
2.34117,2018-10-05 09:00:00,40
0.796086,2018-10-05 10:00:00,40
0.800224,2018-10-05 11:00:00,40
1.00611,2018-10-05 12:00:00,40
1.38098,2018-10-05 13:00:00,40
1.55137,2018-10-05 14:00:00,40
1.86197,2018-10-05 15:00:00,40
2.4889,2018-10-05 16:00:00,40
3.00901,2018-10-05 17:00:00,40
3.09743,2018-10-05 18:00:00,40
3.17561,2018-10-05 19:00:00,40
3.15707,2018-10-05 20:00:00,40
3.19499,2018-10-05 21:00:00,40
3.53266,2018-10-05 22:00:00,40
2.92152,2018-10-05 23:00:00,40
2.7618,2018-10-06 00:00:00,40
2.86263,2018-10-06 01:00:00,40
2.39262,2018-10-06 02:00:00,40
2.36074,2018-10-06 03:00:00,40
1.20739,2018-10-06 04:00:00,40
1.27003,2018-10-06 05:00:00,40
2.57032,2018-10-06 06:00:00,40
2.12358,2018-10-06 07:00:00,40
1.30746,2018-10-06 08:00:00,40
1.33049,2018-10-06 09:00:00,40
0.930483,2018-10-06 10:00:00,40
0.834851,2018-10-06 11:00:00,40
1.79204,2018-10-06 12:00:00,40
1.7833,2018-10-06 13:00:00,40
1.47414,2018-10-06 14:00:00,40
1.95752,2018-10-06 15:00:00,40
1.88059,2018-10-06 16:00:00,40
1.17703,2018-10-06 17:00:00,40
1.60358,2018-10-06 18:00:00,40
2.08176,2018-10-06 19:00:00,40
2.33885,2018-10-06 20:00:00,40
3.63248,2018-10-06 21:00:00,40
3.96187,2018-10-06 22:00:00,40
4.4039,2018-10-06 23:00:00,40
3.85957,2018-10-07 00:00:00,40
3.72762,2018-10-07 01:00:00,40
3.95544,2018-10-07 02:00:00,40
3.87707,2018-10-07 03:00:00,40
3.67889,2018-10-07 04:00:00,40
3.325,2018-10-07 05:00:00,40
3.89896,2018-10-07 06:00:00,40
3.07837,2018-10-07 07:00:00,40
2.79153,2018-10-07 08:00:00,40
2.99692,2018-10-07 09:00:00,40
2.65626,2018-10-07 10:00:00,40
2.88929,2018-10-07 11:00:00,40
2.90932,2018-10-07 12:00:00,40
