station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.2, 2012-01-01 00:00:00, -16.1, -9.1
None, 0.0, 2012-01-02 00:00:00, -14.1, -8.0
None, 0.0, 2012-01-03 00:00:00, -8.0, -4.1
None, 0.7, 2012-01-04 00:00:00, -4.1, 0.0
None, 29.8, 2012-01-05 00:00:00, -1.6, 1.2
None, 14.8, 2012-01-06 00:00:00, -4.4, 0.9
None, 0.6, 2012-01-07 00:00:00, -7.3, -1.7
None, 1.3, 2012-01-08 00:00:00, -3.0, -0.8
None, 19.5, 2012-01-09 00:00:00, -1.8, 0.8
None, 7.4, 2012-01-10 00:00:00, -14.4, 0.1
None, 1.8, 2012-01-11 00:00:00, -17.6, -9.9
None, 0.0, 2012-01-12 00:00:00, -18.1, -9.1
None, 0.0, 2012-01-13 00:00:00, -13.1, -7.7
None, 0.6, 2012-01-14 00:00:00, -9.4, -6.2
None, 3.0, 2012-01-15 00:00:00, -11.3, -5.3
None, 3.1, 2012-01-16 00:00:00, -15.9, -11.3
None, 2.9, 2012-01-17 00:00:00, -20.5, -15.9
None, 0.1, 2012-01-18 00:00:00, -26.9, -17.9
None, 2.9, 2012-01-19 00:00:00, -27.5, -20.1
None, 3.2, 2012-01-20 00:00:00, -23.7, -14.8
None, 9.1, 2012-01-21 00:00:00, -15.3, -10.2
None, 2.0, 2012-01-22 00:00:00, -14.2, -3.9
None, 0.7, 2012-01-23 00:00:00, -6.6, -1.6
None, 17.3, 2012-01-24 00:00:00, -9.4, -3.9
None, 6.6, 2012-01-25 00:00:00, -4.3, -3.2
None, 4.9, 2012-01-26 00:00:00, None, None
None, 0.5, 2012-01-27 00:00:00, None, None
None, 10.5, 2012-01-28 00:00:00, None, None
None, 13.5, 2012-01-29 00:00:00, None, None
None, 3.5, 2012-01-30 00:00:00, None, None
None, 0.8, 2012-01-31 00:00:00, None, None
None, 1.7, 2012-02-01 00:00:00, -1.7, 1.5
None, 0.3, 2012-02-02 00:00:00, -6.6, 1.0
None, 0.0, 2012-02-03 00:00:00, -9.2, -2.6
None, 0.0, 2012-02-04 00:00:00, -7.8, -2.9
None, 0.0, 2012-02-05 00:00:00, -5.4, -2.9
None, 0.0, 2012-02-06 00:00:00, -14.0, -3.1
None, 0.0, 2012-02-07 00:00:00, -17.1, -5.0
None, 0.0, 2012-02-08 00:00:00, -19.1, -8.4
None, 0.0, 2012-02-09 00:00:00, -10.7, -1.0
None, 0.0, 2012-02-10 00:00:00, -12.3, -2.1
None, 0.0, 2012-02-11 00:00:00, -4.7, 1.4
