station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2012-01-01 00:00:00, -8.0, 2.2
None, 1.0, 2012-01-02 00:00:00, -2.0, 2.1
None, 5.6, 2012-01-03 00:00:00, -4.1, -0.1
None, 29.6, 2012-01-04 00:00:00, -4.9, 0.8
None, 0.0, 2012-01-05 00:00:00, -8.8, -4.9
None, 0.0, 2012-01-06 00:00:00, -10.0, -7.2
None, 0.0, 2012-01-07 00:00:00, -11.0, -1.5
None, 1.6, 2012-01-08 00:00:00, -1.5, 1.5
None, 5.0, 2012-01-09 00:00:00, -10.7, -0.4
None, 0.4, 2012-01-10 00:00:00, -15.0, -7.2
None, 0.0, 2012-01-11 00:00:00, -8.2, 2.1
None, 0.0, 2012-01-12 00:00:00, -5.3, 0.9
None, 0.0, 2012-01-13 00:00:00, -7.1, -1.3
None, 5.0, 2012-01-14 00:00:00, -14.7, -6.6
None, 4.0, 2012-01-15 00:00:00, -21.0, -12.0
None, 1.0, 2012-01-16 00:00:00, -21.4, -15.0
None, 1.0, 2012-01-17 00:00:00, -27.0, -18.0
None, 0.0, 2012-01-18 00:00:00, -29.0, -19.8
None, 0.0, 2012-01-19 00:00:00, -22.0, -2.0
None, 2.0, 2012-01-20 00:00:00, -5.3, -2.2
None, 7.0, 2012-01-21 00:00:00, -9.3, -0.9
None, 4.0, 2012-01-22 00:00:00, -10.0, -6.1
None, 2.0, 2012-01-23 00:00:00, -9.0, -6.1
None, 9.6, 2012-01-24 00:00:00, -7.3, -2.1
None, 5.4, 2012-01-25 00:00:00, -9.0, -3.2
None, 3.0, 2012-01-26 00:00:00, -12.9, -7.6
None, 0.0, 2012-01-27 00:00:00, -11.3, -8.2
None, 0.0, 2012-01-28 00:00:00, -9.1, 0.8
None, 7.0, 2012-01-29 00:00:00, -2.5, -0.3
None, 0.0, 2012-01-30 00:00:00, -5.6, -2.5
None, 0.0, 2012-01-31 00:00:00, -5.6, -4.1
None, 0.0, 2012-02-01 00:00:00, -9.8, 2.7
None, 0.0, 2012-02-02 00:00:00, -8.1, 4.3
None, 0.0, 2012-02-03 00:00:00, 1.8, 9.2
None, 0.0, 2012-02-04 00:00:00, -3.2, 9.1
None, 0.0, 2012-02-05 00:00:00, -4.5, 4.5
None, 0.0, 2012-02-06 00:00:00, -5.9, 7.8
None, 0.0, 2012-02-07 00:00:00, -6.6, 7.9
None, 1.0, 2012-02-08 00:00:00, -4.2, -0.7
None, 1.6, 2012-02-09 00:00:00, -5.6, 1.4
None, 2.4, 2012-02-10 00:00:00, -1.2, 2.0
None, 0.0, 2012-02-11 00:00:00, -4.4, 5.7
None, 1.0, 2012-02-12 00:00:00, -6.1, 2.1
None, 0.0, 2012-02-13 00:00:00, -11.0, -1.1
None, 0.0, 2012-02-14 00:00:00, -10.0, 1.1
None, 0.0, 2012-02-15 00:00:00, -9.5, 3.1
None, 2.0, 2012-02-16 00:00:00, -8.8, -1.3
None, 3.0, 2012-02-17 00:00:00, -9.4, -0.9
None, 4.0, 2012-02-18 00:00:00, -9.3, -2.2
None, 3.0, 2012-02-19 00:00:00, -10.0, -4.9
None, 2.0, 2012-02-20 00:00:00, -10.0, -1.0
None, 0.0, 2012-02-21 00:00:00, -3.9, -1.2
None, 1.0, 2012-02-22 00:00:00, -10.0, -3.4
None, 0.0, 2012-02-23 00:00:00, -11.0, -3.1
None, 6.0, 2012-02-24 00:00:00, -9.6, -4.9
None, 7.0, 2012-02-25 00:00:00, -13.0, -2.4
None, 0.0, 2012-02-26 00:00:00, -19.0, -7.5
None, 0.0, 2012-02-27 00:00:00, -19.0, -0.6
None, 0.0, 2012-02-28 00:00:00, -13.0, -5.5
None, 6.0, 2012-02-29 00:00:00, -11.0, -5.7
None, 0.0, 2012-03-01 00:00:00, -12.0, 0.1
None, 1.0, 2012-03-02 00:00:00, -9.3, -3.1
None, 0.0, 2012-03-03 00:00:00, -3.1, 2.2
None, 4.6, 2012-03-04 00:00:00, -4.8, -0.8
None, 12.4, 2012-03-05 00:00:00, -16.0, -4.7
None, 0.0, 2012-03-06 00:00:00, -19.0, -4.8
None, 0.0, 2012-03-07 00:00:00, -12.0, 4.4
None, 0.0, 2012-03-08 00:00:00, -1.4, 6.4
None, 4.0, 2012-03-09 00:00:00, -4.4, -0.5
None, 5.0, 2012-03-10 00:00:00, -6.2, -3.5
None, 11.0, 2012-03-11 00:00:00, -11.0, -5.6
None, 10.6, 2012-03-12 00:00:00, -10.0, -6.4
None, 2.4, 2012-03-13 00:00:00, -12.0, -5.6
None, 0.0, 2012-03-14 00:00:00, -12.0, -6.0
None, 18.0, 2012-03-15 00:00:00, -7.0, -1.9
None, 2.0, 2012-03-16 00:00:00, -12.0, -2.9
None, 2.0, 2012-03-17 00:00:00, -12.0, -0.6
None, 3.0, 2012-03-18 00:00:00, -12.0, -5.1
None, 0.0, 2012-03-19 00:00:00, -13.0, -6.7
None, 2.0, 2012-03-20 00:00:00, -10.0, -6.1
None, 0.0, 2012-03-21 00:00:00, -11.0, -6.0
None, 0.0, 2012-03-22 00:00:00, -10.2, -2.7
None, 0.0, 2012-03-23 00:00:00, -10.0, 0.0
None, 0.0, 2012-03-24 00:00:00, -10.0, 5.7
None, 0.0, 2012-03-25 00:00:00, -6.0, 7.1
None, 0.0, 2012-03-26 00:00:00, -5.3, 8.5
None, 2.0, 2012-03-27 00:00:00, -5.4, 1.3
None, 9.0, 2012-03-28 00:00:00, -5.6, -0.6
None, 9.0, 2012-03-29 00:00:00, -6.6, -3.9
None, 7.0, 2012-03-30 00:00:00, -10.7, -1.2
None, 1.6, 2012-03-31 00:00:00, -12.0, -2.2
None, 8.4, 2012-04-01 00:00:00, -8.3, -1.1
None, 6.0, 2012-04-02 00:00:00, -7.6, -1.2
None, 17.0, 2012-04-03 00:00:00, -8.4, -1.4
None, 6.6, 2012-04-04 00:00:00, -12.0, 5.6
None, 1.4, 2012-04-05 00:00:00, -10.0, 1.5
None, 0.0, 2012-04-06 00:00:00, -12.0, 2.5
None, 0.0, 2012-04-07 00:00:00, -10.0, 5.9
None, 0.0, 2012-04-08 00:00:00, -6.3, 6.2
None, 0.0, 2012-04-09 00:00:00, -3.3, 10.8
None, 0.0, 2012-04-10 00:00:00, 0.7, 9.8
None, 4.0, 2012-04-11 00:00:00, -1.0, 5.8
None, 0.0, 2012-04-12 00:00:00, -4.2, 7.8
None, 0.0, 2012-04-13 00:00:00, -5.0, 8.9
None, 1.0, 2012-04-14 00:00:00, -3.5, 4.2
None, 0.6, 2012-04-15 00:00:00, -3.9, 5.5
None, 1.4, 2012-04-16 00:00:00, -4.5, 2.9
None, 0.0, 2012-04-17 00:00:00, -5.7, 4.2
None, 1.0, 2012-04-18 00:00:00, -5.6, 3.3
None, 2.0, 2012-04-19 00:00:00, -6.4, 0.7
None, 0.0, 2012-04-20 00:00:00, -7.1, 5.4
None, 0.0, 2012-04-21 00:00:00, -8.5, 8.8
None, 15.6, 2012-04-22 00:00:00, 2.1, 5.6
None, 8.4, 2012-04-23 00:00:00, 2.6, 5.5
None, 3.0, 2012-04-24 00:00:00, 0.0, 4.2
None, 4.0, 2012-04-25 00:00:00, 0.2, 4.0
None, 6.0, 2012-04-26 00:00:00, -4.8, 4.4
None, 0.0, 2012-04-27 00:00:00, -5.3, 1.9
None, 0.0, 2012-04-28 00:00:00, -3.7, 6.2
None, 1.0, 2012-04-29 00:00:00, -3.8, 6.8
None, 2.6, 2012-04-30 00:00:00, -2.4, 3.1
None, 4.4, 2012-05-01 00:00:00, -6.8, 0.8
None, 0.0, 2012-05-02 00:00:00, -7.4, 0.1
None, 1.0, 2012-05-03 00:00:00, -7.2, 4.4
None, 5.0, 2012-05-04 00:00:00, -5.6, 3.6
None, 0.0, 2012-05-05 00:00:00, -5.6, 5.3
None, 0.0, 2012-05-06 00:00:00, -6.4, 9.6
None, 0.0, 2012-05-07 00:00:00, 1.6, 10.9
None, 1.0, 2012-05-08 00:00:00, -2.1, 5.5
None, 0.0, 2012-05-09 00:00:00, -8.6, 0.3
None, 0.0, 2012-05-10 00:00:00, -10.0, 3.4
None, 0.0, 2012-05-11 00:00:00, -7.2, 11.3
None, 0.0, 2012-05-12 00:00:00, -0.5, 14.4
None, 0.0, 2012-05-13 00:00:00, 2.4, 15.8
None, 0.0, 2012-05-14 00:00:00, 3.9, 16.0
None, 1.6, 2012-05-15 00:00:00, 4.1, 14.1
None, 8.4, 2012-05-16 00:00:00, -1.2, 9.9
None, 0.0, 2012-05-17 00:00:00, -4.0, 6.7
None, 0.0, 2012-05-18 00:00:00, -4.1, 6.4
None, 0.0, 2012-05-19 00:00:00, -4.7, 9.0
