station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 0.0, None, 2012-01-01 00:00:00, -13.5, -6.7
None, 0.0, None, 2012-01-02 00:00:00, -10.9, -0.7
None, 0.0, None, 2012-01-03 00:00:00, -6.9, -2.4
None, 1.0, None, 2012-01-04 00:00:00, -2.8, 1.0
None, 3.0, None, 2012-01-05 00:00:00, -7.9, 0.1
None, 0.0, None, 2012-01-06 00:00:00, -9.1, -2.1
None, 6.6, None, 2012-01-07 00:00:00, -8.3, -5.4
None, 2.4, None, 2012-01-08 00:00:00, -8.2, -3.5
None, 0.0, None, 2012-01-09 00:00:00, -3.7, -1.3
None, 7.0, None, 2012-01-10 00:00:00, -18.6, -3.5
None, 1.0, None, 2012-01-11 00:00:00, -19.9, -4.2
None, 0.0, None, 2012-01-12 00:00:00, -16.6, -7.2
None, 0.0, None, 2012-01-13 00:00:00, -16.5, -0.6
None, 6.0, None, 2012-01-14 00:00:00, -13.4, -6.7
None, 5.1, None, 2012-01-15 00:00:00, -17.7, -9.1
None, 0.0, None, 2012-01-16 00:00:00, -16.8, -11.8
None, 2.0, None, 2012-01-17 00:00:00, -22.9, -9.6
None, 0.0, None, 2012-01-18 00:00:00, -22.9, -16.7
None, 0.0, None, 2012-01-19 00:00:00, -19.8, -13.7
None, 0.0, None, 2012-01-20 00:00:00, -13.8, -4.8
None, 0.0, None, 2012-01-21 00:00:00, -7.7, -2.2
None, 0.0, None, 2012-01-22 00:00:00, -14.5, -5.9
None, 0.0, None, 2012-01-23 00:00:00, -12.0, -4.0
None, 0.0, None, 2012-01-24 00:00:00, -12.0, -5.9
None, 0.0, None, 2012-01-25 00:00:00, -5.9, -3.9
None, 0.0, None, 2012-01-26 00:00:00, -10.7, -4.9
None, 0.0, None, 2012-01-27 00:00:00, -14.1, -4.4
None, 0.0, None, 2012-01-28 00:00:00, -12.7, -6.9
None, 0.0, None, 2012-01-29 00:00:00, -6.9, -0.7
None, 15.0, None, 2012-01-30 00:00:00, -4.0, 0.4
None, 30.0, None, 2012-01-31 00:00:00, -5.0, 0.4
None, 2.0, None, 2012-02-01 00:00:00, -9.0, -0.9
None, 3.0, None, 2012-02-02 00:00:00, -13.1, 1.5
None, 2.0, None, 2012-02-03 00:00:00, -11.7, -1.8
None, 0.0, None, 2012-02-04 00:00:00, -13.2, 5.3
None, 0.0, None, 2012-02-05 00:00:00, -12.5, 7.3
None, 0.0, None, 2012-02-06 00:00:00, -14.7, 4.8
None, 0.0, None, 2012-02-07 00:00:00, -12.2, 6.5
None, 0.0, None, 2012-02-08 00:00:00, -13.6, -4.5
None, 0.0, None, 2012-02-09 00:00:00, -6.2, -1.0
None, 0.0, None, 2012-02-10 00:00:00, -5.4, 0.3
None, 0.0, None, 2012-02-11 00:00:00, -3.7, 2.3
None, 1.0, None, 2012-02-12 00:00:00, -4.3, 1.2
None, 3.0, None, 2012-02-13 00:00:00, -12.8, -2.2
