WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
171.3, 3.8, None,2020-03-04 00:00:00, None,10
176.1, 3.7, None,2020-03-04 01:00:00, None,10
168.8, 3.4, None,2020-03-04 02:00:00, None,10
174.2, 3.5, None,2020-03-04 03:00:00, None,10
201.5, 2.5, None,2020-03-04 04:00:00, None,10
174.9, 2.3, None,2020-03-04 05:00:00, None,10
181.9, 2.5, None,2020-03-04 06:00:00, None,10
187.3, 2.6, None,2020-03-04 07:00:00, None,10
184.4, 2.7, None,2020-03-04 08:00:00, None,10
170.7, 2.9, None,2020-03-04 09:00:00, None,10
188.3, 3.6, None,2020-03-04 10:00:00, None,10
197.9, 3.6, None,2020-03-04 11:00:00, None,10
194.7, 4.3, None,2020-03-04 12:00:00, None,10
205.8, 4.1, None,2020-03-04 13:00:00, None,10
197.3, 3.4, None,2020-03-04 14:00:00, None,10
179.0, 3.8, None,2020-03-04 15:00:00, None,10
175.8, 3.8, None,2020-03-04 16:00:00, None,10
169.8, 3.7, None,2020-03-04 17:00:00, None,10
119.3, 3.4, None,2020-03-04 18:00:00, None,10
117.8, 2.8, None,2020-03-04 19:00:00, None,10
72.0, 2.1, None,2020-03-04 20:00:00, None,10
69.0, 2.0, None,2020-03-04 21:00:00, None,10
99.2, 2.2, None,2020-03-04 22:00:00, None,10
51.5, 1.5, None,2020-03-04 23:00:00, None,10
21.4, 0.8, None,2020-03-05 00:00:00, None,10
74.6, 0.8, None,2020-03-05 01:00:00, None,10
110.0, 0.6, None,2020-03-05 02:00:00, None,10
154.5, 0.6, None,2020-03-05 03:00:00, None,10
119.8, 0.4, None,2020-03-05 04:00:00, None,10
138.4, 0.7, None,2020-03-05 05:00:00, None,10
115.4, 0.7, None,2020-03-05 06:00:00, None,10
135.3, 1.2, None,2020-03-05 07:00:00, None,10
119.6, 1.4, None,2020-03-05 08:00:00, None,10
146.4, 1.5, None,2020-03-05 09:00:00, None,10
186.5, 1.5, None,2020-03-05 10:00:00, None,10
200.2, 1.3, None,2020-03-05 11:00:00, None,10
181.7, 2.1, None,2020-03-05 12:00:00, None,10
129.9, 3.4, None,2020-03-05 13:00:00, None,10
192.9, 3.4, None,2020-03-05 14:00:00, None,10
202.4, 3.1, None,2020-03-05 15:00:00, None,10
199.9, 2.0, None,2020-03-05 16:00:00, None,10
191.7, 2.9, None,2020-03-05 17:00:00, None,10
185.7, 2.8, None,2020-03-05 18:00:00, None,10
173.7, 2.2, None,2020-03-05 19:00:00, None,10
126.5, 1.8, None,2020-03-05 20:00:00, None,10
180.1, 1.8, None,2020-03-05 21:00:00, None,10
153.2, 1.8, None,2020-03-05 22:00:00, None,10
137.6, 1.6, None,2020-03-05 23:00:00, None,10
124.3, 1.6, None,2020-03-06 00:00:00, None,10
118.8, 1.1, None,2020-03-06 01:00:00, None,10
94.3, 1.0, None,2020-03-06 02:00:00, None,10
102.6, 0.9, None,2020-03-06 03:00:00, None,10
111.1, 0.9, None,2020-03-06 04:00:00, None,10
95.1, 0.7, None,2020-03-06 05:00:00, None,10
106.2, 0.6, None,2020-03-06 06:00:00, None,10
82.3, 0.0, None,2020-03-06 07:00:00, None,10
