WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 0.321999,84.1,2016-07-15 00:00:00,14.29,29
None, None, 0.352999,84.8,2016-07-15 01:00:00,13.8,29
None, None, 1.392,84.3,2016-07-15 02:00:00,13.51,29
None, None, 1.259,84.5,2016-07-15 03:00:00,13.47,29
None, None, 0.46,84.4,2016-07-15 04:00:00,13.72,29
None, None, 0.505999,84.1,2016-07-15 05:00:00,13.88,29
None, None, 0.467999,83.7,2016-07-15 06:00:00,14.18,29
None, None, 0.034,82.9,2016-07-15 07:00:00,15.09,29
None, None, 0.273999,81.3,2016-07-15 08:00:00,15.61,29
None, None, 1.262,79.1,2016-07-15 09:00:00,15.97,29
None, None, 2.35,77.9,2016-07-15 10:00:00,16.45,29
None, None, 3.006,76.3,2016-07-15 11:00:00,16.77,29
None, None, 2.773,69.86,2016-07-15 12:00:00,17.61,29
None, None, 3.69,69.61,2016-07-15 13:00:00,18.04,29
None, None, 3.025,67.52,2016-07-15 14:00:00,18.59,29
None, None, 4.421,67.92,2016-07-15 15:00:00,18.63,29
None, None, 4.763,69.85,2016-07-15 16:00:00,18.35,29
None, None, 4.344,67.59,2016-07-15 17:00:00,18.73,29
None, None, 3.33,65.3,2016-07-15 18:00:00,19.31,29
None, None, 1.454,61.27,2016-07-15 19:00:00,19.91,29
None, None, 2.627,70.6,2016-07-15 20:00:00,18.17,29
None, None, 2.365,71.9,2016-07-15 21:00:00,17.51,29
None, None, 0.486,72.5,2016-07-15 22:00:00,17.34,29
None, None, 1.816,77.3,2016-07-15 23:00:00,16.3,29
None, None, 1.96,77.8,2016-07-16 00:00:00,16.12,29
None, None, 1.347,78.0,2016-07-16 01:00:00,16.25,29
None, None, 1.304,79.8,2016-07-16 02:00:00,15.96,29
None, None, 1.628,81.4,2016-07-16 03:00:00,15.35,29
None, None, 1.551,81.7,2016-07-16 04:00:00,15.11,29
None, None, 0.189998,81.5,2016-07-16 05:00:00,15.63,29
