WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
None, None, 0.465999, None,97.3,2016-07-15 00:00:00, None,13.76,29
None, None, 0.814, None,97.6,2016-07-15 01:00:00, None,13.81,29
None, None, 1.222, None,97.9,2016-07-15 02:00:00, None,13.78,29
None, None, 1.236, None,97.9,2016-07-15 03:00:00, None,13.9,29
None, None, 0.703998, None,96.1,2016-07-15 04:00:00, None,14.49,29
None, None, 2.102, None,89.8,2016-07-15 05:00:00, None,15.02,29
None, None, 2.771, None,88.4,2016-07-15 06:00:00, None,14.95,29
None, None, 3.488, None,84.5,2016-07-15 07:00:00, None,14.89,29
None, None, 3.012, None,81.8,2016-07-15 08:00:00, None,15.0,29
None, None, 2.827, None,77.4,2016-07-15 09:00:00, None,15.92,29
None, None, 3.14, None,70.8,2016-07-15 10:00:00, None,17.85,29
None, None, 3.581, None,63.34,2016-07-15 11:00:00, None,19.87,29
None, None, 3.633, None,53.72,2016-07-15 12:00:00, None,22.04,29
None, None, 4.212, None,49.66,2016-07-15 13:00:00, None,22.85,29
None, None, 4.802, None,49.19,2016-07-15 14:00:00, None,23.02,29
None, None, 4.116, None,47.34,2016-07-15 15:00:00, None,23.18,29
None, None, 4.074, None,45.38,2016-07-15 16:00:00, None,23.58,29
None, None, 3.991, None,42.66,2016-07-15 17:00:00, None,24.06,29
None, None, 4.753, None,39.57,2016-07-15 18:00:00, None,24.53,29
None, None, 4.438, None,39.68,2016-07-15 19:00:00, None,24.28,29
None, None, 3.111, None,45.18,2016-07-15 20:00:00, None,22.7,29
None, None, 2.318, None,56.96,2016-07-15 21:00:00, None,20.37,29
None, None, 1.484, None,63.84,2016-07-15 22:00:00, None,18.62,29
None, None, 0.614, None,77.4,2016-07-15 23:00:00, None,16.94,29
None, None, 0.781, None,81.6,2016-07-16 00:00:00, None,15.57,29
None, None, 0.990998, None,85.7,2016-07-16 01:00:00, None,14.0,29
None, None, 0.819998, None,90.7,2016-07-16 02:00:00, None,12.94,29
None, None, 0.705999, None,94.2,2016-07-16 03:00:00, None,12.12,29
None, None, 1.064, None,95.0,2016-07-16 04:00:00, None,11.68,29
None, None, 1.215, None,94.6,2016-07-16 05:00:00, None,11.49,29
None, None, 0.85, None,92.1,2016-07-16 06:00:00, None,12.07,29
None, None, 0.996999, None,87.9,2016-07-16 07:00:00, None,13.04,29
None, None, 0.497, None,78.0,2016-07-16 08:00:00, None,15.87,29
None, None, 2.478, None,63.56,2016-07-16 09:00:00, None,18.67,29
None, None, 2.86, None,56.11,2016-07-16 10:00:00, None,20.74,29
None, None, 2.169, None,46.45,2016-07-16 11:00:00, None,22.98,29
None, None, 2.724, None,38.49,2016-07-16 12:00:00, None,24.6,29
