AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
0.6, 1.0,0.0,7.6, 1.856,2016-11-25 00:00:00,126.0, None,98.0,48
0.5, None,0.0,8.4, None,2016-11-25 00:15:00,204.0, None,98.0,48
0.9, None,0.51,10.4, None,2016-11-25 00:30:00,243.0, None,97.0,48
0.7, None,0.25,12.9, None,2016-11-25 00:45:00,272.0, None,97.0,48
0.5, 1.0,0.26,14.0, 1.856,2016-11-25 01:00:00,263.0, None,97.0,48
0.6, None,0.0,17.0, None,2016-11-25 01:15:00,270.0, None,97.0,48
0.4, None,0.0,16.5, None,2016-11-25 01:30:00,279.0, None,97.0,48
0.5, None,0.25,17.4, None,2016-11-25 01:45:00,268.0, None,97.0,48
0.6, 0.0,0.0,16.0, 1.856,2016-11-25 02:00:00,260.0, None,96.0,48
0.6, None,0.0,13.9, None,2016-11-25 02:15:00,258.0, None,96.0,48
0.7, None,0.0,8.7, None,2016-11-25 02:30:00,251.0, None,96.0,48
0.6, None,0.0,7.7, None,2016-11-25 02:45:00,234.0, None,96.0,48
0.5, 0.0,0.26,6.9, 1.856,2016-11-25 03:00:00,241.0, None,96.0,48
0.5, None,0.0,3.8, None,2016-11-25 03:15:00,257.0, None,96.0,48
0.7, None,0.0,7.3, None,2016-11-25 03:30:00,239.0, None,96.0,48
0.8, None,0.0,6.3, None,2016-11-25 03:45:00,231.0, None,95.0,48
0.7, 0.0,0.0,5.3, 1.856,2016-11-25 04:00:00,259.0, None,96.0,48
0.7, None,0.0,6.5, None,2016-11-25 04:15:00,198.0, None,97.0,48
0.8, None,0.0,4.3, None,2016-11-25 04:30:00,205.0, None,97.0,48
0.7, None,0.0,5.3, None,2016-11-25 04:45:00,253.0, None,97.0,48
0.7, 0.0,0.0,7.1, 1.856,2016-11-25 05:00:00,264.0, None,97.0,48
1.0, None,0.0,9.9, None,2016-11-25 05:15:00,262.0, None,97.0,48
1.1, None,0.0,5.6, None,2016-11-25 05:30:00,233.0, None,97.0,48
0.9, None,0.0,3.2, None,2016-11-25 05:45:00,63.0, None,97.0,48
0.8, 0.0,0.0,2.9, 1.856,2016-11-25 06:00:00,95.0, None,98.0,48
0.9, None,0.0,2.0, None,2016-11-25 06:15:00,56.0, None,98.0,48
1.5, None,0.0,4.1, None,2016-11-25 06:30:00,257.0, None,94.0,48
1.7, None,0.0,2.9, None,2016-11-25 06:45:00,233.0, None,93.0,48
1.6, 0.0,0.0,5.7, 1.856,2016-11-25 07:00:00,247.0, None,95.0,48
1.4, None,0.0,3.9, None,2016-11-25 07:15:00,205.0, None,95.0,48
1.2, None,0.0,7.4, None,2016-11-25 07:30:00,151.0, None,97.0,48
1.1, None,0.0,7.3, None,2016-11-25 07:45:00,147.0, None,97.0,48
1.1, 0.0,0.0,7.4, 1.856,2016-11-25 08:00:00,148.0, None,98.0,48
1.2, None,0.0,6.4, None,2016-11-25 08:15:00,147.0, None,98.0,48
1.4, None,0.0,7.6, None,2016-11-25 08:30:00,140.0, None,98.0,48
1.7, None,0.25,7.0, None,2016-11-25 08:45:00,136.0, None,97.0,48
1.6, 1.0,0.25,7.0, 1.856,2016-11-25 09:00:00,214.0, None,96.0,48
2.0, None,0.26,1.9, None,2016-11-25 09:15:00,308.0, None,96.0,48
2.2, None,0.25,4.0, None,2016-11-25 09:30:00,101.0, None,95.0,48
2.5, None,0.0,7.2, None,2016-11-25 09:45:00,109.0, None,94.0,48
2.7, 0.0,0.51,6.8, 1.856,2016-11-25 10:00:00,92.0, None,94.0,48
2.9, None,0.25,4.4, None,2016-11-25 10:15:00,115.0, None,93.0,48
3.2, None,0.26,6.5, None,2016-11-25 10:30:00,128.0, None,89.0,48
3.0, None,0.76,10.5, None,2016-11-25 10:45:00,98.0, None,96.0,48
2.8, -1.0,0.51,11.6, 1.856,2016-11-25 11:00:00,98.0, None,97.0,48
2.8, None,0.76,10.8, None,2016-11-25 11:15:00,97.0, None,98.0,48
2.8, None,0.76,11.3, None,2016-11-25 11:30:00,92.0, None,98.0,48
2.8, None,0.51,7.9, None,2016-11-25 11:45:00,93.0, None,98.0,48
2.8, 1.0,0.51,7.2, 1.856,2016-11-25 12:00:00,94.0, None,98.0,48
3.0, None,0.51,5.9, None,2016-11-25 12:15:00,103.0, None,98.0,48
3.0, None,0.5,6.0, None,2016-11-25 12:30:00,60.0, None,98.0,48
2.8, None,0.51,8.6, None,2016-11-25 12:45:00,60.0, None,98.0,48
2.8, 0.0,0.26,7.6, 1.856,2016-11-25 13:00:00,66.0, None,98.0,48
2.8, None,0.25,8.2, None,2016-11-25 13:15:00,76.0, None,98.0,48
3.0, None,0.25,8.4, None,2016-11-25 13:30:00,67.0, None,98.0,48
2.9, None,0.26,8.1, None,2016-11-25 13:45:00,76.0, None,98.0,48
2.9, 0.0,0.25,6.5, 1.856,2016-11-25 14:00:00,68.0, None,99.0,48
2.9, None,0.0,8.6, None,2016-11-25 14:15:00,90.0, None,99.0,48
3.0, None,0.26,5.2, None,2016-11-25 14:30:00,76.0, None,99.0,48
3.1, None,0.0,6.3, None,2016-11-25 14:45:00,51.0, None,99.0,48
3.1, 0.0,0.0,5.8, 1.856,2016-11-25 15:00:00,57.0, None,98.0,48
3.0, None,0.0,8.0, None,2016-11-25 15:15:00,67.0, None,99.0,48
2.8, None,0.0,9.0, None,2016-11-25 15:30:00,67.0, None,99.0,48
2.7, None,0.0,9.1, None,2016-11-25 15:45:00,67.0, None,99.0,48
2.6, 0.0,0.0,7.5, 1.856,2016-11-25 16:00:00,85.0, None,99.0,48
2.6, None,0.0,7.1, None,2016-11-25 16:15:00,88.0, None,99.0,48
2.6, None,0.0,8.5, None,2016-11-25 16:30:00,87.0, None,99.0,48
2.6, None,0.0,6.7, None,2016-11-25 16:45:00,86.0, None,99.0,48
2.6, 0.0,0.0,7.8, 1.856,2016-11-25 17:00:00,84.0, None,99.0,48
2.6, None,0.0,7.8, None,2016-11-25 17:15:00,81.0, None,100.0,48
2.7, None,0.0,7.5, None,2016-11-25 17:30:00,80.0, None,99.0,48
2.8, None,0.0,9.4, None,2016-11-25 17:45:00,84.0, None,99.0,48
2.8, 0.0,0.0,7.9, 1.856,2016-11-25 18:00:00,90.0, None,100.0,48
