RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
28.26, None, None, 5.4, 1.184, 90.6, -25.0, -11.8, -25.0, 91.0, None, None, -6999.0, None, None, None, None, -11.75, None, -9.7, 28.0, None, 42.44, 1.2, -11.8, 0.2, -6999.0,2020-02-19 00:00:00, -6999.0,8
30.45, None, None, 5.8, 2.755, 90.9, -24.0, -11.8, -24.0, 91.0, None, None, -6999.0, None, None, None, None, -11.61, None, -9.7, 30.0, None, 16.41, 2.8, -11.6, 0.0, -6999.0,2020-02-19 01:00:00, -6999.0,8
31.1, None, None, 7.6, 3.285, 138.5, -24.0, -11.9, -24.0, 139.0, None, None, -6999.0, None, None, None, None, -11.7, None, -9.7, 31.0, None, 19.73, 3.3, -11.7, 0.0, -6999.0,2020-02-19 02:00:00, -6999.0,8
30.36, None, None, 6.7, 4.308, 125.8, -24.0, -11.9, -24.0, 126.0, None, None, -6999.0, None, None, None, None, -11.85, None, -9.7, 30.0, None, 23.85, 4.3, -11.9, 0.1, -6999.0,2020-02-19 03:00:00, -6999.0,8
28.99, None, None, 6.0, 1.755, 105.4, -25.0, -12.1, -25.0, 105.0, None, None, -6999.0, None, None, None, None, -12.14, None, -9.7, 29.0, None, 39.99, 1.8, -12.1, 0.1, -6999.0,2020-02-19 04:00:00, -6999.0,8
29.4, None, None, 6.7, 3.902, 337.0, -25.0, -12.6, -25.0, 337.0, None, None, -6999.0, None, None, None, None, -12.58, None, -9.7, 29.0, None, 6.68, 3.9, -12.6, 0.0, -6999.0,2020-02-19 05:00:00, -6999.0,8
30.09, None, None, 4.1, 1.274, 113.8, -25.0, -12.8, -25.0, 114.0, None, None, -6999.0, None, None, None, None, -12.72, None, -9.7, 30.0, None, 32.45, 1.3, -12.7, 0.2, -6999.0,2020-02-19 06:00:00, -6999.0,8
31.33, None, None, 7.0, 4.709, 343.4, -25.0, -13.0, -25.0, 343.0, None, None, -6999.0, None, None, None, None, -12.82, None, -12.7, 31.0, None, 16.71, 4.7, -12.8, 0.0, -6999.0,2020-02-19 07:00:00, -6999.0,8
32.5, None, None, 5.1, 1.858, 75.2, -23.0, -13.0, -23.0, 75.0, None, None, -6999.0, None, None, None, None, -11.32, None, -11.3, 33.0, None, 16.74, 1.9, -11.3, -0.3, -6999.0,2020-02-19 08:00:00, -6999.0,8
27.54, None, None, 9.2, 2.339, 334.2, -23.0, -13.0, -23.0, 334.0, None, None, -6999.0, None, None, None, None, -8.79, None, -8.8, 28.0, None, 24.71, 2.3, -8.8, -0.9, -6999.0,2020-02-19 09:00:00, -6999.0,8
