max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
-4.9,-6999.0,18.4,7.4,-6999.0,-5.2,-6.0, 0.0,38.0,0.0,2020-02-19 00:00:00,314.0,-6999.0,8
-4.9,-6999.0,15.9,8.2,-6999.0,-5.2,-6.0, 0.0,40.0,0.0,2020-02-19 01:00:00,314.0,-6999.0,8
-4.9,-6999.0,19.8,10.3,-6999.0,-5.4,-6.0, 0.0,44.0,0.0,2020-02-19 02:00:00,313.0,-6999.0,8
-4.9,-6999.0,20.0,9.0,-6999.0,-5.8,-6.0, 0.0,47.0,0.0,2020-02-19 03:00:00,313.0,-6999.0,8
-4.9,-6999.0,15.6,8.5,-6999.0,-5.5,-6.0, 0.0,47.0,0.0,2020-02-19 04:00:00,313.0,-6999.0,8
-4.9,-6999.0,15.8,7.7,-6999.0,-5.4,-6.0, 0.0,40.0,0.0,2020-02-19 05:00:00,313.0,-6999.0,8
-4.9,-6999.0,11.8,6.2,-6999.0,-5.6,-6.0, 0.0,39.0,0.0,2020-02-19 06:00:00,312.0,-6999.0,8
-5.6,-6999.0,11.2,6.0,-6999.0,-5.8,-5.8, 0.0,44.0,0.0,2020-02-19 07:00:00,312.0,-6999.0,8
-5.6,-6999.0,10.2,5.9,-6999.0,-5.9,-5.9, 0.0,53.0,0.0,2020-02-19 08:00:00,312.0,-6999.0,8
-5.6,-6999.0,12.7,5.6,-6999.0,-5.9,-6.0, 0.0,42.0,0.0,2020-02-19 09:00:00,312.0,-6999.0,8
-5.6,-6999.0,13.6,7.5,-6999.0,-6.0,-6.1, 0.0,46.0,0.0,2020-02-19 10:00:00,312.0,-6999.0,8
-5.6,-6999.0,10.4,5.7,-6999.0,-6.2,-6.3, 0.0,50.0,0.0,2020-02-19 11:00:00,312.0,-6999.0,8
-5.6,-6999.0,11.2,4.8,-6999.0,-5.6,-6.3, 0.0,44.0,0.0,2020-02-19 12:00:00,312.0,-6999.0,8
-5.0,-6999.0,10.9,5.4,-6999.0,-5.1,-6.3, 0.0,41.0,2.0,2020-02-19 13:00:00,314.0,-6999.0,8
-5.0,-6999.0,9.5,4.9,-6999.0,-5.1,-6.3, 0.0,41.0,2.0,2020-02-19 14:00:00,316.0,-6999.0,8
-5.0,-6999.0,11.9,5.0,-6999.0,-5.2,-6.3, 0.0,44.0,1.0,2020-02-19 15:00:00,317.0,-6999.0,8
-5.0,-6999.0,10.9,5.9,-6999.0,-5.4,-6.3, 0.0,37.0,2.0,2020-02-19 16:00:00,318.0,-6999.0,8
-5.0,-6999.0,10.0,4.8,-6999.0,-5.5,-6.3, 0.0,35.0,1.0,2020-02-19 17:00:00,320.0,-6999.0,8
-5.0,-6999.0,10.7,4.4,-6999.0,-5.6,-6.3, 0.0,27.0,1.0,2020-02-19 18:00:00,320.0,-6999.0,8
-5.3,-6999.0,9.2,4.0,-6999.0,-5.4,-5.6, 0.0,12.0,1.0,2020-02-19 19:00:00,321.0,-6999.0,8
-5.2,-6999.0,7.4,2.1,-6999.0,-5.3,-5.6, 0.0,3.0,0.0,2020-02-19 20:00:00,321.0,-6999.0,8
-5.2,-6999.0,0.7,0.3,-6999.0,-5.5,-5.6, 0.0,296.0,1.0,2020-02-19 21:00:00,322.0,-6999.0,8
-5.1,-6999.0,10.6,3.1,-6999.0,-5.1,-5.6, 0.0,258.0,0.0,2020-02-19 22:00:00,322.0,-6999.0,8
-5.0,-6999.0,17.8,6.9,-6999.0,-5.2,-5.6, 0.0,259.0,0.0,2020-02-19 23:00:00,322.0,-6999.0,8
-5.0,-6999.0,13.5,6.8,-6999.0,-5.5,-5.6, 0.0,260.0,-1.0,2020-02-20 00:00:00,321.0,-6999.0,8
-5.0,-6999.0,16.1,6.5,-6999.0,-5.8,-5.9, 0.0,261.0,0.0,2020-02-20 01:00:00,321.0,-6999.0,8
-5.0,-6999.0,13.3,4.4,-6999.0,-6.0,-6.0, 0.0,249.0,0.0,2020-02-20 02:00:00,320.0,-6999.0,8
-5.0,-6999.0,11.3,4.4,-6999.0,-5.7,-6.1, 0.0,260.0,0.0,2020-02-20 03:00:00,320.0,-6999.0,8
-5.0,-6999.0,10.0,3.9,-6999.0,-5.7,-6.1, 0.0,257.0,0.0,2020-02-20 04:00:00,320.0,-6999.0,8
-5.0,-6999.0,7.8,2.1,-6999.0,-5.8,-6.1, 0.0,256.0,0.0,2020-02-20 05:00:00,320.0,-6999.0,8
-5.0,-6999.0,8.5,2.9,-6999.0,-6.1,-6.2, 0.0,251.0,0.0,2020-02-20 06:00:00,320.0,-6999.0,8
-6.1,-6999.0,11.1,3.9,-6999.0,-6.2,-6.4, 0.0,251.0,0.0,2020-02-20 07:00:00,319.0,-6999.0,8
-6.1,-6999.0,7.7,2.9,-6999.0,-6.2,-6.4, 0.0,260.0,0.0,2020-02-20 08:00:00,319.0,-6999.0,8
