air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
3.0,2.5, 1007.3, 42.0,5.8,62.0, 10.7,2020-02-19 00:00:00, 6.5,-4.0, 1000.0,8
2.1,2.1, 1007.3, 52.0,5.8,69.0, 7.6,2020-02-19 01:00:00, 3.8,-3.0, 1000.0,8
2.0,1.8, 1007.3, 23.0,5.8,72.0, 7.5,2020-02-19 02:00:00, 5.2,-2.0, 1000.0,8
2.7,1.8, 1007.3, 100.0,5.8,63.0, 5.6,2020-02-19 03:00:00, 2.3,-4.0, 1000.0,8
2.2,1.8, 1006.3, 99.0,5.8,64.0, 5.0,2020-02-19 04:00:00, 3.0,-4.0, 999.0,8
2.2,1.8, 1006.3, 143.0,5.8,62.0, 10.7,2020-02-19 05:00:00, 3.7,-4.0, 999.0,8
1.7,1.7, 1006.3, 87.0,5.8,66.0, 11.5,2020-02-19 06:00:00, 7.9,-4.0, 999.0,8
1.3,1.2, 1006.3, 106.0,2.0,74.0, 9.2,2020-02-19 07:00:00, 3.4,-3.0, 999.0,8
1.8,1.2, 1006.3, 50.0,2.0,66.0, 5.9,2020-02-19 08:00:00, 3.9,-4.0, 999.0,8
2.6,1.2, 1006.3, 84.0,2.7,65.0, 9.7,2020-02-19 09:00:00, 5.9,-3.0, 999.0,8
3.4,1.2, 1007.3, 64.0,3.5,66.0, 6.8,2020-02-19 10:00:00, 3.6,-2.0, 1000.0,8
5.9,1.2, 1006.3, 11.0,6.1,55.0, 7.7,2020-02-19 11:00:00, 2.0,-3.0, 999.0,8
6.9,1.2, 1006.3, 23.0,6.9,43.0, 5.2,2020-02-19 12:00:00, 1.4,-5.0, 999.0,8
8.3,1.2, 1006.3, 325.0,8.3,39.0, 8.2,2020-02-19 13:00:00, 2.8,-5.0, 999.0,8
9.1,1.2, 1005.3, 274.0,9.3,35.0, 7.8,2020-02-19 14:00:00, 3.3,-6.0, 998.0,8
10.2,1.2, 1004.3, 276.0,10.2,34.0, 9.5,2020-02-19 15:00:00, 4.3,-5.0, 997.0,8
9.6,1.2, 1004.3, 27.0,10.5,34.0, 8.5,2020-02-19 16:00:00, 2.7,-5.0, 997.0,8
9.1,1.2, 1003.3, 320.0,10.5,46.0, 11.1,2020-02-19 17:00:00, 6.3,-2.0, 996.0,8
7.7,1.2, 1003.3, 359.0,10.5,52.0, 12.1,2020-02-19 18:00:00, 5.2,-2.0, 996.0,8
7.2,7.2, 1003.3, 54.0,7.8,50.0, 10.9,2020-02-19 19:00:00, 4.7,-3.0, 996.0,8
5.8,5.8, 1003.3, 66.0,7.8,59.0, 12.8,2020-02-19 20:00:00, 5.9,-2.0, 996.0,8
5.9,5.6, 1003.3, 70.0,7.8,56.0, 15.0,2020-02-19 21:00:00, 10.3,-2.0, 996.0,8
5.4,5.0, 1004.3, 48.0,7.8,60.0, 10.2,2020-02-19 22:00:00, 8.0,-2.0, 997.0,8
