pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,max_air_temp_snc_last_reset,MINIMUM_AIR_TEMPERATURE,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,rel_hum,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, None,6.092, None, None,2016-05-06 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,5.126, None, None,2016-05-06 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,4.854, None, None,2016-05-06 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,4.701, None, None,2016-05-06 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,4.224, None, None,2016-05-06 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.956, None, None,2016-05-06 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.842, None, None,2016-05-06 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,4.384, None, None,2016-05-06 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,5.521, None, None,2016-05-06 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,7.08, None, None,2016-05-06 09:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,9.67, None, None,2016-05-06 10:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,9.49, None, None,2016-05-06 11:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,8.79, None, None,2016-05-06 12:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,8.26, None, None,2016-05-06 13:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,7.67, None, None,2016-05-06 14:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,7.14, None, None,2016-05-06 15:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,6.771, None, None,2016-05-06 16:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,6.588, None, None,2016-05-06 17:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,6.458, None, None,2016-05-06 18:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,4.736, None, None,2016-05-06 19:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,4.242, None, None,2016-05-06 20:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.757, None, None,2016-05-06 21:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.69, None, None,2016-05-06 22:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.661, None, None,2016-05-06 23:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.708, None, None,2016-05-07 00:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.727, None, None,2016-05-07 01:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.652, None, None,2016-05-07 02:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.642, None, None,2016-05-07 03:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.642, None, None,2016-05-07 04:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.746, None, None,2016-05-07 05:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,2.92, None, None,2016-05-07 06:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,2.531, None, None,2016-05-07 07:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
None, None,3.109, None, None,2016-05-07 08:00:00, None, None, None, None, None, None, None, None, None, None, None, None,19
