CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,snwfl_amt_pst1hr,stn_pres,week_of_year
5.839, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 00:00:00, None, None, None,19
6.036, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 01:00:00, None, None, None,19
5.528, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 02:00:00, None, None, None,19
4.347, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 05:00:00, None, None, None,19
4.099, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 06:00:00, None, None, None,19
4.494, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 07:00:00, None, None, None,19
6.181, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 08:00:00, None, None, None,19
7.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 09:00:00, None, None, None,19
10.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 10:00:00, None, None, None,19
12.54, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 11:00:00, None, None, None,19
16.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 12:00:00, None, None, None,19
18.44, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 13:00:00, None, None, None,19
19.84, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 14:00:00, None, None, None,19
19.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 15:00:00, None, None, None,19
20.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 16:00:00, None, None, None,19
21.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 17:00:00, None, None, None,19
18.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 18:00:00, None, None, None,19
15.66, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 19:00:00, None, None, None,19
14.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 20:00:00, None, None, None,19
13.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 21:00:00, None, None, None,19
12.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 22:00:00, None, None, None,19
11.65, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-06 23:00:00, None, None, None,19
11.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 00:00:00, None, None, None,19
10.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 01:00:00, None, None, None,19
9.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 02:00:00, None, None, None,19
9.51, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 03:00:00, None, None, None,19
9.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 04:00:00, None, None, None,19
8.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 05:00:00, None, None, None,19
7.9, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 06:00:00, None, None, None,19
7.47, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 07:00:00, None, None, None,19
9.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 08:00:00, None, None, None,19
10.42, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 09:00:00, None, None, None,19
12.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 10:00:00, None, None, None,19
15.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 11:00:00, None, None, None,19
18.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 12:00:00, None, None, None,19
22.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 13:00:00, None, None, None,19
23.17, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 14:00:00, None, None, None,19
23.81, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 15:00:00, None, None, None,19
24.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 16:00:00, None, None, None,19
23.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 17:00:00, None, None, None,19
22.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 18:00:00, None, None, None,19
19.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 19:00:00, None, None, None,19
17.72, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 20:00:00, None, None, None,19
18.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 21:00:00, None, None, None,19
17.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 22:00:00, None, None, None,19
18.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-07 23:00:00, None, None, None,19
18.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 00:00:00, None, None, None,19
16.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 01:00:00, None, None, None,19
15.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 02:00:00, None, None, None,19
14.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 03:00:00, None, None, None,19
14.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 04:00:00, None, None, None,19
13.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 05:00:00, None, None, None,19
12.53, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 06:00:00, None, None, None,19
12.01, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 07:00:00, None, None, None,19
12.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 08:00:00, None, None, None,19
12.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 09:00:00, None, None, None,19
12.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 10:00:00, None, None, None,19
14.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 11:00:00, None, None, None,19
10.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 12:00:00, None, None, None,19
9.98, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 13:00:00, None, None, None,19
10.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 14:00:00, None, None, None,19
11.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 15:00:00, None, None, None,19
14.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 16:00:00, None, None, None,19
11.55, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 17:00:00, None, None, None,19
11.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 18:00:00, None, None, None,19
8.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2016-05-08 19:00:00, None, None, None,19
