time,tasmin,tasmax,pcp,week_of_year
2016-12-09, -16.3, -14.2,0.2,50
2016-12-10, -14.6, -11.7,0.0,50
2016-12-11, -14.4, -11.9,0.0,50
2016-12-12, -18.0, -11.4,0.0,50
2016-12-13, -18.1, -13.8,0.0,50
2016-12-14, -16.2, -14.2,0.0,50
2016-12-15, -17.3, -12.5,0.0,50
