wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
108.0, 76.0, 8.1, 0.0, 1.0, 3.5, 4.9, 2.5, 138.0, 0.0, 1.4, 86.0,2022-04-23 00:00:00, None,17,,,,,,,,,,,,
32.0, 82.0, 6.2, 0.0, 0.3, 3.4, 3.1, 1.5, 106.0, 0.0, 1.4, 91.0,2022-04-23 01:00:00, None,17,,,,,,,,,,,,
57.0, 86.0, 3.5, 0.0, 0.4, 3.9, 2.5, 0.4, 108.0, 0.0, 1.4, 97.0,2022-04-23 02:00:00, None,17,,,,,,,,,,,,
119.0, 91.0, 3.4, 0.0, 0.2, 4.1, 1.5, 0.2, 32.0, 0.0, 1.4, 98.0,2022-04-23 03:00:00, None,17,,,,,,,,,,,,
58.0, None, None, 0.0, None, 3.9, None, -0.3, None, None, None, 100.0,2022-04-23 04:00:00, None,17,,,,,,,,,,,,
124.0, 98.0, 4.1, 0.0, -0.1, 3.9, 0.2, 0.5, 119.0, 0.0, 1.4, 99.0,2022-04-23 05:00:00, None,17,,,,,,,,,,,,
325.0, None, None, 0.0, None, 3.5, None, 3.6, None, None, None, 87.0,2022-04-23 06:00:00, None,17,,,,,,,,,,,,
357.0, 99.0, 3.9, 0.0, 0.4, 4.4, 0.5, 6.3, 124.0, 0.0, 1.2, 75.0,2022-04-23 07:00:00, None,17,,,,,,,,,,,,
306.0, 87.0, 3.5, 0.0, 1.6, 5.1, 3.6, 8.3, 325.0, 0.0, 1.2, 65.0,2022-04-23 08:00:00, None,17,,,,,,,,,,,,
260.0, None, None, 0.0, None, 2.9, None, 11.5, None, None, None, 53.0,2022-04-23 09:00:00, None,17,,,,,,,,,,,,
287.0, 65.0, 5.1, 0.0, 2.1, 7.1, 8.3, 13.3, 306.0, 0.0, 1.2, 49.0,2022-04-23 10:00:00, None,17,,,,,,,,,,,,
272.0, 53.0, 2.9, 0.0, 2.3, 9.8, 11.5, 14.9, 260.0, 0.0, 1.2, 40.0,2022-04-23 11:00:00, None,17,,,,,,,,,,,,
157.0, 49.0, 7.1, 0.0, 2.8, 8.6, 13.3, 16.5, 287.0, 0.0, 1.2, 33.0,2022-04-23 12:00:00, None,17,,,,,,,,,,,,
146.0, 40.0, 9.8, 0.0, 1.4, 8.2, 14.9, 16.9, 272.0, 0.0, 1.0, 34.0,2022-04-23 13:00:00, None,17,,,,,,,,,,,,
305.0, 33.0, 8.6, 0.0, 0.2, 10.8, 16.5, 17.0, 157.0, 0.0, 1.0, 37.0,2022-04-23 14:00:00, None,17,,,,,,,,,,,,
187.0, 34.0, 8.2, 0.0, 0.9, 3.2, 16.9, 15.9, 146.0, 0.0, 1.0, 28.0,2022-04-23 15:00:00, None,17,,,,,,,,,,,,
81.0, 37.0, 10.8, 0.0, 2.2, 5.9, 17.0, 15.6, 305.0, 0.0, 1.0, 40.0,2022-04-23 16:00:00, None,17,,,,,,,,,,,,
304.0, 28.0, 3.2, 0.0, -2.6, 5.6, 15.9, 16.0, 187.0, 0.0, 0.0, 32.0,2022-04-23 17:00:00, None,17,,,,,,,,,,,,
107.0, 40.0, 5.9, 0.0, 2.1, 12.1, 15.6, 12.2, 81.0, 0.0, 0.0, 40.0,2022-04-23 18:00:00, None,17,,,,,,,,,,,,
110.0, 32.0, 5.6, 0.0, -0.7, 12.9, 16.0, 11.0, 304.0, 0.0, 0.0, 36.0,2022-04-23 19:00:00, None,17,,,,,,,,,,,,
115.0, 40.0, 12.1, 0.0, -1.0, 11.2, 12.2, 9.2, 107.0, 0.0, 0.0, 41.0,2022-04-23 20:00:00, None,17,,,,,,,,,,,,
144.0, 36.0, 12.9, 0.0, -3.5, 6.9, 11.0, 8.6, 110.0, 0.0, 0.0, 46.0,2022-04-23 21:00:00, None,17,,,,,,,,,,,,
85.0, 41.0, 11.2, 0.0, -3.4, 5.3, 9.2, 5.4, 115.0, 0.0, 0.0, 63.0,2022-04-23 22:00:00, None,17,,,,,,,,,,,,
, 46.0, 6.9, None, -2.4, None, 8.6, None, 144.0, 0.0, 0.0, None,2022-04-23 23:00:00, None,17,,,,,,,,,,,,
176.0, 63.0, 5.3, 0.0, -1.1, 3.3, 5.4, 3.5, 85.0, 0.0, 0.0, 70.0,2022-04-24 00:00:00, None,17,,,,,,,,,,,,
110.0, 65.0, 2.9, 0.0, -1.7, 3.9, 4.3, 2.2, 34.0, 0.0, 0.0, 77.0,2022-04-24 01:00:00, None,17,,,,,,,,,,,,
