air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-34.3,-34.5, None,-32.6, None, None,2021-12-24 00:00:00, None, None,52
-34.5,-34.5, None,-32.6, None, None,2021-12-24 01:00:00, None, None,52
-35.3,-35.3, None,-32.6, None, None,2021-12-24 02:00:00, None, None,52
-36.4,-36.4, None,-32.6, None, None,2021-12-24 03:00:00, None, None,52
-37.2,-37.2, None,-32.6, None, None,2021-12-24 04:00:00, None, None,52
-37.7,-37.7, None,-32.6, None, None,2021-12-24 05:00:00, None, None,52
-38.2,-38.3, None,-32.6, None, None,2021-12-24 06:00:00, None, None,52
-38.8,-38.8, None,-38.2, None, None,2021-12-24 07:00:00, None, None,52
-39.2,-39.3, None,-38.2, None, None,2021-12-24 08:00:00, None, None,52
-39.4,-39.6, None,-38.2, None, None,2021-12-24 09:00:00, None, None,52
-40.0,-40.1, None,-38.2, None, None,2021-12-24 10:00:00, None, None,52
-39.5,-40.1, None,-38.2, None, None,2021-12-24 11:00:00, None, None,52
-39.0,-40.1, None,-38.2, None, None,2021-12-24 12:00:00, None, None,52
-37.7,-40.1, None,-37.8, None, None,2021-12-24 13:00:00, None, None,52
-34.7,-40.1, None,-34.7, None, None,2021-12-24 14:00:00, None, None,52
-33.2,-40.1, None,-33.2, None, None,2021-12-24 15:00:00, None, None,52
-33.3,-40.1, None,-33.0, None, None,2021-12-24 16:00:00, None, None,52
-33.2,-40.1, None,-33.0, None, None,2021-12-24 17:00:00, None, None,52
-32.6,-40.1, None,-32.7, None, None,2021-12-24 18:00:00, None, None,52
-32.8,-32.8, None,-32.6, None, None,2021-12-24 19:00:00, None, None,52
-32.4,-32.8, None,-32.4, None, None,2021-12-24 20:00:00, None, None,52
-31.3,-32.8, None,-31.3, None, None,2021-12-24 21:00:00, None, None,52
-30.5,-32.8, None,-30.5, None, None,2021-12-24 22:00:00, None, None,52
-30.2,-32.8, None,-30.2, None, None,2021-12-24 23:00:00, None, None,52
-29.9,-32.8, None,-29.9, None, None,2021-12-25 00:00:00, None, None,52
-29.8,-32.8, None,-29.8, None, None,2021-12-25 01:00:00, None, None,52
-30.7,-32.8, None,-29.8, None, None,2021-12-25 02:00:00, None, None,52
-31.5,-32.8, None,-29.8, None, None,2021-12-25 03:00:00, None, None,52
-32.7,-32.8, None,-29.8, None, None,2021-12-25 04:00:00, None, None,52
-33.6,-33.6, None,-29.8, None, None,2021-12-25 05:00:00, None, None,52
-34.9,-34.9, None,-29.8, None, None,2021-12-25 06:00:00, None, None,52
-35.4,-35.3, None,-34.7, None, None,2021-12-25 07:00:00, None, None,52
-36.7,-36.7, None,-34.7, None, None,2021-12-25 08:00:00, None, None,52
-37.8,-37.8, None,-34.7, None, None,2021-12-25 09:00:00, None, None,52
-39.0,-39.0, None,-34.7, None, None,2021-12-25 10:00:00, None, None,52
-39.6,-39.6, None,-34.7, None, None,2021-12-25 11:00:00, None, None,52
-39.3,-39.7, None,-34.7, None, None,2021-12-25 12:00:00, None, None,52
-39.3,-39.7, None,-34.7, None, None,2021-12-25 13:00:00, None, None,52
-39.1,-39.7, None,-34.7, None, None,2021-12-25 14:00:00, None, None,52
-39.9,-39.9, None,-34.7, None, None,2021-12-25 15:00:00, None, None,52
-40.4,-40.5, None,-34.7, None, None,2021-12-25 16:00:00, None, None,52
