TempC,time,RH,week_of_year
-10.162,2019-02-19 00:00:00,91.8,8
-10.511,2019-02-19 01:00:00,92.3,8
-10.546,2019-02-19 02:00:00,91.7,8
-10.406,2019-02-19 03:00:00,90.9,8
-10.336,2019-02-19 04:00:00,91.6,8
-8.066,2019-02-19 05:00:00,93.0,8
-7.413,2019-02-19 06:00:00,92.6,8
-7.058,2019-02-19 07:00:00,93.7,8
-6.77,2019-02-19 08:00:00,93.9,8
-6.231,2019-02-19 09:00:00,93.9,8
-5.388,2019-02-19 10:00:00,94.1,8
-4.651,2019-02-19 11:00:00,94.0,8
-4.167,2019-02-19 12:00:00,94.2,8
-3.419,2019-02-19 13:00:00,93.4,8
-2.976,2019-02-19 14:00:00,93.4,8
-2.45,2019-02-19 15:00:00,94.2,8
-2.566,2019-02-19 16:00:00,94.6,8
-3.36,2019-02-19 17:00:00,95.6,8
-3.36,2019-02-19 18:00:00,96.6,8
-3.896,2019-02-19 19:00:00,97.3,8
-4.016,2019-02-19 20:00:00,97.3,8
-4.621,2019-02-19 21:00:00,97.0,8
-4.987,2019-02-19 22:00:00,96.8,8
-5.264,2019-02-19 23:00:00,96.6,8
-5.357,2019-02-20 00:00:00,96.9,8
-5.511,2019-02-20 01:00:00,96.5,8
-5.667,2019-02-20 02:00:00,96.5,8
-5.729,2019-02-20 03:00:00,96.7,8
-5.823,2019-02-20 04:00:00,96.7,8
-6.073,2019-02-20 05:00:00,96.8,8
-6.452,2019-02-20 06:00:00,96.8,8
-7.348,2019-02-20 07:00:00,96.5,8
-6.547,2019-02-20 08:00:00,97.0,8
-5.636,2019-02-20 09:00:00,96.3,8
-4.167,2019-02-20 10:00:00,95.1,8
-2.742,2019-02-20 11:00:00,88.4,8
-1.871,2019-02-20 12:00:00,76.3,8
-1.498,2019-02-20 13:00:00,70.1,8
-2.015,2019-02-20 14:00:00,63.9,8
-2.508,2019-02-20 15:00:00,61.1,8
-4.167,2019-02-20 16:00:00,63.4,8
-6.325,2019-02-20 17:00:00,72.5,8
-9.371,2019-02-20 18:00:00,83.9,8
-13.277,2019-02-20 19:00:00,90.3,8
-15.791,2019-02-20 20:00:00,90.7,8
-18.385,2019-02-20 21:00:00,89.2,8
-20.931,2019-02-20 22:00:00,87.6,8
-22.781,2019-02-20 23:00:00,86.3,8
-23.409,2019-02-21 00:00:00,84.9,8
-23.889,2019-02-21 01:00:00,85.1,8
-24.765,2019-02-21 02:00:00,84.2,8
-25.327,2019-02-21 03:00:00,84.0,8
-27.031,2019-02-21 04:00:00,83.2,8
-27.398,2019-02-21 05:00:00,82.7,8
-27.771,2019-02-21 06:00:00,82.6,8
-27.46,2019-02-21 07:00:00,82.3,8
-23.568,2019-02-21 08:00:00,84.6,8
-18.076,2019-02-21 09:00:00,85.8,8
-11.722,2019-02-21 10:00:00,87.2,8
-8.697,2019-02-21 11:00:00,79.8,8
-7.381,2019-02-21 12:00:00,75.9,8
-5.079,2019-02-21 13:00:00,71.0,8
-4.167,2019-02-21 14:00:00,69.8,8
-3.508,2019-02-21 15:00:00,70.5,8
-3.747,2019-02-21 16:00:00,74.0,8
-5.172,2019-02-21 17:00:00,86.0,8
-4.773,2019-02-21 18:00:00,81.9,8
-4.895,2019-02-21 19:00:00,82.5,8
-5.049,2019-02-21 20:00:00,85.1,8
-5.11,2019-02-21 21:00:00,88.7,8
-5.295,2019-02-21 22:00:00,91.1,8
-5.141,2019-02-21 23:00:00,92.0,8
-4.804,2019-02-22 00:00:00,89.9,8
-5.018,2019-02-22 01:00:00,90.1,8
-4.987,2019-02-22 02:00:00,91.2,8
-5.233,2019-02-22 03:00:00,92.8,8
-5.172,2019-02-22 04:00:00,95.4,8
-5.018,2019-02-22 05:00:00,96.1,8
-4.621,2019-02-22 06:00:00,96.2,8
-4.016,2019-02-22 07:00:00,94.7,8
-3.568,2019-02-22 08:00:00,91.7,8
-3.479,2019-02-22 09:00:00,89.5,8
-3.242,2019-02-22 10:00:00,89.2,8
-2.16,2019-02-22 11:00:00,89.2,8
-2.073,2019-02-22 12:00:00,88.3,8
-1.441,2019-02-22 13:00:00,87.0,8
-1.071,2019-02-22 14:00:00,85.3,8
-1.384,2019-02-22 15:00:00,87.0,8
-1.785,2019-02-22 16:00:00,89.9,8
-2.712,2019-02-22 17:00:00,94.4,8
-2.8,2019-02-22 18:00:00,96.0,8
-4.137,2019-02-22 19:00:00,95.4,8
-6.674,2019-02-22 20:00:00,93.4,8
-7.575,2019-02-22 21:00:00,93.7,8
-8.132,2019-02-22 22:00:00,92.9,8
-8.831,2019-02-22 23:00:00,93.2,8
-9.473,2019-02-23 00:00:00,92.7,8
-9.851,2019-02-23 01:00:00,91.7,8
-10.162,2019-02-23 02:00:00,91.2,8
-10.336,2019-02-23 03:00:00,90.4,8
-9.954,2019-02-23 04:00:00,90.8,8
-9.439,2019-02-23 05:00:00,81.4,8
-9.747,2019-02-23 06:00:00,76.6,8
-9.885,2019-02-23 07:00:00,73.3,8
-9.885,2019-02-23 08:00:00,70.8,8
-9.644,2019-02-23 09:00:00,67.9,8
-8.364,2019-02-23 10:00:00,64.6,8
-7.348,2019-02-23 11:00:00,59.6,8
-6.515,2019-02-23 12:00:00,56.0,8
-6.01,2019-02-23 13:00:00,54.6,8
-5.916,2019-02-23 14:00:00,59.5,8
-6.962,2019-02-23 15:00:00,61.4,8
-8.364,2019-02-23 16:00:00,62.7,8
-9.851,2019-02-23 17:00:00,67.4,8
-13.315,2019-02-23 18:00:00,78.4,8
-14.707,2019-02-23 19:00:00,86.6,8
-16.078,2019-02-23 20:00:00,87.1,8
-18.032,2019-02-23 21:00:00,88.1,8
-20.98,2019-02-23 22:00:00,87.3,8
-23.198,2019-02-23 23:00:00,87.1,8
-25.27,2019-02-24 00:00:00,85.6,8
-26.97,2019-02-24 01:00:00,84.2,8
-28.469,2019-02-24 02:00:00,83.6,8
-29.386,2019-02-24 03:00:00,82.3,8
-30.76,2019-02-24 04:00:00,81.8,8
-31.405,2019-02-24 05:00:00,81.1,8
-32.674,2019-02-24 06:00:00,80.3,8
-33.375,2019-02-24 07:00:00,79.8,8
-30.409,2019-02-24 08:00:00,80.0,8
-24.433,2019-02-24 09:00:00,81.0,8
-16.66,2019-02-24 10:00:00,78.4,8
-13.888,2019-02-24 11:00:00,68.9,8
-11.65,2019-02-24 12:00:00,63.4,8
-10.371,2019-02-24 13:00:00,59.8,8
-10.127,2019-02-24 14:00:00,55.1,8
-10.092,2019-02-24 15:00:00,54.2,8
-12.049,2019-02-24 16:00:00,58.2,8
-15.791,2019-02-24 17:00:00,76.7,8
-21.174,2019-02-24 18:00:00,84.2,8
-24.988,2019-02-24 19:00:00,83.8,8
-26.97,2019-02-24 20:00:00,82.9,8
-28.469,2019-02-24 21:00:00,81.2,8
-29.253,2019-02-24 22:00:00,80.8,8
-30.973,2019-02-24 23:00:00,80.1,8
-31.698,2019-02-25 00:00:00,79.6,8
-32.983,2019-02-25 01:00:00,78.6,8
-33.694,2019-02-25 02:00:00,78.6,8
-34.18,2019-02-25 03:00:00,78.0,8
-34.93,2019-02-25 04:00:00,77.0,8
