air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
0.1, 0.093, 60.39, 2.2, 60.0, -1.6,2022-03-05 00:00:00, -7.0,10
-0.3, -0.276, 68.2, 2.2, 68.0, -1.6,2022-03-05 01:00:00, -5.0,10
-1.0, -0.997, 68.92, 2.2, 69.0, -1.6,2022-03-05 02:00:00, -6.0,10
-1.7, -1.715, 75.22, 2.2, 75.0, -1.7,2022-03-05 03:00:00, -5.0,10
-1.5, -1.46, 75.98, 2.2, 76.0, -2.3,2022-03-05 04:00:00, -5.0,10
-1.5, -1.535, 82.4, 2.2, 82.0, -2.3,2022-03-05 05:00:00, -4.0,10
-1.2, -1.179, 76.82, 2.2, 77.0, -2.3,2022-03-05 06:00:00, -5.0,10
-1.4, -1.433, 72.53, 0.1, 73.0, -1.6,2022-03-05 07:00:00, -5.0,10
-0.1, -0.137, 65.78, 0.4, 66.0, -1.6,2022-03-05 08:00:00, -5.0,10
1.8, 1.807, 51.09, 2.0, 51.0, -1.6,2022-03-05 09:00:00, -7.0,10
2.5, 2.525, 50.08, 2.7, 50.0, -1.6,2022-03-05 10:00:00, -7.0,10
3.3, 3.328, 44.77, 3.7, 45.0, -1.6,2022-03-05 11:00:00, -7.0,10
4.3, 4.295, 42.55, 4.8, 43.0, -1.6,2022-03-05 12:00:00, -7.0,10
5.4, 5.359, 39.55, 5.4, 40.0, -1.6,2022-03-05 13:00:00, -7.0,10
5.4, 5.352, 38.54, 6.0, 39.0, -1.6,2022-03-05 14:00:00, -8.0,10
6.2, 6.204, 33.61, 6.4, 34.0, -1.6,2022-03-05 15:00:00, -9.0,10
5.4, 5.364, 36.8, 6.6, 37.0, -1.6,2022-03-05 16:00:00, -8.0,10
3.0, 3.047, 59.06, 6.6, 59.0, -1.6,2022-03-05 17:00:00, -4.0,10
-0.2, -0.163, 75.36, 6.6, 75.0, -1.6,2022-03-05 18:00:00, -4.0,10
-1.2, -1.179, 80.1, -0.1, 80.0, -1.3,2022-03-05 19:00:00, -4.0,10
-1.2, -1.243, 78.28, -0.1, 78.0, -1.5,2022-03-05 20:00:00, -4.0,10
-1.1, -1.077, 75.43, -0.1, 75.0, -1.5,2022-03-05 21:00:00, -5.0,10
-0.7, -0.704, 79.91, -0.1, 80.0, -1.5,2022-03-05 22:00:00, -3.0,10
-0.3, -0.343, 74.88, 0.2, 75.0, -1.5,2022-03-05 23:00:00, -4.0,10
-0.1, -0.138, 60.55, 0.2, 61.0, -1.5,2022-03-06 00:00:00, -6.0,10
0.9, 0.861, 57.01, 1.7, 57.0, -1.5,2022-03-06 01:00:00, -7.0,10
0.6, 0.585, 68.6, 2.1, 69.0, -1.5,2022-03-06 02:00:00, -5.0,10
0.6, 0.59, 55.74, 2.1, 56.0, -1.5,2022-03-06 03:00:00, -8.0,10
-0.3, -0.344, 66.07, 2.1, 66.0, -1.5,2022-03-06 04:00:00, -5.0,10
-0.1, -0.05, 70.14, 2.1, 70.0, -1.5,2022-03-06 05:00:00, -4.0,10
-1.0, -0.958, 65.67, 2.1, 66.0, -1.5,2022-03-06 06:00:00, -6.0,10
-1.8, -1.841, 76.3, -0.9, 76.0, -2.0,2022-03-06 07:00:00, -5.0,10
-0.9, -0.881, 75.05, -0.9, 75.0, -2.1,2022-03-06 08:00:00, -4.0,10
0.1, 0.142, 71.78, 0.1, 72.0, -2.1,2022-03-06 09:00:00, -4.0,10
3.3, 3.343, 45.88, 3.9, 46.0, -2.1,2022-03-06 10:00:00, -7.0,10
5.4, 5.352, 42.08, 5.4, 42.0, -2.1,2022-03-06 11:00:00, -7.0,10
5.9, 5.855, 40.8, 6.2, 41.0, -2.1,2022-03-06 12:00:00, -6.0,10
7.2, 7.16, 38.34, 7.2, 38.0, -2.1,2022-03-06 13:00:00, -6.0,10
7.7, 7.679, 38.83, 7.8, 39.0, -2.1,2022-03-06 14:00:00, -5.0,10
5.9, 5.867, 55.83, 8.1, 56.0, -2.1,2022-03-06 15:00:00, -2.0,10
8.0, 8.02, 41.54, 8.7, 42.0, -2.1,2022-03-06 16:00:00, -4.0,10
5.2, 5.204, 61.12, 8.7, 61.0, -2.1,2022-03-06 17:00:00, -2.0,10
1.8, 1.803, 77.28, 8.7, 77.0, -2.1,2022-03-06 18:00:00, -2.0,10
1.5, 1.527, 73.24, 2.7, 73.0, 1.0,2022-03-06 19:00:00, -3.0,10
0.7, 0.667, 80.2, 2.7, 80.0, 0.4,2022-03-06 20:00:00, -2.0,10
1.1, 1.084, 81.8, 2.7, 82.0, 0.3,2022-03-06 21:00:00, -2.0,10
0.4, 0.397, 82.0, 2.7, 82.0, 0.2,2022-03-06 22:00:00, -2.0,10
-0.3, -0.258, 82.3, 2.7, 82.0, -0.3,2022-03-06 23:00:00, -3.0,10
-0.6, -0.565, 81.6, 2.7, 82.0, -1.0,2022-03-07 00:00:00, -3.0,10
-0.4, -0.359, 83.5, 2.7, 84.0, -1.2,2022-03-07 01:00:00, -3.0,10
-0.2, -0.185, 81.7, 2.7, 82.0, -1.2,2022-03-07 02:00:00, -2.0,10
-0.6, -0.641, 85.3, 2.7, 85.0, -1.2,2022-03-07 03:00:00, -3.0,10
-0.8, -0.847, 85.0, 2.7, 85.0, -1.2,2022-03-07 04:00:00, -3.0,10
-1.0, -0.962, 84.1, 2.7, 84.0, -1.2,2022-03-07 05:00:00, -3.0,10
-1.6, -1.568, 87.6, 2.7, 88.0, -1.6,2022-03-07 06:00:00, -3.0,10
-1.0, -1.022, 83.8, -1.0, 84.0, -1.8,2022-03-07 07:00:00, -3.0,10
0.2, 0.248, 80.2, 0.5, 80.0, -1.8,2022-03-07 08:00:00, -3.0,10
1.7, 1.728, 75.29, 2.4, 75.0, -1.8,2022-03-07 09:00:00, -2.0,10
1.0, 0.991, 82.8, 2.4, 83.0, -1.8,2022-03-07 10:00:00, -2.0,10
4.9, 4.884, 58.29, 5.3, 58.0, -1.8,2022-03-07 11:00:00, -3.0,10
6.2, 6.221, 50.66, 6.6, 51.0, -1.8,2022-03-07 12:00:00, -3.0,10
6.5, 6.483, 51.09, 7.3, 51.0, -1.8,2022-03-07 13:00:00, -3.0,10
6.2, 6.245, 53.23, 7.3, 53.0, -1.8,2022-03-07 14:00:00, -2.0,10
5.6, 5.56, 55.52, 7.3, 56.0, -1.8,2022-03-07 15:00:00, -3.0,10
4.4, 4.414, 61.74, 7.3, 62.0, -1.8,2022-03-07 16:00:00, -2.0,10
1.3, 1.254, 89.6, 7.3, 90.0, -1.8,2022-03-07 17:00:00, 0.0,10
0.6, 0.579, 95.2, 7.3, 95.0, -1.8,2022-03-07 18:00:00, 0.0,10
0.2, 0.23, 96.5, 0.8, 97.0, 0.2,2022-03-07 19:00:00, 0.0,10
0.5, 0.518, 97.1, 0.8, 97.0, 0.2,2022-03-07 20:00:00, 0.0,10
0.4, 0.424, 96.6, 0.8, 97.0, 0.2,2022-03-07 21:00:00, 0.0,10
0.1, 0.08, 96.5, 0.8, 97.0, 0.2,2022-03-07 22:00:00, 0.0,10
0.0, -0.045, 96.7, 0.8, 97.0, -0.1,2022-03-07 23:00:00, 0.0,10
-0.2, -0.182, 95.1, 0.8, 95.0, -0.3,2022-03-08 00:00:00, -1.0,10
-0.9, -0.943, 94.0, 0.8, 94.0, -0.9,2022-03-08 01:00:00, -2.0,10
-1.3, -1.271, 90.2, 0.8, 90.0, -1.4,2022-03-08 02:00:00, -3.0,10
-1.2, -1.223, 71.79, 0.8, 72.0, -1.8,2022-03-08 03:00:00, -5.0,10
-2.2, -2.226, 89.6, 0.8, 90.0, -2.2,2022-03-08 04:00:00, -4.0,10
-2.7, -2.695, 87.1, 0.8, 87.0, -2.8,2022-03-08 05:00:00, -5.0,10
-3.4, -3.385, 86.4, 0.8, 86.0, -3.4,2022-03-08 06:00:00, -5.0,10
-3.4, -3.413, 76.38, -2.5, 76.0, -3.6,2022-03-08 07:00:00, -6.0,10
-1.9, -1.906, 53.57, -2.0, 54.0, -3.9,2022-03-08 08:00:00, -9.0,10
-1.3, -1.332, 53.87, -0.9, 54.0, -3.9,2022-03-08 09:00:00, -8.0,10
-0.3, -0.281, 38.34, 0.0, 38.0, -3.9,2022-03-08 10:00:00, -11.0,10
1.2, 1.162, 36.7, 1.0, 37.0, -3.9,2022-03-08 11:00:00, -12.0,10
0.8, 0.839, 29.99, 1.8, 30.0, -3.9,2022-03-08 12:00:00, -15.0,10
1.3, 1.274, 24.48, 1.8, 24.0, -3.9,2022-03-08 13:00:00, -17.0,10
1.5, 1.507, 18.53, 2.5, 19.0, -3.9,2022-03-08 14:00:00, -20.0,10
1.3, 1.282, 19.12, 2.5, 19.0, -3.9,2022-03-08 15:00:00, -20.0,10
0.4, 0.432, 20.63, 2.5, 21.0, -3.9,2022-03-08 16:00:00, -20.0,10
0.1, 0.062, 23.25, 2.5, 23.0, -3.9,2022-03-08 17:00:00, -19.0,10
-0.7, -0.687, 24.73, 2.5, 25.0, -3.9,2022-03-08 18:00:00, -16.0,10
-2.3, -2.29, 30.81, -0.6, 31.0, -2.5,2022-03-08 19:00:00, -15.0,10
-2.8, -2.823, 36.35, -0.6, 36.0, -3.0,2022-03-08 20:00:00, -13.0,10
-3.2, -3.215, 36.25, -0.6, 36.0, -3.7,2022-03-08 21:00:00, -15.0,10
-3.6, -3.572, 45.07, -0.6, 45.0, -3.9,2022-03-08 22:00:00, -13.0,10
-3.7, -3.699, 38.19, -0.6, 38.0, -3.9,2022-03-08 23:00:00, -15.0,10
-5.2, -5.198, 48.82, -0.6, 49.0, -5.0,2022-03-09 00:00:00, -13.0,10
-6.8, -6.808, 54.06, -0.6, 54.0, -6.9,2022-03-09 01:00:00, -14.0,10
-7.9, -7.906, 59.98, -0.6, 60.0, -8.0,2022-03-09 02:00:00, -14.0,10
-9.1, -9.1, 60.74, -0.6, 61.0, -9.1,2022-03-09 03:00:00, -15.0,10
-9.6, -9.62, 56.13, -0.6, 56.0, -9.8,2022-03-09 04:00:00, -16.0,10
-10.2, -10.19, 55.19, -0.6, 55.0, -10.3,2022-03-09 05:00:00, -17.0,10
-10.6, -10.64, 55.6, -0.6, 56.0, -10.7,2022-03-09 06:00:00, -17.0,10
-10.6, -10.62, 56.43, -10.2, 56.0, -10.7,2022-03-09 07:00:00, -17.0,10
-9.2, -9.24, 57.58, -9.2, 58.0, -10.8,2022-03-09 08:00:00, -16.0,10
-6.6, -6.601, 47.95, -6.2, 48.0, -10.8,2022-03-09 09:00:00, -15.0,10
-4.8, -4.766, 31.13, -4.5, 31.0, -10.8,2022-03-09 10:00:00, -18.0,10
-4.3, -4.263, 27.3, -3.7, 27.0, -10.8,2022-03-09 11:00:00, -19.0,10
-3.1, -3.054, 24.2, -3.0, 24.0, -10.8,2022-03-09 12:00:00, -19.0,10
-2.5, -2.515, 22.61, -2.5, 23.0, -10.8,2022-03-09 13:00:00, -19.0,10
-2.2, -2.155, 20.68, -1.7, 21.0, -10.8,2022-03-09 14:00:00, -20.0,10
-1.6, -1.613, 22.35, -1.3, 22.0, -10.8,2022-03-09 15:00:00, -19.0,10
-2.2, -2.159, 28.35, -0.9, 28.0, -10.8,2022-03-09 16:00:00, -16.0,10
-2.6, -2.637, 25.39, -0.9, 25.0, -10.8,2022-03-09 17:00:00, -18.0,10
-5.9, -5.93, 52.86, -0.9, 53.0, -10.8,2022-03-09 18:00:00, -13.0,10
-7.0, -7.014, 45.77, -5.9, 46.0, -7.2,2022-03-09 19:00:00, -16.0,10
-7.9, -7.93, 50.06, -5.9, 50.0, -7.9,2022-03-09 20:00:00, -16.0,10
-8.5, -8.51, 58.32, -5.9, 58.0, -8.6,2022-03-09 21:00:00, -15.0,10
-9.8, -9.82, 62.16, -5.9, 62.0, -9.9,2022-03-09 22:00:00, -15.0,10
-10.3, -10.32, 67.92, -5.9, 68.0, -10.5,2022-03-09 23:00:00, -15.0,10
-10.6, -10.6, 70.15, -5.9, 70.0, -10.8,2022-03-10 00:00:00, -14.0,10
-10.7, -10.67, 70.23, -5.9, 70.0, -10.9,2022-03-10 01:00:00, -15.0,10
-11.0, -10.98, 69.15, -5.9, 69.0, -11.0,2022-03-10 02:00:00, -15.0,10
-10.9, -10.9, 67.77, -5.9, 68.0, -11.3,2022-03-10 03:00:00, -15.0,10
-11.0, -11.04, 65.8, -5.9, 66.0, -11.4,2022-03-10 04:00:00, -16.0,10
-11.4, -11.41, 72.35, -5.9, 72.0, -11.8,2022-03-10 05:00:00, -15.0,10
-11.5, -11.49, 73.59, -5.9, 74.0, -11.8,2022-03-10 06:00:00, -15.0,10
-11.2, -11.24, 74.54, -11.0, 75.0, -11.7,2022-03-10 07:00:00, -14.0,10
-9.0, -9.02, 60.62, -8.8, 61.0, -11.7,2022-03-10 08:00:00, -15.0,10
-7.1, -7.096, 57.29, -6.5, 57.0, -11.7,2022-03-10 09:00:00, -14.0,10
-2.5, -2.536, 40.97, -2.6, 41.0, -11.7,2022-03-10 10:00:00, -13.0,10
-0.5, -0.499, 32.63, -0.7, 33.0, -11.7,2022-03-10 11:00:00, -13.0,10
0.9, 0.908, 30.31, 1.7, 30.0, -11.7,2022-03-10 12:00:00, -15.0,10
3.2, 3.207, 24.62, 3.1, 25.0, -11.7,2022-03-10 13:00:00, -15.0,10
3.1, 3.136, 26.56, 3.8, 27.0, -11.7,2022-03-10 14:00:00, -14.0,10
2.2, 2.208, 31.76, 3.8, 32.0, -11.7,2022-03-10 15:00:00, -13.0,10
1.3, 1.308, 34.4, 3.8, 34.0, -11.7,2022-03-10 16:00:00, -12.0,10
1.0, 1.046, 33.93, 3.8, 34.0, -11.7,2022-03-10 17:00:00, -13.0,10
-1.4, -1.417, 49.75, 3.8, 50.0, -11.7,2022-03-10 18:00:00, -9.0,10
-0.8, -0.765, 40.44, -0.5, 40.0, -1.7,2022-03-10 19:00:00, -11.0,10
-1.5, -1.477, 47.33, -0.5, 47.0, -2.2,2022-03-10 20:00:00, -10.0,10
-2.1, -2.056, 53.67, -0.5, 54.0, -2.7,2022-03-10 21:00:00, -10.0,10
-1.9, -1.907, 54.0, -0.5, 54.0, -2.7,2022-03-10 22:00:00, -9.0,10
-2.5, -2.545, 55.43, -0.5, 55.0, -2.8,2022-03-10 23:00:00, -9.0,10
-1.6, -1.638, 53.12, -0.5, 53.0, -2.8,2022-03-11 00:00:00, -9.0,10
-1.9, -1.881, 54.91, -0.5, 55.0, -2.8,2022-03-11 01:00:00, -9.0,10
