CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None, None, 90.0, None, None, None, 51.8, 4.811, None, 25.92, -42.0, None, -41.0, -41.0, 0.0, -42.0, None, None, -39.4, None, None, 90.0, None,2022-03-05 00:00:00, None, None, None, None,10
None, None, 89.9, None, None, None, 48.08, 5.681, None, 25.04, -42.0, None, -41.0, -41.1, 0.0, -42.0, None, None, -39.4, None, None, 90.0, None,2022-03-05 01:00:00, None, None, None, None,10
None, None, 90.0, None, None, None, 50.22, 5.624, None, 10.81, -42.0, None, -41.0, -41.1, 0.0, -42.0, None, None, -39.4, None, None, 90.0, None,2022-03-05 02:00:00, None, None, None, None,10
None, None, 89.9, None, None, None, 35.66, 8.63, None, 1.383, -42.0, None, -41.0, -41.1, 0.0, -42.0, None, None, -39.4, None, None, 90.0, None,2022-03-05 03:00:00, None, None, None, None,10
None, None, 89.1, None, None, None, 34.94, 8.99, None, 354.3, -42.0, None, -41.2, -41.2, 0.0, -42.0, None, None, -39.4, None, None, 89.0, None,2022-03-05 04:00:00, None, None, None, None,10
None, None, 88.7, None, None, None, 40.7, 6.791, None, 9.46, -42.0, None, -41.1, -41.2, 0.0, -42.0, None, None, -39.4, None, None, 89.0, None,2022-03-05 05:00:00, None, None, None, None,10
None, None, 89.9, None, None, None, 42.38, 6.123, None, 354.6, -42.0, None, -41.0, -41.2, 0.0, -42.0, None, None, -39.4, None, None, 90.0, None,2022-03-05 06:00:00, None, None, None, None,10
None, None, 89.2, None, None, None, 35.11, 8.04, None, 359.3, -42.0, None, -41.2, -41.3, 0.0, -42.0, None, None, -41.0, None, None, 89.0, None,2022-03-05 07:00:00, None, None, None, None,10
None, None, 87.3, None, None, None, 18.83, 11.99, None, 12.54, -42.0, None, -41.0, -41.3, 0.0, -42.0, None, None, -41.0, None, None, 87.0, None,2022-03-05 08:00:00, None, None, None, None,10
None, None, 85.7, None, None, None, 33.53, 7.18, None, 17.33, -42.0, None, -40.6, -41.3, 0.0, -42.0, None, None, -40.6, None, None, 86.0, None,2022-03-05 09:00:00, None, None, None, None,10
None, None, 82.3, None, None, None, 17.25, 9.09, None, 28.37, -42.0, None, -39.9, -41.3, 0.0, -42.0, None, None, -39.9, None, None, 82.0, None,2022-03-05 10:00:00, None, None, None, None,10
None, None, 72.8, None, None, None, 11.99, 10.42, None, 13.76, -41.0, None, -38.6, -41.3, 0.0, -41.0, None, None, -38.6, None, None, 73.0, None,2022-03-05 11:00:00, None, None, None, None,10
None, None, 60.34, None, None, None, 36.37, 2.545, None, 22.22, -41.0, None, -36.4, -42.7, 0.0, -41.0, None, None, -36.2, None, None, 60.0, None,2022-03-05 12:00:00, None, None, None, None,10
None, None, 55.7, None, None, None, 63.3, 1.943, None, 29.72, -43.0, None, -37.6, -42.7, 0.0, -43.0, None, None, -35.9, None, None, 56.0, None,2022-03-05 13:00:00, None, None, None, None,10
None, None, 60.43, None, None, None, 38.72, 6.435, None, 317.5, -42.0, None, -37.1, -42.7, 0.0, -42.0, None, None, -35.9, None, None, 60.0, None,2022-03-05 14:00:00, None, None, None, None,10
None, None, 53.27, None, None, None, 34.79, 7.33, None, 301.4, -43.0, None, -37.8, -42.7, 0.0, -43.0, None, None, -35.9, None, None, 53.0, None,2022-03-05 15:00:00, None, None, None, None,10
None, None, 58.69, None, None, None, 15.21, 14.8, None, 315.8, -43.0, None, -38.1, -42.7, 0.0, -43.0, None, None, -35.9, None, None, 59.0, None,2022-03-05 16:00:00, None, None, None, None,10
None, None, 56.62, None, None, None, 12.59, 18.19, None, 322.1, -43.0, None, -38.3, -42.7, 0.0, -43.0, None, None, -35.9, None, None, 57.0, None,2022-03-05 17:00:00, None, None, None, None,10
None, None, 65.12, None, None, None, 8.83, 19.22, None, 320.3, -43.0, None, -39.0, -42.7, 0.0, -43.0, None, None, -35.9, None, None, 65.0, None,2022-03-05 18:00:00, None, None, None, None,10
None, None, 58.31, None, None, None, 8.99, 15.7, None, 315.6, -44.0, None, -39.1, -39.2, 0.0, -44.0, None, None, -39.0, None, None, 58.0, None,2022-03-05 19:00:00, None, None, None, None,10
None, None, 54.44, None, None, None, 19.99, 11.45, None, 343.6, -44.0, None, -39.2, -39.4, 0.0, -44.0, None, None, -39.0, None, None, 54.0, None,2022-03-05 20:00:00, None, None, None, None,10
None, None, 55.92, None, None, None, 22.54, 11.1, None, 352.6, -44.0, None, -39.0, -39.4, 0.0, -44.0, None, None, -39.0, None, None, 56.0, None,2022-03-05 21:00:00, None, None, None, None,10
None, None, 59.69, None, None, None, 19.59, 17.21, None, 354.2, -43.0, None, -38.9, -39.4, 0.0, -43.0, None, None, -38.8, None, None, 60.0, None,2022-03-05 22:00:00, None, None, None, None,10
None, None, 61.03, None, None, None, 29.24, 10.38, None, 0.626, -43.0, None, -39.1, -39.4, 0.0, -43.0, None, None, -38.8, None, None, 61.0, None,2022-03-05 23:00:00, None, None, None, None,10
None, None, 66.12, None, None, None, 24.75, 13.4, None, 357.0, -43.0, None, -39.2, -39.4, 0.0, -43.0, None, None, -38.8, None, None, 66.0, None,2022-03-06 00:00:00, None, None, None, None,10
None, None, 72.3, None, None, None, 22.51, 12.21, None, 351.8, -42.0, None, -39.4, -39.4, 0.0, -42.0, None, None, -38.8, None, None, 72.0, None,2022-03-06 01:00:00, None, None, None, None,10
None, None, 77.6, None, None, None, 16.95, 14.73, None, 349.3, -42.0, None, -39.7, -39.7, 0.0, -42.0, None, None, -38.8, None, None, 78.0, None,2022-03-06 02:00:00, None, None, None, None,10
None, None, 86.5, None, None, None, 10.11, 22.44, None, 350.9, -41.0, None, -40.1, -40.1, 0.0, -41.0, None, None, -38.8, None, None, 87.0, None,2022-03-06 03:00:00, None, None, None, None,10
None, None, 92.0, None, None, None, 10.07, 24.94, None, 356.2, -41.0, None, -40.4, -40.4, 0.0, -41.0, None, None, -38.8, None, None, 92.0, None,2022-03-06 04:00:00, None, None, None, None,10
None, None, 91.6, None, None, None, 11.84, 23.65, None, 0.847, -41.0, None, -40.3, -40.5, 0.0, -41.0, None, None, -38.8, None, None, 92.0, None,2022-03-06 05:00:00, None, None, None, None,10
None, None, 90.8, None, None, None, 14.11, 19.26, None, 358.2, -41.0, None, -40.4, -40.5, 0.0, -41.0, None, None, -38.8, None, None, 91.0, None,2022-03-06 06:00:00, None, None, None, None,10
None, None, 91.4, None, None, None, 10.78, 19.42, None, 356.3, -41.0, None, -40.3, -40.4, 0.0, -41.0, None, None, -40.3, None, None, 91.0, None,2022-03-06 07:00:00, None, None, None, None,10
None, None, 90.1, None, None, None, 8.51, 17.68, None, 8.68, -41.0, None, -39.9, -40.4, 0.0, -41.0, None, None, -39.9, None, None, 90.0, None,2022-03-06 08:00:00, None, None, None, None,10
None, None, 89.9, None, None, None, 13.66, 14.94, None, 18.0, -41.0, None, -39.7, -40.4, 0.0, -41.0, None, None, -39.6, None, None, 90.0, None,2022-03-06 09:00:00, None, None, None, None,10
None, None, 87.2, None, None, None, 13.66, 12.63, None, 16.55, -40.0, None, -39.2, -40.4, 0.0, -40.0, None, None, -39.2, None, None, 87.0, None,2022-03-06 10:00:00, None, None, None, None,10
None, None, 71.3, None, None, None, 27.9, 6.267, None, 28.23, -40.0, None, -36.8, -40.4, 0.0, -40.0, None, None, -36.7, None, None, 71.0, None,2022-03-06 11:00:00, None, None, None, None,10
None, None, 61.06, None, None, None, 58.95, 1.241, None, 78.1, -39.0, None, -34.4, -40.4, 0.0, -39.0, None, None, -34.4, None, None, 61.0, None,2022-03-06 12:00:00, None, None, None, None,10
None, None, 61.04, None, None, None, 38.75, 5.368, None, 290.2, -40.0, None, -35.6, -40.4, 0.0, -40.0, None, None, -34.4, None, None, 61.0, None,2022-03-06 13:00:00, None, None, None, None,10
None, None, 66.99, None, None, None, 23.22, 9.09, None, 272.0, -40.0, None, -36.4, -40.4, 0.0, -40.0, None, None, -34.4, None, None, 67.0, None,2022-03-06 14:00:00, None, None, None, None,10
None, None, 65.05, None, None, None, 17.93, 8.83, None, 250.7, -39.0, None, -35.6, -40.4, 0.0, -39.0, None, None, -34.4, None, None, 65.0, None,2022-03-06 15:00:00, None, None, None, None,10
None, None, 69.12, None, None, None, 18.64, 11.88, None, 280.9, -39.0, None, -36.2, -40.4, 0.0, -39.0, None, None, -34.4, None, None, 69.0, None,2022-03-06 16:00:00, None, None, None, None,10
None, None, 61.7, None, None, None, 16.53, 16.77, None, 283.6, -41.0, None, -36.6, -40.4, 0.0, -41.0, None, None, -34.4, None, None, 62.0, None,2022-03-06 17:00:00, None, None, None, None,10
None, None, 73.7, None, None, None, 16.24, 21.27, None, 300.7, -40.0, None, -37.5, -40.4, 0.0, -40.0, None, None, -34.4, None, None, 74.0, None,2022-03-06 18:00:00, None, None, None, None,10
None, None, 77.5, None, None, None, 8.25, 25.08, None, 277.4, -40.0, None, -37.8, -37.8, 0.0, -40.0, None, None, -37.5, None, None, 78.0, None,2022-03-06 19:00:00, None, None, None, None,10
None, None, 75.1, None, None, None, 7.0, 25.03, None, 270.5, -40.0, None, -37.7, -37.9, 0.0, -40.0, None, None, -37.5, None, None, 75.0, None,2022-03-06 20:00:00, None, None, None, None,10
None, None, 68.78, None, None, None, 7.99, 24.31, None, 279.1, -41.0, None, -37.4, -37.9, 0.0, -41.0, None, None, -37.3, None, None, 69.0, None,2022-03-06 21:00:00, None, None, None, None,10
None, None, 71.3, None, None, None, 7.66, 26.31, None, 280.4, -41.0, None, -37.7, -37.9, 0.0, -41.0, None, None, -37.2, None, None, 71.0, None,2022-03-06 22:00:00, None, None, None, None,10
None, None, 65.58, None, None, None, 7.86, 22.36, None, 289.1, -41.0, None, -37.5, -37.9, 0.0, -41.0, None, None, -37.2, None, None, 66.0, None,2022-03-06 23:00:00, None, None, None, None,10
