ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,ONE_DAY_SNOW,time,air_temp_1,SNOW_ON_THE_GROUND,snw_dpth,MAX_TEMP,week_of_year
None,333.0, 162.0, None, None,2016-12-23 00:00:00, -6.4, None, None, None,52
None,333.0, 162.0, None, None,2016-12-23 01:00:00, -7.4, None, None, None,52
None,333.0, 162.0, None, None,2016-12-23 02:00:00, -6.7, None, None, None,52
None,333.0, 162.0, None, None,2016-12-23 03:00:00, -7.6, None, None, None,52
None,333.0, 162.0, None, None,2016-12-23 04:00:00, -7.2, None, None, None,52
None,333.0, 162.0, None, None,2016-12-23 05:00:00, -7.3, None, None, None,52
None,333.0, 162.0, None, None,2016-12-23 06:00:00, -7.6, None, None, None,52
None,333.0, 161.0, None, None,2016-12-23 07:00:00, -7.8, None, None, None,52
None,333.0, 161.0, None, None,2016-12-23 08:00:00, -6.0, None, None, None,52
None,333.0, 161.0, None, None,2016-12-23 09:00:00, -5.8, None, None, None,52
None,333.0, 161.0, None, None,2016-12-23 10:00:00, -8.1, None, None, None,52
None,333.0, 161.0, None, None,2016-12-23 11:00:00, -8.6, None, None, None,52
None,334.0, 161.0, None, None,2016-12-23 12:00:00, -9.9, None, None, None,52
None,334.0, 161.0, None, None,2016-12-23 13:00:00, -9.7, None, None, None,52
None,334.0, 161.0, None, None,2016-12-23 14:00:00, -9.0, None, None, None,52
None,335.0, 162.0, None, None,2016-12-23 15:00:00, -8.7, None, None, None,52
None,335.0, 162.0, None, None,2016-12-23 16:00:00, -8.7, None, None, None,52
None,335.0, 163.0, None, None,2016-12-23 17:00:00, -8.5, None, None, None,52
None,336.0, 163.0, None, None,2016-12-23 18:00:00, -7.9, None, None, None,52
None,336.0, 164.0, None, None,2016-12-23 19:00:00, -8.1, None, None, None,52
None,336.0, 164.0, None, None,2016-12-23 20:00:00, -8.2, None, None, None,52
None,336.0, 165.0, None, None,2016-12-23 21:00:00, -8.2, None, None, None,52
None,336.0, 166.0, None, None,2016-12-23 22:00:00, -8.2, None, None, None,52
None,337.0, 167.0, None, None,2016-12-23 23:00:00, -8.1, None, None, None,52
None,337.0, 167.0, None, None,2016-12-24 00:00:00, -8.1, None, None, None,52
None,337.0, 167.0, None, None,2016-12-24 01:00:00, -8.1, None, None, None,52
None,337.0, 168.0, None, None,2016-12-24 02:00:00, -7.8, None, None, None,52
None,338.0, 168.0, None, None,2016-12-24 03:00:00, -7.6, None, None, None,52
