AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
-0.1, 0.0,0.0, 0.0, 0.0,2017-12-03 00:00:00, 305.0,98.0,49
0.0, None,0.0, 3.2, None,2017-12-03 00:15:00, 323.0,98.0,49
-0.1, None,0.0, 1.2, None,2017-12-03 00:30:00, 350.0,98.0,49
-0.3, None,0.0, 2.0, None,2017-12-03 00:45:00, 25.0,98.0,49
-0.5, 0.0,0.0, 2.5, 0.0,2017-12-03 01:00:00, 291.0,98.0,49
-0.7, None,0.0, 1.8, None,2017-12-03 01:15:00, 53.0,98.0,49
-0.9, None,0.0, 2.3, None,2017-12-03 01:30:00, 248.0,98.0,49
-1.0, None,0.0, 1.9, None,2017-12-03 01:45:00, 324.0,98.0,49
-1.1, 0.0,0.0, 2.9, 0.0,2017-12-03 02:00:00, 287.0,98.0,49
-1.3, None,0.0, 0.9, None,2017-12-03 02:15:00, 173.0,98.0,49
-1.3, None,0.0, 3.4, None,2017-12-03 02:30:00, 284.0,98.0,49
-1.5, None,0.0, 1.0, None,2017-12-03 02:45:00, 330.0,98.0,49
-1.7, 0.0,0.0, 0.0, 0.0,2017-12-03 03:00:00, 329.0,98.0,49
-1.8, None,0.0, 1.6, None,2017-12-03 03:15:00, 41.0,98.0,49
-1.7, None,0.0, 2.9, None,2017-12-03 03:30:00, 36.0,98.0,49
-1.8, None,0.0, 4.2, None,2017-12-03 03:45:00, 42.0,98.0,49
-1.6, 0.0,0.0, 4.5, 0.0,2017-12-03 04:00:00, 280.0,98.0,49
-1.8, None,0.0, 4.1, None,2017-12-03 04:15:00, 49.0,98.0,49
-1.8, None,0.0, 4.4, None,2017-12-03 04:30:00, 54.0,98.0,49
-1.8, None,0.0, 3.9, None,2017-12-03 04:45:00, 44.0,97.0,49
-2.1, 0.0,0.0, 3.9, 0.0,2017-12-03 05:00:00, 46.0,97.0,49
-2.1, None,0.0, 2.0, None,2017-12-03 05:15:00, 291.0,97.0,49
-2.2, None,0.0, 2.2, None,2017-12-03 05:30:00, 15.0,97.0,49
-2.3, None,0.0, 3.0, None,2017-12-03 05:45:00, 31.0,96.0,49
-2.2, 0.0,0.0, 3.3, 0.0,2017-12-03 06:00:00, 51.0,96.0,49
-2.3, None,0.0, 4.0, None,2017-12-03 06:15:00, 314.0,96.0,49
-2.4, None,0.0, 2.5, None,2017-12-03 06:30:00, 103.0,96.0,49
-2.4, None,0.0, 1.9, None,2017-12-03 06:45:00, 305.0,96.0,49
-2.4, 0.0,0.0, 3.1, 0.0,2017-12-03 07:00:00, 50.0,96.0,49
-2.6, None,0.0, 3.0, None,2017-12-03 07:15:00, 17.0,96.0,49
-2.6, None,0.0, 4.1, None,2017-12-03 07:30:00, 36.0,95.0,49
-2.7, None,0.0, 1.5, None,2017-12-03 07:45:00, 48.0,95.0,49
-2.9, 0.0,0.0, 2.4, 0.0,2017-12-03 08:00:00, 42.0,95.0,49
-2.8, None,0.0, 4.2, None,2017-12-03 08:15:00, 60.0,95.0,49
-2.7, None,0.0, 3.5, None,2017-12-03 08:30:00, 52.0,95.0,49
-1.8, None,0.0, 3.3, None,2017-12-03 08:45:00, 27.0,93.0,49
-1.1, 0.0,0.0, 0.3, 0.0,2017-12-03 09:00:00, 328.0,93.0,49
-0.2, None,0.0, 1.9, None,2017-12-03 09:15:00, 207.0,92.0,49
-0.1, None,0.0, 3.9, None,2017-12-03 09:30:00, 66.0,92.0,49
0.9, None,0.0, 3.0, None,2017-12-03 09:45:00, 135.0,91.0,49
1.0, 1.0,0.0, 1.7, 0.0,2017-12-03 10:00:00, 76.0,92.0,49
1.0, None,0.0, 2.4, None,2017-12-03 10:15:00, 62.0,95.0,49
1.0, None,0.0, 2.6, None,2017-12-03 10:30:00, 141.0,96.0,49
1.5, None,0.0, 3.2, None,2017-12-03 10:45:00, 176.0,96.0,49
2.0, -1.0,0.0, 1.8, 0.001,2017-12-03 11:00:00, 105.0,94.0,49
2.4, None,0.0, 3.7, None,2017-12-03 11:15:00, 202.0,95.0,49
3.8, None,0.0, 3.7, None,2017-12-03 11:30:00, 178.0,86.0,49
4.5, None,0.0, 5.5, None,2017-12-03 11:45:00, 180.0,86.0,49
4.8, 0.0,0.0, 4.0, 0.0,2017-12-03 12:00:00, 170.0,84.0,49
3.1, None,0.0, 4.8, None,2017-12-03 12:15:00, 150.0,89.0,49
3.9, None,0.0, 4.0, None,2017-12-03 12:30:00, 132.0,85.0,49
3.1, None,0.0, 1.4, None,2017-12-03 12:45:00, 136.0,89.0,49
3.3, 0.0,0.0, 3.6, 0.0,2017-12-03 13:00:00, 141.0,91.0,49
