wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
19.5,11.6, None,0.0, None,59.0, None, None, None,0.0,2016-07-01 00:00:00,27
18.1,11.9, None,0.0, None,57.0, None, None, None,0.0,2016-07-01 01:00:00,27
13.6,11.5, None,0.0, None,58.0, None, None, None,0.0,2016-07-01 02:00:00,27
14.2,11.4, None,0.0, None,59.0, None, None, None,0.0,2016-07-01 03:00:00,27
7.4,11.8, None,0.0, None,56.0, None, None, None,0.0,2016-07-01 04:00:00,27
5.5,14.6, None,0.0, None,49.0, None, None, None,0.0,2016-07-01 05:00:00,27
9.8,15.3, None,0.0, None,48.0, None, None, None,0.0,2016-07-01 06:00:00,27
13.8,15.1, None,0.0, None,51.0, None, None, None,0.0,2016-07-01 07:00:00,27
13.4,16.0, None,1.0, None,46.0, None, None, None,0.0,2016-07-01 08:00:00,27
14.6,17.0, None,0.0, None,42.0, None, None, None,0.0,2016-07-01 09:00:00,27
10.5,17.8, None,0.0, None,44.0, None, None, None,0.0,2016-07-01 10:00:00,27
9.2,18.9, None,0.0, None,40.0, None, None, None,0.0,2016-07-01 11:00:00,27
9.0,20.1, None,0.0, None,33.0, None, None, None,0.0,2016-07-01 12:00:00,27
13.5,19.9, None,0.0, None,33.0, None, None, None,0.0,2016-07-01 13:00:00,27
15.1,20.1, None,0.0, None,33.0, None, None, None,0.0,2016-07-01 14:00:00,27
11.9,19.2, None,0.0, None,34.0, None, None, None,0.0,2016-07-01 15:00:00,27
29.9,18.0, None,0.0, None,39.0, None, None, None,0.0,2016-07-01 16:00:00,27
28.8,16.3, None,0.0, None,42.0, None, None, None,0.0,2016-07-01 17:00:00,27
28.9,14.9, None,0.0, None,44.0, None, None, None,0.0,2016-07-01 18:00:00,27
33.4,14.0, None,0.0, None,43.0, None, None, None,0.0,2016-07-01 19:00:00,27
29.2,13.0, None,0.0, None,47.0, None, None, None,0.0,2016-07-01 20:00:00,27
32.1,12.3, None,0.0, None,51.0, None, None, None,0.0,2016-07-01 21:00:00,27
26.6,12.2, None,0.0, None,59.0, None, None, None,0.0,2016-07-01 22:00:00,27
16.4,11.8, None,0.0, None,63.0, None, None, None,0.0,2016-07-01 23:00:00,27
23.2,11.3, None,0.0, None,63.0, None, None, None,0.0,2016-07-02 00:00:00,27
24.6,10.6, None,0.0, None,65.0, None, None, None,0.0,2016-07-02 01:00:00,27
24.2,10.6, None,0.0, None,63.0, None, None, None,0.0,2016-07-02 02:00:00,27
21.7,10.6, None,0.0, None,63.0, None, None, None,0.0,2016-07-02 03:00:00,27
15.9,10.6, None,0.0, None,63.0, None, None, None,0.0,2016-07-02 04:00:00,27
15.2,12.1, None,1.0, None,59.0, None, None, None,0.0,2016-07-02 05:00:00,27
12.7,13.7, None,0.0, None,54.0, None, None, None,0.0,2016-07-02 06:00:00,27
9.2,15.3, None,0.0, None,51.0, None, None, None,0.0,2016-07-02 07:00:00,27
13.5,15.1, None,0.0, None,56.0, None, None, None,0.0,2016-07-02 08:00:00,27
16.2,15.1, None,0.0, None,58.0, None, None, None,0.0,2016-07-02 09:00:00,27
15.2,15.8, None,0.0, None,57.0, None, None, None,0.0,2016-07-02 10:00:00,27
14.4,15.1, None,0.0, None,56.0, None, None, None,0.0,2016-07-02 11:00:00,27
14.5,15.3, None,0.0, None,53.0, None, None, None,0.0,2016-07-02 12:00:00,27
17.7,15.6, None,0.0, None,53.0, None, None, None,0.0,2016-07-02 13:00:00,27
18.2,15.3, None,0.0, None,50.0, None, None, None,0.0,2016-07-02 14:00:00,27
14.7,15.0, None,0.0, None,58.0, None, None, None,0.0,2016-07-02 15:00:00,27
16.5,14.4, None,0.0, None,64.0, None, None, None,0.0,2016-07-02 16:00:00,27
22.5,15.7, None,0.0, None,59.0, None, None, None,0.0,2016-07-02 17:00:00,27
31.0,14.2, None,0.0, None,66.0, None, None, None,0.0,2016-07-02 18:00:00,27
39.3,12.0, None,0.0, None,77.0, None, None, None,0.0,2016-07-02 19:00:00,27
45.4,11.2, None,0.0, None,81.0, None, None, None,0.0,2016-07-02 20:00:00,27
37.8,10.5, None,0.0, None,87.0, None, None, None,0.0,2016-07-02 21:00:00,27
41.5,10.4, None,0.0, None,87.0, None, None, None,0.0,2016-07-02 22:00:00,27
37.1,10.2, None,0.0, None,89.0, None, None, None,0.0,2016-07-02 23:00:00,27
39.3,10.2, None,0.0, None,87.0, None, None, None,0.0,2016-07-03 00:00:00,27
39.0,10.4, None,0.0, None,80.0, None, None, None,0.0,2016-07-03 01:00:00,27
