station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 0.0, -21.7, None, 2016-01-01 00:00:00, None, -16.4
None, 0.0, -24.0, None, 2016-01-02 00:00:00, None, -17.0
None, 0.6, -21.0, None, 2016-01-03 00:00:00, None, -18.5
None, 0.4, -18.9, None, 2016-01-04 00:00:00, None, -10.4
None, 0.0, -20.6, None, 2016-01-05 00:00:00, None, -11.7
None, 0.0, -16.7, None, 2016-01-06 00:00:00, None, -9.7
None, 0.0, -16.3, None, 2016-01-07 00:00:00, None, -7.2
None, 0.0, -13.8, None, 2016-01-08 00:00:00, None, -7.6
None, 1.0, -14.9, None, 2016-01-09 00:00:00, None, -12.9
None, 1.0, -15.5, None, 2016-01-10 00:00:00, None, -11.1
None, 9.0, -12.2, None, 2016-01-11 00:00:00, None, -7.2
None, 4.0, -9.5, None, 2016-01-12 00:00:00, None, -5.2
None, 1.0, -8.6, None, 2016-01-13 00:00:00, None, -5.6
None, 0.0, -9.2, None, 2016-01-14 00:00:00, None, -5.5
None, 1.0, -15.2, None, 2016-01-15 00:00:00, None, -7.9
None, 3.0, -10.3, None, 2016-01-16 00:00:00, None, -9.4
None, 2.0, -13.4, None, 2016-01-17 00:00:00, None, -8.2
None, 0.0, -10.6, None, 2016-01-18 00:00:00, None, -7.1
None, 1.0, -9.6, None, 2016-01-19 00:00:00, None, -5.3
None, 1.0, -7.9, None, 2016-01-20 00:00:00, None, -5.4
None, 2.0, -7.7, None, 2016-01-21 00:00:00, None, -5.4
None, 0.0, -10.1, None, 2016-01-22 00:00:00, None, -4.1
None, 0.0, -6.8, None, 2016-01-23 00:00:00, None, -4.1
None, 0.0, -11.6, None, 2016-01-24 00:00:00, None, -6.3
None, 9.1, -12.0, None, 2016-01-25 00:00:00, None, -7.3
None, 0.0, -9.2, None, 2016-01-26 00:00:00, None, 1.3
None, 3.0, -4.9, None, 2016-01-27 00:00:00, None, -1.6
None, 5.0, -3.0, None, 2016-01-28 00:00:00, None, 0.8
None, 2.0, -6.2, None, 2016-01-29 00:00:00, None, -1.0
None, 1.0, -8.9, None, 2016-01-30 00:00:00, None, -5.5
None, 0.0, -8.7, None, 2016-01-31 00:00:00, None, -6.1
None, 2.0, -15.4, None, 2016-02-01 00:00:00, None, -7.9
None, 0.0, -16.3, None, 2016-02-02 00:00:00, None, -10.0
None, 0.0, -19.5, None, 2016-02-03 00:00:00, None, -11.0
None, 4.0, -12.9, None, 2016-02-04 00:00:00, None, -8.8
None, 6.0, -9.5, None, 2016-02-05 00:00:00, None, -1.8
None, 1.0, -7.9, None, 2016-02-06 00:00:00, None, -3.4
None, 7.0, -9.3, None, 2016-02-07 00:00:00, None, -5.1
None, 10.0, -7.1, None, 2016-02-08 00:00:00, None, 0.8
None, 0.0, -0.9, None, 2016-02-09 00:00:00, None, 4.4
None, 5.0, -1.3, None, 2016-02-10 00:00:00, None, 0.5
None, 1.0, -4.5, None, 2016-02-11 00:00:00, None, 2.4
None, 1.0, -3.6, None, 2016-02-12 00:00:00, None, 0.1
None, 0.0, -9.2, None, 2016-02-13 00:00:00, None, -0.4
None, 6.0, -8.7, None, 2016-02-14 00:00:00, None, -4.1
None, 1.0, -5.6, None, 2016-02-15 00:00:00, None, -0.9
None, 10.0, -6.4, None, 2016-02-16 00:00:00, None, -2.3
None, 2.0, -5.0, None, 2016-02-17 00:00:00, None, -0.2
None, 9.0, -21.5, None, 2016-02-18 00:00:00, None, -5.0
None, 0.0, -20.2, None, 2016-02-19 00:00:00, None, -10.1
None, 0.0, -11.8, None, 2016-02-20 00:00:00, None, -0.2
None, 0.0, -18.1, None, 2016-02-21 00:00:00, None, -6.1
None, 0.0, -9.9, None, 2016-02-22 00:00:00, None, -2.1
None, 0.0, -17.0, None, 2016-02-23 00:00:00, None, -4.8
None, 0.0, -11.5, None, 2016-02-24 00:00:00, None, -1.6
None, 0.0, -6.4, None, 2016-02-25 00:00:00, None, -0.2
None, 3.0, -3.4, None, 2016-02-26 00:00:00, None, 2.4
None, 3.0, -7.3, None, 2016-02-27 00:00:00, None, 0.4
None, 3.0, -5.2, None, 2016-02-28 00:00:00, None, -1.3
None, 4.0, -6.0, None, 2016-02-29 00:00:00, None, -0.1
None, 4.6, -15.2, None, 2016-03-01 00:00:00, None, -2.3
None, 0.0, -15.8, None, 2016-03-02 00:00:00, None, -2.7
None, 0.0, -13.4, None, 2016-03-03 00:00:00, None, -4.3
None, 2.3, -6.8, None, 2016-03-04 00:00:00, None, -1.4
None, 2.0, -6.4, None, 2016-03-05 00:00:00, None, -1.4
None, 3.0, -7.3, None, 2016-03-06 00:00:00, None, -3.4
None, 2.0, -7.7, None, 2016-03-07 00:00:00, None, -2.5
None, 1.0, -5.8, None, 2016-03-08 00:00:00, None, 1.6
None, 0.0, -10.2, None, 2016-03-09 00:00:00, None, -1.1
None, 1.0, -8.1, None, 2016-03-10 00:00:00, None, -0.7
None, 0.0, -10.8, None, 2016-03-11 00:00:00, None, 1.8
None, 3.0, -7.2, None, 2016-03-12 00:00:00, None, 1.4
None, 5.0, -10.1, None, 2016-03-13 00:00:00, None, 0.5
None, 0.0, -9.6, None, 2016-03-14 00:00:00, None, -1.4
None, 0.0, -6.3, None, 2016-03-15 00:00:00, None, 1.3
None, 3.0, -13.7, None, 2016-03-16 00:00:00, None, -1.0
None, 1.0, -14.9, None, 2016-03-17 00:00:00, None, -1.0
None, 0.0, -14.8, None, 2016-03-18 00:00:00, None, -0.7
None, 0.0, -8.2, None, 2016-03-19 00:00:00, None, 1.1
None, 0.0, -7.0, None, 2016-03-20 00:00:00, None, 3.7
None, 0.0, -4.2, None, 2016-03-21 00:00:00, None, -0.6
None, 0.0, -5.1, None, 2016-03-22 00:00:00, None, 2.5
None, 0.0, -4.6, None, 2016-03-23 00:00:00, None, 0.7
None, 0.0, -4.0, None, 2016-03-24 00:00:00, None, 3.0
None, 0.0, -3.2, None, 2016-03-25 00:00:00, None, 1.3
None, 0.0, -2.9, None, 2016-03-26 00:00:00, None, 3.9
None, 0.0, -4.6, None, 2016-03-27 00:00:00, None, 3.7
None, 0.0, -3.2, None, 2016-03-28 00:00:00, None, 3.5
None, 0.0, -0.6, None, 2016-03-29 00:00:00, None, 10.5
None, 0.0, -1.0, None, 2016-03-30 00:00:00, None, 11.8
