air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
-4.1, -4.3, -8.9, 69.0, 70.0, 0.0, 0.0, None, 0.0,2020-12-23 00:00:00,52
-4.3, -4.5, -8.9, 70.0, 74.0, 0.0, 0.0, None, 0.0,2020-12-23 01:00:00,52
-4.5, -4.6, -8.4, 74.0, 78.0, 0.0, 0.0, None, 0.0,2020-12-23 02:00:00,52
-4.6, -5.2, -7.8, 78.0, 68.0, 0.0, 0.0, None, 0.0,2020-12-23 03:00:00,52
-5.2, -5.9, -10.2, 68.0, 79.0, 0.0, 0.0, None, 0.0,2020-12-23 04:00:00,52
-5.9, -4.5, -9.0, 79.0, 65.0, 0.0, 0.0, None, 0.0,2020-12-23 05:00:00,52
-4.5, -5.4, -10.1, 65.0, 69.0, 0.0, 0.0, None, 0.0,2020-12-23 06:00:00,52
-5.4, -3.6, -10.2, 69.0, 47.0, 0.0, 0.0, None, 0.0,2020-12-23 07:00:00,52
-3.6, -3.8, -13.3, 47.0, 58.0, 0.0, 0.0, None, 0.0,2020-12-23 08:00:00,52
-3.8, -1.9, -10.9, 58.0, 51.0, 0.0, 0.0, None, 0.0,2020-12-23 09:00:00,52
-1.9, -0.4, -10.7, 51.0, 37.0, 0.0, 0.0, None, 0.0,2020-12-23 10:00:00,52
-0.4, 2.2, -13.3, 37.0, 30.0, 0.0, 0.0, None, 0.1,2020-12-23 11:00:00,52
2.2, 2.2, -13.6, 30.0, 25.0, 0.1, 0.1, None, 0.0,2020-12-23 12:00:00,52
2.2, 2.6, -15.8, 25.0, 31.0, 0.1, 0.0, None, 0.4,2020-12-23 13:00:00,52
2.6, 2.5, -12.8, 31.0, 29.0, 0.5, 0.4, None, 0.2,2020-12-23 14:00:00,52
2.5, 1.7, -13.7, 29.0, 28.0, 0.7, 0.2, None, 0.4,2020-12-23 15:00:00,52
1.7, 2.8, -14.9, 28.0, 18.0, 1.1, 0.4, None, 0.0,2020-12-23 16:00:00,52
2.8, 3.4, -19.2, 18.0, 18.0, 1.1, 0.0, None, 0.0,2020-12-23 17:00:00,52
3.4, 3.6, -18.7, 18.0, 19.0, 1.1, 0.0, None, 0.2,2020-12-23 18:00:00,52
3.6, 3.2, -17.9, 19.0, 21.0, 1.3, 0.2, None, 0.0,2020-12-23 19:00:00,52
3.2, 3.1, -17.0, 21.0, 20.0, 1.3, 0.0, None, 0.0,2020-12-23 20:00:00,52
3.1, 3.5, -17.7, 20.0, 24.0, 1.3, 0.0, None, 0.0,2020-12-23 21:00:00,52
3.5, 3.0, -15.2, 24.0, 27.0, 1.3, 0.0, None, 0.2,2020-12-23 22:00:00,52
3.0, 3.8, -14.2, 27.0, 25.0, 1.5, 0.2, None, 0.0,2020-12-23 23:00:00,52
3.8, 3.6, -14.4, 25.0, 23.0, 1.5, 0.0, None, 0.0,2020-12-24 00:00:00,52
3.6, 3.2, -15.6, 23.0, 22.0, 1.5, 0.0, None, 0.0,2020-12-24 01:00:00,52
3.2, 3.6, -16.5, 22.0, 21.0, 1.5, 0.0, None, 0.0,2020-12-24 02:00:00,52
3.6, 4.1, -16.7, 21.0, 20.0, 1.5, 0.0, None, 0.0,2020-12-24 03:00:00,52
4.1, 3.2, -16.9, 20.0, 23.0, 1.5, 0.0, None, 0.0,2020-12-24 04:00:00,52
3.2, 3.4, -16.0, 23.0, 22.0, 1.5, 0.0, None, 0.0,2020-12-24 05:00:00,52
3.4, 4.2, -16.3, 22.0, 22.0, 1.5, 0.0, None, 0.0,2020-12-24 06:00:00,52
4.2, 4.0, -15.6, 22.0, 21.0, 1.5, 0.0, None, 0.0,2020-12-24 07:00:00,52
4.0, 3.9, -16.4, 21.0, 21.0, 1.5, 0.0, None, 0.0,2020-12-24 08:00:00,52
3.9, 5.0, -16.5, 21.0, 18.0, 1.5, 0.0, None, 0.0,2020-12-24 09:00:00,52
5.0, 6.1, -17.4, 18.0, 20.0, 1.5, 0.0, None, 0.3,2020-12-24 10:00:00,52
6.1, 6.4, -15.2, 20.0, 22.0, 1.8, 0.3, None, 0.7,2020-12-24 11:00:00,52
6.4, 7.1, -13.8, 22.0, 21.0, 2.4, 0.7, None, 0.6,2020-12-24 12:00:00,52
None, 6.6, None, None, 24.0, None, None, None, 1.2,2020-12-24 13:00:00,52
6.6, 5.7, -12.5, 24.0, 24.0, 3.8, 1.2, None, 0.6,2020-12-24 14:00:00,52
