TempC,time,RH,week_of_year
-2.247,2020-03-11 00:00:00,91.2,11
-1.356,2020-03-11 01:00:00,82.9,11
-2.102,2020-03-11 02:00:00,81.8,11
-1.556,2020-03-11 03:00:00,81.4,11
-1.441,2020-03-11 04:00:00,77.0,11
-1.613,2020-03-11 05:00:00,76.8,11
-1.9,2020-03-11 06:00:00,76.5,11
-2.015,2020-03-11 07:00:00,77.2,11
-1.756,2020-03-11 08:00:00,77.1,11
0.329,2020-03-11 09:00:00,68.0,11
0.852,2020-03-11 10:00:00,61.1,11
3.009,2020-03-11 11:00:00,56.8,11
3.063,2020-03-11 12:00:00,50.1,11
2.93,2020-03-11 13:00:00,46.1,11
2.637,2020-03-11 14:00:00,40.1,11
1.67,2020-03-11 15:00:00,52.6,11
2.584,2020-03-11 16:00:00,45.1,11
1.643,2020-03-11 17:00:00,52.7,11
-0.648,2020-03-11 18:00:00,49.3,11
-2.947,2020-03-11 19:00:00,67.9,11
-0.255,2020-03-11 20:00:00,68.3,11
-1.727,2020-03-11 21:00:00,74.5,11
-1.299,2020-03-11 22:00:00,75.7,11
-1.556,2020-03-11 23:00:00,78.0,11
-1.441,2020-03-12 00:00:00,74.3,11
-2.247,2020-03-12 01:00:00,71.8,11
-3.035,2020-03-12 02:00:00,68.9,11
-3.568,2020-03-12 03:00:00,66.9,11
-4.167,2020-03-12 04:00:00,66.8,11
-4.106,2020-03-12 05:00:00,68.1,11
-4.257,2020-03-12 06:00:00,67.6,11
-5.574,2020-03-12 07:00:00,73.3,11
-5.049,2020-03-12 08:00:00,89.4,11
-4.651,2020-03-12 09:00:00,86.8,11
-3.183,2020-03-12 10:00:00,82.2,11
-2.625,2020-03-12 11:00:00,75.0,11
-1.27,2020-03-12 12:00:00,69.1,11
-1.584,2020-03-12 13:00:00,69.3,11
-1.871,2020-03-12 14:00:00,73.0,11
-3.33,2020-03-12 15:00:00,79.5,11
-4.197,2020-03-12 16:00:00,86.5,11
-4.895,2020-03-12 17:00:00,80.5,11
-6.834,2020-03-12 18:00:00,70.3,11
-9.679,2020-03-12 19:00:00,78.1,11
-9.439,2020-03-12 20:00:00,84.7,11
-10.127,2020-03-12 21:00:00,80.0,11
-10.546,2020-03-12 22:00:00,81.3,11
-11.04,2020-03-12 23:00:00,78.3,11
-11.433,2020-03-13 00:00:00,76.1,11
-13.39,2020-03-13 01:00:00,71.9,11
-14.667,2020-03-13 02:00:00,72.8,11
-15.425,2020-03-13 03:00:00,73.4,11
-16.955,2020-03-13 04:00:00,74.8,11
-17.901,2020-03-13 05:00:00,79.6,11
-18.474,2020-03-13 06:00:00,81.2,11
-17.597,2020-03-13 07:00:00,78.6,11
-15.264,2020-03-13 08:00:00,68.1,11
-13.277,2020-03-13 09:00:00,60.3,11
-11.903,2020-03-13 10:00:00,53.4,11
-11.94,2020-03-13 11:00:00,50.5,11
-10.934,2020-03-13 12:00:00,48.8,11
-11.433,2020-03-13 13:00:00,47.4,11
-11.218,2020-03-13 14:00:00,47.2,11
-11.686,2020-03-13 15:00:00,46.5,11
-12.417,2020-03-13 16:00:00,46.3,11
-13.163,2020-03-13 17:00:00,46.6,11
-14.628,2020-03-13 18:00:00,47.6,11
-15.791,2020-03-13 19:00:00,50.9,11
-16.828,2020-03-13 20:00:00,53.9,11
-17.424,2020-03-13 21:00:00,55.5,11
-21.272,2020-03-13 22:00:00,61.7,11
-21.716,2020-03-13 23:00:00,70.4,11
-23.515,2020-03-14 00:00:00,73.3,11
-20.262,2020-03-14 01:00:00,72.4,11
-22.218,2020-03-14 02:00:00,70.2,11
-25.045,2020-03-14 03:00:00,74.9,11
-26.253,2020-03-14 04:00:00,80.3,11
-19.607,2020-03-14 05:00:00,68.7,11
-23.515,2020-03-14 06:00:00,66.4,11
-23.997,2020-03-14 07:00:00,78.1,11
-17.082,2020-03-14 08:00:00,64.5,11
-14.905,2020-03-14 09:00:00,53.8,11
-12.491,2020-03-14 10:00:00,47.6,11
-10.792,2020-03-14 11:00:00,43.4,11
-9.202,2020-03-14 12:00:00,40.7,11
-7.804,2020-03-14 13:00:00,39.2,11
-6.93,2020-03-14 14:00:00,38.1,11
-6.452,2020-03-14 15:00:00,37.2,11
-6.834,2020-03-14 16:00:00,38.1,11
-7.316,2020-03-14 17:00:00,40.2,11
