WDIR_VECT,time,HUMIDITY,week_of_year
323.1,2022-01-08 00:00:00,75.5,2
297.1,2022-01-08 01:00:00,75.2,2
305.9,2022-01-08 02:00:00,74.4,2
334.5,2022-01-08 03:00:00,74.0,2
312.6,2022-01-08 04:00:00,72.6,2
322.3,2022-01-08 05:00:00,72.1,2
321.0,2022-01-08 06:00:00,71.7,2
0.8,2022-01-08 07:00:00,72.2,2
354.4,2022-01-08 08:00:00,72.6,2
28.5,2022-01-08 09:00:00,73.3,2
33.0,2022-01-08 10:00:00,73.2,2
42.0,2022-01-08 11:00:00,72.5,2
35.7,2022-01-08 12:00:00,72.2,2
48.0,2022-01-08 13:00:00,72.8,2
34.3,2022-01-08 14:00:00,73.6,2
35.5,2022-01-08 15:00:00,73.9,2
25.3,2022-01-08 16:00:00,74.0,2
22.5,2022-01-08 17:00:00,74.3,2
30.8,2022-01-08 18:00:00,74.2,2
24.9,2022-01-08 19:00:00,74.1,2
21.7,2022-01-08 20:00:00,74.2,2
23.0,2022-01-08 21:00:00,74.4,2
18.7,2022-01-08 22:00:00,74.5,2
19.8,2022-01-08 23:00:00,74.7,2
31.9,2022-01-09 00:00:00,74.8,2
39.6,2022-01-09 01:00:00,74.9,2
76.1,2022-01-09 02:00:00,75.3,2
89.9,2022-01-09 03:00:00,75.5,2
96.9,2022-01-09 04:00:00,75.6,2
99.2,2022-01-09 05:00:00,75.7,2
94.0,2022-01-09 06:00:00,75.8,2
98.0,2022-01-09 07:00:00,76.0,2
106.4,2022-01-09 08:00:00,76.3,2
110.8,2022-01-09 09:00:00,76.5,2
116.0,2022-01-09 10:00:00,76.7,2
110.5,2022-01-09 11:00:00,76.8,2
106.1,2022-01-09 12:00:00,77.0,2
104.3,2022-01-09 13:00:00,77.5,2
100.0,2022-01-09 14:00:00,78.0,2
110.2,2022-01-09 15:00:00,78.1,2
108.6,2022-01-09 16:00:00,78.4,2
105.8,2022-01-09 17:00:00,78.8,2
112.8,2022-01-09 18:00:00,79.1,2
134.8,2022-01-09 19:00:00,79.2,2
150.8,2022-01-09 20:00:00,79.5,2
144.7,2022-01-09 21:00:00,79.8,2
149.5,2022-01-09 22:00:00,80.1,2
121.5,2022-01-09 23:00:00,80.5,2
104.8,2022-01-10 00:00:00,81.0,2
99.7,2022-01-10 01:00:00,81.5,2
98.4,2022-01-10 02:00:00,81.8,2
95.4,2022-01-10 03:00:00,82.1,2
91.7,2022-01-10 04:00:00,82.2,2
108.5,2022-01-10 05:00:00,82.5,2
101.7,2022-01-10 06:00:00,83.0,2
94.9,2022-01-10 07:00:00,83.6,2
109.3,2022-01-10 08:00:00,84.0,2
123.4,2022-01-10 09:00:00,83.8,2
118.2,2022-01-10 10:00:00,84.0,2
127.2,2022-01-10 11:00:00,84.3,2
136.6,2022-01-10 12:00:00,84.9,2
165.3,2022-01-10 13:00:00,85.1,2
309.4,2022-01-10 14:00:00,86.0,2
192.1,2022-01-10 15:00:00,88.0,2
223.5,2022-01-10 16:00:00,89.9,2
240.9,2022-01-10 17:00:00,91.5,2
236.6,2022-01-10 18:00:00,90.9,2
238.1,2022-01-10 19:00:00,90.6,2
241.5,2022-01-10 20:00:00,88.3,2
236.7,2022-01-10 21:00:00,87.6,2
236.6,2022-01-10 22:00:00,85.0,2
237.8,2022-01-10 23:00:00,79.1,2
233.1,2022-01-11 00:00:00,75.4,2
234.9,2022-01-11 01:00:00,72.8,2
230.2,2022-01-11 02:00:00,71.5,2
220.6,2022-01-11 03:00:00,67.5,2
223.2,2022-01-11 04:00:00,70.1,2
239.9,2022-01-11 05:00:00,70.5,2
240.9,2022-01-11 06:00:00,73.2,2
240.2,2022-01-11 07:00:00,78.3,2
233.1,2022-01-11 08:00:00,84.6,2
319.0,2022-01-11 09:00:00,87.0,2
295.0,2022-01-11 10:00:00,86.9,2
207.0,2022-01-11 11:00:00,83.1,2
211.9,2022-01-11 12:00:00,76.9,2
240.5,2022-01-11 13:00:00,72.4,2
248.6,2022-01-11 14:00:00,68.7,2
261.7,2022-01-11 15:00:00,69.6,2
243.3,2022-01-11 16:00:00,73.4,2
216.9,2022-01-11 17:00:00,75.1,2
230.0,2022-01-11 18:00:00,75.2,2
241.8,2022-01-11 19:00:00,75.2,2
240.5,2022-01-11 20:00:00,75.0,2
238.6,2022-01-11 21:00:00,73.7,2
222.5,2022-01-11 22:00:00,73.9,2
222.4,2022-01-11 23:00:00,73.8,2
236.0,2022-01-12 00:00:00,72.2,2
243.9,2022-01-12 01:00:00,71.9,2
239.4,2022-01-12 02:00:00,69.7,2
243.6,2022-01-12 03:00:00,69.1,2
248.5,2022-01-12 04:00:00,67.5,2
241.7,2022-01-12 05:00:00,65.8,2
244.1,2022-01-12 06:00:00,64.4,2
252.7,2022-01-12 07:00:00,68.3,2
237.0,2022-01-12 08:00:00,70.7,2
248.1,2022-01-12 09:00:00,69.3,2
257.7,2022-01-12 10:00:00,68.3,2
243.6,2022-01-12 11:00:00,64.0,2
250.7,2022-01-12 12:00:00,63.0,2
248.7,2022-01-12 13:00:00,60.7,2
249.4,2022-01-12 14:00:00,60.2,2
245.5,2022-01-12 15:00:00,60.9,2
255.3,2022-01-12 16:00:00,64.7,2
249.8,2022-01-12 17:00:00,71.3,2
264.1,2022-01-12 18:00:00,70.2,2
