ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
1.8,1.8,13.0,0.0,2021-08-27,0.0,22.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,12.0,0.0,2021-08-28,0.0,24.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,13.0,0.0,2021-08-29,0.0,29.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2,0.2,15.0,0.0,2021-08-30,0.0,28.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6,8.6,13.0,0.0,2021-08-31,0.0,14.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,12.0,0.0,2021-09-01,0.0,20.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,10.0,0.0,2021-09-02,0.0,23.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 00:00:00,,,35,305.0, 100.0, 2.4, 0.0, 11.7, 3.6, 11.7, 12.3, 271.0, 0.0, 5.0, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 01:00:00,,,35,334.0, 100.0, 2.7, 0.0, 12.1, 1.8, 12.1, 12.0, 276.0, 0.0, 5.0, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 02:00:00,,,35,237.0, 100.0, 3.6, 0.0, 12.3, 2.1, 12.3, 12.0, 305.0, 0.0, 5.0, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 03:00:00,,,35,268.0, 100.0, 1.8, 0.0, 12.0, 1.8, 12.0, 12.3, 334.0, 0.0, 5.0, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 04:00:00,,,35,314.0, 100.0, 2.1, 0.0, 12.0, 1.7, 12.0, 12.5, 237.0, 0.0, 5.0, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 05:00:00,,,35,246.0, None, None, 0.0, None, 2.1, None, 12.8, None, None, None, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 06:00:00,,,35,26.0, 100.0, 1.7, 0.0, 12.5, 2.2, 12.5, 13.5, 314.0, 0.0, None, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 07:00:00,,,35,130.0, 100.0, 2.1, 0.0, 12.8, 2.1, 12.8, 14.6, 246.0, 0.0, None, 95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 08:00:00,,,35,198.0, None, None, 0.0, None, 3.6, None, 15.8, None, None, None, 85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 09:00:00,,,35,198.0, 95.0, 2.1, 0.0, 13.8, 6.8, 14.6, 19.1, 130.0, 0.0, 5.0, 66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 10:00:00,,,35,194.0, 85.0, 3.6, 0.0, 13.3, 5.7, 15.8, 19.1, 198.0, 0.0, 5.0, 58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 11:00:00,,,35,273.0, 66.0, 6.8, 1.4, 12.6, 3.7, 19.1, 14.9, 198.0, 0.0, 5.0, 100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 12:00:00,,,35,186.0, 58.0, 5.7, 0.0, 10.6, 8.7, 19.1, 17.4, 194.0, 0.0, 5.0, 78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 13:00:00,,,35,224.0, 100.0, 3.7, 0.0, 14.9, 6.4, 14.9, 18.6, 273.0, 1.4, 6.4, 65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2021-08-27 14:00:00,,,35,183.0, 78.0, 8.7, 0.0, 13.5, 8.0, 17.4, 20.9, 186.0, 0.0, 6.4, 56.0,,,,,,,,,,,,,,,,,,,,,,,,,,
