CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 3.575, 95.8, None,2016-05-20 00:00:00, None, None,11.33, 11.86,153.4, None, None, None, None, None, None,21
None, 3.728, 96.1, None,2016-05-20 01:00:00, None, None,13.01, 10.27,160.7, None, None, None, None, None, None,21
None, 3.666, 95.9, None,2016-05-20 02:00:00, None, None,18.62, 5.255,165.2, None, None, None, None, None, None,21
None, 3.364, 95.8, None,2016-05-20 03:00:00, None, None,8.81, 5.919,147.8, None, None, None, None, None, None,21
None, 3.841, 95.5, None,2016-05-20 04:00:00, None, None,68.16, 1.969,145.5, None, None, None, None, None, None,21
None, 3.72, 95.9, None,2016-05-20 05:00:00, None, None,46.38, 4.457,354.5, None, None, None, None, None, None,21
None, 3.161, 95.6, None,2016-05-20 06:00:00, None, None,18.98, 15.29,24.28, None, None, None, None, None, None,21
None, 3.063, 95.1, None,2016-05-20 07:00:00, None, None,20.31, 15.87,32.76, None, None, None, None, None, None,21
None, 3.691, 93.6, None,2016-05-20 08:00:00, None, None,20.19, 16.54,30.99, None, None, None, None, None, None,21
None, 4.576, 88.7, None,2016-05-20 09:00:00, None, None,21.57, 15.0,33.29, None, None, None, None, None, None,21
None, 4.917, 82.7, None,2016-05-20 10:00:00, None, None,20.15, 14.95,31.98, None, None, None, None, None, None,21
None, 4.81, 81.7, None,2016-05-20 11:00:00, None, None,23.48, 14.71,45.14, None, None, None, None, None, None,21
None, 5.738, 74.86, None,2016-05-20 12:00:00, None, None,23.61, 13.59,30.65, None, None, None, None, None, None,21
None, 7.789, 64.8, None,2016-05-20 13:00:00, None, None,24.23, 13.23,40.48, None, None, None, None, None, None,21
None, 9.02, 60.39, None,2016-05-20 14:00:00, None, None,26.69, 15.57,24.18, None, None, None, None, None, None,21
None, 8.63, 62.03, None,2016-05-20 15:00:00, None, None,33.72, 13.16,21.01, None, None, None, None, None, None,21
None, 8.81, 61.88, None,2016-05-20 16:00:00, None, None,28.5, 13.63,31.38, None, None, None, None, None, None,21
None, 10.06, 56.28, None,2016-05-20 17:00:00, None, None,30.46, 15.72,16.72, None, None, None, None, None, None,21
None, 11.62, 50.87, None,2016-05-20 18:00:00, None, None,26.06, 16.48,14.18, None, None, None, None, None, None,21
None, 8.83, 61.87, None,2016-05-20 19:00:00, None, None,20.18, 19.56,17.57, None, None, None, None, None, None,21
None, 6.999, 66.01, None,2016-05-20 23:00:00, None, None,18.17, 21.21,21.14, None, None, None, None, None, None,21
None, 6.956, 65.07, None,2016-05-21 00:00:00, None, None,19.15, 22.02,16.15, None, None, None, None, None, None,21
None, 7.12, 63.53, None,2016-05-21 01:00:00, None, None,20.42, 22.07,13.71, None, None, None, None, None, None,21
None, 6.838, 65.52, None,2016-05-21 02:00:00, None, None,22.02, 18.29,7.529, None, None, None, None, None, None,21
None, 6.957, 65.58, None,2016-05-21 03:00:00, None, None,20.49, 19.93,14.1, None, None, None, None, None, None,21
