pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 10.2, None, None, None, 481.0, 0.0,2020-08-19 00:00:00, None,34
None, None, None, None, None, 10.3, None, None, None, 482.0, 0.0,2020-08-19 01:00:00, None,34
None, None, None, None, None, 9.4, None, None, None, 482.0, None,2020-08-19 02:00:00, None,34
None, None, None, None, None, 8.4, None, None, None, 482.0, None,2020-08-19 03:00:00, None,34
None, None, None, None, None, 7.9, None, None, None, 482.0, None,2020-08-19 04:00:00, None,34
None, None, None, None, None, 7.1, None, None, None, 483.0, None,2020-08-19 05:00:00, None,34
None, None, None, None, None, 6.9, None, None, None, 483.0, None,2020-08-19 06:00:00, None,34
None, None, None, None, None, 6.3, None, None, None, 483.0, None,2020-08-19 07:00:00, None,34
None, None, None, None, None, 6.1, None, None, None, 483.0, None,2020-08-19 08:00:00, None,34
None, None, None, None, None, 6.2, None, None, None, 483.0, None,2020-08-19 09:00:00, None,34
None, None, None, None, None, 6.0, None, None, None, 483.0, None,2020-08-19 10:00:00, None,34
None, None, None, None, None, 4.6, None, None, None, 483.0, None,2020-08-19 11:00:00, None,34
None, None, None, None, None, 2.9, None, None, None, 483.0, None,2020-08-19 12:00:00, None,34
None, None, None, None, None, 2.6, None, None, None, 483.0, None,2020-08-19 13:00:00, None,34
None, None, None, None, None, 1.9, None, None, None, 483.0, None,2020-08-19 14:00:00, None,34
None, None, None, None, None, 2.6, None, None, None, 484.0, None,2020-08-19 15:00:00, None,34
None, 64.0, None, None, None, 5.8, None, None, None, 484.0, None,2020-08-19 16:00:00, None,34
None, None, None, None, None, 7.8, None, None, None, 483.0, None,2020-08-19 17:00:00, None,34
None, None, None, None, None, 9.9, None, None, None, 483.0, None,2020-08-19 18:00:00, None,34
None, None, None, None, None, 15.2, None, None, None, 483.0, None,2020-08-19 19:00:00, None,34
None, None, None, None, None, 16.1, None, None, None, 482.0, None,2020-08-19 20:00:00, None,34
None, None, None, None, None, 14.9, None, None, None, 481.0, None,2020-08-19 21:00:00, None,34
None, None, None, None, None, 14.6, None, None, None, 481.0, None,2020-08-19 22:00:00, None,34
None, None, None, None, None, 15.7, None, None, None, 481.0, 0.0,2020-08-19 23:00:00, None,34
None, None, None, None, None, 14.4, None, None, None, 481.0, 0.0,2020-08-20 00:00:00, None,34
None, None, None, None, None, 13.3, None, None, None, 481.0, 0.0,2020-08-20 01:00:00, None,34
