CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 6.918,96.7, None, None, None, None,53.75, None,3.948,73.9, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-05 00:00:00, None, None, None,32
None, 6.822,96.4, None, None, None, None,18.62, None,7.16,49.91, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-05 01:00:00, None, None, None,32
None, 6.774,95.9, None, None, None, None,19.1, None,7.97,52.32, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2016-08-05 02:00:00, None, None, None,32
None, 7.3,95.0, None, None, None, None,16.86, None,9.89,55.36, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-08-05 03:00:00, None, None, None,32
None, 8.12,92.3, None, None, None, None,32.08, None,3.885,67.15, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-08-05 04:00:00, None, None, None,32
None, 8.88,87.3, None, None, None, None,43.54, None,2.403,81.2, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-08-05 05:00:00, None, None, None,32
None, 9.03,85.9, None, None, None, None,43.08, None,2.191,97.1, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-08-05 06:00:00, None, None, None,32
None, 9.7,84.7, None, None, None, None,40.17, None,1.756,104.4, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2016-08-05 07:00:00, None, None, None,32
None, 9.46,87.6, None, None, None, None,37.33, None,2.242,42.76, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2016-08-05 08:00:00, None, None, None,32
None, 10.79,87.6, None, None, None, None,25.22, None,2.089,38.99, None, None, None, None, None, 9.0, None, None, None, None, None, None, None,2016-08-05 09:00:00, None, None, None,32
