AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year
-22.7, 0.0, -22.9, 663.5,2023-01-29 00:00:00, 219.0, -14.6,5
-22.9, None, None, 663.5,2023-01-29 00:15:00, 219.0, None,5
-22.9, None, None, 663.5,2023-01-29 00:30:00, 219.0, None,5
-22.9, None, None, 663.5,2023-01-29 00:45:00, 219.0, None,5
-22.7, None, None, 663.5,2023-01-29 01:00:00, 219.0, None,5
-22.7, None, None, 660.5,2023-01-29 01:15:00, 219.0, None,5
-22.3, None, None, 660.5,2023-01-29 01:30:00, 219.0, None,5
-22.4, None, None, 663.5,2023-01-29 01:45:00, 219.0, None,5
-22.5, None, None, 663.5,2023-01-29 02:00:00, 219.0, None,5
-22.3, None, None, 660.5,2023-01-29 02:15:00, 219.0, None,5
-20.9, None, None, 663.5,2023-01-29 02:30:00, 219.0, None,5
-21.3, None, None, 663.5,2023-01-29 02:45:00, 219.0, None,5
-21.4, None, None, 663.5,2023-01-29 03:00:00, 219.0, None,5
-21.1, None, None, 663.5,2023-01-29 03:15:00, 219.0, None,5
-20.7, None, None, 663.5,2023-01-29 03:30:00, 219.0, None,5
-21.1, None, None, 663.5,2023-01-29 03:45:00, 219.0, None,5
-20.3, None, None, 663.5,2023-01-29 04:00:00, 218.0, None,5
-19.9, None, None, 660.5,2023-01-29 04:15:00, 218.0, None,5
-20.0, None, None, 660.5,2023-01-29 04:30:00, 218.0, None,5
-20.3, None, None, 663.5,2023-01-29 04:45:00, 218.0, None,5
-20.4, None, None, 663.5,2023-01-29 05:00:00, 218.0, None,5
-20.5, None, None, 660.5,2023-01-29 05:15:00, 218.0, None,5
-20.0, None, None, 663.5,2023-01-29 05:30:00, 218.0, None,5
-19.8, None, None, 663.5,2023-01-29 05:45:00, 218.0, None,5
-19.4, None, None, 663.5,2023-01-29 06:00:00, 218.0, None,5
-19.2, None, None, 663.5,2023-01-29 06:15:00, 218.0, None,5
-19.3, None, None, 663.5,2023-01-29 06:30:00, 218.0, None,5
-19.3, None, None, 663.5,2023-01-29 06:45:00, 218.0, None,5
-19.5, None, None, 660.5,2023-01-29 07:00:00, 218.0, None,5
