WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
126.8, None, None,47.7, None,2022-04-30 00:00:00, None,18
127.9, None, None,47.1, None,2022-04-30 01:00:00, None,18
135.7, None, None,49.8, None,2022-04-30 02:00:00, None,18
127.8, None, None,50.7, None,2022-04-30 03:00:00, None,18
132.5, None, None,51.5, None,2022-04-30 04:00:00, None,18
71.8, None, None,55.7, None,2022-04-30 05:00:00, None,18
77.9, None, None,57.2, None,2022-04-30 06:00:00, None,18
137.2, None, None,53.6, None,2022-04-30 07:00:00, None,18
155.8, None, None,51.0, None,2022-04-30 08:00:00, None,18
144.5, None, None,47.6, None,2022-04-30 09:00:00, None,18
168.7, None, None,42.3, None,2022-04-30 10:00:00, None,18
150.8, None, None,38.5, None,2022-04-30 11:00:00, None,18
149.1, None, None,35.6, None,2022-04-30 12:00:00, None,18
161.2, None, None,33.4, None,2022-04-30 13:00:00, None,18
162.8, None, None,33.0, None,2022-04-30 14:00:00, None,18
174.7, None, None,33.0, None,2022-04-30 15:00:00, None,18
223.8, None, None,33.4, None,2022-04-30 16:00:00, None,18
198.8, None, None,33.9, None,2022-04-30 17:00:00, None,18
215.5, None, None,32.1, None,2022-04-30 18:00:00, None,18
212.3, None, None,35.0, None,2022-04-30 19:00:00, None,18
182.2, None, None,39.3, None,2022-04-30 20:00:00, None,18
162.5, None, None,50.4, None,2022-04-30 21:00:00, None,18
177.4, None, None,59.5, None,2022-04-30 22:00:00, None,18
183.3, None, None,67.4, None,2022-04-30 23:00:00, None,18
198.9, None, None,70.1, None,2022-05-01 00:00:00, None,18
205.9, None, None,75.7, None,2022-05-01 01:00:00, None,18
187.0, None, None,81.8, None,2022-05-01 02:00:00, None,18
181.6, None, None,84.8, None,2022-05-01 03:00:00, None,18
179.2, None, None,88.0, None,2022-05-01 04:00:00, None,18
180.5, None, None,88.5, None,2022-05-01 05:00:00, None,18
176.5, None, None,87.0, None,2022-05-01 06:00:00, None,18
153.5, None, None,84.1, None,2022-05-01 07:00:00, None,18
143.8, None, None,74.6, None,2022-05-01 08:00:00, None,18
128.7, None, None,62.7, None,2022-05-01 09:00:00, None,18
126.9, None, None,54.1, None,2022-05-01 10:00:00, None,18
129.7, None, None,49.8, None,2022-05-01 11:00:00, None,18
118.0, None, None,44.7, None,2022-05-01 12:00:00, None,18
236.4, None, None,37.0, None,2022-05-01 13:00:00, None,18
310.6, None, None,47.3, None,2022-05-01 14:00:00, None,18
297.1, None, None,58.3, None,2022-05-01 15:00:00, None,18
264.2, None, None,63.8, None,2022-05-01 16:00:00, None,18
290.3, None, None,66.0, None,2022-05-01 17:00:00, None,18
321.1, None, None,68.7, None,2022-05-01 18:00:00, None,18
259.7, None, None,67.2, None,2022-05-01 19:00:00, None,18
232.7, None, None,78.3, None,2022-05-01 20:00:00, None,18
137.6, None, None,89.6, None,2022-05-01 21:00:00, None,18
128.4, None, None,93.7, None,2022-05-01 22:00:00, None,18
139.8, None, None,94.9, None,2022-05-01 23:00:00, None,18
146.9, None, None,96.7, None,2022-05-02 00:00:00, None,18
187.9, None, None,97.8, None,2022-05-02 01:00:00, None,18
268.7, None, None,98.0, None,2022-05-02 02:00:00, None,18
