AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
12.7, 0.0,0.0, 3.3,2019-08-13 00:00:00, 24.0, 90.0,33
12.5, None,0.0, 3.8,2019-08-13 00:15:00, 29.0, 90.0,33
12.4, None,0.0, 3.7,2019-08-13 00:30:00, 29.0, 90.0,33
12.5, None,0.0, 4.2,2019-08-13 00:45:00, 30.0, 90.0,33
12.6, 0.0,0.0, 4.1,2019-08-13 01:00:00, 31.0, 90.0,33
12.4, None,0.0, 4.7,2019-08-13 01:15:00, 33.0, 89.0,33
12.4, None,0.0, 5.5,2019-08-13 01:30:00, 36.0, 90.0,33
12.4, None,0.0, 6.0,2019-08-13 01:45:00, 39.0, 90.0,33
12.2, 0.0,0.0, 5.7,2019-08-13 02:00:00, 36.0, 91.0,33
12.2, None,0.0, 5.9,2019-08-13 02:15:00, 38.0, 90.0,33
12.1, None,0.0, 6.1,2019-08-13 02:30:00, 38.0, 91.0,33
12.1, None,0.0, 7.0,2019-08-13 02:45:00, 39.0, 91.0,33
12.0, 0.0,0.0, 6.6,2019-08-13 03:00:00, 39.0, 93.0,33
11.9, None,0.0, 7.5,2019-08-13 03:15:00, 39.0, 94.0,33
11.8, None,0.0, 7.7,2019-08-13 03:30:00, 38.0, 95.0,33
11.8, None,0.0, 7.7,2019-08-13 03:45:00, 38.0, 96.0,33
11.8, 0.0,0.0, 7.6,2019-08-13 04:00:00, 39.0, 96.0,33
11.7, None,0.0, 7.6,2019-08-13 04:15:00, 39.0, 96.0,33
11.7, None,0.0, 7.8,2019-08-13 04:30:00, 41.0, 96.0,33
11.6, None,0.0, 7.5,2019-08-13 04:45:00, 42.0, 97.0,33
11.4, 0.0,0.0, 7.5,2019-08-13 05:00:00, 40.0, 95.0,33
11.4, None,0.0, 7.5,2019-08-13 05:15:00, 41.0, 96.0,33
11.4, None,0.0, 7.3,2019-08-13 05:30:00, 43.0, 96.0,33
11.7, None,0.0, 5.4,2019-08-13 05:45:00, 37.0, 95.0,33
11.8, 0.0,0.0, 4.6,2019-08-13 06:00:00, 38.0, 91.0,33
12.4, None,0.0, 3.4,2019-08-13 06:15:00, 28.0, 83.0,33
12.7, None,0.0, 3.5,2019-08-13 06:30:00, 33.0, 81.0,33
12.9, None,0.0, 3.1,2019-08-13 06:45:00, 28.0, 82.0,33
13.6, 0.0,0.0, 3.6,2019-08-13 07:00:00, 37.0, 75.0,33
14.0, None,0.0, 3.3,2019-08-13 07:15:00, 42.0, 75.0,33
14.5, None,0.0, 1.9,2019-08-13 07:30:00, 30.0, 64.0,33
15.6, None,0.0, 2.3,2019-08-13 07:45:00, 71.0, 61.0,33
15.7, 0.0,0.0, 2.9,2019-08-13 08:00:00, 43.0, 60.0,33
16.4, None,0.0, 2.5,2019-08-13 08:15:00, 48.0, 58.0,33
17.3, None,0.0, 3.0,2019-08-13 08:30:00, 70.0, 59.0,33
17.3, None,0.0, 4.1,2019-08-13 08:45:00, 173.0, 61.0,33
16.9, 0.0,0.0, 3.8,2019-08-13 09:00:00, 171.0, 64.0,33
17.7, None,0.0, 4.7,2019-08-13 09:15:00, 176.0, 60.0,33
17.3, None,0.0, 3.4,2019-08-13 09:30:00, 192.0, 63.0,33
17.4, None,0.0, 4.7,2019-08-13 09:45:00, 182.0, 62.0,33
17.6, 0.0,0.0, 6.9,2019-08-13 10:00:00, 176.0, 62.0,33
17.9, None,0.0, 9.2,2019-08-13 10:15:00, 186.0, 57.0,33
18.3, None,0.0, 8.0,2019-08-13 10:30:00, 186.0, 55.0,33
18.8, None,0.0, 6.9,2019-08-13 10:45:00, 185.0, 55.0,33
18.9, 0.0,0.0, 6.4,2019-08-13 11:00:00, 183.0, 56.0,33
19.0, None,0.0, 6.8,2019-08-13 11:15:00, 197.0, 56.0,33
19.4, None,0.0, 7.2,2019-08-13 11:30:00, 192.0, 54.0,33
19.4, None,0.0, 6.6,2019-08-13 11:45:00, 187.0, 57.0,33
19.9, 0.0,0.0, 9.0,2019-08-13 12:00:00, 178.0, 55.0,33
20.2, None,0.0, 8.3,2019-08-13 12:15:00, 192.0, 56.0,33
19.7, None,0.0, 7.1,2019-08-13 12:30:00, 200.0, 57.0,33
20.5, None,0.0, 6.8,2019-08-13 12:45:00, 213.0, 56.0,33
21.5, 0.0,0.0, 8.0,2019-08-13 13:00:00, 171.0, 47.0,33
21.5, None,0.0, 6.6,2019-08-13 13:15:00, 179.0, 51.0,33
20.9, None,0.0, 3.1,2019-08-13 13:30:00, 89.0, 55.0,33
19.9, None,0.0, 2.6,2019-08-13 13:45:00, 59.0, 60.0,33
20.9, 0.0,0.0, 2.7,2019-08-13 14:00:00, 36.0, 57.0,33
20.5, None,0.0, 2.7,2019-08-13 14:15:00, 34.0, 59.0,33
21.2, None,0.0, 2.9,2019-08-13 14:30:00, 65.0, 56.0,33
20.3, None,0.0, 2.6,2019-08-13 14:45:00, 194.0, 58.0,33
20.9, 0.0,0.0, 2.3,2019-08-13 15:00:00, 207.0, 55.0,33
21.3, None,0.0, 3.0,2019-08-13 15:15:00, 122.0, 55.0,33
20.9, None,0.0, 2.4,2019-08-13 15:30:00, 58.0, 58.0,33
20.1, None,0.0, 3.3,2019-08-13 15:45:00, 36.0, 59.0,33
19.6, 0.0,0.0, 3.5,2019-08-13 16:00:00, 51.0, 61.0,33
19.3, None,0.0, 2.9,2019-08-13 16:15:00, 17.0, 57.0,33
21.4, None,0.0, 3.0,2019-08-13 16:30:00, 30.0, 55.0,33
20.8, None,0.0, 2.5,2019-08-13 16:45:00, 42.0, 57.0,33
20.7, 0.0,0.0, 1.9,2019-08-13 17:00:00, 28.0, 58.0,33
18.8, None,0.0, 1.4,2019-08-13 17:15:00, 202.0, 63.0,33
18.3, None,0.0, 1.4,2019-08-13 17:30:00, 351.0, 63.0,33
18.5, None,0.0, 1.8,2019-08-13 17:45:00, 357.0, 60.0,33
19.0, 0.0,0.0, 1.8,2019-08-13 18:00:00, 195.0, 60.0,33
18.2, None,0.0, 1.9,2019-08-13 18:15:00, 166.0, 64.0,33
17.3, None,0.0, 1.8,2019-08-13 18:30:00, 322.0, 67.0,33
16.7, None,0.0, 1.4,2019-08-13 18:45:00, 18.0, 69.0,33
16.3, 0.0,0.0, 1.6,2019-08-13 19:00:00, 33.0, 72.0,33
15.9, None,0.0, 1.0,2019-08-13 19:15:00, 35.0, 74.0,33
15.6, None,0.0, 1.0,2019-08-13 19:30:00, 259.0, 73.0,33
15.9, None,0.0, 2.4,2019-08-13 19:45:00, 265.0, 71.0,33
15.6, 0.0,0.0, 2.6,2019-08-13 20:00:00, 271.0, 73.0,33
15.5, None,0.0, 2.8,2019-08-13 20:15:00, 265.0, 73.0,33
15.1, None,0.0, 2.3,2019-08-13 20:30:00, 287.0, 71.0,33
15.1, None,0.0, 3.0,2019-08-13 20:45:00, 284.0, 71.0,33
15.2, 0.0,0.0, 3.6,2019-08-13 21:00:00, 281.0, 70.0,33
15.2, None,0.0, 3.4,2019-08-13 21:15:00, 294.0, 71.0,33
15.3, None,0.0, 3.1,2019-08-13 21:30:00, 289.0, 71.0,33
15.3, None,0.0, 3.5,2019-08-13 21:45:00, 284.0, 71.0,33
15.5, 0.0,0.0, 2.6,2019-08-13 22:00:00, 278.0, 72.0,33
15.8, None,0.0, 2.5,2019-08-13 22:15:00, 266.0, 71.0,33
16.2, None,0.0, 2.4,2019-08-13 22:30:00, 272.0, 70.0,33
16.3, None,0.0, 2.0,2019-08-13 22:45:00, 262.0, 70.0,33
16.2, 0.0,0.0, 1.5,2019-08-13 23:00:00, 259.0, 71.0,33
16.3, None,0.0, 2.3,2019-08-13 23:15:00, 240.0, 70.0,33
16.2, None,0.0, 2.6,2019-08-13 23:30:00, 254.0, 70.0,33
16.4, None,0.0, 2.0,2019-08-13 23:45:00, 254.0, 70.0,33
16.1, 0.0,0.0, 1.7,2019-08-14 00:00:00, 230.0, 72.0,33
16.1, None,0.0, 2.0,2019-08-14 00:15:00, 239.0, 72.0,33
16.1, None,0.0, 1.5,2019-08-14 00:30:00, 229.0, 72.0,33
16.0, None,0.0, 1.4,2019-08-14 00:45:00, 231.0, 72.0,33
16.0, 0.0,0.0, 1.7,2019-08-14 01:00:00, 248.0, 73.0,33
15.8, None,0.0, 1.5,2019-08-14 01:15:00, 225.0, 74.0,33
15.7, None,0.0, 1.8,2019-08-14 01:30:00, 209.0, 73.0,33
15.7, None,0.0, 2.0,2019-08-14 01:45:00, 148.0, 73.0,33
15.2, 0.0,0.0, 0.9,2019-08-14 02:00:00, 137.0, 78.0,33
14.5, None,0.0, 0.9,2019-08-14 02:15:00, 143.0, 81.0,33
14.2, None,0.0, 0.5,2019-08-14 02:30:00, 9.0, 81.0,33
14.4, None,0.0, 1.1,2019-08-14 02:45:00, 218.0, 79.0,33
14.6, 0.0,0.0, 0.4,2019-08-14 03:00:00, 94.0, 78.0,33
14.9, None,0.0, 1.0,2019-08-14 03:15:00, 49.0, 76.0,33
15.0, None,0.0, 1.7,2019-08-14 03:30:00, 55.0, 75.0,33
15.1, None,0.0, 2.3,2019-08-14 03:45:00, 50.0, 75.0,33
14.8, 0.0,0.0, 0.6,2019-08-14 04:00:00, 38.0, 77.0,33
14.3, None,0.0, 1.7,2019-08-14 04:15:00, 42.0, 77.0,33
14.2, None,0.0, 2.1,2019-08-14 04:30:00, 39.0, 78.0,33
13.9, None,0.0, 1.2,2019-08-14 04:45:00, 34.0, 81.0,33
14.0, 0.0,0.0, 1.3,2019-08-14 05:00:00, 164.0, 78.0,33
13.6, None,0.0, 2.3,2019-08-14 05:15:00, 12.0, 83.0,33
13.3, None,0.0, 1.0,2019-08-14 05:30:00, 161.0, 83.0,33
13.4, None,0.0, 2.3,2019-08-14 05:45:00, 20.0, 82.0,33
13.8, 0.0,0.0, 1.9,2019-08-14 06:00:00, 13.0, 81.0,33
14.3, None,0.0, 2.0,2019-08-14 06:15:00, 154.0, 78.0,33
14.8, None,0.0, 1.6,2019-08-14 06:30:00, 197.0, 77.0,33
15.0, None,0.0, 2.9,2019-08-14 06:45:00, 149.0, 76.0,33
15.2, 0.0,0.0, 2.6,2019-08-14 07:00:00, 158.0, 75.0,33
