pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -1.059, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.1, -1.6, 0.3, -6999.0, 0.0,2020-11-25 00:00:00, -7.0, None, -6999.0,48
None, -1.619, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.6, -1.6, 0.0, -6999.0, 0.0,2020-11-25 01:00:00, -7.0, None, -6999.0,48
None, -1.714, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.7, -1.7, 0.0, -6999.0, 0.0,2020-11-25 02:00:00, -7.0, None, -6999.0,48
None, -1.857, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.9, -1.9, 0.0, -6999.0, 0.0,2020-11-25 03:00:00, -7.0, None, -6999.0,48
None, -1.962, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.0, -2.1, 0.0, -6999.0, 0.0,2020-11-25 04:00:00, -7.0, None, -6999.0,48
None, -2.237, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.3, 0.4, -6999.0, 0.0,2020-11-25 05:00:00, -7.0, None, -6999.0,48
None, -2.284, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -2.3, -2.4, 0.2, -6999.0, 0.0,2020-11-25 06:00:00, -7.0, None, -6999.0,48
None, -2.389, -2.3, -6999.0, -6999.0, -6999.0, -6999.0, -2.4, -2.4, 0.0, -6999.0, 0.0,2020-11-25 07:00:00, -7.0, None, -6999.0,48
None, -2.227, -2.2, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.5, 0.0, -6999.0, 0.0,2020-11-25 08:00:00, -7.0, None, -6999.0,48
None, -1.04, -0.9, -6999.0, -6999.0, -6999.0, -6999.0, -1.0, -2.5, 0.0, -6999.0, 0.0,2020-11-25 09:00:00, -7.0, None, -6999.0,48
None, -1.334, -0.9, -6999.0, -6999.0, -6999.0, -6999.0, -1.3, -2.5, 0.0, -6999.0, 0.0,2020-11-25 10:00:00, -7.0, None, -6999.0,48
None, -0.443, -0.1, -6999.0, -6999.0, -6999.0, -6999.0, -0.4, -2.5, 0.0, -6999.0, 0.0,2020-11-25 11:00:00, -7.0, None, -6999.0,48
None, -0.368, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.4, -2.5, 0.0, -6999.0, 0.0,2020-11-25 12:00:00, -7.0, None, -6999.0,48
None, 0.228, 0.2, -6999.0, -6999.0, -6999.0, -6999.0, 0.2, -2.5, 0.0, -6999.0, 0.0,2020-11-25 13:00:00, -7.0, None, -6999.0,48
None, 1.07, 3.0, -6999.0, -6999.0, -6999.0, -6999.0, 1.1, -2.5, 0.2, -6999.0, 0.0,2020-11-25 14:00:00, -6.0, None, -6999.0,48
None, -0.315, 3.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.3, -2.5, 0.0, -6999.0, 0.0,2020-11-25 15:00:00, -7.0, None, -6999.0,48
None, -0.814, 3.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.8, -2.5, 0.0, -6999.0, 0.0,2020-11-25 16:00:00, -6.0, None, -6999.0,48
None, -1.525, 3.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.5, -2.5, 0.0, -6999.0, 0.0,2020-11-25 17:00:00, -6.0, None, -6999.0,48
None, -1.733, 3.0, -6999.0, -6999.0, -6999.0, -6999.0, -1.7, -2.5, 0.0, -6999.0, 0.0,2020-11-25 18:00:00, -7.0, None, -6999.0,48
None, -2.161, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.2, 0.0, -6999.0, 0.0,2020-11-25 19:00:00, -7.0, None, -6999.0,48
1.8, -2.541, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.5, -2.6, 0.0, -6999.0, 0.0,2020-11-25 20:00:00, -7.0, None, -6999.0,48
None, -2.122, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.1, -2.6, -0.2, -6999.0, 0.0,2020-11-25 21:00:00, -7.0, None, -6999.0,48
None, -2.237, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.2, -2.6, 0.0, -6999.0, 0.0,2020-11-25 22:00:00, -7.0, None, -6999.0,48
None, -2.76, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.8, -3.0, 0.0, -6999.0, 0.0,2020-11-25 23:00:00, -7.0, None, -6999.0,48
None, -2.436, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.4, -3.1, 0.0, -6999.0, 0.0,2020-11-26 00:00:00, -7.0, None, -6999.0,48
None, -2.551, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.6, -3.1, 0.0, -6999.0, 0.0,2020-11-26 01:00:00, -7.0, None, -6999.0,48
None, -3.19, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -3.2, -3.2, 0.0, -6999.0, 0.0,2020-11-26 02:00:00, -7.0, None, -6999.0,48
None, -2.894, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.9, -3.3, 0.0, -6999.0, 0.0,2020-11-26 03:00:00, -7.0, None, -6999.0,48
None, -2.884, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -2.9, -3.3, 0.0, -6999.0, 0.0,2020-11-26 04:00:00, -7.0, None, -6999.0,48
None, -2.961, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -3.0, -3.3, 0.0, -6999.0, 0.0,2020-11-26 05:00:00, -7.0, None, -6999.0,48
None, -3.122, -1.7, -6999.0, -6999.0, -6999.0, -6999.0, -3.1, -3.3, 0.0, -6999.0, 0.0,2020-11-26 06:00:00, -7.0, None, -6999.0,48
None, -3.189, -3.1, -6999.0, -6999.0, -6999.0, -6999.0, -3.2, -3.4, 0.0, -6999.0, 0.0,2020-11-26 07:00:00, -7.0, None, -6999.0,48
None, -3.17, -3.1, -6999.0, -6999.0, -6999.0, -6999.0, -3.2, -3.4, 0.0, -6999.0, 0.0,2020-11-26 08:00:00, -7.0, None, -6999.0,48
None, -2.97, -2.9, -6999.0, -6999.0, -6999.0, -6999.0, -3.0, -3.4, 0.0, -6999.0, 0.0,2020-11-26 09:00:00, -7.0, None, -6999.0,48
None, None, 0.0, -6999.0, -6999.0, -6999.0, -6999.0, -0.7, -3.4, 0.0, -6999.0, 0.0,2020-11-26 10:00:00, -7.0, None, -6999.0,48
None, 0.076, 1.5, -6999.0, -6999.0, -6999.0, -6999.0, 0.1, -3.4, 0.3, -6999.0, 0.0,2020-11-26 12:00:00, -7.0, None, -6999.0,48
None, -0.698, 1.5, -6999.0, -6999.0, -6999.0, -6999.0, -0.7, -3.4, 0.0, -6999.0, 0.0,2020-11-26 13:00:00, -7.0, None, -6999.0,48
None, -0.959, 1.5, -6999.0, -6999.0, -6999.0, -6999.0, -1.0, -3.4, 0.0, -6999.0, 0.0,2020-11-26 14:00:00, -7.0, None, -6999.0,48
None, -1.051, 1.5, -6999.0, -6999.0, -6999.0, -6999.0, -1.1, -3.4, 0.0, -6999.0, 0.0,2020-11-26 15:00:00, -7.0, None, -6999.0,48
