pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
1.0, -7.03, 95.2, -7.0, 95.0, -8.0, -7.0, -11.4, 1005.2, 0.5, -8.0, 908.0, 0.0,2020-11-25 00:00:00, 29.0, 28.76, 908.0,48
None, -6.945, 95.4, -6.9, 95.0, -8.0, -6.9, -11.4, 1005.4, -0.1, -8.0, 908.0, 0.0,2020-11-25 01:00:00, 29.0, 28.8, 908.0,48
None, -6.929, 95.3, -6.9, 95.0, -7.0, -6.9, -11.4, 1006.3, 0.0, -7.0, 909.0, 0.0,2020-11-25 02:00:00, 29.0, 28.74, 909.0,48
None, -6.544, 95.6, -6.5, 96.0, -7.0, -6.5, -11.4, 1007.5, 0.0, -7.0, 910.0, 0.0,2020-11-25 03:00:00, 29.0, 28.71, 910.0,48
None, -6.417, 95.5, -6.3, 96.0, -7.0, -6.4, -11.4, 1007.6, 0.0, -7.0, 910.0, 0.0,2020-11-25 04:00:00, 29.0, 28.65, 910.0,48
None, -8.16, 94.4, -6.3, 94.0, -9.0, -8.2, -11.4, 1007.9, -1.0, -9.0, 910.0, 0.0,2020-11-25 05:00:00, 28.0, 28.46, 910.0,48
None, -9.56, 93.6, -6.3, 94.0, -10.0, -9.6, -11.4, 1008.0, 0.0, -10.0, 910.0, 0.0,2020-11-25 06:00:00, 28.0, 28.16, 910.0,48
None, -8.68, 94.8, -8.7, 95.0, -9.0, -8.7, -9.6, 1007.8, 0.0, -9.0, 910.0, 0.0,2020-11-25 07:00:00, 28.0, 28.37, 910.0,48
None, -8.05, 95.0, -8.1, 95.0, -9.0, -8.1, -9.6, 1007.6, 0.0, -9.0, 910.0, 0.0,2020-11-25 08:00:00, 28.0, 28.47, 910.0,48
None, -7.756, 94.7, -7.7, 95.0, -8.0, -7.8, -9.6, 1007.5, 0.2, -8.0, 910.0, 0.0,2020-11-25 09:00:00, 28.0, 28.38, 910.0,48
None, -6.893, 95.2, -6.9, 95.0, -7.0, -6.9, -9.6, 1007.4, 0.8, -7.0, 910.0, 0.0,2020-11-25 10:00:00, 28.0, 28.48, 910.0,48
None, -5.97, 95.2, -6.0, 95.0, -7.0, -6.0, -9.6, 1007.2, 0.0, -7.0, 910.0, 0.0,2020-11-25 11:00:00, 29.0, 28.54, 910.0,48
None, -4.381, 95.5, -4.4, 96.0, -5.0, -4.4, -9.6, 1008.1, 0.0, -5.0, 911.0, 0.0,2020-11-25 12:00:00, 29.0, 28.56, 911.0,48
None, -3.782, 94.4, -3.8, 94.0, -4.0, -3.8, -9.6, 1008.0, 0.0, -4.0, 911.0, 0.0,2020-11-25 13:00:00, 29.0, 28.53, 911.0,48
None, -3.722, 91.7, -3.6, 92.0, -5.0, -3.7, -9.6, 1008.0, 0.0, -5.0, 911.0, 0.0,2020-11-25 14:00:00, 29.0, 28.5, 911.0,48
None, -4.562, 93.9, -3.6, 94.0, -5.0, -4.6, -9.6, 1009.2, 0.0, -5.0, 912.0, 0.0,2020-11-25 15:00:00, 28.0, 28.36, 912.0,48
None, -4.897, 95.4, -3.6, 95.0, -5.0, -4.9, -9.6, 1009.2, 0.0, -5.0, 912.0, 0.0,2020-11-25 16:00:00, 29.0, 28.52, 912.0,48
