RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.136, 335.1, None, 0.4, None, 975.0, None, None, None, 189.0, None, 189.3, None, None, 1.087, None, 4.6, None, None, 21.97, None, 1.1, 1020.1, -0.1, 0.0,2022-03-26 00:00:00, 975.0,13
None, None, None, None, 0.135, 337.1, None, 0.4, None, 975.0, None, None, None, 189.0, None, 189.2, None, None, 1.285, None, 4.6, None, None, 3.765, None, 1.3, 1020.0, 0.0, 0.0,2022-03-26 01:00:00, 975.0,13
None, None, None, None, 0.119, 336.0, None, 0.4, None, 975.0, None, None, None, 189.0, None, 189.1, None, None, 0.834, None, 4.6, None, None, 18.0, None, 0.8, 1020.0, 0.0, 0.0,2022-03-26 02:00:00, 975.0,13
None, None, None, None, 0.13, 115.8, None, 0.2, None, 975.0, None, None, None, 189.0, None, 189.1, None, None, 0.258, None, 4.6, None, None, 9.96, None, 0.3, 1020.0, 0.0, 0.0,2022-03-26 03:00:00, 975.0,13
None, None, None, None, 0.086, 350.6, None, -0.1, None, 973.0, None, None, None, 189.0, None, 189.0, None, None, -0.072, None, 4.6, None, None, 36.21, None, -0.1, 1017.9, 0.0, 0.0,2022-03-26 04:00:00, 973.0,13
None, None, None, None, 0.139, 284.9, None, -0.2, None, 973.0, None, None, None, 189.0, None, 189.1, None, None, 0.003, None, 4.6, None, None, 43.71, None, 0.0, 1017.9, 0.0, 0.0,2022-03-26 05:00:00, 973.0,13
None, None, None, None, 0.169, 326.2, None, -0.3, None, 972.0, None, None, None, 189.0, None, 189.0, None, None, 0.362, None, 4.6, None, None, 40.67, None, 0.4, 1017.0, -0.2, 0.0,2022-03-26 06:00:00, 972.0,13
None, None, None, None, 0.07, 317.8, None, -0.7, None, 972.0, None, None, None, 189.0, None, 189.0, None, None, -0.687, None, 0.4, None, None, 17.47, None, -0.7, 1017.1, 0.0, 0.0,2022-03-26 07:00:00, 972.0,13
None, None, None, None, 0.099, 139.3, None, -1.0, None, 972.0, None, None, None, 189.0, None, 188.9, None, None, -0.733, None, 0.4, None, None, 45.74, None, -0.7, 1017.1, -0.1, 0.0,2022-03-26 08:00:00, 972.0,13
None, None, None, None, 0.013, 143.5, None, -1.0, None, 972.0, None, None, None, 189.0, None, 188.8, None, None, 0.456, None, 0.5, None, None, 3.581, None, 0.5, 1017.1, 0.2, 0.0,2022-03-26 09:00:00, 972.0,13
None, None, None, None, 0.258, 58.43, None, -1.0, None, 971.0, None, None, None, 189.0, None, 188.8, None, None, 2.833, None, 3.2, None, None, 46.29, None, 2.8, 1016.0, 0.3, 0.0,2022-03-26 11:00:00, 971.0,13
